chr,start,end,distanceToTSS,geneId,SYMBOL,category
chr12,33147313,33147894,0,320046,F730043M19Rik,Both
chr12,36156333,36156914,0,66912,Bzw2,Both
chr12,40037326,40038224,0,11861,Arl4a,Both
chr12,40222212,40223523,0,100316693,Mir1938,Both
chr12,40445683,40446660,0,238130,Dock4,Both
chr12,44209465,44210430,0,100885842,Mir5627,Both
chr12,44269134,44269572,0,67452,Pnpla8,Both
chr12,44328640,44329689,0,319504,Nrcam,Both
chr12,51347991,51348511,0,217558,G2e3,Both
chr12,51690919,51692308,0,11782,Ap4s1,Both
chr12,52503800,52504970,0,11855,Arhgap5,Both
chr12,53248351,53248788,0,27386,Npas3,Both
chr12,54656156,54656806,0,104725,Sptssa,Both
chr12,54695588,54696034,0,66266,Eapp,Both
chr12,55302603,55303128,0,59032,Ppp2r3c,Both
chr12,55836224,55836875,0,52592,Brms1l,Both
chr12,59011630,59012287,0,20334,Sec23a,Both
chr12,59066731,59067474,0,18949,Pnn,Both
chr12,59219035,59220175,0,70611,Fbxo33,Both
chr12,64965669,64966573,0,328108,Togaram1,Both
chr12,65073471,65074221,0,30795,Fkbp3,Both
chr12,65172293,65172881,0,217653,Mis18bp1,Both
chr12,69158619,69159291,0,20090,Rps29,Both
chr12,69724479,69725206,0,217666,L2hgdh,Both
chr12,70346497,70347720,0,94090,Trim9,Both
chr12,70974528,70975224,0,19167,Psma3,Both
chr12,71015220,71016556,0,238247,Arid4a,Both
chr12,71831095,71831860,0,208846,Daam1,Both
chr12,72084672,72086287,0,104771,Jkamp,Both
chr12,72536070,72536529,0,67708,Pcnx4,Both
chr12,72664671,72664937,0,66375,Dhrs7,Both
chr12,72760478,72761927,0,19042,Ppm1a,Both
chr12,73907475,73908803,0,15251,Hif1a,Both
chr12,75595510,75596718,0,26932,Ppp2r5e,Both
chr12,75669333,75669898,0,72338,Wdr89,Both
chr12,75818003,75819124,0,319565,Syne2,Both
chr12,76255069,76255449,0,108156,Mthfd1,Both
chr12,76403462,76406165,0,15512,Hspa2,Both
chr12,76837387,76837827,0,110606,Fntb,Both
chr12,76961702,76962853,0,17187,Max,Both
chr12,78748531,78749539,0,56217,Pals1,Both
chr12,78861352,78862379,0,13665,Eif2s1,Both
chr12,79172100,79172815,0,53612,Vti1b,Both
chr12,80112800,80113026,0,12192,Zfp36l1,Both
chr12,80643329,80643889,0,13877,Erh,Both
chr12,83485824,83487847,0,70127,Dpf3,Both
chr12,83520350,83520776,0,73828,Dcaf4,Both
chr12,83596829,83597435,0,217695,Zfyve1,Both
chr12,83632158,83632929,0,67039,Rbm25,Both
chr12,83921199,83922055,0,18222,Numb,Both
chr12,84450694,84451029,0,104776,Aldh6a1,Both
chr12,84617242,84617489,0,19300,Abcd4,Both
chr12,84773035,84773754,0,67963,Npc2,Both
chr12,85280202,85280474,0,66204,Acyp1,Both
chr12,85473438,85474752,0,14281,Fos,Both
chr12,85824694,85825235,0,320244,Ttll5,Both
chr12,86725946,86726559,0,68737,Angel1,Both
chr12,86946846,86947485,0,217732,Cipc,Both
chr12,87147049,87148157,0,14874,Gstz1,Both
chr12,87266607,87266905,0,217737,Ahsa1,Both
chr12,87387720,87388413,0,20773,Sptlc2,Both
chr12,99392016,99393399,0,71375,Foxn3,Both
chr12,99883259,99883599,0,78767,Efcab11,Both
chr12,100724639,100725581,0,73086,Rps6ka5,Both
chr12,102757312,102758334,0,100233175,Gon7,Both
chr12,103388600,103388989,0,68149,Otub2,Both
chr12,105032097,105033104,0,69434,Snhg10,Both
chr12,106010171,106010924,0,22367,Vrk1,Both
chr12,108178345,108180230,0,12454,Ccnk,Both
chr12,108274316,108276582,0,668158,Ccdc85c,Both
chr12,108334378,108334793,0,13116,Cyp46a1,Both
chr12,108835408,108836377,0,104910,Slc25a47,Both
chr12,110446519,110447628,0,26931,Ppp2r5c,Both
chr12,111813650,111814661,0,68520,Zfyve21,Both
chr12,112644426,112645448,0,30954,Siva1,Both
chr12,112828852,112829747,0,71963,Cdca4,Both
chr12,112999866,113000936,0,72308,Brf1,Both
chr12,113155977,113156611,0,104732,Tedc1,Both
chr12,116047741,116048005,0,56220,Zfp386,Both
chr12,116280639,116281851,0,52635,Esyt2,Both
chr12,118301131,118302632,0,20688,Sp4,Both
chr13,3537576,3538596,0,14569,Gdi2,Both
chr13,5861051,5861902,0,23849,Klf6,Both
chr13,6547941,6548275,0,69617,Pitrm1,Both
chr13,9093439,9094271,0,217980,Larp4b,Both
chr13,12257660,12258283,0,238505,Mtr,Both
chr13,12461219,12461571,0,56048,Lgals8,Both
chr13,13953979,13955217,0,97884,B3galnt2,Both
chr13,14039386,14039784,0,70430,Tbce,Both
chr13,14062996,14064859,0,14593,Ggps1,Both
chr13,14612964,14613509,0,19166,Psma2,Both
chr13,17694572,17695766,0,192136,Sugct,Both
chr13,17803342,17805807,0,69562,Cdk13,Both
chr13,19395455,19395957,0,76205,Stard3nl,Both
chr13,21179978,21181148,0,19720,Trim27,Both
chr13,21721497,21722451,0,319186,H2bc14,Both
chr13,21945044,21945334,0,193452,Zfp184,Both
chr13,22035230,22036225,0,319168,H2ac12,Both
chr13,22042605,22043584,0,319167,H2ac11,Both
chr13,23368894,23369417,0,218100,Zfp322a,Both
chr13,23570786,23571771,0,319166,H2ac8,Both
chr13,23622097,23622643,0,50709,H1f4,Both
chr13,23683595,23684586,0,319164,H2ac6,Both
chr13,23760850,23762347,0,326619,H4c1,Both
chr13,24801093,24801950,0,79555,BC005537,Both
chr13,24831402,24832195,0,56196,Tdp2,Both
chr13,29983913,29986187,0,13557,E2f3,Both
chr13,31806191,31806991,0,17300,Foxc1,Both
chr13,32338259,32338807,0,218138,Gmds,Both
chr13,32801795,32803183,0,78903,Wrnip1,Both
chr13,34130329,34130556,0,73710,Tubb2b,Both
chr13,34993732,34994156,0,23986,Eci2,Both
chr13,38634762,38635300,0,17828,Bloc1s5,Both
chr13,41249657,41250485,0,108934,Smim13,Both
chr13,41605447,41606526,0,621976,Tmem170b,Both
chr13,42051762,42052794,0,110521,Hivep1,Both
chr13,43303259,43304447,0,328232,Gfod1,Both
chr13,44729660,44731359,0,16468,Jarid2,Both
chr13,45389464,45390447,0,218203,Mylip,Both
chr13,46929348,46930615,0,16553,Kif13a,Both
chr13,47043183,47044004,0,218214,Kdm1b,Both
chr13,47105647,47106704,0,110052,Dek,Both
chr13,48261040,48262467,0,15904,Id4,Both
chr13,49341095,49341943,0,76895,Bicd2,Both
chr13,49420930,49421765,0,75678,Ippk,Both
chr13,49652570,49653118,0,66336,Cenpp,Both
chr13,49682046,49682296,0,105148,Iars1,Both
chr13,51845657,51847742,0,23882,Gadd45g,Both
chr13,54589869,54590073,0,28126,Nop16,Both
chr13,54687074,54688361,0,105239,Rnf44,Both
chr13,54693579,54694399,0,105239,Rnf44,Both
chr13,55105183,55105715,0,26919,Zfp346,Both
chr13,55362135,55362965,0,66890,Lman2,Both
chr13,55444654,55445775,0,26385,Grk6,Both
chr13,58401244,58403342,0,15387,Hnrnpk,Both
chr13,59585157,59585869,0,319469,A230056J06Rik,Both
chr13,59769313,59770409,0,13996,Etohd2,Both
chr13,60175837,60177591,0,14451,Gas1,Both
chr13,63431481,63431843,0,14088,Fancc,Both
chr13,63563240,63566182,0,19206,Ptch1,Both
chr13,63815109,63815669,0,76251,Ercc6l2,Both
chr13,64152403,64153554,0,238673,Zfp367,Both
chr13,64161748,64162409,0,56541,Habp4,Both
chr13,64312395,64312852,0,66129,Prxl2c,Both
chr13,65278714,65279062,0,170936,Zfp369,Both
chr13,67060993,67061258,0,78251,Zfp712,Both
chr13,69610925,69612270,0,28114,Nsun2,Both
chr13,70637317,70637905,0,218333,Ice1,Both
chr13,72628317,72631991,0,16372,Irx2,Both
chr13,76018288,76018759,0,218341,Rfesd,Both
chr13,80885428,80886411,0,105171,Arrdc3,Both
chr13,81632823,81633145,0,110789,Adgrv1,Both
chr13,81657636,81658147,0,80289,Lysmd3,Both
chr13,81710936,81711912,0,67486,Polr3g,Both
chr13,81782996,81783976,0,12626,Cetn3,Both
chr13,85288517,85289675,0,218397,Rasa1,Both
chr13,90089535,90090032,0,108138,Xrcc4,Both
chr13,90923074,90923635,0,66475,Rps23,Both
chr13,91460384,91462219,0,66970,Ssbp2,Both
chr13,92354704,92355478,0,13361,Dhfr,Both
chr13,92530435,92531395,0,218441,Zfyve16,Both
chr13,94976247,94976587,0,218460,Wdr41,Both
chr13,96542283,96542625,0,27015,Polk,Both
chr13,96670359,96671269,0,15357,Hmgcr,Both
chr13,98262848,98263491,0,105372,Utp15,Both
chr13,98814432,98815475,0,218503,Fcho2,Both
chr13,100015330,100015811,0,78038,Mccc2,Both
chr13,100744138,100744607,0,66128,Mrps36,Both
chr13,100832975,100833553,0,69048,Slc30a5,Both
chr13,101767253,101768516,0,18708,Pik3r1,Both
chr13,104178699,104179120,0,81003,Trim23,Both
chr13,106946998,106947538,0,66254,Dimt1,Both
chr13,107888547,107891460,0,67263,Zswim6,Both
chr13,108158157,108159000,0,71991,Ercc8,Both
chr13,110394608,110395616,0,20620,Plk2,Both
chr13,111488769,111490745,0,73274,Gpbp1,Both
chr13,112463722,112464553,0,16195,Il6st,Both
chr13,112927306,112927962,0,218629,Dhx29,Both
chr13,112987476,112988322,0,218630,Ccno,Both
chr13,113794155,113794960,0,218639,Arl15,Both
chr13,115089696,115090334,0,105083,Pelo,Both
chr13,119690070,119690840,0,208715,Hmgcs1,Both
chr13,119755651,119755894,0,245269,Nim1k,Both
chr13,119790494,119791460,0,72465,Zfp131,Both
chr14,8080222,8080665,0,67053,Rpp14,Both
chr14,8172557,8173238,0,68263,Pdhb,Both
chr14,8213945,8214584,0,71393,Kctd6,Both
chr14,16364625,16366177,0,21974,Top2b,Both
chr14,18238224,18239412,0,353187,Nr1d2,Both
chr14,18270482,18271462,0,66480,Rpl15,Both
chr14,19751168,19751591,0,18074,Nid2,Both
chr14,20393382,20393885,0,66242,Mrps16,Both
chr14,20707476,20708081,0,268721,Zswim8,Both
chr14,20928966,20929785,0,22330,Vcl,Both
chr14,21051936,21053052,0,11534,Adk,Both
chr14,21075820,21076363,0,11534,Adk,Both
chr14,21499430,21501345,0,54169,Kat6b,Both
chr14,21831202,21831936,0,22334,Vdac2,Both
chr14,21989043,21989725,0,218820,Zfp503,Both
chr14,25459062,25461092,0,328365,Zmiz1,Both
chr14,26637890,26638619,0,11843,Arf4,Both
chr14,27508268,27508654,0,320234,Ccdc66,Both
chr14,29968429,29968835,0,80795,Selenok,Both
chr14,30549034,30549614,0,21881,Tkt,Both
chr14,31128722,31129151,0,66487,Uqcc5,Both
chr14,31130796,31131640,0,70021,Nt5dc2,Both
chr14,31336547,31337121,0,12339,Capn7,Both
chr14,31641076,31641345,0,56794,Hacl1,Both
chr14,32085239,32085808,0,105638,Dph3,Both
chr14,32159840,32160256,0,27057,Ncoa4,Both
chr14,34310267,34311460,0,14661,Glud1,Both
chr14,34673369,34674780,0,218914,Wapl,Both
chr14,37134859,37135524,0,66092,Ghitm,Both
chr14,40966306,40967430,0,52588,Tspan14,Both
chr14,45219318,45220490,0,70561,Txndc16,Both
chr14,45329642,45330100,0,67089,Psmc6,Both
chr14,45529495,45530466,0,218952,Fermt2,Both
chr14,46787831,46788439,0,12793,Cnih1,Both
chr14,47649162,47650163,0,16709,Ktn1,Both
chr14,50807567,50807961,0,11546,Parp2,Both
chr14,50930361,50931313,0,18950,Pnp,Both
chr14,51884683,51885286,0,52535,Mettl17,Both
chr14,52019651,52020333,0,69890,Zfp219,Both
chr14,52103655,52104409,0,15381,Hnrnpc,Both
chr14,52257388,52258072,0,67772,Chd8,Both
chr14,52279159,52280006,0,268741,Tox4,Both
chr14,52304680,52305184,0,56335,Mettl3,Both
chr14,54253700,54254197,0,105501,Abhd4,Both
chr14,54517283,54517542,0,27374,Prmt5,Both
chr14,54686229,54686999,0,56215,Acin1,Both
chr14,54894056,54894626,0,54196,Pabpn1,Both
chr14,55540273,55540569,0,74551,Pck2,Both
chr14,55559952,55560730,0,28199,Dcaf11,Both
chr14,55591541,55592094,0,268749,Rnf31,Both
chr14,55671858,55672103,0,105446,Gmpr2,Both
chr14,56668015,56668686,0,75339,Mphosph8,Both
chr14,57889810,57890537,0,75965,Zdhhc20,Both
chr14,60250944,60251913,0,71844,Nup58,Both
chr14,60265165,60265612,0,219135,Mtmr6,Both
chr14,61439308,61440356,0,16648,Kpna3,Both
chr14,61556299,61557395,0,66674,Spryd7,Both
chr14,61681429,61683136,0,668253,Dleu2,Both
chr14,62760232,62761802,0,18130,Ints6,Both
chr14,62837245,62838147,0,102465889,Mir8098,Both
chr14,63177707,63178176,0,14137,Fdft1,Both
chr14,65149568,65150233,0,54616,Extl3,Both
chr14,65833654,65834070,0,71988,Esco2,Both
chr14,66868655,66869260,0,12934,Dpysl2,Both
chr14,67008243,67009161,0,12177,Bnip3l,Both
chr14,67715116,67716535,0,105440,Kctd9,Both
chr14,69805129,69805513,0,246710,Rhobtb2,Both
chr14,70077736,70080412,0,13655,Egr3,Both
chr14,70519795,70520605,0,12153,Bmp1,Both
chr14,73524875,73525315,0,214254,Nudt15,Both
chr14,74732201,74732799,0,13885,Esd,Both
chr14,75786602,75787121,0,67554,Slc25a30,Both
chr14,75844829,75845982,0,100043189,Gm4285,Both
chr14,76504147,76504595,0,21807,Tsc22d1,Both
chr14,79426347,79427229,0,211255,Kbtbd7,Both
chr14,79587228,79587774,0,67955,Sugt1,Both
chr14,87415915,87417408,0,219249,Tdrd3,Both
chr14,99045504,99046496,0,76789,Mzt1,Both
chr14,101640202,101640508,0,66200,Commd6,Both
chr14,102981427,102983032,0,100628599,Mir5130,Both
chr14,103070166,103070558,0,211286,Cln5,Both
chr14,105895952,105897500,0,24064,Spry2,Both
chr14,118136697,118137559,0,58245,Gpr180,Both
chr14,118234464,118237221,0,105245869,Gm4675,Both
chr14,118925059,118925560,0,66573,Dzip1,Both
chr14,118937549,118938542,0,100037258,Dnajc3,Both
chr14,120477710,120479102,0,76108,Rap2a,Both
chr14,121378358,121379532,0,223255,Stk24,Both
chr14,122474008,122476299,0,22772,Zic2,Both
chr14,122534139,122534686,0,110821,Pcca,Both
chr14,122982699,122983595,0,70551,Tmtc4,Both
chr15,3583001,3583525,0,14600,Ghr,Both
chr15,3995516,3996031,0,106064,Rimoc1,Both
chr15,4026394,4027616,0,414066,Oxct1as,Both
chr15,5116153,5117062,0,67281,Rpl37,Both
chr15,8168930,8169448,0,73692,Cplane1,Both
chr15,9071022,9071985,0,68646,Nadk2,Both
chr15,11399424,11399731,0,110960,Tars1,Both
chr15,12204780,12205688,0,268783,Mtmr12,Both
chr15,12321519,12322423,0,66629,Golph3,Both
chr15,12824443,12825348,0,14000,Drosha,Both
chr15,25622212,25623450,0,17909,Myo10,Both
chr15,25984005,25985277,0,52521,Zfp622,Both
chr15,28024209,28026277,0,223435,Trio,Both
chr15,31601265,31602255,0,12465,Cct5,Both
chr15,34082235,34083336,0,67154,Mtdh,Both
chr15,35155284,35155995,0,56274,Stk3,Both
chr15,36608050,36609696,0,18458,Pabpc1,Both
chr15,37006933,37007797,0,68036,Zfp706,Both
chr15,37960656,37961398,0,382985,Rrm2b,Both
chr15,38298999,38301693,0,21847,Klf10,Both
chr15,38518262,38519727,0,54375,Azin1,Both
chr15,39943217,39944364,0,239393,Lrp12,Both
chr15,40654873,40655846,0,22762,Zfpm2,Both
chr15,41447161,41447729,0,170719,Oxr1,Both
chr15,43477167,43477610,0,66736,Emc2,Both
chr15,44427443,44428332,0,223527,Eny2,Both
chr15,44619108,44619877,0,55960,Ebag9,Both
chr15,57892027,57892605,0,67819,Derl1,Both
chr15,57912107,57912499,0,210544,Tbc1d31,Both
chr15,58033858,58034371,0,75758,9130401M01Rik,Both
chr15,58075672,58077186,0,22770,Zhx1,Both
chr15,58141294,58141643,0,76773,Ntaq1,Both
chr15,58822703,58824097,0,74868,Tmem65,Both
chr15,59314628,59315325,0,20775,Sqle,Both
chr15,59647522,59649610,0,211770,Trib1,Both
chr15,61984948,61988216,0,17869,Myc,Both
chr15,73090254,73090909,0,93696,Chrac1,Both
chr15,75616126,75616951,0,22701,Zfp41,Both
chr15,75908825,75910851,0,105734,Tigd5,Both
chr15,76350430,76351727,0,106025,Sharpin,Both
chr15,76639777,76640027,0,72749,Tonsl,Both
chr15,76659685,76659905,0,16581,Kifc2,Both
chr15,76660100,76660751,0,16581,Kifc2,Both
chr15,77306231,77307249,0,93686,Rbfox2,Both
chr15,77841180,77842605,0,17886,Myh9,Both
chr15,77928841,77929138,0,56551,Txn2,Both
chr15,77970440,77971205,0,55944,Eif3d,Both
chr15,78406315,78406690,0,246221,Mpst,Both
chr15,78877061,78877865,0,106039,Gga1,Both
chr15,78913720,78914620,0,57028,Pdxp,Both
chr15,79062396,79062972,0,223690,Ankrd54,Both
chr15,79545998,79547141,0,67040,Ddx17,Both
chr15,79690759,79691405,0,14904,Gtpbp1,Both
chr15,79774227,79774627,0,54152,Dnal4,Both
chr18,33213715,33214111,0,170459,Stard4,Both
chr18,34624016,34624637,0,19348,Kif20a,Both
chr18,34759386,34759806,0,66306,Fam53c,Both
chr18,34860474,34861222,0,13653,Egr1,Both
chr18,34931397,34932559,0,225363,Etf1,Both
chr18,34954057,34955064,0,15526,Hspa9,Both
chr18,35598516,35599306,0,67869,Paip2,Both
chr18,35703036,35703240,0,73449,Smim33,Both
chr18,36196549,36197534,0,100042150,Nrg2,Both
chr18,36559433,36561371,0,108857,Ankhd1,Both
chr18,36734961,36735403,0,71983,Tmco6,Both
chr18,36744134,36744895,0,17991,Ndufa2,Both
chr18,37934920,37935684,0,13367,Diaph1,Both
chr18,38250094,38250571,0,66839,Dele1,Both
chr18,38992909,38993832,0,71302,Arhgap26,Both
chr18,39488954,39490890,0,14815,Nr3c1,Both
chr18,42274945,42276033,0,100042757,Gm4013,Both
chr18,42511060,42512291,0,56070,Tcerg1,Both
chr18,45559315,45560643,0,140492,Kcnn2,Both
chr18,46525602,46526349,0,240263,Fem1c,Both
chr18,46958729,46959130,0,69456,Commd10,Both
chr18,47368649,47369218,0,20358,Sema6a,Both
chr18,49755326,49755889,0,68857,Dtwd2,Both
chr18,49832521,49833220,0,240283,Dmxl1,Both
chr18,50053331,50053706,0,102635912,C030005K06Rik,Both
chr18,53744268,53744834,0,225523,Cep120,Both
chr18,53861783,53862914,0,70425,Csnk1g3,Both
chr18,56432125,56432394,0,107022,Gramd2b,Both
chr18,56924915,56925953,0,320253,Marchf3,Both
chr18,60526084,60526466,0,67665,Dctn4,Both
chr18,60774322,60775034,0,20044,Rps14,Both
chr18,61707401,61707673,0,240334,Pcyox1l,Both
chr18,64488819,64489322,0,14151,Fech,Both
chr18,64516165,64516721,0,70223,Nars1,Both
chr18,64887841,64888561,0,83814,Nedd4l,Both
chr18,67448659,67449575,0,69597,Afg3l2,Both
chr18,68299897,68300444,0,108654,Fam210a,Both
chr18,69344225,69344539,0,21413,Tcf4,Both
chr18,73572012,73573972,0,240396,Mex3c,Both
chr18,74215985,74216596,0,74322,Cxxc1,Both
chr18,74778625,74779426,0,52538,Acaa2,Both
chr18,75366489,75369009,0,102636262,Gm20544,Both
chr18,76241162,76242167,0,17126,Smad2,Both
chr18,77047264,77047473,0,71206,Katnal2,Both
chr18,80151141,80151533,0,240442,Adnp2,Both
chr18,80256045,80256924,0,66943,Slc66a2,Both
chr18,80469258,80470372,0,67655,Ctdp1,Both
chr18,82909533,82911550,0,329003,Zfp516,Both
chr18,84087394,84088726,0,110796,Tshz1,Both
chr18,84685270,84685855,0,66054,Cndp2,Both
chr18,84951926,84952277,0,50764,Fbxo15,Both
chr18,90509935,90510537,0,67988,Tmx3,Both
chr19,3323338,3324182,0,12894,Cpt1a,Both
chr19,3575227,3576246,0,52036,Ppp6r3,Both
chr19,4000365,4000883,0,60425,Doc2g,Both
chr19,4121243,4121518,0,11632,Aip,Both
chr19,4169407,4170119,0,107239,Carns1,Both
chr19,4396497,4398547,0,225876,Kdm2a,Both
chr19,4509974,4511000,0,18563,Pcx,Both
chr19,4793671,4794001,0,19653,Rbm4,Both
chr19,4928234,4928545,0,75221,Dpp3,Both
chr19,5023875,5024483,0,13340,Slc29a2,Both
chr19,5088199,5088803,0,68090,Yif1a,Both
chr19,5295171,5295633,0,319322,Sf3b2,Both
chr19,5688157,5689048,0,104401,Pcnx3,Both
chr19,6140554,6141406,0,56327,Arl2,Both
chr19,6235534,6235910,0,225849,Ppp2r5b,Both
chr19,6334996,6335806,0,17283,Men1,Both
chr19,6363336,6364616,0,22668,Sf1,Both
chr19,6418583,6418934,0,18190,Nrxn2,Both
chr19,6909376,6910635,0,54683,Prdx5,Both
chr19,6921725,6922047,0,26379,Esrra,Both
chr19,6979756,6980595,0,114841036,Gm51400,Both
chr19,7217346,7217699,0,12868,Cox8a,Both
chr19,7341173,7342052,0,13728,Mark2,Both
chr19,7382223,7383222,0,654802,1700105P06Rik,Both
chr19,7422096,7423728,0,102466781,Mir6991,Both
chr19,7482834,7483388,0,20168,Rtn3,Both
chr19,7493993,7494992,0,109168,Atl3,Both
chr19,8741314,8741705,0,102465599,Mir6992,Both
chr19,8819796,8820888,0,68693,Hnrnpul2,Both
chr19,8871472,8871954,0,225896,Ubxn1,Both
chr19,8941736,8942716,0,23942,Mta2,Both
chr19,8953723,8954028,0,70044,Tut1,Both
chr19,8966869,8967358,0,67160,Eef1g,Both
chr19,9899272,9899823,0,16319,Incenp,Both
chr19,9982451,9983071,0,14319,Fth1,Both
chr19,10018130,10018402,0,74760,Rab3il1,Both
chr19,10101222,10102220,0,56473,Fads2,Both
chr19,10577078,10577461,0,225912,Cyb561a3,Both
chr19,10605403,10605952,0,13194,Ddb1,Both
chr19,11912128,11912986,0,225929,Patl1,Both
chr19,12501007,12501800,0,207521,Dtx4,Both
chr19,12794747,12796354,0,107321,Lpxn,Both
chr19,14596913,14599106,0,21888,Tle4,Both
chr19,15924513,15925286,0,107272,Psat1,Both
chr19,16132349,16133737,0,14682,Gnaq,Both
chr19,16955885,16956227,0,353211,Prune2,Both
chr19,18631292,18632186,0,20409,Ostf1,Both
chr19,18670717,18671512,0,67383,Carnmt1,Both
chr19,21271794,21273103,0,22682,Zfand5,Both
chr19,21652828,21653873,0,226016,Abhd17b,Both
chr19,21778133,21779000,0,83921,Cemip2,Both
chr19,23140879,23142677,0,16601,Klf9,Both
chr19,24173876,24174518,0,21873,Tjp2,Both
chr19,26604478,26607883,0,67155,Smarca2,Both
chr19,27429646,27430195,0,52874,Pum3,Both
chr19,29361736,29362043,0,67759,Plgrkt,Both
chr19,29805086,29806698,0,240613,9930021J03Rik,Both
chr19,31082638,31083149,0,83410,Cstf2t,Both
chr19,32711913,32712444,0,67979,Atad1,Both
chr19,32755981,32758346,0,19211,Pten,Both
chr19,36736571,36736971,0,53412,Ppp1r3c,Both
chr19,37375917,37376608,0,16551,Kif11,Both
chr19,38054624,38055351,0,74107,Cep55,Both
chr19,38224022,38224268,0,70567,Fra10ac1,Both
chr19,40588200,40588578,0,56454,Aldh18a1,Both
chr19,41801587,41802068,0,71085,Arhgap19,Both
chr19,41847091,41848492,0,212398,Frat2,Both
chr19,41911691,41912573,0,18648,Pgam1,Both
chr19,41932878,41933532,0,66583,Exosc1,Both
chr19,41980924,41982472,0,226122,Ubtd1,Both
chr19,42090216,42091038,0,84095,Pi4k2a,Both
chr19,42779653,42780095,0,192236,Hps1,Both
chr19,43524343,43524983,0,14718,Got1,Both
chr19,43674431,43675964,0,100502982,BC037704,Both
chr19,43689547,43690129,0,93685,Entpd7,Both
chr19,44930853,44931601,0,226151,Slf2,Both
chr19,45015150,45015822,0,226154,Lzts2,Both
chr19,45363448,45363972,0,12234,Btrc,Both
chr19,45782739,45783865,0,76055,Oga,Both
chr19,46056534,46057317,0,226169,Pprc1,Both
chr19,46304454,46305820,0,100503392,4833438C02Rik,Both
chr19,46338374,46338785,0,67116,Cuedc2,Both
chr19,46395102,46395869,0,54130,Actr1a,Both
chr19,46396875,46397344,0,24069,Sufu,Both
chr19,46499986,46503035,0,93679,Trim8,Both
chr19,46573115,46573592,0,56350,Arl3,Both
chr19,46760880,46762882,0,94219,Cnnm2,Both
chr19,46961711,46962003,0,76952,Nt5c2,Both
chr19,47537011,47537247,0,108689,Stn1,Both
chr19,47731239,47731916,0,67788,Sfr1,Both
chr19,50678007,50678959,0,58178,Sorcs1,Both
chr19,53038236,53038709,0,170750,Xpnpep1,Both
chr19,53142135,53143577,0,27360,Add3,Both
chr19,53312772,53313868,0,17859,Mxi1,Both
chr19,53389807,53390871,0,76479,Smndc1,Both
chr19,53528701,53529709,0,240672,Dusp5,Both
chr19,53600006,53601051,0,13006,Smc3,Both
chr19,53903059,53904012,0,18569,Pdcd4,Both
chr19,53943886,53945632,0,100503572,Bbip1,Both
chr19,56721877,56723997,0,11554,Adrb1,Both
chr19,57360622,57361710,0,226252,Fhip2a,Both
chr19,58943152,58943782,0,226265,Eno4,Both
chr19,60789973,60791006,0,13669,Eif3a,Both
chr19,60811594,60811925,0,67894,Dennd10,Both
chr19,60874354,60874605,0,11757,Prdx3,Both
chr19,60889656,60890708,0,14773,Grk5,Both
chr2,3283705,3285096,0,18108,Nmt2,Both
chr2,3332259,3332755,0,227522,Rpp38,Both
chr2,3512520,3513282,0,227526,Cdnf,Both
chr2,5844919,5845561,0,53893,Nudt5,Both
chr2,5895006,5895538,0,57743,Sec61a2,Both
chr2,5951291,5951958,0,326622,Upf2,Both
chr2,11501301,11502211,0,170768,Pfkfb3,Both
chr2,11777297,11777897,0,50755,Fbh1,Both
chr2,11778260,11778491,0,320816,Ankrd16,Both
chr2,13271249,13271505,0,20163,Rsu1,Both
chr2,15054933,15055708,0,75869,Arl5b,Both
chr2,18056412,18057954,0,102466840,Mir7655,Both
chr2,18997444,18998634,0,18718,Pip4k2a,Both
chr2,20968017,20969691,0,433408,Gm13375,Both
chr2,23039494,23040179,0,11308,Abi1,Both
chr2,23068057,23068610,0,74159,Acbd5,Both
chr2,23069031,23069241,0,74159,Acbd5,Both
chr2,23155789,23156110,0,67121,Mastl,Both
chr2,24974785,24975559,0,107733,Mrpl41,Both
chr2,25180626,25181970,0,67122,Nrarp,Both
chr2,25223966,25225245,0,227613,Tubb4b,Both
chr2,25460653,25461177,0,227622,Paxx,Both
chr2,25574632,25574942,0,75454,Phpt1,Both
chr2,25982204,25983940,0,227634,Camsap1,Both
chr2,26021429,26021914,0,98766,Ubac1,Both
chr2,26091508,26092032,0,67991,Nacc2,Both
chr2,26444882,26445971,0,100125929,0610009E02Rik,Both
chr2,28640880,28641803,0,64930,Tsc1,Both
chr2,29124685,29125657,0,269254,Setx,Both
chr2,29827236,29827783,0,68205,Urm1,Both
chr2,30237159,30238213,0,241296,Lrrc8a,Both
chr2,30364093,30364558,0,108958,Miga2,Both
chr2,30392087,30392887,0,57170,Dolpp1,Both
chr2,30807458,30808307,0,66617,Ntmt1,Both
chr2,30981656,30982648,0,227707,BC005624,Both
chr2,31670686,31671043,0,227715,Exosc2,Both
chr2,31688183,31689099,0,108168742,Gm13427,Both
chr2,32395474,32396707,0,96979,Ptges2,Both
chr2,32450913,32451589,0,227731,Slc25a25,Both
chr2,32535032,32535933,0,98952,Eeig1,Both
chr2,32693777,32694334,0,14287,Fpgs,Both
chr2,32775532,32775950,0,329384,Ptrh1,Both
chr2,34372602,34373324,0,18516,Pbx3,Both
chr2,34771543,34772738,0,14828,Hspa5,Both
chr2,34870778,34871358,0,66998,Psmd5,Both
chr2,35109335,35109733,0,26920,Cntrl,Both
chr2,35200229,35201367,0,68365,Rab14,Both
chr2,35336610,35337111,0,13830,Stom,Both
chr2,37359044,37359355,0,67466,Pdcl,Both
