gene,enrichment_score,log2FoldChange,padj,exo_peaks,endo_peaks,num_exo_peaks,num_endo_peaks
Tmprss7,0.8333333333333334,1.263506741,0.000102957,chr16:45692921-45693174;chr16:45695381-45696196;chr16:45692412-45692571;chr16:45692924-45693113;chr16:45692924-45693210,chr16:45693552-45693836;chr16:45694507-45694832;chr16:45695586-45696108;chr16:45692718-45692960;chr16:45694280-45694632;chr16:45695612-45696029,5,6
Pafah1b3,2.0,0.611483937,0.000101419,chr7:25296325-25296473;chr7:25297218-25298208;chr7:25297368-25297536;chr7:25297946-25298193;chr7:25298585-25298753;chr7:25297404-25298283,chr7:25297223-25298071;chr7:25296448-25296939;chr7:25297736-25298402,6,3
Emp1,1.1428571428571428,1.235823308,9.40247e-05,chr6:135361811-135361959;chr6:135362347-135363246;chr6:135364185-135365321;chr6:135361091-135361269;chr6:135362122-135363044;chr6:135364437-135365274;chr6:135362453-135363354;chr6:135364268-135365321,chr6:135360943-135361097;chr6:135362329-135363192;chr6:135363415-135363751;chr6:135360455-135360693;chr6:135362040-135363176;chr6:135363524-135363939;chr6:135364525-135365152,8,7
Hk2,4.0,1.070274727,9.26365e-05,chr6:82772032-82772488;chr6:82772814-82773537;chr6:82774413-82774754;chr6:82772624-82772853;chr6:82773372-82773537;chr6:82774369-82774880;chr6:82775424-82775638;chr6:82775855-82776115;chr6:82772006-82772519;chr6:82772838-82773086;chr6:82773296-82773537;chr6:82774285-82774844,chr6:82772618-82773477;chr6:82774285-82775035;chr6:82774394-82774748,12,3
Gm8369,1.5,1.540479337,7.09457e-05,chr19:11485611-11486175;chr19:11485790-11486127;chr19:11485670-11486175,chr19:11484363-11484535;chr19:11485804-11486220,3,2
Cox14,1.5,0.527911124,5.31106e-05,chr15:99722902-99726184;chr15:99727425-99727732;chr15:99722951-99724929;chr15:99725324-99726300;chr15:99726650-99726856;chr15:99723010-99726342,chr15:99722951-99725060;chr15:99725222-99726136;chr15:99727606-99727826;chr15:99723275-99726092,6,4
Mrpl54,1.2857142857142858,0.671939521,4.72645e-05,chr10:81263557-81264956;chr10:81265447-81265951;chr10:81266281-81266995;chr10:81268088-81268811;chr10:81266363-81266985;chr10:81268083-81268435;chr10:81265966-81266137;chr10:81266361-81267049;chr10:81267911-81268463,chr10:81264629-81265060;chr10:81265735-81265984;chr10:81266568-81267202;chr10:81268093-81268345;chr10:81268662-81268837;chr10:81264752-81265049;chr10:81266274-81267049,9,7
1810010H24Rik,1.0,0.930792874,4.72303e-05,chr11:107024818-107025029;chr11:107025401-107025970;chr11:107026322-107026466;chr11:107025428-107026284;chr11:107026477-107026614;chr11:107026763-107026889;chr11:107024846-107025103;chr11:107025504-107026672,chr11:107023688-107024321;chr11:107025325-107025841;chr11:107026219-107026366;chr11:107026788-107027169;chr11:107027494-107028456;chr11:107024744-107025138;chr11:107025410-107026344;chr11:107027650-107028604,8,8
Hes6,1.8333333333333333,0.631325464,4.57412e-05,chr1:91412424-91412720;chr1:91413064-91413579;chr1:91414401-91414709;chr1:91415029-91415206;chr1:91415442-91415721;chr1:91411692-91412075;chr1:91412690-91412820;chr1:91413001-91413616;chr1:91414430-91414628;chr1:91413001-91413642;chr1:91414409-91414709,chr1:91412697-91413564;chr1:91414513-91414709;chr1:91415460-91415744;chr1:91412574-91412830;chr1:91413189-91413667;chr1:91414445-91415052,11,6
Pgk1,1.5,0.516780362,4.30288e-05,chrX:106186684-106187355;chrX:106188984-106189612;chrX:106186701-106187706;chrX:106189069-106189420;chrX:106186532-106187365;chrX:106188895-106189708,chrX:106186731-106187377;chrX:106188913-106189979;chrX:106186093-106186356;chrX:106186744-106187387,6,4
Riiad1,1.3333333333333333,1.606466047,4.24789e-05,chr3:94477561-94478439;chr3:94479104-94479257;chr3:94482198-94482379;chr3:94477995-94478454;chr3:94478967-94479131;chr3:94477515-94478369;chr3:94479654-94480003;chr3:94482188-94482441,chr3:94477642-94478341;chr3:94480224-94480651;chr3:94481389-94481565;chr3:94477810-94478364;chr3:94478902-94479252;chr3:94481717-94483020,8,6
Psd2,1.2,0.529762057,4.11597e-05,chr18:35964977-35965165;chr18:35965319-35965541;chr18:35966103-35966329;chr18:35964841-35965264;chr18:35965449-35965630;chr18:35966283-35966636,chr18:35964360-35964541;chr18:35965014-35965297;chr18:35965465-35965672;chr18:35965911-35966149;chr18:35962859-35963099,6,5
Fkbp1b,2.0,0.576114265,3.96861e-05,chr12:4839640-4840070;chr12:4841401-4841981;chr12:4842618-4842782;chr12:4843017-4844021;chr12:4840003-4840211;chr12:4840821-4840976;chr12:4841472-4841751;chr12:4843017-4843604;chr12:4839581-4839967;chr12:4840824-4841125;chr12:4841613-4841906;chr12:4843012-4844225,chr12:4839982-4840251;chr12:4841439-4841812;chr12:4843056-4844064;chr12:4839367-4839697;chr12:4840202-4840451;chr12:4843012-4844383,12,6
Tspan17,2.3333333333333335,0.731514916,3.86563e-05,chr13:54788563-54789509;chr13:54789940-54790559;chr13:54791029-54791623;chr13:54788641-54789526;chr13:54789925-54790493;chr13:54788671-54789525;chr13:54790254-54790464,chr13:54788561-54789541;chr13:54789743-54790398;chr13:54788859-54789971,7,3
AW551984,4.0,0.749895627,3.66153e-05,chr9:39602726-39603288;chr9:39602611-39603121;chr9:39602568-39603092;chr9:39604030-39604241,chr9:39602867-39603222,4,1
Ost4,2.0,0.56466788,3.43154e-05,chr5:30907384-30907886;chr5:30905885-30906033;chr5:30907547-30907922;chr5:30907592-30907915,chr5:30907455-30907855;chr5:30907118-30907816,4,2
Tmem120a,1.8,0.700474297,3.43047e-05,chr5:135742252-135742521;chr5:135743398-135743787;chr5:135743977-135744856;chr5:135745062-135745237;chr5:135743378-135743543;chr5:135744134-135744617;chr5:135745802-135745967;chr5:135742402-135742603;chr5:135744076-135744583,chr5:135742205-135742513;chr5:135743462-135743804;chr5:135744242-135744939;chr5:135745148-135745361;chr5:135744054-135744879,9,5
Slc6a7,1.0,0.689439782,2.7545e-05,chr18:61014884-61015330;chr18:61011878-61012210;chr18:61014591-61014767;chr18:61014762-61015048;chr18:61015309-61015475,chr18:61012871-61013151;chr18:61015261-61015524;chr18:61012201-61012410;chr18:61013110-61013811;chr18:61014955-61015292,5,5
Hmgn5,1.6666666666666667,0.712161747,2.61056e-05,chrX:109012671-109014048;chrX:109012673-109012963;chrX:109013250-109013652;chrX:109013877-109014048;chrX:109012650-109014053,chrX:109012322-109013036;chrX:109013428-109013975;chrX:109012984-109013624,5,3
Tmem218,0.75,0.5647231,2.18397e-05,chr9:37207465-37208579;chr9:37207806-37208641;chr9:37207665-37208643,chr9:37207477-37207680;chr9:37207852-37208782;chr9:37210199-37210372;chr9:37207314-37208571,3,4
Ssna1,1.3333333333333333,0.504396209,1.98139e-05,chr2:25271428-25271930;chr2:25272253-25272521;chr2:25273336-25273756;chr2:25272126-25272521;chr2:25272126-25272521,chr2:25271572-25271808;chr2:25272066-25272521;chr2:25272156-25272477,5,3
Haus7,2.0,0.81418971,1.77953e-05,chrX:73458876-73459442;chrX:73458661-73459398;chrX:73460464-73460641;chrX:73458817-73459388,chrX:73458733-73459536;chrX:73458861-73459327,4,2
Cyb561,2.0,0.501662712,1.76304e-05,chr11:105954338-105954528;chr11:105952467-105952645,chr11:105951844-105952174,2,1
Polr2d,1.3333333333333333,0.532291173,1.29577e-05,chr18:31788905-31789403;chr18:31788514-31788678;chr18:31788907-31789384;chr18:31788845-31789403,chr18:31788907-31789384;chr18:31790064-31790242;chr18:31788583-31789372,4,3
Dynlt1b,1.5,0.686211263,1.0264e-05,chr17:6429843-6430574;chr17:6429952-6430325;chr17:6429965-6430331,chr17:6429952-6430236;chr17:6429884-6430837,3,2
Rspo3,0.8333333333333334,0.659705082,9.11198e-06,chr10:29534459-29534685;chr10:29535634-29535910;chr10:29535634-29535860;chr10:29534211-29534642;chr10:29535585-29535898,chr10:29535743-29536079;chr10:29536396-29536658;chr10:29532729-29534045;chr10:29535082-29535422;chr10:29535628-29535856;chr10:29536296-29536656,5,6
Gm17501,1.6666666666666667,1.452107725,8.46349e-06,chr3:145647526-145651183;chr3:145651406-145653826;chr3:145648156-145648795;chr3:145648966-145650551;chr3:145650681-145651229;chr3:145651454-145652169;chr3:145648153-145648731;chr3:145648981-145650444;chr3:145650681-145651041;chr3:145651492-145653836,chr3:145648060-145648805;chr3:145649047-145650342;chr3:145650723-145651020;chr3:145651213-145652360;chr3:145647521-145650915;chr3:145651571-145652414,10,6
Hsd11b1,3.0,1.11666158,8.38142e-06,chr1:193262269-193262450;chr1:193263047-193263783;chr1:193264019-193264435;chr1:193262432-193262632;chr1:193263143-193263533;chr1:193261679-193262115;chr1:193262493-193262730;chr1:193263065-193263377;chr1:193264024-193264378,chr1:193261858-193262083;chr1:193263087-193263257;chr1:193262042-193262370,9,3
Galk1,1.1666666666666667,0.841566439,7.43812e-06,chr11:116008962-116010727;chr11:116010918-116011237;chr11:116012146-116012996;chr11:116012265-116012996;chr11:116014358-116014562;chr11:116010553-116010726;chr11:116012213-116012847,chr11:116010764-116011293;chr11:116011627-116011912;chr11:116012117-116013101;chr11:116011788-116012104;chr11:116012385-116012822;chr11:116013154-116013675,7,6
Gadd45g,1.7142857142857142,0.765247138,6.9432e-06,chr13:51844623-51845336;chr13:51845494-51845636;chr13:51845821-51846104;chr13:51846335-51846916;chr13:51847077-51850349;chr13:51844599-51844968;chr13:51845815-51846005;chr13:51846367-51846743;chr13:51847048-51847643;chr13:51847938-51848384;chr13:51844633-51845610;chr13:51845850-51848593,chr13:51845566-51845769;chr13:51846355-51846717;chr13:51846914-51847610;chr13:51847831-51848412;chr13:51848584-51850348;chr13:51844815-51845551;chr13:51846015-51850404,12,7
Rnd2,1.5,0.56058066,4.84446e-06,chr11:101462531-101463019;chr11:101464898-101465597;chr11:101466133-101466358;chr11:101463735-101464023;chr11:101464888-101465480;chr11:101465937-101466344;chr11:101462331-101463032;chr11:101464915-101465502;chr11:101466103-101466352,chr11:101462941-101463098;chr11:101463675-101463845;chr11:101465015-101465715;chr11:101466030-101466299;chr11:101464493-101465289;chr11:101465633-101466314,9,6
Tpd52l1,1.6666666666666667,0.677401208,4.55475e-06,chr10:31444267-31444709;chr10:31445669-31446209;chr10:31446405-31446595;chr10:31445716-31446216;chr10:31445638-31446699,chr10:31444354-31444751;chr10:31445745-31446407;chr10:31445660-31446412,5,3
Maff,1.5,1.331572982,4.41014e-06,chr15:79346445-79346707;chr15:79347039-79347763;chr15:79347945-79348821;chr15:79347024-79347641;chr15:79347859-79348793;chr15:79349303-79349547;chr15:79346126-79346305;chr15:79346511-79346705;chr15:79347136-79348647,chr15:79345459-79345692;chr15:79346940-79347858;chr15:79348057-79348857;chr15:79349496-79349918;chr15:79346608-79347569;chr15:79348235-79349067,9,6
Hsd17b10,1.5,0.56663713,3.88914e-06,chrX:152001700-152002075;chrX:152001694-152002091;chrX:152001594-152002091,chrX:152000998-152001186;chrX:152001714-152002135,3,2
Adamts10,1.2,0.90147865,3.70699e-06,chr17:33524110-33524444;chr17:33524645-33525018;chr17:33522020-33522223;chr17:33524117-33524572;chr17:33524117-33524559;chr17:33524836-33525346,chr17:33523837-33524400;chr17:33524635-33524898;chr17:33522459-33522930;chr17:33523555-33524308;chr17:33524567-33524968,6,5
Slc17a6,2.0,0.699439944,2.7838e-06,chr7:51621677-51622498;chr7:51622441-51622613,chr7:51623454-51623624,2,1
Lmo1,1.8,0.522354746,2.74866e-06,chr7:109172857-109173525;chr7:109174366-109174845;chr7:109175144-109176969;chr7:109173320-109173542;chr7:109174542-109175485;chr7:109175677-109177198;chr7:109174542-109174980;chr7:109175140-109176051;chr7:109176210-109176953,chr7:109173179-109173366;chr7:109174639-109174868;chr7:109175164-109176873;chr7:109174319-109174894;chr7:109175614-109177509,9,5
Ddit3,3.0,0.698967426,2.56672e-06,chr10:127288517-127289629;chr10:127289837-127290061;chr10:127290269-127291222;chr10:127288220-127289026;chr10:127289189-127289649;chr10:127290213-127291411;chr10:127289165-127289627;chr10:127289837-127290033;chr10:127290344-127291376,chr10:127288712-127291129;chr10:127291278-127291666;chr10:127288717-127291636,9,3
Snrnp25,1.3333333333333333,0.677864697,2.56672e-06,chr11:32205098-32205679;chr11:32205039-32205636;chr11:32205098-32205684;chr11:32206537-32206703,chr11:32205098-32205650;chr11:32205099-32205472;chr11:32206630-32207071,4,3
Rps11,1.1666666666666667,0.520842835,2.42109e-06,chr7:45122619-45122760;chr7:45123053-45123353;chr7:45124145-45124691;chr7:45124253-45124697;chr7:45122742-45123072;chr7:45123731-45123932;chr7:45124252-45124945,chr7:45122501-45122743;chr7:45123275-45123557;chr7:45123721-45124110;chr7:45124336-45124686;chr7:45123949-45124632;chr7:45125032-45125544,7,6
Ephb6,1.8,0.56830508,2.22726e-06,chr6:41604424-41605544;chr6:41606238-41606556;chr6:41604420-41604766;chr6:41605219-41605816;chr6:41606363-41606754;chr6:41604424-41604946;chr6:41605278-41605779;chr6:41606287-41606517;chr6:41607395-41607632,chr6:41604239-41604811;chr6:41605230-41605572;chr6:41606369-41606787;chr6:41604429-41605102;chr6:41605449-41605669,9,5
Mustn1,4.0,1.299779466,2.2141e-06,chr14:30878966-30880015;chr14:30880316-30881041;chr14:30878303-30878469;chr14:30878689-30878930;chr14:30879189-30880160;chr14:30881147-30881877;chr14:30878212-30878401;chr14:30879200-30879534,chr14:30879312-30879674;chr14:30879258-30879779,8,2
Svbp,3.5,0.701505523,2.19542e-06,chr4:119195086-119195500;chr4:119196242-119196528;chr4:119194708-119194860;chr4:119195098-119195571;chr4:119195710-119195834;chr4:119194976-119195570;chr4:119195760-119196022,chr4:119195142-119195879;chr4:119194233-119195571,7,2
Aldh3b2,1.0,1.002416809,2.19542e-06,chr19:3973599-3973789,chr19:3974299-3974750,1,1
Snrpd3,2.0,0.552375769,2.1622e-06,chr10:75516935-75518218;chr10:75516890-75518052;chr10:75516845-75518403;chr10:75519204-75519399,chr10:75516415-75518492;chr10:75516883-75517967,4,2
Ccdc124,1.0,0.544872694,2.15112e-06,chr8:70871130-70871809;chr8:70873252-70873910;chr8:70873387-70874018;chr8:70873440-70873893,chr8:70872092-70872455;chr8:70873231-70873893;chr8:70874827-70874991;chr8:70873412-70873891,4,4
Ndufs6,1.6666666666666667,0.506209349,1.84732e-06,chr13:73328399-73328684;chr13:73327173-73327340;chr13:73328276-73328720;chr13:73330381-73330515;chr13:73328394-73328775,chr13:73326977-73327167;chr13:73328233-73328816;chr13:73328037-73328646,5,3
Wls,1.1666666666666667,0.637059138,1.30143e-06,chr3:159839204-159840638;chr3:159841380-159841773;chr3:159839248-159839879;chr3:159840160-159840689;chr3:159841488-159841723;chr3:159839253-159840753;chr3:159841228-159841746,chr3:159839365-159840679;chr3:159840828-159841182;chr3:159841380-159841865;chr3:159839120-159840368;chr3:159840650-159840861;chr3:159841072-159841589,7,6
Prph,1.25,1.762136273,9.13063e-07,chr15:99053583-99053945;chr15:99055654-99055778;chr15:99056355-99056572;chr15:99053640-99053798;chr15:99054059-99054339,chr15:99053340-99053549;chr15:99054197-99054355;chr15:99053668-99053892;chr15:99056295-99056661,5,4
Nhp2,2.0,0.639041727,8.9919e-07,chr11:51617703-51618111;chr11:51619280-51620018;chr11:51617806-51617971;chr11:51619254-51620011;chr11:51617806-51618113;chr11:51619250-51620024,chr11:51619402-51620159;chr11:51617851-51618069;chr11:51619245-51620011,6,3
Tnfrsf12a,3.0,1.064771337,7.22869e-07,chr17:23675750-23676219;chr17:23676550-23676973;chr17:23677308-23677668;chr17:23675807-23676005;chr17:23676271-23676456;chr17:23676640-23677002;chr17:23677292-23677676;chr17:23675818-23676122;chr17:23676736-23677768,chr17:23675826-23677635;chr17:23675429-23676043;chr17:23676640-23677417,9,3
Arxes1,0.3333333333333333,0.554738847,7.20202e-07,chrX:136035017-136035218,chrX:136031447-136031615;chrX:136034788-136035064;chrX:136032733-136032955,1,3
Rpl31,0.75,0.506322019,4.29112e-07,chr1:39367653-39367916;chr1:39367633-39367945;chr1:39367653-39367914,chr1:39367569-39368123;chr1:39368615-39369026;chr1:39369237-39369422;chr1:39366999-39367338,3,4
Gm42944,1.5,1.476988435,3.83138e-07,chr3:18623670-18624649;chr3:18623706-18624650;chr3:18623513-18624654,chr3:18623423-18624402;chr3:18623694-18624629,3,2
Gabra3,1.0,0.503999913,3.26578e-07,chrX:72655943-72656122,chrX:72655649-72656204,1,1
Bnip3,2.0,0.676104026,3.26578e-07,chr7:138909304-138910279;chr7:138908127-138908316;chr7:138909355-138910136;chr7:138909353-138910281,chr7:138908728-138910225;chr7:138908484-138910210,4,2
Bola2,2.0,0.63771596,3.26578e-07,chr7:126693378-126694036;chr7:126694630-126694867;chr7:126695248-126696020;chr7:126693380-126693673;chr7:126694678-126694867;chr7:126695367-126696308;chr7:126693297-126693695;chr7:126694640-126694857;chr7:126695298-126696021;chr7:126696340-126696548,chr7:126693315-126693667;chr7:126694356-126694608;chr7:126695267-126696039;chr7:126693131-126693848;chr7:126695291-126696206,10,5
Lsm7,1.6666666666666667,0.694237951,1.53115e-07,chr10:80853602-80853768;chr10:80855015-80855338;chr10:80855939-80856110;chr10:80856283-80856598;chr10:80856781-80857029;chr10:80855164-80855345;chr10:80856171-80856556;chr10:80854778-80855466;chr10:80856179-80856544;chr10:80857093-80857647,chr10:80855015-80855483;chr10:80855646-80855871;chr10:80856371-80856556;chr10:80857105-80857831;chr10:80853831-80854118;chr10:80855914-80856414,10,6
Rps15,1.3333333333333333,0.500844577,1.25491e-07,chr10:80292232-80292509;chr10:80292271-80292521;chr10:80293208-80293337;chr10:80292214-80292576,chr10:80292314-80292692;chr10:80291781-80292492;chr10:80293052-80294225,4,3
Metrnl,1.2,0.996616923,7.73373e-08,chr11:121702094-121702346;chr11:121703355-121704254;chr11:121702023-121702801;chr11:121703282-121703419;chr11:121702179-121702337;chr11:121703392-121703612,chr11:121700136-121700283;chr11:121702138-121702341;chr11:121703261-121703612;chr11:121701134-121702316;chr11:121702594-121702996,6,5
Cacna1g,2.0,0.591715842,7.22142e-08,chr11:94472297-94472446;chr11:94473288-94473425;chr11:94474157-94474925;chr11:94475706-94476145;chr11:94473186-94473337;chr11:94474175-94474543;chr11:94475085-94475245;chr11:94475622-94476199;chr11:94474305-94474802;chr11:94475716-94476288,chr11:94471844-94472306;chr11:94473534-94473751;chr11:94474140-94474679;chr11:94474327-94474722;chr11:94476098-94476522,10,5
Ntsr1,2.5,0.742430145,2.74238e-08,chr2:180499157-180499385;chr2:180499539-180500159;chr2:180499106-180499925;chr2:180499807-180500456;chr2:180501397-180501637,chr2:180499752-180500036;chr2:180500486-180500658,5,2
Rpl29,0.75,0.586578563,2.53221e-08,chr9:106429150-106429520;chr9:106429303-106429534;chr9:106429317-106429528,chr9:106429105-106429520;chr9:106429680-106430063;chr9:106431344-106431717;chr9:106428940-106429754,3,4
Tmem256,1.5,0.575016774,2.53221e-08,chr11:69837830-69838580;chr11:69836740-69836878;chr11:69837830-69838580;chr11:69837830-69838570,chr11:69837794-69838591;chr11:69837823-69838792,4,2
Ubl5,1.4,0.541937114,1.87274e-08,chr9:20642498-20643581;chr9:20644774-20645545;chr9:20642346-20642787;chr9:20643029-20643484;chr9:20644774-20645409;chr9:20642551-20642849;chr9:20644734-20645082,chr9:20642636-20642825;chr9:20642994-20643449;chr9:20644640-20645306;chr9:20641465-20641683;chr9:20644547-20645223,7,5
Rpl35a,0.8,0.668862972,1.7191e-08,chr16:33055793-33057143;chr16:33056149-33057008;chr16:33055910-33056724;chr16:33056897-33057091,chr16:33055619-33055998;chr16:33056149-33056975;chr16:33057224-33057391;chr16:33056149-33056689;chr16:33057451-33057708,4,5
Rps14,2.75,0.608078594,1.58986e-08,chr18:60774219-60775174;chr18:60775420-60775707;chr18:60772612-60772848;chr18:60773284-60773491;chr18:60774209-60774911;chr18:60775504-60776166;chr18:60776362-60776689;chr18:60772490-60772654;chr18:60774089-60774837;chr18:60775420-60775724;chr18:60776005-60776182,chr18:60773953-60775114;chr18:60775461-60775829;chr18:60773964-60775257;chr18:60775714-60776083,11,4
Tmsb10,1.75,0.550702336,1.55512e-08,chr6:72957799-72958889;chr6:72957253-72957461;chr6:72957732-72957908;chr6:72958066-72958853;chr6:72956549-72956926;chr6:72957253-72957447;chr6:72958108-72958889,chr6:72956062-72956961;chr6:72957314-72957760;chr6:72958163-72958710;chr6:72957796-72958434,7,4
Rxfp3,1.8,0.933155379,8.85375e-09,chr15:11035937-11036314;chr15:11036698-11036886;chr15:11037458-11037796;chr15:11038628-11038777;chr15:11037787-11037934;chr15:11038939-11039126;chr15:11039754-11039998;chr15:11037735-11037960;chr15:11038394-11038948,chr15:11035937-11036155;chr15:11037321-11037962;chr15:11038677-11039076;chr15:11035789-11036685;chr15:11039614-11040318,9,5
Fxyd7,2.75,0.916325207,7.83538e-09,chr7:31049552-31050393;chr7:31051443-31051642;chr7:31052715-31053837;chr7:31049504-31049812;chr7:31050020-31050184;chr7:31050824-31051035;chr7:31052709-31053611;chr7:31049230-31050460;chr7:31051109-31051374;chr7:31051593-31051760;chr7:31052553-31053405,chr7:31049512-31049733;chr7:31052938-31053189;chr7:31051861-31052217;chr7:31052791-31054149,11,4
D8Ertd738e,4.0,0.560183027,5.15964e-09,chr8:84249610-84249861;chr8:84249515-84249875;chr8:84247890-84248129;chr8:84249531-84249996,chr8:84249373-84250039,4,1
Mycl,4.5,0.722619097,4.57938e-09,chr4:122994482-122995043;chr4:122995211-122996523;chr4:122996983-122997373;chr4:122994384-122994755;chr4:122995354-122996315;chr4:122996972-122997373;chr4:122997544-122997753;chr4:122994532-122994929;chr4:122995351-122996040,chr4:122995426-122995721;chr4:122995430-122995750,9,2
Rps24,0.75,0.515992747,3.76663e-09,chr14:24490367-24491455;chr14:24490367-24491447;chr14:24490199-24491458,chr14:24488854-24489030;chr14:24489276-24489826;chr14:24490369-24491395;chr14:24490240-24491423,3,4
Snrpd2,1.25,0.60829806,3.71952e-09,chr7:19149184-19150028;chr7:19149173-19149547;chr7:19149701-19150075;chr7:19151373-19151506;chr7:19149232-19150049,chr7:19149154-19150062;chr7:19151144-19151556;chr7:19148238-19148467;chr7:19149195-19149918,5,4
Sst,1.5,0.681677269,1.53048e-09,chr16:23889813-23889942;chr16:23890933-23891113;chr16:23890910-23891162,chr16:23891614-23891870;chr16:23892688-23892965,3,2
Grp,3.0,0.863890733,1.24356e-09,chr18:65871387-65871547;chr18:65872494-65872887;chr18:65873125-65873727;chr18:65874031-65874397;chr18:65870801-65871046;chr18:65871800-65871952;chr18:65872665-65872845;chr18:65873787-65873988;chr18:65872216-65873583,chr18:65873339-65873700;chr18:65873875-65874118;chr18:65874554-65874761,9,3
C630043F03Rik,1.2857142857142858,1.153111545,1.09667e-09,chr4:72198903-72199637;chr4:72200040-72201872;chr4:72198901-72199427;chr4:72199557-72199682;chr4:72199831-72200277;chr4:72200409-72201876;chr4:72198901-72200049;chr4:72200549-72202012;chr4:72202491-72203045,chr4:72199111-72199447;chr4:72199950-72200221;chr4:72200481-72201624;chr4:72202815-72203069;chr4:72198774-72199841;chr4:72200835-72202039;chr4:72202282-72202508,9,7
Neurod2,7.0,0.634623456,1.09152e-09,chr11:98329584-98329846;chr11:98329991-98330609;chr11:98331449-98331748;chr11:98327607-98327784;chr11:98329542-98329750;chr11:98329590-98329762;chr11:98329921-98330251,chr11:98330597-98330766,7,1
Fzd8,1.8333333333333333,1.119012171,1.07006e-09,chr18:9210801-9211243;chr18:9211641-9212698;chr18:9212917-9214442;chr18:9214690-9215388;chr18:9210866-9211241;chr18:9211752-9213831;chr18:9213956-9214525;chr18:9210385-9211373;chr18:9211570-9212689;chr18:9212919-9213851;chr18:9214056-9214937,chr18:9210902-9211193;chr18:9211583-9215590;chr18:9210027-9211008;chr18:9212076-9212438;chr18:9213044-9213752;chr18:9213973-9214300,11,6
Dynlrb1,2.0,0.624730699,1.00107e-09,chr2:155235939-155237013;chr2:155236196-155236837;chr2:155236169-155237156;chr2:155237396-155237585,chr2:155236192-155237083;chr2:155236255-155237050,4,2
Rpl35,1.0,0.545695671,5.14978e-10,chr2:39004450-39004658;chr2:39005035-39005448;chr2:39004958-39005448;chr2:39005013-39005448,chr2:39004936-39005598;chr2:39005972-39006142;chr2:39004066-39004827;chr2:39005210-39006436,4,4
6530402F18Rik,1.4285714285714286,1.045942663,2.37731e-10,chr2:29251186-29251537;chr2:29252071-29252306;chr2:29252861-29253899;chr2:29251372-29251537;chr2:29252473-29252615;chr2:29252838-29253070;chr2:29253389-29253856;chr2:29254668-29254825;chr2:29251313-29251518;chr2:29253099-29253846,chr2:29251353-29251560;chr2:29251726-29252301;chr2:29252456-29253120;chr2:29253310-29253822;chr2:29250963-29251332;chr2:29252116-29252933;chr2:29253470-29253966,10,7
Rpl27,1.25,0.656623289,3.85583e-11,chr11:101442015-101442486;chr11:101442013-101442476;chr11:101443242-101443380;chr11:101443960-101444161;chr11:101442031-101442486,chr11:101440275-101440643;chr11:101442011-101442479;chr11:101443110-101443288;chr11:101441721-101442474,5,4
Rpl18,1.5,0.610132213,3.82169e-11,chr7:45714161-45714395;chr7:45714808-45715535;chr7:45713707-45713870;chr7:45714633-45714794;chr7:45714962-45715729;chr7:45714917-45715662,chr7:45714073-45714385;chr7:45714789-45715886;chr7:45714783-45715843;chr7:45717294-45718551,6,4
Vegfa,1.6,0.789732484,3.53775e-11,chr17:46030853-46031159;chr17:46031867-46033940;chr17:46030875-46031491;chr17:46031793-46032022;chr17:46032295-46033686;chr17:46034162-46034420;chr17:46030953-46031209;chr17:46032245-46034007,chr17:46030547-46031209;chr17:46032316-46032924;chr17:46033191-46033782;chr17:46030480-46031079;chr17:46032020-46033341,8,5
Wnt7b,1.4,0.792434293,3.47449e-11,chr15:85582311-85583984;chr15:85580133-85580466;chr15:85581356-85581522;chr15:85581831-85582124;chr15:85583122-85583310;chr15:85583617-85583798;chr15:85582961-85583904,chr15:85580862-85581270;chr15:85582325-85582616;chr15:85582976-85584061;chr15:85580029-85580377;chr15:85583269-85583946,7,5
Tgm3,0.25,0.868560478,2.44516e-11,chr2:130009404-130010464,chr2:130009544-130010452;chr2:130010636-130010844;chr2:130014005-130014371;chr2:130010064-130010445,1,4
Gap43,2.3333333333333335,0.565220119,2.09275e-11,chr16:42339077-42339282;chr16:42340412-42340747;chr16:42340563-42340711;chr16:42337845-42339119;chr16:42339704-42339966;chr16:42340414-42340723;chr16:42341094-42341263,chr16:42338366-42338668;chr16:42339303-42339600;chr16:42338275-42338722,7,3
Rps3,1.5,0.648816798,3.76301e-13,chr7:99483192-99484056;chr7:99483202-99483917;chr7:99483202-99484186,chr7:99483167-99484057;chr7:99482874-99484259,3,2
Bhlhe22,2.25,0.722166017,2.46552e-13,chr3:18053888-18054680;chr3:18055355-18056024;chr3:18052447-18052701;chr3:18054279-18054581;chr3:18055440-18056030;chr3:18052640-18052896;chr3:18053489-18053651;chr3:18054049-18054842;chr3:18055471-18056066,chr3:18052004-18052391;chr3:18054439-18054910;chr3:18055495-18056165;chr3:18053481-18053976,9,4
Ppp1r1a,2.5,0.731899648,7.31956e-14,chr15:103536070-103536235;chr15:103536806-103537411;chr15:103537562-103538286;chr15:103538733-103538957;chr15:103536947-103537472;chr15:103537655-103538858;chr15:103539034-103539182;chr15:103536981-103537322;chr15:103537928-103538162;chr15:103538411-103538611,chr15:103535809-103536014;chr15:103536801-103538416;chr15:103536511-103537250;chr15:103537939-103538655,10,4
