"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021510","GO:0021510","spinal cord development","28/2508","105/28891",5.2754735345282e-08,2.99236582152961e-06,2.01763724653886e-06,"231044/78891/16911/20666/14573/240880/22359/192119/20589/108655/723905/59024/14561/14842/54485/18516/13131/110532/14843/380614/12286/16872/21349/18088/240590/15285/22255/209448",28
"GO:0021537","GO:0021537","telencephalon development","53/2508","281/28891",5.84923713678815e-08,3.28737859632699e-06,2.21655302025656e-06,"81907/56217/16870/18223/69601/237847/12227/13395/67749/225523/77630/20602/72832/723968/30928/30841/192119/65079/11878/19130/320165/73242/13046/12387/18992/192157/15182/242620/20511/73191/235380/20689/13131/19164/18012/18183/320790/16974/18028/70762/13865/12928/14843/14359/243743/12316/20187/22062/14810/140486/11921/22255/21869",53
"GO:0035137","GO:0035137","hindlimb morphogenesis","18/2508","49/28891",6.1573678464561e-08,3.42909412976273e-06,2.31210635688935e-06,"18741/19014/12166/107587/17701/192119/12387/14683/20689/16764/320790/16974/239405/11694/22160/22415/15438/18740",18
"GO:0099173","GO:0099173","postsynapse organization","49/2508","252/28891",6.84676320287281e-08,3.7524862209816e-06,2.53015721276557e-06,"232533/81907/66860/12540/19655/18223/223254/216049/13542/329165/67299/14573/16337/70546/20404/75786/16412/50791/243725/241638/13196/94245/11820/29819/108672/13004/74143/18163/14658/11845/20411/11441/19164/72162/232560/13048/70729/76936/11487/12928/228357/54126/19268/210274/11461/333605/14810/216831/13631",49
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","15/2508","35/28891",6.96231551858848e-08,3.7524862209816e-06,2.53015721276557e-06,"18741/19014/107587/17701/192119/12387/14683/16764/320790/16974/239405/11694/22160/22415/18740",15
"GO:0050769","GO:0050769","positive regulation of neurogenesis","59/2508","329/28891",6.96773820120767e-08,3.7524862209816e-06,2.53015721276557e-06,"11426/20539/16195/16971/18208/20869/24088/17158/109880/18223/216049/12064/26419/20666/11421/18845/16412/192119/18129/15114/13508/29819/12387/65086/15182/13004/242620/74143/17762/14083/52822/72162/232560/13048/18755/13640/13047/14725/20616/104015/20238/14843/18479/243743/14025/12316/225908/17295/100313531/19268/22415/18011/22062/19317/18096/14254/18088/66991/13631",59
"GO:0003151","GO:0003151","outflow tract morphogenesis","25/2508","88/28891",6.98307915755636e-08,3.7524862209816e-06,2.53015721276557e-06,"12540/18741/17300/13542/20666/12166/57265/192119/17260/12387/56198/16974/14465/14725/14234/13544/71175/20348/106042/20471/21385/22160/21418/14463/18168",25
"GO:0014020","GO:0014020","primary neural tube formation","30/2508","119/28891",7.11112185313687e-08,3.77618003774406e-06,2.5461330426152e-06,"20733/16911/16870/13542/21815/57265/30841/244058/20377/13800/59024/76779/270685/74143/235626/99377/18643/16974/14725/13544/240641/106042/252973/22160/56044/21418/22772/21677/50768/68588",30
"GO:0001841","GO:0001841","neural tube formation","32/2508","132/28891",7.15045518084085e-08,3.77618003774406e-06,2.5461330426152e-06,"20733/69718/16911/16870/13542/21815/57265/30841/244058/20377/13800/59024/76779/270685/245866/74143/235626/99377/18643/16974/14725/13544/240641/106042/252973/22160/56044/21418/22772/21677/50768/68588",32
"GO:0001503","GO:0001503","ossification","78/2508","484/28891",7.4007009841207e-08,3.87493113066012e-06,2.61271710856407e-06,"72007/242291/218952/16195/16477/11622/16840/68667/12609/100201/22422/13395/17300/387251/26419/433938/20666/212943/338352/108153/102657/12166/107587/387178/52076/12977/230103/17260/212712/105722/20377/12571/100499514/12387/74442/14683/67671/14560/15901/76566/12705/20583/14083/235626/338366/72162/21834/16974/16973/239405/20472/14234/54393/71175/14200/106042/216161/228357/21416/19247/380614/73121/22160/237928/69121/22415/21418/66449/71952/231225/233726/14758/11474/382089/11689/68588/16948/12394",78
"GO:0008654","GO:0008654","phospholipid biosynthetic process","45/2508","223/28891",7.47960445152976e-08,3.8830556669552e-06,2.61819517107964e-06,"242291/210992/12700/74451/114663/22038/12703/214253/67292/668212/52076/18590/214932/320404/208449/227333/18704/233575/14712/227697/192157/74442/75669/18718/218121/226856/227733/228812/13026/216739/268656/225010/66612/28169/104718/225049/110417/67073/13139/14755/67630/18707/54607/18719/234779",45
"GO:0090132","GO:0090132","epithelium migration","59/2508","330/28891",7.77751522611123e-08,4.00378640967709e-06,2.69959926999208e-06,"11426/238328/22122/53869/109333/54357/69601/263803/68992/76707/16412/57260/70097/18803/14645/192119/56048/320924/52392/17260/108655/19130/76499/14775/68328/384009/11684/16410/18704/107351/14026/15370/11845/20583/79221/54485/14314/14083/11491/338366/56218/93759/69216/18643/232227/101540/60595/226352/14234/17311/252973/19247/76905/17295/23789/58233/18707/73608/234779",59
"GO:1901653","GO:1901653","cellular response to peptide","61/2508","346/28891",7.93831428653511e-08,4.05250944327617e-06,2.7324513386284e-06,"16971/20663/11545/20851/16956/67749/22724/12703/12293/22059/107607/16337/69178/229877/22318/54601/18519/230103/17918/18762/14289/68328/11820/12387/107351/12349/192157/14683/74143/15370/18718/79221/105787/20411/14083/19164/23921/93759/16401/18033/14234/20662/19387/12928/19645/18761/18479/24051/19247/18604/14600/12286/50915/19268/233410/72183/21853/320706/18227/12566/67043",61
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process","34/2508","146/28891",8.1433184319035e-08,4.1002388827478e-06,2.76463346493846e-06,"242291/12700/170749/114663/12703/74302/67292/668212/210376/18803/18590/320404/18704/233575/192157/75669/18718/226856/227733/228812/225010/104015/104718/225049/320634/110417/18797/67073/54384/14755/18707/54607/18719/234779",34
"GO:2001252","GO:2001252","positive regulation of chromosome organization","28/2508","107/28891",8.17783989071925e-08,4.1002388827478e-06,2.76463346493846e-06,"19360/109275/497652/11991/50721/20877/12461/12387/12235/74493/72162/17165/235134/14211/12534/105377/18761/227195/12464/226026/27354/56249/215387/332110/67246/223828/12566/21349",28
"GO:0048665","GO:0048665","neuron fate specification","16/2508","40/28891",8.25044651386286e-08,4.1002388827478e-06,2.76463346493846e-06,"16911/18027/18992/242620/110147/18028/14843/20471/14232/27140/18996/18088/240590/11921/15285/209448",16
"GO:0030323","GO:0030323","respiratory tube development","48/2508","246/28891",8.29953675254207e-08,4.1002388827478e-06,2.76463346493846e-06,"72007/17158/12540/18741/22422/74318/17263/20465/20602/20666/18552/11421/18595/12166/72938/52076/18590/50785/192119/320924/108655/723905/74123/12387/17126/67996/15901/18094/52335/21834/18028/239405/71966/14465/13047/20238/252973/17156/21385/15227/21853/15245/15242/22062/14463/68790/16948/21869",48
"GO:0051017","GO:0051017","actin filament bundle assembly","38/2508","174/28891",8.92113084861847e-08,4.37206780629094e-06,2.94791725894559e-06,"218952/77569/12540/109880/72754/109711/234857/76707/76499/243725/16765/320472/16419/14026/102502/11465/15901/20411/68166/22793/18643/14457/60595/224105/19684/18761/20947/18479/114774/21872/17295/26401/23789/65970/50490/50768/207495/13829",38
"GO:0045927","GO:0045927","positive regulation of growth","58/2508","324/28891",9.54950134497946e-08,4.64287660629716e-06,3.13051322286545e-06,"11426/381101/16971/18208/11622/12540/20851/17979/12064/70925/74318/16337/12166/20403/54616/30841/12977/78757/17260/11878/19130/13508/13866/20377/13046/18992/65086/102502/67768/14815/53817/17762/14083/11491/52822/80913/93759/13640/11487/11739/320790/17938/14465/224023/50769/12534/71175/12928/18479/21385/14025/14600/22415/14463/234374/11474/217340/56449",58
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","51/2508","270/28891",9.82402627420348e-08,4.70786062818224e-06,3.17432945082859e-06,"53869/22348/108664/238988/109880/13542/20907/109905/104069/242662/12217/20403/20404/22318/12287/71770/11975/50791/15114/66290/56807/94245/18752/53330/12387/11465/11845/76787/19164/232227/12725/218038/20616/104015/19057/66251/108086/231290/20910/75734/54524/12286/108800/56044/26431/12889/66616/11461/60510/109648/12298",51
"GO:0061351","GO:0061351","neural precursor cell proliferation","45/2508","225/28891",9.8368619067471e-08,4.70786062818224e-06,3.17432945082859e-06,"20733/16870/18223/22422/12227/216858/12064/225523/26419/22059/18008/20602/67299/68703/18027/16412/30841/12385/18129/11878/19130/320165/14472/12387/18992/13004/242620/54485/252875/14707/216739/16974/18028/233904/218820/14725/27354/12316/12677/20187/71648/15245/15242/68519/140486",45
"GO:0014706","GO:0014706","striated muscle tissue development","55/2508","301/28891",1.00579031661958e-07,4.77633448031901e-06,3.22049873718092e-06,"13867/12540/18741/17300/12064/15183/77044/19014/20191/14615/18595/12166/16412/50721/17258/192119/17260/108655/19130/226041/12387/26398/15182/14815/13052/53817/15110/79221/54485/93759/21393/11739/320790/16974/14465/14725/14234/12534/20348/14200/11548/20467/106042/18479/24051/21385/22160/17295/22062/14463/18996/76937/50490/16948/23828",55
"GO:0034470","GO:0034470","ncRNA processing","69/2508","413/28891",1.01836929340376e-07,4.79886945491647e-06,3.23569320430473e-06,"67053/229780/57316/230734/233802/68916/22059/68077/72462/18150/80912/50912/207932/67973/67949/66369/67276/72554/68205/104662/67676/18519/67239/192119/76850/213541/72167/52686/101985/114615/72026/67205/67045/67011/235036/214627/213773/68845/20054/67115/80913/69237/56095/107071/110109/271842/170762/320790/68510/57808/68731/57773/15547/21752/13865/104721/214575/20286/66637/20088/14300/228889/211064/234374/66409/66381/78890/103136/380669",69
"GO:0031032","GO:0031032","actomyosin structure organization","44/2508","218/28891",1.03228415116281e-07,4.82730741223159e-06,3.25486782576366e-06,"218952/77569/12540/109880/54357/72754/76707/13822/18595/16412/17258/68075/17260/360013/19130/76499/243725/16765/320472/13007/217866/226041/18571/50876/16419/14026/15182/11465/20411/22793/22388/21393/18643/12633/226352/224105/18761/18479/50875/21872/17295/12632/50490/50768",44
"GO:0031346","GO:0031346","positive regulation of cell projection organization","75/2508","463/28891",1.05944981373947e-07,4.91681027194547e-06,3.31521616356754e-06,"11426/16971/18208/20869/11908/12540/109880/18223/69601/13542/12064/109905/225523/329165/19649/214459/53860/18845/225849/319974/16412/244058/18103/18519/22359/50791/15114/13508/243725/29819/620393/108672/65086/74143/17762/11491/52822/80913/216739/93759/72162/193385/232560/13048/13640/18643/12633/381644/16974/13047/13544/50769/20616/234593/16150/18761/16403/18479/243743/14025/100040531/17295/56044/223255/19268/23789/59002/22415/18011/231225/75974/19317/14810/66991/13631",75
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","25/2508","90/28891",1.13307257991397e-07,5.21894934176917e-06,3.51893692408582e-06,"69697/22412/72080/12540/22422/13542/57265/20377/59024/11465/105504/53310/22388/16974/13544/106042/93960/380614/20187/15227/16774/74019/11461/53885/68588",25
"GO:0098773","GO:0098773","skin epidermis development","36/2508","162/28891",1.21598098596209e-07,5.55902949254014e-06,3.74823989702691e-06,"20185/16870/11479/15183/12560/20602/232174/18590/192119/29820/13039/381269/17918/16765/12023/12387/11684/73822/15182/14683/14419/68268/80913/19164/83925/14465/20662/228357/380614/338521/17295/171211/433864/67859/12394/69073",36
"GO:0060538","GO:0060538","skeletal muscle organ development","45/2508","227/28891",1.28802340197818e-07,5.8447639707543e-06,3.94089967201744e-06,"18741/12227/17263/14281/20666/80288/286940/30928/232174/17260/26443/108655/14733/14775/12023/12387/18176/242620/15370/79221/105787/14236/53620/56198/653016/12633/17938/16656/19645/20467/14359/21416/245944/20471/22160/17295/14463/12632/11474/56449/23828/15438/26927/15285/18740",45
"GO:0016050","GO:0016050","vesicle organization","62/2508","359/28891",1.33999642331976e-07,6.03589565386531e-06,4.06977241881325e-06,"207352/53869/108664/238988/69608/50518/16553/20907/214459/67864/77031/216131/217449/22318/12287/12488/319277/11975/360013/27054/74772/66290/232664/53331/69376/68328/94245/18457/53330/67727/108672/18571/83435/271221/68767/14679/18718/232946/234852/338366/66629/22088/11891/67166/12725/15463/20616/104015/66251/99371/29813/20910/240756/67073/12889/19328/73122/332110/60510/240667/269338/67231",62
"GO:0098813","GO:0098813","nuclear chromosome segregation","56/2508","312/28891",1.43916382626082e-07,6.43526832092978e-06,4.33905405627927e-06,"66934/53869/16798/11799/18817/12540/17222/77044/76707/108911/217449/217716/237911/18519/67070/76850/76499/20877/218914/102920/12235/212514/209334/67045/68767/327799/239985/110147/234852/93759/193385/14211/224023/103768/12534/71175/67629/19645/106042/29861/51944/12316/69957/70681/17451/215387/83560/270058/59002/332110/11461/71846/12442/384619/12190/66991",56
"GO:0000280","GO:0000280","nuclear division","73/2508","450/28891",1.46990322447852e-07,6.48115870817686e-06,4.36999618036772e-06,"66934/53869/386649/104806/11799/18817/12540/23980/193838/234857/76707/18027/16337/23997/78309/230700/217716/232174/237911/18519/17701/230103/67070/76850/76499/20877/218914/102920/12235/23825/212514/209334/22629/68767/243866/327799/378430/69928/110147/68166/234852/93759/193385/18028/14211/224023/103768/12534/71175/67629/78803/19645/106042/51944/235559/12316/69957/70681/17451/215387/17295/83560/59002/17345/332110/17864/71846/12442/384619/330149/241764/12190/66991",73
"GO:0010631","GO:0010631","epithelial cell migration","58/2508","328/28891",1.47438299143955e-07,6.48115870817686e-06,4.36999618036772e-06,"11426/238328/22122/53869/109333/54357/69601/263803/68992/76707/16412/57260/70097/18803/14645/192119/56048/320924/52392/17260/108655/19130/76499/14775/68328/384009/11684/16410/18704/107351/14026/15370/11845/20583/79221/54485/14314/14083/11491/338366/56218/93759/69216/18643/232227/101540/60595/226352/14234/17311/19247/76905/17295/23789/58233/18707/73608/234779",58
"GO:0030324","GO:0030324","lung development","47/2508","243/28891",1.48116588172504e-07,6.48115870817686e-06,4.36999618036772e-06,"72007/17158/12540/18741/22422/74318/17263/20465/20602/20666/11421/18595/12166/72938/52076/18590/50785/192119/320924/108655/723905/74123/12387/17126/67996/15901/18094/52335/21834/18028/239405/71966/14465/13047/20238/252973/17156/21385/15227/21853/15245/15242/22062/14463/68790/16948/21869",47
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","55/2508","305/28891",1.58053667755621e-07,6.86692743738252e-06,4.63010520547262e-06,"14370/18647/20869/22412/16798/12234/68667/69601/100201/22422/13395/13542/12560/70425/80288/57265/67122/269424/66743/66787/20377/14682/11820/12387/21886/107351/15182/20378/18163/20583/74493/19164/232560/22420/16974/50523/16973/239405/18033/11798/13544/75607/72780/106042/228357/21416/93960/56736/12316/26401/22415/15242/229473/68588/15229",55
"GO:0007612","GO:0007612","learning","40/2508","192/28891",1.59494067599824e-07,6.88070885997552e-06,4.63939748896746e-06,"228994/24088/66860/109880/246317/12227/12064/218461/94109/11980/75786/16412/12846/13853/11820/19224/214230/432572/18163/52335/11441/14402/12288/320974/18013/56469/218038/22335/12424/57138/104015/11548/234593/18574/20238/18479/98388/210274/14810/53324",40
"GO:0003205","GO:0003205","cardiac chamber development","41/2508","200/28891",1.78229012124323e-07,7.63518131659861e-06,5.14810926445228e-06,"16971/11622/16911/18741/17300/22059/20666/19014/18552/20191/12166/57265/71770/18129/17260/19130/723905/12387/207728/15110/54485/99377/56198/381157/320790/16974/17938/14465/14725/14234/13544/20348/20662/14200/23863/252973/21385/15227/14463/18996/18168",41
"GO:0016236","GO:0016236","macroautophagy","50/2508","268/28891",1.94271568255521e-07,8.26463629953696e-06,5.57252656311889e-06,"94232/386649/24088/29869/74302/22059/66597/107607/56048/11975/74772/13853/17918/56480/66615/72145/52331/73158/67727/18704/18571/67839/271221/75669/14679/18718/66795/225131/110147/20924/234852/19164/93759/268656/11739/67166/72238/66530/225020/18475/192652/12176/71648/19328/209478/76561/104009/69150/66155/269338",50
"GO:2000779","GO:2000779","regulation of double-strand break repair","31/2508","131/28891",2.0371213715487e-07,8.60648656697057e-06,5.8030230576821e-06,"94232/11545/216049/77044/216853/234857/117599/51869/50721/635253/239985/110052/68166/235626/93759/66233/107260/224008/70088/105377/29861/74355/319955/232314/77782/22160/214763/14235/11461/21853/66991",31
"GO:0042326","GO:0042326","negative regulation of phosphorylation","63/2508","372/28891",2.19458441488812e-07,9.20823570246894e-06,6.20875936843619e-06,"67605/16798/18817/23980/52615/19087/69601/13542/12703/56513/15587/52840/105352/268373/16337/69754/20404/12580/18519/66787/72185/13853/17872/20377/18762/320472/14682/94245/69903/230908/68767/227733/17762/11441/19164/70834/93759/18260/18755/22088/16974/50523/19720/72828/110532/19645/20238/11757/229007/18115/14232/28084/238871/17295/74019/11461/12579/15242/73047/232431/103136/13829/246103",63
"GO:0043588","GO:0043588","skin development","59/2508","340/28891",2.25429588756259e-07,9.34660077838493e-06,6.30205362035542e-06,"20185/16798/17979/16870/17300/72383/11479/15183/12560/20602/19014/54616/286940/232174/18590/192119/29820/13039/381269/81535/17918/16765/12023/19224/12387/11684/73822/15182/14683/67996/14419/68268/80913/19164/83925/18755/22088/12633/50523/14465/50769/20662/16403/228357/21416/252973/380614/338521/110279/170441/17295/171211/21418/433864/67859/223828/29876/12394/69073",59
"GO:0032259","GO:0032259","methylation","51/2508","277/28891",2.26152438427159e-07,9.34660077838493e-06,6.30205362035542e-06,"210529/104836/11545/229780/52615/12227/214572/71449/17263/77630/68215/50709/319974/67302/208043/67582/13435/66902/12846/52463/78878/12151/102182/72167/52686/14683/67011/67768/15468/14431/110147/100042784/235626/228829/56095/110109/18537/57773/233904/15547/60532/252973/15201/52064/381022/100504608/13436/78890/225518/238247/230025",51
"GO:0000209","GO:0000209","protein polyubiquitination","48/2508","254/28891",2.27333254322454e-07,9.34660077838493e-06,6.30205362035542e-06,"170737/12234/218793/17222/72584/223455/105193/103583/268373/22194/338364/67027/70097/22195/21402/56310/68497/27401/12387/53323/240518/19822/140629/211949/107986/74493/226098/27385/67525/213753/19720/30945/23807/117146/22209/22033/108086/70797/448987/56736/209200/14897/69957/67615/26401/56438/66894/26965",48
"GO:0043488","GO:0043488","regulation of mRNA stability","36/2508","166/28891",2.31213222860626e-07,9.38637794619363e-06,6.32887383556949e-06,"210529/228994/12227/77134/212943/80912/14573/11991/192119/103135/140488/213541/13046/104625/73158/70439/244551/74326/230908/214627/378430/80913/72162/218693/22033/319618/14359/231464/72587/74203/230721/17454/75553/19317/140486/208922",36
"GO:0008344","GO:0008344","adult locomotory behavior","28/2508","112/28891",2.31365176277381e-07,9.38637794619363e-06,6.32887383556949e-06,"231044/14814/80912/170719/22295/13014/20370/11820/14658/18203/20273/18516/78405/13131/17762/320790/12288/12725/20238/11994/12286/210274/16531/18227/12298/14810/15438/240590",28
"GO:0051983","GO:0051983","regulation of chromosome segregation","31/2508","132/28891",2.44290702954279e-07,9.84555819932839e-06,6.63848142931158e-06,"11799/18817/17222/22038/77044/80912/108911/18519/20877/12235/209334/67045/327799/239985/80913/93759/14211/224023/12534/67629/19645/29861/226026/69957/17451/215387/83560/17345/332110/11461/66991",31
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","40/2508","195/28891",2.45968362353205e-07,9.84838031225971e-06,6.64038427157879e-06,"232533/20539/94232/12306/16154/22059/77134/212943/14573/210376/11991/67031/192119/140488/73158/70439/69903/230908/68767/214627/110147/14083/72162/18550/68837/218693/19720/66454/224023/22033/225020/11548/54170/74203/52187/14463/104009/19317/140486/13347",40
"GO:0006310","GO:0006310","DNA recombination","58/2508","333/28891",2.5007286178043e-07,9.94770357965529e-06,6.70735413278474e-06,"19360/94232/104806/11545/109275/216049/56626/243529/77044/97827/216853/193838/50709/107932/117599/51869/50721/212377/635253/237911/108655/80838/20422/72749/209334/17685/50723/69928/235626/56702/66233/235134/224008/56009/70088/71175/20947/74355/227195/100561/226026/65113/235559/319955/27354/56249/232314/77782/214763/11461/21853/69747/384619/330149/232210/12190/66991/53314",58
"GO:0010508","GO:0010508","positive regulation of autophagy","35/2508","160/28891",2.71224261300494e-07,1.07194827401731e-05,7.22773515343388e-06,"20869/24088/29869/18555/66597/107607/69754/338364/69635/13853/56480/73158/18704/67839/14679/18718/105787/81003/216805/225131/20924/235626/93759/268656/66612/11739/277854/18475/12176/71648/19328/76561/226641/12122/69150",35
"GO:0040013","GO:0040013","negative regulation of locomotion","61/2508","358/28891",2.7321207625479e-07,1.072882807139e-05,7.23403635103776e-06,"238328/20357/20733/16971/77569/109880/69601/15587/77044/105352/76707/12166/353156/12385/52463/52392/17260/50791/108151/76499/20377/118453/107351/14026/114886/15182/20360/19646/54485/216805/227733/14083/338366/56218/69237/193385/69216/18183/68465/78771/20348/12928/110532/234593/20349/20467/109934/110279/20187/223255/23789/22415/332110/58233/29876/70415/50768/238247/73608/15116/21869",61
"GO:1990138","GO:1990138","neuron projection extension","42/2508","211/28891",2.96272256234694e-07,1.15266471509205e-05,7.7719750880994e-06,"11426/20357/16971/18208/81907/20869/29869/16870/13542/12064/20403/77300/319974/20404/16412/65079/66225/108151/76499/13508/18762/12387/214230/20360/17762/76884/52822/239667/70834/56177/16401/20348/20349/106042/18479/243743/14025/20187/22415/18096/104382/217340",42
"GO:1901873","GO:1901873","regulation of post-translational protein modification","53/2508","295/28891",2.97291911499419e-07,1.15266471509205e-05,7.7719750880994e-06,"104806/11799/18817/12234/56812/15183/26419/68077/105193/268373/209743/319974/70097/54473/22195/13853/76863/21402/56310/11820/18230/18752/27401/12387/240518/68767/211949/327799/27050/110052/56459/216805/110147/64209/19164/93759/69237/228829/69216/114893/56469/67046/11798/50995/22258/106042/65113/319955/209200/76857/332110/56438/11624",53
"GO:0043487","GO:0043487","regulation of RNA stability","38/2508","182/28891",3.03374815978111e-07,1.1681654412188e-05,7.87649052587343e-06,"210529/228994/12227/77134/212943/80912/14573/11991/192119/103135/140488/213541/13046/104625/73158/70439/244551/74326/230908/214627/378430/80913/72162/218693/22033/319618/14359/231464/72587/74203/230721/17454/75553/234374/19317/140486/208922/380669",38
"GO:1990778","GO:1990778","protein localization to cell periphery","66/2508","400/28891",3.05103608545556e-07,1.1681654412188e-05,7.87649052587343e-06,"11426/56212/16971/53869/72080/56217/18817/12306/246317/13483/16553/109905/12297/105193/13822/70546/57816/16412/668212/22318/50721/75695/50791/13853/241263/76499/13866/17918/16500/53331/18762/68328/53330/228136/233575/18777/102502/20742/105504/68767/11933/11845/20411/54189/66629/65962/53620/69660/11487/16974/56469/26422/19684/16150/104718/225049/20910/26425/71648/12889/19328/11461/98741/14810/216831/53324",66
"GO:0006644","GO:0006644","phospholipid metabolic process","61/2508","360/28891",3.32989066567586e-07,1.26701305701431e-05,8.54298200203471e-06,"242291/210992/12700/74451/170749/114663/22038/12703/66350/19012/74302/214253/67292/668212/210376/18803/52076/18590/214932/81535/320404/208449/227333/18704/233575/14712/227697/192157/74442/75669/18718/218121/226856/71772/227733/228812/13026/216739/268656/225010/66612/56209/14465/28169/104015/104718/225049/320634/110417/18797/67073/54384/13139/14755/67630/18707/54607/18719/242864/234779/21869",61
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","41/2508","205/28891",3.57270938778343e-07,1.34740454158976e-05,9.0850308799392e-06,"218952/16971/14479/20869/56217/16798/11545/22059/14281/14573/105352/80288/12166/52463/17826/17126/16419/15182/19646/434215/12705/216805/14083/11491/93759/230597/22793/18550/50523/12914/23863/76905/67326/170441/26401/72183/12579/238247/16948/101809/21869",41
"GO:0048880","GO:0048880","sensory system development","70/2508","435/28891",3.58516063139293e-07,1.34740454158976e-05,9.0850308799392e-06,"11622/210992/17158/16870/18741/14221/17300/18515/12064/329165/21815/195727/20666/19014/19893/18027/544696/18595/107587/387178/17116/15165/30841/224273/270893/18129/19130/13508/20147/29819/12387/14561/15182/218756/54485/18516/20475/232946/18012/19672/12368/21834/320790/12288/16974/18028/16973/14234/50769/71175/20662/106042/252973/21385/14232/12677/12075/22160/26401/74019/226641/21418/18996/29876/14254/104382/53885/101809/26927/67231",70
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","39/2508","191/28891",3.91269660425058e-07,1.46153532912433e-05,9.85457090826654e-06,"18654/22412/11622/12234/17979/18741/94109/19014/14573/18595/67122/50721/12977/192119/14472/12387/69903/54485/15478/381157/22420/16974/16973/239405/20472/14234/20349/18479/75605/20471/21385/15227/17295/21853/15245/15242/29876/14254/15229",39
"GO:0032271","GO:0032271","regulation of protein polymerization","41/2508","206/28891",4.09079013669282e-07,1.51879881075032e-05,1.02406765527162e-05,"69697/16798/24088/69524/26419/76820/75786/230101/78757/76499/243725/16765/20741/75991/12340/107351/50876/14026/20742/68767/27050/237860/11845/17762/76884/245857/18643/19684/18479/50875/22153/54126/83679/17295/26401/66616/100986/56378/223601/207495/13829",41
"GO:0010948","GO:0010948","negative regulation of cell cycle process","55/2508","314/28891",4.19303388610669e-07,1.54738105941503e-05,1.043339566841e-05,"19360/14199/11799/18817/69601/71449/22059/68077/193838/69754/225849/269424/54601/18519/67153/19130/20877/218914/19651/79263/12235/117229/209334/269582/241627/26931/17685/15468/327799/378430/53817/225131/93759/224023/12534/67629/78803/19645/235559/19247/319955/209200/27354/26425/70681/17451/74268/50915/18764/83560/12579/21853/12298/12190/66991",55
"GO:0010639","GO:0010639","negative regulation of organelle organization","64/2508","387/28891",4.21935060860343e-07,1.54776897175477e-05,1.04360112122029e-05,"19360/381038/69697/24088/11799/18817/11545/497652/22059/50912/76707/18519/76499/20877/243725/16765/20741/14775/218914/12235/12340/209334/107351/50876/14026/20742/74143/327799/214627/378430/237860/216805/74493/110147/17762/245857/18643/11739/224023/67046/224105/225020/67629/19684/78803/20947/50875/12176/27354/22153/26425/54126/21872/17295/26401/74694/23789/83560/223601/65970/50768/13829/66991/246103",64
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","34/2508","156/28891",4.37107119690321e-07,1.59387989001364e-05,1.07469194089274e-05,"19360/18647/53869/14199/16798/11799/18817/22059/18008/68077/108911/54601/238271/67153/20877/12013/12571/11820/79263/27401/269582/228714/22209/12534/18761/448987/235559/27354/70681/69109/74268/14235/12442/12566",34
"GO:0048813","GO:0048813","dendrite morphogenesis","39/2508","192/28891",4.50349713498158e-07,1.63245109165072e-05,1.10069901947479e-05,"20869/12540/18223/223254/216049/13542/329165/26419/68703/18174/16412/52463/17258/22359/13508/243725/241638/94245/29819/108672/22629/74143/15901/18163/11441/72162/232560/13048/11487/13047/228357/12286/17295/19268/14810/21909/140486/216831/13631",39
"GO:0048663","GO:0048663","neuron fate commitment","24/2508","90/28891",4.62419656476729e-07,1.66634283269203e-05,1.12355091765615e-05,"231044/16911/12540/18027/19130/12387/18992/242620/14842/54485/110147/18028/14843/20471/14232/27140/18996/18088/240590/11921/15285/12394/21869/209448",24
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","48/2508","260/28891",4.6580110455413e-07,1.66871202719217e-05,1.12514837443546e-05,"18647/319195/14199/16798/18555/218793/72584/11479/433938/71449/22059/77044/106795/69754/269424/16412/12580/18557/19192/12013/27214/19651/12571/79263/27401/26931/15468/239985/225131/11491/50523/21752/12914/56469/12534/19684/19645/29861/50927/21385/18764/237459/11461/12579/12122/12298/12566/234779",48
"GO:0099504","GO:0099504","synaptic vesicle cycle","44/2508","230/28891",5.00537759413707e-07,1.7824234458712e-05,1.2018196129695e-05,"22348/108664/238988/109880/13542/20907/109905/104069/242662/12217/20403/20404/22318/12287/71770/11975/50791/66290/56807/94245/18752/53330/12387/11465/11845/76787/19164/12725/218038/20616/104015/19057/231290/20910/75734/12286/108800/26431/12889/66616/11461/60510/109648/12298",44
"GO:0007519","GO:0007519","skeletal muscle tissue development","42/2508","215/28891",5.03361502017169e-07,1.7824234458712e-05,1.2018196129695e-05,"18741/12227/17263/14281/20666/80288/286940/30928/232174/17260/26443/108655/14733/14775/12023/12387/18176/242620/15370/79221/105787/14236/53620/56198/12633/17938/16656/19645/20467/21416/245944/20471/22160/17295/14463/12632/11474/56449/23828/15438/26927/18740",42
