"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","50/9653","70/28891",8.74997638486582e-11,6.01363700427523e-10,1.99739930870688e-10,"22632/52040/70020/21454/56456/12465/51812/28113/11920/52864/68142/21951/109275/497652/50721/13870/26400/12468/12461/234344/11991/69917/245474/225280/18768/17535/18761/74108/12462/12469/59125/12387/56505/18005/17165/332110/72836/22589/56249/27354/72162/59047/26413/19360/233875/106052/227195/21749/18854/26407",50
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","182/9653","367/28891",8.94466945124962e-11,6.14093249084204e-10,2.03967986483112e-10,"15165/20271/83997/20312/56188/12286/18693/235281/11418/12721/57440/433809/14811/59091/192176/76055/16511/68795/11977/279561/26903/19056/12034/16538/13167/110213/65973/26409/27060/57340/12315/14810/15444/80906/14693/57320/238871/100503659/21803/13367/17395/13830/26941/15512/329152/12512/19165/59095/14062/16539/225055/16485/11603/58799/12288/52892/19211/17999/66109/74166/108737/16498/214917/17846/19055/75785/12568/12314/14167/105675/67704/13483/20648/18216/333433/56632/110784/11517/26556/20541/13430/13383/11622/12295/69847/11735/11820/15114/78688/320790/11840/11933/16523/232341/17178/13488/22782/16412/14168/101118/18795/66240/11350/74777/11793/108058/20266/56085/18803/22318/12856/70207/83814/12313/14873/12028/22629/69106/116873/22333/399548/68020/233571/13057/225642/20191/11554/18704/241794/16499/19700/15194/269109/80982/14381/14419/12043/140492/76742/57816/11932/14467/14225/19058/11438/14061/56437/14199/545622/11739/105722/20866/56461/14360/14265/215748/16502/18754/69301/30948/217154/18760/75607/20530/100102/17918/70357/24012/18854/18049/16514/12159/16527/18438/66395/381812/11931/22063/14697/12296/13491/68949",182
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","34/9653","41/28891",9.1140627239829e-11,6.25060746181303e-10,2.07610785525425e-10,"67052/13191/101706/83431/56150/16211/18472/24064/14048/103583/18508/13589/76499/78906/68053/108907/244329/81601/214444/15183/16412/102124/76707/76123/72080/12615/15194/386649/70385/26951/67839/16800/24063/18817",34
"GO:0071479","GO:0071479","cellular response to ionizing radiation","51/9653","72/28891",9.34597771559909e-11,6.40288388739934e-10,2.12668570472907e-10,"14462/231724/72931/60530/99982/107976/13605/19361/13653/11920/68142/20377/19822/12189/21803/20583/19367/98415/319583/12048/21353/19362/228140/74041/17246/15270/12444/24086/12144/19355/15574/26416/68539/13197/14375/12575/56349/20319/244694/11852/22059/12021/170770/15461/12753/106052/14784/71175/93759/22427/65964",51
"GO:0009266","GO:0009266","response to temperature stimulus","95/9653","164/28891",9.78534041481266e-11,6.69681005579734e-10,2.22431180440081e-10,"57138/101772/107751/66917/14629/13665/108989/83945/93670/13211/18747/56717/12696/381677/15519/13864/15516/14806/20655/15368/216869/18570/22228/18023/68833/101739/13163/270190/15939/17391/74100/18015/11364/20315/99512/26400/245688/269523/329910/13667/100037258/18858/110616/193740/68196/60599/27103/19016/56424/67669/209354/26457/20480/63873/109359/243912/18216/15507/11363/217715/72759/13666/18053/15502/16177/193116/237253/11539/80751/16536/20449/19652/29810/329003/72162/11554/12767/21833/210029/56454/69698/224045/381359/108067/21333/15511/216190/19414/233781/11441/12683/17035/56445/103968/114774",95
"GO:0008333","GO:0008333","endosome to lysosome transport","52/9653","74/28891",9.87339759321708e-11,6.74283348805478e-10,2.23959825612877e-10,"14339/228545/170833/12300/11776/100504663/77573/105841/73711/67064/213326/74349/67095/67298/68953/269523/54122/66530/93711/17101/66700/71801/320191/20661/100502841/15239/71732/105513/54377/74718/234852/75608/280408/11852/208092/74374/19349/81905/17237/76742/66371/67166/68942/53331/16553/116733/20479/30948/20615/72287/73122/209200",52
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","52/9653","74/28891",9.87339759321708e-11,6.74283348805478e-10,2.23959825612877e-10,"18712/12443/12580/12453/12579/100732/66214/12450/15516/12452/69754/12577/103844/216021/218630/21929/71059/18763/66971/12449/12576/19211/12581/192231/12445/12428/214384/12444/67974/12144/11789/55948/23834/214444/83383/50523/20460/11819/66671/12575/12427/17283/12367/12447/11461/69237/13649/106763/16798/240665/12578/18817",52
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","43/9653","57/28891",9.9213286540574e-11,6.76843484283642e-10,2.24810161745677e-10,"319586/68955/51810/13548/67039/19205/23879/16969/13207/83486/268859/67040/230753/229700/20382/72289/19826/108013/15388/19655/231386/170771/21841/19653/67959/109095/20462/17149/20218/664883/100041953/93686/17927/76183/272009/67996/52897/224344/68675/14265/237859/60532/14359",43
"GO:0047496","GO:0047496","vesicle transport along microtubule","38/9653","48/28891",1.00128556123079e-10,6.81652491842093e-10,2.26407449437965e-10,"94245/20869/100502766/212733/11777/11776/19324/83431/67095/18472/228355/13426/75665/16561/103583/26395/14533/11778/67774/11775/17257/15114/18457/319613/16560/17828/17281/64933/15194/18762/11774/73689/16553/117197/19419/20615/12794/232946",38
"GO:0098927","GO:0098927","vesicle-mediated transport between endosomal compartments","38/9653","48/28891",1.00128556123079e-10,6.81652491842093e-10,2.26407449437965e-10,"27681/14339/54673/170833/22350/271457/12721/192176/235567/192652/100504663/20779/55988/53869/74349/231876/75669/18016/77116/56208/26396/26395/225326/104831/320191/54198/71732/74718/20660/280408/101240/16558/67894/19349/216344/26413/19684/13731",38
"GO:0035418","GO:0035418","protein localization to synapse","65/9653","100/28891",1.02413742245229e-10,6.96477926013983e-10,2.31331642891139e-10,"53324/72978/226359/224997/13385/20614/243961/17274/74342/11418/26422/12300/14811/12217/20909/83493/56637/268566/53869/80718/14810/18190/14735/17754/16574/226016/26395/11487/12568/269788/108100/15507/26556/23888/13383/20619/227580/26875/545156/12889/665113/216963/22318/16593/19699/245666/30957/18762/216856/13869/11496/50791/15461/56508/13138/18196/216831/386750/192167/73340/70546/108672/65945/105782/242274",65
"GO:0019080","GO:0019080","viral gene expression","53/9653","76/28891",1.03264821045396e-10,7.00795083974045e-10,2.32765565211172e-10,"18521/19205/16476/20586/21357/16842/19720/13211/13669/270096/28036/229663/23947/66354/22278/22695/229906/66597/98415/233532/18128/27103/230908/192231/68184/67655/328572/20683/83383/67778/11793/20587/69807/12648/26401/55944/107951/16543/69019/93679/15364/20823/433759/19062/27979/19182/72462/18643/223691/68776/16865/218693/53356",53
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","53/9653","76/28891",1.03264821045396e-10,7.00795083974045e-10,2.32765565211172e-10,"192176/108989/13211/18747/56637/13605/15519/15516/22687/230738/18709/18708/12189/50721/21803/19259/17999/16480/18753/230908/19042/13726/230500/17246/12326/21849/18761/328572/26416/55948/20218/22433/15183/217827/68051/70572/19384/319757/66233/29810/16846/67628/21937/14634/16452/66810/26413/70790/22771/432508/18760/19164/57258",53
"GO:0038127","GO:0038127","ERBB signaling pathway","76/9653","123/28891",1.06523515419845e-10,7.22153664682023e-10,2.39859710453185e-10,"70294/13650/12402/14158/211323/110157/20662/19268/20779/192192/73711/19248/19664/29816/72543/12328/64143/50877/215114/69178/19255/72349/54725/21803/17395/381126/80794/19165/24064/19141/26396/208650/83961/217344/26395/226250/56468/11843/13983/29815/68585/109880/15114/12927/29875/20682/74055/11350/100042150/14388/108686/18803/12554/19271/208092/13982/28084/16558/19349/106042/69601/13869/15200/14083/21802/15461/21418/11352/26413/67845/230103/14784/70568/19164/13649/19247",76
"GO:0010507","GO:0010507","negative regulation of autophagy","55/9653","80/28891",1.09975675629084e-10,7.44777799113998e-10,2.4737420300443e-10,"69903/72344/20848/54170/17425/227358/208643/19720/56717/74370/76983/56716/245670/64930/100855/15368/110147/54197/20333/319801/78246/17210/21929/67588/56208/223453/20539/67846/59027/13690/232533/328572/68441/68837/232341/94232/210376/83669/74374/22059/16846/100502698/171543/12043/19025/14463/14083/18145/68943/224023/16154/223649/235439/225020/100756",55
"GO:0006664","GO:0006664","glycolipid metabolic process","62/9653","94/28891",1.10396367252547e-10,7.46846405181374e-10,2.48061280113678e-10,"20451/18010/16590/233575/14421/11305/320655/66459/67556/69048/320095/50877/20450/67292/12916/27419/14731/110417/19156/23956/78928/18753/276846/18700/545276/225742/320910/14667/228812/18701/225651/22234/56386/17939/20441/241062/56336/433931/57370/15211/20452/20444/12028/230801/15212/67063/66268/109232/50935/20442/53897/55981/54218/76524/20443/17761/20447/239827/14420/329777/241230/14345",62
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","56/9653","82/28891",1.12144153884632e-10,7.57879313166113e-10,2.5172580505359e-10,"83925/16854/20909/110157/26885/23873/14155/56637/15368/11910/13163/97165/20377/228355/57320/18708/12189/12370/13205/18015/21929/19165/12048/12015/19211/58801/12070/20482/20661/14775/56486/56274/58231/78688/67379/21945/12028/80751/20319/66839/14084/29810/12633/12167/217356/12043/69601/73689/14082/21933/21859/69660/17153/69635/19878/18049",56
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","59/9653","88/28891",1.14161073762131e-10,7.70163910836687e-10,2.55806072432134e-10,"18504/23892/14462/15229/20472/94275/54710/67087/22431/22417/15205/74533/22412/17869/16776/21803/14573/16878/14048/14734/23908/19206/18514/14173/67937/18510/107515/58198/13383/69847/22339/12387/20682/15478/14179/16373/114249/20681/319757/233651/18121/381157/15213/56753/14634/269152/12043/17128/20474/14260/22408/226154/22414/22420/12156/18654/12159/329628/15208",59
"GO:0072078","GO:0072078","nephron tubule morphogenesis","58/9653","86/28891",1.14199586223431e-10,7.70163910836687e-10,2.55806072432134e-10,"18504/23892/14462/15229/20472/94275/54710/67087/22431/22417/15205/74533/22412/17869/16776/21803/14573/14048/14734/23908/19206/18514/14173/67937/18510/107515/58198/13383/69847/22339/12387/20682/15478/14179/16373/114249/20681/319757/233651/18121/381157/15213/56753/14634/269152/12043/17128/20474/14260/22408/226154/22414/22420/12156/18654/12159/329628/15208",58
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","74/9653","119/28891",1.21255946149907e-10,8.16902065486019e-10,2.71329915610636e-10,"83560/76464/67052/30949/83946/57028/108989/75430/66214/103733/67629/30839/56150/11920/18023/66977/107047/58994/235661/52696/107995/68612/12649/67141/22680/12237/59008/70799/20399/100088/98733/16319/327799/19357/17120/11789/52563/234069/16001/108907/14184/214444/14179/71943/105837/12162/22137/216810/50796/14841/22629/229841/209334/13982/66442/20698/14183/11799/241764/21802/23980/70385/56317/224023/12540/12236/18591/26951/16337/66515/17345/66991/12159/18817",74
"GO:0030832","GO:0030832","regulation of actin filament length","97/9653","169/28891",1.26985808035964e-10,8.546158067301e-10,2.83856345229871e-10,"59030/11845/213556/12721/14158/20563/101497/57028/12631/75477/232906/76709/74192/56717/13860/56716/56699/29816/14489/80880/74117/18709/234695/268970/227753/14248/13829/218397/320827/20742/107351/22003/277360/18706/56431/27360/18753/211673/22323/207278/101314/108100/223601/50875/13383/19230/68732/12340/24088/104445/12343/20741/17973/13169/26401/65970/225115/14026/74392/170643/17913/231637/22388/17974/102774/12632/76884/23999/78757/242553/207495/14260/225288/19240/14063/20740/237860/319262/235041/245857/18754/30948/12345/19684/14784/13717/20401/18643/56378/20430/21916/20356/16798/243725/20947/56320/19353",97
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","45/9653","61/28891",1.31388181549519e-10,8.81497727352413e-10,2.92785040066215e-10,"68147/51810/68964/70640/21454/20779/12465/15519/28113/15381/98956/11920/21752/21951/497652/26400/12468/12461/245474/237107/18768/18761/74108/12462/108689/12469/59125/12387/71718/18005/17165/332110/72836/56351/216853/59047/72400/52530/26413/19360/106052/21749/18854/26407/50912",45
"GO:0007004","GO:0007004","telomere maintenance via telomerase","45/9653","61/28891",1.31388181549519e-10,8.81497727352413e-10,2.92785040066215e-10,"68147/51810/68964/70640/21454/20779/12465/15519/28113/15381/98956/11920/21752/21951/497652/26400/12468/12461/245474/237107/18768/18761/74108/12462/108689/12469/59125/12387/71718/18005/17165/332110/72836/56351/216853/59047/72400/52530/26413/19360/106052/21749/18854/26407/50912",45
"GO:0071103","GO:0071103","DNA conformation change","45/9653","61/28891",1.31388181549519e-10,8.81497727352413e-10,2.92785040066215e-10,"21969/17215/338359/21976/15289/117599/19691/17216/13211/19704/109145/20589/19361/381760/21975/17218/272551/191578/17217/219249/72960/78833/208595/66044/77987/17535/12144/71567/104721/21974/11350/72836/66634/27354/17219/72162/13872/170472/320209/19290/19360/20024/226153/21973/22427",45
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","105/9653","187/28891",1.32422369659372e-10,8.87517453735664e-10,2.94784461931546e-10,"16923/18673/22350/114716/18626/101568/67603/74256/23988/56637/13669/13838/15357/24066/11910/19261/18709/18472/20377/19255/72349/18015/18016/26941/14013/16600/80794/244923/15469/16878/24064/73608/19259/108909/19211/19016/18753/15259/63953/504186/224640/67071/114715/16413/11789/19252/19246/13383/330177/13448/14154/16001/29811/235584/22433/19735/15183/20185/15502/11350/20358/16396/232339/13844/54612/20660/12988/20319/19271/105940408/14870/70686/56458/268373/192195/11816/17283/435391/109689/69601/216805/67702/17128/101809/21859/246179/14114/23980/13138/114604/19062/107746/14063/215748/319520/11441/12156/16332/18218/75607/329659/75590/24063/74769/106504",105
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","72/9653","115/28891",1.36908404033836e-10,9.16635709238935e-10,3.04455944159628e-10,"94245/75209/228545/12286/20614/54526/20964/271457/116837/16510/20907/22317/108124/20909/116838/12287/18747/111173/268882/15552/238988/60510/11938/20980/20977/67808/19339/18442/231602/12048/13542/94090/13852/20619/109880/13446/22421/26875/76787/18951/109648/382018/12889/14299/216963/22318/27062/17957/12361/59033/12890/74006/242662/72194/26431/226407/320405/215449/104015/13017/22249/14265/192167/20615/78808/241770/19164/18441/105782/29873/20910/54525",72
"GO:0046887","GO:0046887","positive regulation of hormone secretion","108/9653","194/28891",1.45340555307065e-10,9.72086830696686e-10,3.22873755475475e-10,"12912/13615/238377/20614/19205/14427/101772/78894/380714/76055/69952/14761/22337/19056/20909/50873/14652/13115/18747/12161/70456/17886/23830/11516/14683/69227/15161/74244/19015/74551/66259/30878/50721/26950/16878/12288/12918/71764/12015/76303/14645/19016/192185/381853/230908/20677/16367/170731/14182/235442/18640/12426/276952/14661/54126/14672/16971/67389/245049/319613/18795/54393/109305/232286/53322/67151/11480/12361/16443/11750/15251/50765/21416/19084/11514/54003/67623/384783/14419/109689/216856/58869/12394/215999/17128/14061/21333/16452/56508/20866/20666/18754/18095/18760/18111/50790/21943/69150/93759/13649/18441/19219/17863/68667/14682/19247/22063/19353",108
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential","46/9653","63/28891",1.4703692468931e-10,9.81407115253777e-10,3.2596944115089e-10,"58234/13385/12404/243961/192170/14811/116837/20907/50873/14805/116838/56637/19085/14806/14810/13048/108013/77116/19211/13542/110891/108100/11820/20620/22421/81907/18053/26875/207683/13400/19699/14812/231637/18762/216856/110893/14739/11438/11441/17356/228880/192167/110355/71687/56320/13491",46
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","46/9653","63/28891",1.4703692468931e-10,9.81407115253777e-10,3.2596944115089e-10,"20204/21386/51810/217127/21908/21907/99982/381695/15372/21752/50721/21803/72504/18567/233904/18514/22410/16998/14173/14182/16542/14180/12387/20682/14179/21843/218952/21812/52335/12393/22418/16974/15364/17075/14183/18933/12447/107587/22408/17311/20666/18505/18049/12159/76365/22341",46
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","32/9653","38/28891",1.49521544243107e-10,9.96964123703271e-10,3.31136623323754e-10,"22411/12614/107934/14365/20377/22412/13543/14734/13542/70122/14368/380718/22421/11350/22422/93840/54612/230824/20319/14362/13544/59024/22418/16974/106042/140577/407821/57265/11352/68588/26564/19353",32
"GO:0007548","GO:0007548","sex differentiation","168/9653","335/28891",1.5512744405794e-10,1.03327951175695e-09,3.4319859695839e-10,"14566/21386/107626/16336/13615/14462/103468/228421/22668/18014/12443/244891/208144/11421/16590/15387/192176/242620/22187/229357/240590/20779/12161/381677/56436/238247/17684/224902/20655/11504/17886/216869/11516/67204/11920/22431/22417/56484/12608/97165/20377/22412/238871/19288/22215/13870/17390/20473/11705/20397/13667/16848/67561/101476/12048/387188/18514/12929/13983/69260/98711/109685/170731/16542/14180/22764/67713/65247/107515/15081/11622/20674/17300/217715/100040608/22339/228980/14087/320790/12387/14366/20682/14179/13498/26423/232286/19401/22589/11819/319448/268755/16876/16410/50796/20681/11480/13363/242523/218454/12028/20319/21812/93757/12841/14238/21416/13982/75410/381157/237911/16846/12167/226090/22762/22418/56296/16974/15364/109689/12043/57816/12394/54352/18159/224045/74754/14463/17128/12125/268903/30953/20474/18595/71371/26972/17761/380684/17129/21414/73296/263876/17311/68328/387178/22174/18095/230103/14228/16337/71175/17685/53381/20851/93759/108829/19219/12416/20850/12159/74297/110355/26564/19247/19353/55993/15433/56449/12166",168
"GO:0045682","GO:0045682","regulation of epidermis development","47/9653","65/28891",1.6194423907913e-10,1.07757763190127e-09,3.57911994938745e-10,"17134/17702/17133/21420/22337/13115/93691/107586/71913/17937/101706/195733/15205/19015/22695/54616/18109/19014/18128/19206/12192/14173/15214/17300/55948/14184/17979/252973/15404/18612/16918/19877/404634/207920/15213/67996/50868/18755/17936/26914/235505/19207/14056/69073/19878/12159/15208",47
"GO:0060972","GO:0060972","left/right pattern formation","84/9653","141/28891",1.66158913188489e-10,1.10448811935856e-09,3.6685017810576e-10,"21386/18091/18741/544696/433809/225164/68922/68897/74025/21380/76779/107586/19726/15111/17427/19664/17684/20671/110350/13411/245866/73916/216274/18553/17127/13543/21813/329795/18128/13542/21815/66248/24069/140859/65256/244585/56334/66910/171567/21385/15227/16568/18119/72938/380718/16348/546143/20613/68270/14179/67694/244631/16814/93840/20460/22772/20807/67661/11480/225876/319757/15251/18552/15223/21821/68146/106633/22418/14106/16974/18129/11481/269878/14463/17126/71233/17260/109065/237222/24117/23863/12020/19164/22416",84
"GO:0035303","GO:0035303","regulation of dephosphorylation","77/9653","126/28891",1.72339092103327e-10,1.144395139264e-09,3.80105094209774e-10,"52036/19205/101568/100072/170749/23988/110854/14673/20779/226849/108954/59046/64930/12315/67121/19777/382030/14678/50768/12953/227059/21803/69871/20354/17127/54401/77116/226591/74521/54720/18753/71782/12314/217124/77976/74585/243819/11622/13853/19049/228361/29875/21770/66849/114249/59032/11539/12313/210376/19877/210762/13003/268373/17872/107895/15194/17931/71474/26936/50791/100336/16452/53332/68943/11640/17260/241289/14245/19062/100503670/56876/12156/19878/20947/114774/74302/52065",77
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","27/9653","30/28891",1.73035462007414e-10,1.14549829343212e-09,3.80471501322683e-10,"20869/67326/12579/17684/24136/12577/66354/14718/170441/53378/93836/18550/69260/21814/76905/214384/328572/67903/12914/114249/12005/17283/216805/17128/15258/241639/241226",27
"GO:0090169","GO:0090169","regulation of spindle assembly","27/9653","30/28891",1.73035462007414e-10,1.14549829343212e-09,3.80471501322683e-10,"51810/108989/101706/67064/68953/19822/219103/54141/193740/105513/332110/234852/20460/13494/76123/75608/225898/208092/13424/66371/193385/215351/68942/73420/15511/20479/18817",27
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","27/9653","30/28891",1.73035462007414e-10,1.14549829343212e-09,3.80471501322683e-10,"20869/67326/12579/17684/24136/12577/66354/14718/170441/53378/93836/18550/69260/21814/76905/214384/328572/67903/12914/114249/12005/17283/216805/17128/15258/241639/241226",27
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","48/9653","67/28891",1.75826043783979e-10,1.16278427526935e-09,3.86212953317117e-10,"18504/23892/15229/20472/94275/54710/67087/22431/22417/74533/22412/17869/16776/21803/14573/14048/14734/19206/18514/14173/67937/18510/107515/58198/13383/22339/12387/20682/15478/14179/114249/20681/319757/233651/18121/381157/56753/14634/12043/17128/20474/22408/22414/22420/12156/18654/12159/329628",48
"GO:0000245","GO:0000245","spliceosomal complex assembly","36/9653","45/28891",1.81735172027773e-10,1.20063776749439e-09,3.98785800522342e-10,"57905/319586/83486/14105/192196/231769/75062/72193/101739/108013/20222/19655/74200/27981/231386/28000/66978/66603/110809/53817/67959/20630/56195/78688/328110/330361/269254/193116/76183/81898/272009/67996/66877/67684/20815/28035",36
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","51/9653","73/28891",2.09241478081023e-10,1.38095113996243e-09,4.58675981000848e-10,"100683/233908/60530/99982/117599/223970/56456/67956/19361/15193/71777/103537/21761/56420/50721/12649/191578/73247/67561/59004/64050/19362/50755/235626/12144/236904/77044/73747/68067/81601/56505/80886/19891/11350/227867/94232/27223/66233/216049/66713/319955/77782/13831/216853/71890/635253/170472/51869/232314/11461/66991",51
"GO:0044282","GO:0044282","small molecule catabolic process","175/9653","353/28891",2.10690701395865e-10,1.3891011553882e-09,4.61382967665625e-10,"235582/11847/11674/14719/14751/113868/17425/18655/67618/11430/245847/57028/76574/18242/18950/57357/13115/13167/67885/14651/56717/213350/13081/20280/13116/66841/216136/231327/11486/16548/14874/338350/23986/11992/57320/19015/74551/22160/319801/110460/110959/66885/12035/11364/13177/19305/14718/58875/231086/53893/104776/12036/14433/93685/74246/257633/12015/14073/19211/71891/230784/17308/110391/20778/269378/16367/100328588/232078/13082/78038/12583/106861/64654/67880/11532/18216/11666/18640/170789/14660/12896/26384/11363/13806/68837/14661/19300/93747/11652/97212/19299/232449/18641/56357/52665/56794/224794/11881/15107/15211/20524/64899/15356/13382/17766/71767/232174/15931/52538/56690/56174/54608/15212/110446/22059/16846/78830/216456/110826/67980/12411/66253/71761/384783/71776/11816/110842/15932/14430/210009/14635/14415/110208/71985/11474/26569/18634/26912/18746/104184/12040/14317/110119/109801/16828/74091/14245/20322/56421/68133/66887/109857/102448/12894/13885/68631/11409/14544/50880/13807/80879/66948/66194/69219/12801/72129/26458/104174/58810/20975/56695/19125/14417/108037/14204",175
"GO:0007368","GO:0007368","determination of left/right symmetry","81/9653","135/28891",2.13941260823079e-10,1.40909889369347e-09,4.68025115942657e-10,"21386/18091/18741/544696/433809/225164/68922/68897/74025/21380/76779/107586/19726/15111/19664/17684/20671/110350/13411/245866/73916/216274/18553/17127/13543/21813/329795/18128/13542/21815/66248/24069/140859/65256/244585/56334/66910/171567/21385/15227/16568/18119/380718/16348/546143/68270/14179/67694/244631/16814/93840/20460/22772/20807/67661/11480/225876/319757/15251/18552/15223/21821/68146/106633/22418/14106/16974/18129/11481/269878/14463/17126/71233/17260/109065/237222/24117/23863/12020/19164/22416",81
"GO:1903509","GO:1903509","liposaccharide metabolic process","62/9653","95/28891",2.14170339330387e-10,1.40917560324897e-09,4.68050594636005e-10,"20451/18010/16590/233575/14421/11305/320655/66459/67556/69048/320095/50877/20450/67292/12916/27419/14731/110417/19156/23956/78928/18753/276846/18700/545276/225742/320910/14667/228812/18701/225651/22234/56386/17939/20441/241062/56336/433931/57370/15211/20452/20444/12028/230801/15212/67063/66268/109232/50935/20442/53897/55981/54218/76524/20443/17761/20447/239827/14420/329777/241230/14345",62
"GO:0001541","GO:0001541","ovarian follicle development","52/9653","75/28891",2.17204028538291e-10,1.42624043460655e-09,4.73718592610041e-10,"244891/16590/15387/229357/20779/381677/56436/20655/17886/216869/11516/11920/56484/12608/19288/22215/17390/11705/13667/16848/12048/13983/109685/170731/16542/22764/11622/17300/217715/100040608/22339/228980/242523/12028/93757/13982/75410/12167/226090/109689/12043/18159/224045/17128/26972/17311/230103/19219/12159/110355/19353/55993",52
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","52/9653","75/28891",2.17204028538291e-10,1.42624043460655e-09,4.73718592610041e-10,"66999/98053/51810/70208/101631/13716/67381/69792/24116/67279/69170/66172/52609/12454/69562/26896/50721/66266/58202/19014/70802/68975/26395/70625/57314/75613/20926/216154/12387/381379/108098/72515/16825/20924/20933/235497/107951/319955/22778/12005/66213/170472/67219/234959/20922/228880/14056/28077/106389/214498/69131/100270744",52
"GO:0014015","GO:0014015","positive regulation of gliogenesis","61/9653","93/28891",2.19769991371429e-10,1.44162886040307e-09,4.78829780901951e-10,"17242/27374/387216/211323/22352/56711/12017/19744/56717/20238/192119/23966/15205/74117/17869/67490/21803/19317/16878/104156/18128/14254/20539/28000/19016/50913/68585/18208/18606/12724/17257/16195/13555/15902/24088/14843/20665/20681/14912/18121/216049/12767/18755/19283/15182/14083/433759/104015/13138/19047/225908/12156/20720/19262/30948/20732/18759/13649/17863/19697/22341",61
"GO:1902017","GO:1902017","regulation of cilium assembly","53/9653","77/28891",2.23483898445167e-10,1.46302944022538e-09,4.85937875938721e-10,"67046/21754/74256/232906/109242/230872/232944/52184/56637/17152/17427/53869/380614/18286/69871/219103/66061/72404/234776/382253/17758/195208/329795/235072/269702/77832/11843/225523/53860/234854/13430/70300/213027/14745/15114/11793/332110/108686/381644/21821/67841/106633/15194/72844/216846/102774/66573/622408/14569/74694/101565/231225/319565",53
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","53/9653","77/28891",2.23483898445167e-10,1.46302944022538e-09,4.85937875938721e-10,"18148/23892/72151/19718/21454/18018/66214/18538/56637/12465/15519/216869/11920/21951/17869/497652/26400/12468/12461/16600/234344/106344/245474/67459/101540/18768/12428/14173/53817/18761/74108/50776/12462/12469/22339/59125/12387/18005/17165/332110/108058/72836/252973/231440/56351/64074/216853/59047/26413/106052/18591/72107/26407",53
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction","42/9653","56/28891",2.25504923833819e-10,1.47477034446719e-09,4.89837558277295e-10,"69903/232906/104418/16400/24066/54153/50768/21858/18015/12053/107351/24064/330863/75687/320271/170731/11548/21927/19415/227743/56715/16412/216963/13844/319939/66863/69601/216805/14121/76041/193385/70527/114713/11352/19414/107746/233877/16765/216831/77446/24063/19053",42
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","179/9653","363/28891",2.27275507857155e-10,1.48406741836214e-09,4.92925534647932e-10,"83554/12912/102791/16923/14281/238377/14462/17242/68094/70673/16453/240354/16476/16658/11776/74256/20586/227358/18950/16842/20662/15289/16969/26379/56717/74370/17173/14461/211651/209446/14357/56637/22761/56456/192119/12768/15519/56436/11486/69754/230738/67087/20227/14683/12608/57432/234695/20377/17869/211770/19255/18708/12370/21803/18015/18081/20667/22637/12053/21813/16878/239985/67588/70564/93760/22724/14000/20588/12015/328365/21873/21847/12192/22410/19055/20677/63953/56468/20535/252838/12522/100328588/19766/107173/15507/11789/207952/100201/12703/234069/77044/12484/72057/269023/109880/74039/81601/14184/228361/20663/14087/22433/12387/16362/16768/381305/15902/243910/18103/108655/14255/50754/11350/18003/319817/12977/20587/19401/192656/74614/14375/59032/12193/107527/15404/232174/59009/21672/15223/12399/107829/16190/22778/57259/14634/57765/83797/18762/11774/17387/57816/12394/18129/12400/107771/14082/65113/83796/230126/66993/21417/67155/234515/320404/22034/21414/229615/12571/17311/16196/11461/15284/26992/320940/14118/69301/19419/21943/20851/67122/20963/20668/20850/12159/26564/15354/80859/12578/14204",179
"GO:0010664","GO:0010664","negative regulation of striated muscle cell apoptotic process","33/9653","40/28891",2.2738450029835e-10,1.48406741836214e-09,4.92925534647932e-10,"18148/18091/17242/211323/52040/75387/15111/15357/68346/74244/19317/18024/243912/214384/170731/19732/15214/18607/18510/17938/228361/78688/11793/20319/106628/29810/12633/12043/14463/16452/11739/26897/93759",33
