category,gene,chromosome,start,end,methylation_score,cpg_density,smarcb1_enrichment_cpm,smarcb1_enrichment_rpkm
up,Traf3,chr12,111166356,111166931,0.007363253549832583,0.128,0.0,0.0
up,Tram1l1,chr3,124320926,124321391,0.028871867015691603,0.108,0.0,0.0
up,Triobp,chr15,78947735,78948013,0.008723219140451125,0.076,0.0,0.0
up,Triobp,chr15,78967704,78968007,0.5091662784157862,0.09,0.0,0.0
up,Triobp,chr15,78982709,78983320,0.00775770432856071,0.122,11.785014299089557,11.785014562870854
up,Trpm4,chr7,45333339,45333852,0.014040121976989917,0.106,11.720845712439267,11.72084562531937
up,Tsc22d3,chrX,140598209,140600575,0.12950782247369916,0.21,16.901795415173723,16.90179624950065
up,Tshz3,chr7,36695312,36698700,0.03467272099553509,0.168,17.97880858067573,17.97880899278489
up,Tsku,chr7,98360801,98361512,0.010235271743974978,0.148,6.562697617139265,6.562697600306221
up,Tspan17,chr13,54789073,54790023,0.005109373794056635,0.15,22.43421429718434,22.434215138891556
up,Ttc28,chr5,110879570,110880309,0.007320319924602651,0.18,0.0,0.0
up,Ttc28,chr5,111223315,111223544,0.21279876694941685,0.084,13.197899590039855,13.197899946298422
up,Ttc28,chr5,111277082,111277396,0.2325340358577497,0.086,0.0,0.0
up,Ube2o,chr11,116580701,116581652,0.02044495826633344,0.216,8.623132604277144,8.62313256918927
up,Unc5d,chr8,29219126,29220012,0.024834303797672173,0.204,5.795823562191851,5.795823503774082
up,Usp18,chr6,121245707,121245917,0.01566949876032828,0.07,0.0,0.0
up,Vegfc,chr8,54077220,54077965,0.034803975459549455,0.162,18.3180763284097,18.3180767650319
up,Vsig10,chr5,117318902,117319808,0.007823184428385645,0.182,7.219775591343758,7.21977542305157
up,Vwc2,chr11,11113908,11114582,0.012849787472178197,0.11,15.451362157092666,15.451362871761177
up,Vwc2,chr11,11115678,11116517,0.007999224835565685,0.178,22.238043101072712,22.23804397979839
up,Whrn,chr4,63494624,63496133,0.01311561849259586,0.182,8.633767115955088,8.63376762643575
up,Wnk2,chr13,49146510,49148166,0.04041729680093131,0.198,51.01640890091118,51.01640859756935
up,Wwc2,chr8,47989883,47991323,0.01646913951940535,0.154,0.7287606621548016,0.7287606861271694
up,Zc3h3,chr15,75841554,75842095,0.008276956995832292,0.146,7.611030863201988,7.6110308671347875
up,Zfand3,chr17,30004196,30005089,0.02782528617721777,0.184,9.237982766218396,9.237982675595363
up,Zfhx3,chr8,108704636,108705080,0.008522707064592887,0.12,0.0,0.0
up,Zfhx3,chr8,108714467,108715379,0.005067963060583774,0.182,6.266866108084937,6.2668665126539524
up,Zfhx3,chr8,108800198,108800410,0.4711397480594454,0.066,0.0,0.0
up,Zfp316,chr5,143253002,143255255,0.02175876664385313,0.272,0.0,0.0
up,Zfp316,chr5,143269472,143270105,0.0071755880589854494,0.142,4.118128197090193,4.118128093144848
up,Zfp467,chr6,48438015,48439276,0.6082425997756596,0.182,0.0,0.0
up,Zfp467,chr6,48445275,48445645,0.011188347972593344,0.112,4.371161799026328,4.371161752666533
up,Zgpat,chr2,181364734,181365592,0.018595833192332028,0.148,0.0,0.0
up,Zgpat,chr2,181365927,181366165,0.003476806756885143,0.086,0.0,0.0
up,Zic3,chrX,58019185,58019416,0.0754360972168747,0.102,0.0,0.0
up,Zic3,chrX,58030331,58030804,0.03795303910130348,0.106,5.548207639929532,5.548207713631586
up,Zic3,chrX,58031488,58031908,0.35052459048189116,0.14,0.0,0.0
up,Zic3,chrX,58038097,58039089,0.18157155301595648,0.156,0.0,0.0
up,Zmat3,chr3,32365290,32365820,0.003827176365129156,0.164,0.0,0.0
down,2410004B18Rik,chr3,145937926,145938585,0.0125423446346765,0.148,16.11077971918903,16.110780434339237
down,4930520O04Rik,chr9,114367955,114368395,0.012705373498942145,0.112,0.0,0.0
down,4931414P19Rik,chr14,54603235,54603593,0.00684665875569508,0.098,12.604615740119476,12.604615949796143
down,9130019P16Rik,chr6,54327754,54327961,0.012067942943243534,0.088,12.196416474488297,12.196417208318152
down,9130019P16Rik,chr6,54429510,54430095,0.0021698055277453586,0.138,4.715549894562896,4.715550095196949
down,9430038I01Rik,chr7,137410453,137411112,0.0018704379252102985,0.118,6.208788547284404,6.208788681464747
down,A930033H14Rik,chr10,69212587,69213723,0.007400511031187362,0.146,4.067009887901873,4.067010019833687
down,Abca5,chr11,110337365,110337948,0.03553217085212896,0.2,2.5895724096353248,2.5895725517130956
down,Abce1,chr8,79711304,79711930,0.01778274606846083,0.154,11.579145234336936,11.579145755570515
down,Actr2,chr11,20112370,20113193,0.0238628149547144,0.176,2.3440675641710063,2.3440675959945043
down,Actr6,chr10,89732032,89732462,0.007420030137385699,0.114,0.0,0.0
down,Acyp2,chr11,30649110,30649612,0.009046087016006088,0.088,24.785230584990792,24.785231300877914
down,Adamts9,chr6,92943066,92943760,0.010728873956239782,0.148,9.488544351927652,9.488544589358925
down,Akap12,chr10,4266346,4266776,0.02980250505777474,0.116,21.444133970197434,21.444134635140742
down,Akap12,chr10,4346779,4347002,0.008435916892645126,0.058,0.0,0.0
down,Alkbh3,chr2,94010469,94010904,0.006814638380165153,0.096,0.0,0.0
down,Ankrd33b,chr15,31367028,31368006,0.0,0.202,3.0186976961791094,3.018697738453732
down,Anxa2,chr9,69453637,69454125,0.008123701696203293,0.106,24.184699422865634,24.184701085573927
down,Apex1,chr14,50924637,50925331,0.005545926509072325,0.164,17.70070246935621,17.700703549437016
down,Arhgap10,chr8,77517280,77518435,0.0040327980010053934,0.178,7.014372647192792,7.014373039635682
down,Arhgef28,chr13,98205787,98206478,0.005584924834120853,0.16,8.11281250892258,8.112812878306647
down,Arhgef3,chr14,27114753,27115256,0.0042340347495315785,0.112,11.528688139043162,11.528688892369708
down,Arhgef3,chr14,27335909,27336613,0.004200576090820559,0.11,30.088701372970895,30.088703423542675
down,Arl15,chr13,113794155,113794960,0.008530812199911761,0.144,6.626155493576946,6.626155648215618
down,Asb3,chr11,30954309,30954643,0.0,0.12,0.0,0.0
down,Atl2,chr17,79895032,79896323,0.019632972213310576,0.216,0.0,0.0
down,Atp1b1,chr1,164457666,164458737,0.004824745632332246,0.194,7.101911073886451,7.101911405803828
down,B3galnt1,chr3,69598350,69599035,0.011428774775948529,0.126,0.0,0.0
down,B3galt5,chr16,96280784,96281114,0.013750763874547982,0.09,8.465938735256685,8.465938625123854
down,B3gnt5,chr16,19761053,19761371,0.009163446118241946,0.114,101.2293227618159,101.2293253005837
down,Bhlhb9,chrX,135885798,135886258,0.42305847342089903,0.1,31.661056706796227,31.661058794609858
down,Bnip1,chr17,26780984,26781461,0.004559273719758769,0.088,0.0,0.0
down,Bnip3,chr7,138909270,138909987,0.016737813876659447,0.138,3.3782583914666784,3.378258520030865
down,Casp6,chr3,129901406,129901709,0.009049638148630907,0.104,5.167955586693477,5.167955477780968
down,Cbr3,chr16,93683220,93683831,0.00544467788591733,0.166,21.35303829165874,21.353038256053377
down,Ccdc34,chr2,110017740,110018038,0.008565719086438698,0.112,0.0,0.0
down,Ccdc91,chr6,147475831,147476518,0.006965547370702473,0.162,0.0,0.0
down,Ccna2,chr3,36571391,36572316,0.004981555983747061,0.214,2.6622329008868126,2.662232878053367
down,Cct4,chr11,22990520,22991100,0.033879956910983035,0.132,16.67403797807339,16.674038042756496
down,Cdc42ep3,chr17,79354421,79355989,0.004430408571948892,0.152,18.114812067264047,18.114813057180076
down,Cdc7,chr5,106964136,106964814,0.012475091020412912,0.166,9.01644764587825,9.01644828121542
down,Cdk1,chr10,69352785,69353086,0.016630325054799527,0.08,6.30280874758186,6.302808950541635
down,Cdk6,chr5,3340989,3344607,0.0020483938891656963,0.134,5.872799019510148,5.872799413971311
down,Cenpi,chrX,134307984,134308217,0.0338143723820169,0.09,0.8921728118789419,0.8921728575951847
down,Cenps,chr4,149137283,149137714,0.0159337157601092,0.096,14.445367154307373,14.445367465085905
down,Cenpw,chr10,30200239,30200631,0.0057366118748223074,0.112,0.0,0.0
down,Cep70,chr9,99243197,99243704,0.023957905099928782,0.15,6.2955863498198426,6.295586312269974
down,Cep72,chr13,74061992,74062372,0.02472446663444835,0.098,6.415253937860573,6.415254097013432
down,Cfap298,chr16,90934297,90935370,0.004888146606246235,0.174,3.2841410315878483,3.284140974043032
down,Chchd3,chr6,33059887,33060308,0.0021864395112482526,0.104,10.353235597974816,10.353235967313378
down,Chrac1,chr15,73090254,73090909,0.019133961450976227,0.192,12.905188606030949,12.90518855246868
down,Chst11,chr10,82985164,82985876,0.0026527206488896945,0.156,7.100346592155919,7.100346375654904
down,Ciao2b,chr8,104641440,104642058,0.017412758047809413,0.142,17.680736826023065,17.68073718802443
down,Cib2,chr9,54559948,54560181,0.001549582102915186,0.09,10.553174535345539,10.553174598223325
down,Ckap2l,chr2,129296978,129297296,0.007018007160406151,0.106,9.038555522327968,9.038555623739276
down,Cks2,chr13,51644876,51645761,0.007087721025200327,0.17,3.621549644935682,3.6215495585551247
down,Cnbp,chr6,87850403,87851334,0.013734674462648082,0.226,11.422711509806728,11.422712160211757
down,Cnp,chr11,100574880,100575100,0.0047339807245813876,0.094,23.431805522824142,23.431807121678826
down,Cnp,chr11,100576356,100576618,0.10432959104692285,0.072,0.0,0.0
down,Col19a1,chr1,24586521,24587177,0.023526404295610513,0.162,6.234948147580842,6.234948050195091
down,Col23a1,chr11,51289767,51290464,0.02149871578123445,0.204,1.753470375719534,1.7534704474085585
down,Coprs,chr8,13889868,13890396,0.010673395877833398,0.158,10.182136167055734,10.182136221863981
down,Cops9,chr1,92641726,92642045,0.02179087550054572,0.096,13.114946532641396,13.11494687921594
down,Cox7c,chr13,86046277,86046895,0.05681867437311458,0.114,4.3378868002881275,4.33788673772895
down,Cstb,chr10,78425633,78425967,0.0011495540785579868,0.09,2.9564432333380934,2.95644341055077
down,Ctsc,chr7,88278003,88278275,0.017136422291019613,0.076,19.6841426150364,19.684143362844537
down,Ctsz,chr2,174438740,174439077,0.007890731994463565,0.09,24.041438467655556,24.041439732191307
down,Dab1,chr4,104366973,104367904,0.0,0.216,5.276208066871209,5.2762080331158225
down,Dbf4,chr5,8422144,8423171,0.00847812780173165,0.188,17.719930092378554,17.71993060876588
down,Dcun1d1,chr3,35932342,35933154,0.06540294821449272,0.17,4.693587648847496,4.693587945801184
down,Dcun1d5,chr9,7184469,7185187,0.015644866476222225,0.172,0.0,0.0
down,Ddx18,chr1,121567592,121568081,0.041167633430741084,0.112,7.009555106960018,7.009555085409178
down,Dek,chr13,47105647,47106704,0.0,0.244,3.2014014224466805,3.201401519157952
down,Depdc1b,chr13,108316088,108316732,0.015529158155717482,0.154,1.8837826510733338,1.8837827590263778
down,Dgcr6,chr16,18066321,18066909,0.0022627109472024716,0.132,16.299991317634017,16.299991641475447
down,Dpm3,chr3,89266357,89266652,0.008707620716171736,0.078,2.4850958949556397,2.4850960438744574
down,Dpy30,chr17,74315984,74316613,0.009878344947580261,0.146,0.0,0.0
down,Dut,chr2,125247190,125247958,0.020832668507866577,0.202,8.318070800042044,8.31807093310845
down,Dynlt1a,chr17,6316722,6317055,0.0008066984653134525,0.094,110.87581338243957,110.87582105854966
down,Ebf3,chr7,137309187,137310621,0.00876243073211889,0.162,8.303979444259015,8.303979986724382
down,Ebf3,chr7,137313128,137315593,0.00889526971175725,0.178,17.313887223766493,17.313887681089575
down,Ebp,chrX,8192653,8192922,0.030158477296287463,0.088,0.0,0.0
down,Efcab7,chr4,99829081,99829515,0.005457818984249944,0.102,0.0,0.0
down,Efna1,chr3,89280826,89281155,0.013042686403414452,0.106,1.0920368787466708,1.0920369351454113
down,Egln3,chr12,54067759,54069166,0.6765026913058421,0.178,0.0,0.0
down,Egln3,chr12,54203111,54203938,0.007249293995805556,0.146,13.624925676255542,13.62492605823892
down,Eif1ax,chrX,159372189,159372708,0.24831520826952816,0.128,16.545051026367776,16.545051291565954
down,Eif3i,chr4,129600326,129601187,0.004529141318621615,0.132,0.0,0.0
down,Entpd1,chr19,40611906,40612453,0.0069265621832582,0.11,2.2944366311543742,2.2944365845893264
down,Ergic2,chr6,148211419,148212430,0.03686375313744193,0.2,17.52859905829456,17.528599562360306
down,Esd,chr14,74732201,74732799,0.02301887893210696,0.12,9.893308403330458,9.893308523391354
down,Exoc6,chr19,37550468,37551056,0.00807610846616244,0.138,14.730892993141218,14.730893521272703
down,Exosc7,chr9,123112851,123113510,0.003049152432181299,0.176,6.576160793959135,6.576161084657589
down,Eya4,chr10,23349734,23350605,0.01404928994057242,0.176,14.698848725886087,14.698849020372165
down,Fam149a,chr8,45358440,45358699,0.00541346249219305,0.098,13.824621007155333,13.824621329726083
down,Fam169a,chr13,97071234,97072327,0.047964785181497764,0.22,0.0,0.0
down,Fam3c,chr6,22355660,22356335,0.046870035718523904,0.18,2.7703572502659584,2.7703573381869075
down,Fancl,chr11,26387147,26387495,0.01879164107506331,0.09,0.0,0.0
down,Fdx1,chr9,51963071,51963638,0.0604396848280548,0.168,20.39927555515306,20.399275585084137
down,Frzb,chr2,80446817,80447078,0.0068463639091794395,0.106,0.0,0.0
down,Frzb,chr2,80447351,80447771,0.005666984841825214,0.088,0.0,0.0
down,Fstl1,chr16,37776881,37777389,0.006316809389529935,0.12,0.0,0.0
down,G2e3,chr12,51347991,51348511,0.003684954761635936,0.152,4.377996663271432,4.377996845487241
down,Gcsh,chr8,116993059,116993625,0.0,0.132,8.485755148573258,8.485755177822607
down,Ggct,chr6,54992613,54993161,0.001951068226300767,0.126,7.2246229968438875,7.224622949012392
down,Gm15760,chr16,20548195,20548752,0.002486626135442416,0.116,2.6480657751714527,2.6480657165123773
down,Gnpat,chr8,124862770,124863555,0.009023302681529882,0.156,1.468372979504111,1.4683730349839919
down,Gpcpd1,chr2,132577579,132578283,0.004182915343126241,0.15,2.3485779800317768,2.348578098170178
down,Gsto1,chr19,47854866,47855383,0.003150506195485681,0.116,4.441821879926875,4.441821796048904
down,Gtf2a2,chr9,70012461,70012950,0.020553894765385234,0.124,3.141569783390418,3.1415698888186787
down,Gtf2e2,chr8,33731779,33732587,0.009164757868697231,0.188,2.9961580882106134,2.996158100725558
down,Gtf3a,chr5,146948492,146949023,0.033730193734615006,0.122,0.0,0.0
down,Haus1,chr18,77767588,77767846,0.006987640122341747,0.096,0.0,0.0
down,Hilpda,chr6,29272506,29272924,0.011303140312486372,0.092,13.200901499013499,13.200902133329206
down,Hmbs,chr9,44343911,44344249,0.005435152436072137,0.088,0.0,0.0
down,Hmox2,chr16,4726299,4726876,0.0008692091982983142,0.118,33.77594835993917,33.77594873873797
down,Idi1,chr13,8885656,8885937,0.008728261780549328,0.1,4.494259489751696,4.4942595259236695
down,Insig1,chr5,28070975,28071794,0.0049183158297037835,0.196,20.128687355493618,20.128687582059914
down,Ipo11,chr13,106936553,106937164,0.00860438286626245,0.168,7.846415453144603,7.846415594836853
down,Itgb3bp,chr4,99929380,99930163,0.02663280937650749,0.15,27.887972212633915,27.88797264807433
down,Kcnc4,chr3,107458206,107460358,0.004009883872489574,0.18,18.120703511274495,18.120704655627545
down,Kcnv1,chr15,45114269,45114877,0.003359363198593183,0.11,16.209527382779886,16.209527175894618
down,Kif14,chr1,136466216,136466630,0.019843431624689614,0.124,4.566846864470229,4.566847052073823
down,Knstrn,chr2,118814083,118814582,0.02051251829564191,0.1,7.374553400150275,7.3745537347776375
down,L2hgdh,chr12,69724479,69725206,0.005108270213249182,0.146,1.2946352168431363,1.2946352752609065
down,Lamtor4,chr5,138255541,138255861,0.010269594226607243,0.08,8.52934937143173,8.529349731775216
down,Ldha,chr7,46845651,46846371,0.0101357599280296,0.154,25.40656788822161,25.406568167988343
down,Ldlrad4,chr18,67933011,67934268,0.0072890959466646215,0.172,6.27271307386962,6.272713186939293
down,Lgalsl,chr11,20830500,20831349,0.025490668755369972,0.188,2.1192830083140723,2.1192831039841824
down,Lhfpl3,chr5,22745982,22746550,0.015876638186721373,0.118,0.0,0.0
down,Lhpp,chr7,132610564,132610909,0.014648742268607918,0.08,19.83686125077139,19.836861874442416
down,Lin9,chr1,180640767,180641881,0.03480848838994765,0.2,11.612845972130538,11.61284601337636
down,Lmo7,chr14,101729429,101730117,0.0029787603477332077,0.132,14.795624318034337,14.795624876400076
down,Lrrc32,chr7,98489693,98490159,0.013975359188597556,0.124,46.70666584037907,46.70666662497833
down,Lsm8,chr6,18848477,18848790,0.012677067937860708,0.112,4.245124531881588,4.245124640314642
down,Lss,chr10,76531329,76531728,0.002604890809463623,0.134,6.503526144471623,6.503526244557106
down,Ltbp1,chr17,75005540,75006469,0.007009753653767148,0.208,22.942998468401818,22.942998367282353
down,Lyar,chr5,38219988,38220808,0.007849484028845626,0.182,7.277604707238411,7.27760496269067
down,Lypla1,chr1,4807559,4808103,0.017121829509607243,0.176,10.678486019750855,10.678486822329495
down,Maff,chr15,79347309,79348233,0.001771388798577932,0.182,5.751174742196509,5.751174714341731
down,Magohb,chr6,131293024,131293292,0.04546619549361297,0.1,0.0,0.0
down,Map2k3os,chr11,60931508,60932362,0.0,0.162,18.17695469237482,18.17695460662255
down,Mapk12,chr15,89140089,89140792,0.020125044097918925,0.134,30.518630388657865,30.518631103363127
down,Mdp1,chr14,55660284,55660576,0.009173483421240311,0.084,8.83886015130679,8.838860547519067
down,Med4,chr14,73509941,73510312,0.012161793623220412,0.098,0.0,0.0
down,Mkrn3,chr7,62419676,62420009,0.0654628808635552,0.11,0.0,0.0
down,Mmp17,chr5,129583825,129585325,0.0061862967730434435,0.202,16.21185058563661,16.21185080853625
down,Mrpl11,chr19,4962333,4962567,0.005040447379886252,0.08,0.0,0.0
down,Mrpl23,chr7,142532885,142533325,0.008543038110066231,0.118,28.068273778388114,28.068274988318315
down,Mrpl36,chr13,73330957,73331558,0.0,0.102,32.17087920605046,32.17087813493175
down,Mrpl42,chr10,95501716,95501973,0.003879262282961732,0.074,0.0,0.0
down,Mrpl52,chr14,54426669,54427141,0.009965257402663682,0.1,4.222270777099914,4.222271011552954
down,Mrps10,chr17,47368840,47369346,0.009143383687296615,0.104,0.0,0.0
down,Mrps33,chr6,39810804,39811079,0.03920688535178409,0.106,0.0,0.0
down,Mrrf,chr2,36136285,36136693,0.012410814135437636,0.112,0.0,0.0
down,Msh2,chr17,87672359,87672989,0.015857111096722276,0.146,7.861616863763687,7.861616797604175
down,Msh2,chr17,87745987,87746792,0.02425381943085682,0.196,40.03240274772867,40.03240305532363
down,Mtg1,chr7,140137551,140137846,0.009936217939638937,0.09,16.954794428020072,16.954794839212624
down,Mtln,chr2,127792199,127792560,0.0319403869804997,0.084,0.0,0.0
down,Mtx2,chr2,74825756,74826361,0.01819991970032248,0.152,0.0,0.0
down,Mtx2,chr2,75137423,75138154,0.023112388270371476,0.128,19.049135512665934,19.04913675943687
down,Mxi1,chr19,53310331,53311348,0.028725141641509685,0.148,23.759179855756024,23.75918083349349
down,Mxi1,chr19,53312772,53313868,0.04400372732862476,0.162,0.0,0.0
down,Mxi1,chr19,53314298,53314541,0.09964047284604863,0.068,8.234905797654047,8.23490601413958
down,Mxi1,chr19,53329281,53330034,0.01370223702983026,0.182,22.2199910221366,22.219990788634878
down,Nap1l5,chr6,58906723,58907147,0.5157991702409697,0.114,0.0,0.0
down,Napg,chr18,62977755,62978264,0.009285166085367263,0.122,0.0,0.0
down,Ncald,chr15,37791432,37792179,0.04691197443658598,0.164,0.5366966683271645,0.5366966674169684
down,Ndufa5,chr6,24527063,24527824,0.008943859539804653,0.122,11.858589456804726,11.858589805967085
down,Ndufb8,chr19,44554852,44555516,0.007165165597293491,0.122,12.656139659693418,12.656139769934374
down,Ndufv2,chr17,66101245,66101770,0.004250054857549323,0.136,13.90933210307497,13.909332298123315
down,Nemp2,chr1,52630541,52630942,0.02258046377762229,0.096,0.0,0.0
down,Nfe2l3,chr6,51432616,51433450,0.003022405576324058,0.166,0.0,0.0
down,Nit2,chr16,57166841,57167420,0.01578327246844025,0.12,92.65907224769386,92.65907610189761
down,Npm3,chr19,45748965,45749670,0.03203902181907892,0.172,0.0,0.0
down,Nt5e,chr9,88327104,88327879,0.015715568057061664,0.14,17.436592430041202,17.436592616191188
down,Ntn4,chr10,93640822,93641527,0.014150967747578394,0.182,16.328913636284696,16.328914494447446
down,Nudt21,chr8,94036620,94037114,0.024352740138394766,0.128,10.338792203186062,10.338792162107223
down,Nufip1,chr14,76110499,76111209,0.012605827747807816,0.148,10.155364714425891,10.155365148670581
down,Nup35,chr2,80638758,80639157,0.011615328973009494,0.1,12.055174331242402,12.05517470174324
down,Nup37,chr10,88146618,88147197,0.015220014057403775,0.126,0.0,0.0
down,Ovca2,chr11,75178612,75178864,0.02047540329844997,0.108,7.1201151183002995,7.12011505682857
down,Oxld1,chr11,120457857,120458275,0.015160442313699497,0.128,13.65948728094511,13.65948788035398
down,Pbdc1,chrX,105079623,105079843,0.0051967309021277545,0.098,7.5854304289785635,7.585430694501083
down,Pcdh15,chr10,73099128,73100203,0.014722252854947533,0.202,20.258623972207324,20.258625221626467
down,Pcdh9,chr14,93890724,93891054,0.01911193023512004,0.108,8.45512914737929,8.455129270395027
down,Pdcd6,chr13,74317304,74317657,0.002755531951759279,0.09,3.535536491826895,3.535536421913408
down,Pdgfra,chr5,75152823,75153393,0.00849922033720198,0.128,0.0,0.0
down,Pdgfra,chr5,75156241,75156809,0.005702861591067693,0.11,7.019357133400159,7.019357194342522
down,Pdzrn4,chr15,92396922,92397500,0.004170884625432567,0.134,0.0,0.0
down,Pfkl,chr10,78009316,78009964,0.004536381345566729,0.13,8.365810173004848,8.365810288718844
down,Pfkl,chr10,78018870,78019131,0.035576112925577164,0.04,0.0,0.0
down,Pgm2,chr5,64092849,64093336,0.01077314278093476,0.11,0.0,0.0
down,Pgm3,chr9,86571567,86572410,0.007922906838218422,0.166,7.8739532007895505,7.873953441005789
down,Phospho2,chr2,69789427,69789895,0.004046642629510164,0.11,2.9113379792110234,2.9113379683457814
down,Piezo2,chr18,63386247,63387293,0.011340671159060251,0.192,19.973077119694878,19.97307830307156
down,Pkn3,chr2,30077571,30077975,0.009577024166574747,0.104,19.326214974556944,19.326215720252492
down,Pld1,chr3,27938473,27939115,0.0031808058420199686,0.136,42.979055637906164,42.97905631947238
down,Plgrkt,chr19,29361736,29362043,0.013930630802687147,0.08,5.975125402199291,5.975125706682536
down,Plpp4,chr7,129256599,129257189,0.004483385059812692,0.128,7.083210436732318,7.083210480045819
down,Plppr1,chr4,49059222,49059927,0.011270778478777657,0.136,10.93398781696347,10.933988544202693
down,Plscr1,chr9,92250368,92250657,0.0019526583144133876,0.086,64.66343577520526,64.66343656793794
down,Pms1,chr1,53296788,53297379,0.00850203877016725,0.142,6.254826490410527,6.254826690365096
down,Pole2,chr12,69227871,69228196,0.007195956746195278,0.088,2.8055276078800833,2.8055277536443963
down,Polr3k,chr2,181864189,181864721,0.02190354843672223,0.116,2.2666337574724276,2.2666337227800892
down,Pop4,chr7,38271114,38271414,0.011843999333255013,0.094,0.0,0.0
down,Ppa1,chr10,61625499,61626247,0.029475617641069863,0.156,0.0,0.0
down,Ppa1,chr10,61648390,61649103,0.012439514972345068,0.172,11.32923902499262,11.329239245957469
down,Ppfibp1,chr6,146888055,146888732,0.0208043149068785,0.198,9.079723522270172,9.079723343347938
down,Ppic,chr18,53417790,53418197,0.006803611888251333,0.128,6.556583218278608,6.556583604959465
down,Ppih,chr4,119320182,119320593,0.028372156833059096,0.106,1.7677635917453618,1.7677636716257583
down,Ppp1r3b,chr8,35376445,35376747,0.014375710417058565,0.106,32.497978624635905,32.49797806744342
down,Prdx4,chrX,155338143,155338553,0.06497298976892117,0.1,23.212631874946695,23.21263186606615
down,Prim2,chr1,33669553,33670569,0.02803238581632234,0.14,11.515552587773263,11.51555283543167
down,Prmt7,chr8,106210478,106211520,0.009834591407516635,0.196,13.261299796960522,13.261300065387983
down,Prps1,chrX,140456604,140457251,0.4234329062930233,0.122,0.0,0.0
down,Prss36,chr7,127935406,127935994,0.006827740502295316,0.14,0.0,0.0
down,Prss36,chr7,127944686,127944904,0.09579062009075588,0.086,0.0,0.0
down,Psmb4,chr3,94886480,94886958,0.017121167464365563,0.122,10.884745701120991,10.884746249559317
down,Psmc3,chr2,91053926,91054314,0.017081636440546662,0.1,13.391716515354437,13.391716946230428
down,Psmd4,chr3,95042335,95042656,0.010525755578992761,0.08,4.528024464792684,4.528024418760431
down,Psmd7,chr8,107587938,107588529,0.019224731347129733,0.148,0.0,0.0
down,Psph,chr5,129787027,129787719,0.012521425061582176,0.142,10.877426279732676,10.877426168145753
down,Pstk,chr7,131371063,131371436,0.008642080104128312,0.102,4.966024548096788,4.966024538508111
down,Pwp1,chr10,85871823,85872309,0.013930018129306323,0.112,25.624949877239818,25.62495128617859
down,Qtrt1,chr9,21412192,21412474,0.04792949232783527,0.098,0.0,0.0
down,Rab27a,chr9,73044696,73045052,0.0037201796429604406,0.08,0.0,0.0
down,Rab2a,chr4,8535470,8536325,0.03425124374748882,0.202,6.5914415944553655,6.5914416719866695
down,Ramac,chr7,81762460,81763531,0.013351290869975281,0.176,13.992194209680502,13.992194502479135
down,Ranbp6,chr19,29812908,29813157,0.015149508751068692,0.084,0.0,0.0
down,Rap2c,chrX,51017949,51019069,0.495328144597556,0.164,11.670338818513018,11.670339589368679
down,Rbmxl1,chr8,78508509,78509789,0.01039862741716431,0.212,11.895709028712657,11.895709353351265
down,Rbpms,chr8,33929366,33930510,0.0103812478241839,0.216,1.4066014540932172,1.4066015097841873
down,Rcc1,chr4,132345093,132345800,0.002296692791129423,0.164,5.413718410241502,5.4137185017766605
down,Rcc1,chr4,132353409,132353725,0.012911166893705224,0.094,0.48023321919736994,0.480233245053847
down,Rimkla,chr4,119492218,119492766,0.004354948213967142,0.154,42.28691140559017,42.28691193214012
down,Rpap3,chr15,97705428,97705912,0.005606045012408609,0.12,4.6786375661430455,4.6786377924144915
down,Rpl8,chr15,76904006,76904671,0.005089600725491991,0.144,0.0,0.0
down,Rplp0,chr5,115559263,115560078,0.08513206102309065,0.158,1.3647998589651218,1.3647999205076276
down,Rps15,chr10,80292310,80292903,0.01181145814662592,0.132,2.7133033149846666,2.713303426862167
down,Rps20,chr4,3835054,3835814,0.032300935325159964,0.192,8.393197802061948,8.39319825768574
down,Rps27rt,chr3,90213380,90213814,0.01340134372790821,0.108,31.286400609403238,31.286401368267953
down,Rras2,chr7,114116940,114117867,0.016134837254448055,0.232,9.375694058020027,9.375694412308935
down,Rtcb,chr10,85957403,85957884,0.04939010482445616,0.108,44.46950312479991,44.46950325517837
down,Sacs,chr14,61172675,61173531,0.009234977932714081,0.188,17.05794741024798,17.05794754814805
down,Sap30,chr8,57486939,57488010,0.025826817595528774,0.168,9.344918784282397,9.344918920162463
down,Sec11a,chr7,80947295,80947944,0.0050290016471572834,0.114,1.8482447390407373,1.8482448019823892
down,Sephs2,chr7,127273498,127274075,0.03003831795602487,0.132,0.0,0.0
down,Sesn1,chr10,41887289,41887698,0.0214284637056933,0.142,5.067190553542657,5.067190675874216
down,Sf3b6,chr12,4817253,4817906,0.00545094746595353,0.13,7.263300161662711,7.2633001519608
down,Sfrp2,chr3,83764193,83764543,0.00886724166707222,0.086,0.0,0.0
down,Sfrp2,chr3,83765931,83767030,0.007542547642003717,0.184,0.0,0.0
down,Sfrp2,chr3,83789777,83790042,0.014150585588832705,0.09,42.77550811661131,42.775509623244
down,Sgk3,chr1,9797821,9798652,0.04198039867041605,0.198,14.132529092549515,14.132529421881866
down,Sgk3,chr1,9848165,9848530,0.020300504188657465,0.116,0.0,0.0
down,Sgo1,chr17,53688993,53689412,0.0007229626675818796,0.134,17.516506509593015,17.516507014561572
