"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007411","GO:0007411","axon guidance","130/6846","252/28891",6.67555738641976e-22,7.44669936036824e-20,3.19360603822186e-20,"18053/68802/12064/18128/19649/20357/18846/12399/238057/18124/13641/16572/58208/13841/12215/13845/117606/19699/77579/107934/214968/14365/73710/230735/107448/53404/13800/723968/270190/14028/22253/20352/18205/22418/13638/16871/18007/22152/140570/12570/104360/269878/108902/12561/18612/22339/13844/723967/14179/110648/18844/13837/65254/30957/107449/19206/545156/68193/18508/18424/12168/14573/93691/12568/11921/230316/75847/18131/13723/52666/18121/13654/16772/11785/17967/14451/11658/211187/18997/20320/20563/23964/20350/12661/20359/232906/20562/11735/12767/21375/319757/235611/13639/399558/231876/15229/21808/26456/20315/13842/14251/13848/68810/19277/58235/22772/67784/13636/20353/18998/11787/13838/18186/13642/16776/16971/107751/20358/14462/22326/230857/13637/14633/19274/20360/20354/22422/54713/107515/14634",130
"GO:0097485","GO:0097485","neuron projection guidance","130/6846","252/28891",6.67555738641976e-22,7.44669936036824e-20,3.19360603822186e-20,"18053/68802/12064/18128/19649/20357/18846/12399/238057/18124/13641/16572/58208/13841/12215/13845/117606/19699/77579/107934/214968/14365/73710/230735/107448/53404/13800/723968/270190/14028/22253/20352/18205/22418/13638/16871/18007/22152/140570/12570/104360/269878/108902/12561/18612/22339/13844/723967/14179/110648/18844/13837/65254/30957/107449/19206/545156/68193/18508/18424/12168/14573/93691/12568/11921/230316/75847/18131/13723/52666/18121/13654/16772/11785/17967/14451/11658/211187/18997/20320/20563/23964/20350/12661/20359/232906/20562/11735/12767/21375/319757/235611/13639/399558/231876/15229/21808/26456/20315/13842/14251/13848/68810/19277/58235/22772/67784/13636/20353/18998/11787/13838/18186/13642/16776/16971/107751/20358/14462/22326/230857/13637/14633/19274/20360/20354/22422/54713/107515/14634",130
"GO:0072594","GO:0072594","establishment of protein localization to organelle","199/6846","452/28891",8.73421802632583e-22,9.5780323102251e-20,4.10765365163156e-20,"103468/18128/14180/242274/11776/194309/14545/20472/20787/26926/213990/223696/18854/27057/12402/320938/21454/229801/56330/76582/12578/12575/245474/21937/107939/13488/234865/12034/53421/67437/14828/16905/11909/69821/19349/230895/16480/50754/56462/17714/66887/17713/19302/72170/12300/11632/18633/72565/106042/227720/21803/103737/56417/15519/100504663/19055/29810/21849/20660/52838/13605/53333/72836/71983/69089/11865/74257/17113/56428/68051/15277/16543/192193/108989/93757/30055/19335/269113/18760/70790/110862/66821/78688/57743/12468/56273/16211/52551/279706/18708/13557/14652/11781/18769/20473/75788/16648/71844/56535/18141/75608/225326/230738/20813/15510/15239/20848/231430/15525/15568/270096/58869/12462/70160/19384/27681/70297/58194/320727/56274/21929/433693/15516/20818/66525/22687/214854/72993/224727/319757/26356/15587/170770/66306/13198/100494/19428/13663/26413/29867/67669/70891/21749/20661/22378/70769/108705/30058/104831/18767/81905/20963/12177/16646/227738/12469/209018/54377/238276/68729/18753/98732/69482/12189/11774/22771/58801/27058/83946/218210/19058/105782/192176/65098/28185/170829/69917/12028/19386/116733/21855/668173/66810/230673/77938/18015/240055/68512/12631/66169/330192/15481/20844/218441/15502/18634/56208/14634/240614",199
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","194/6846","437/28891",8.90859194011556e-22,9.60643164209128e-20,4.11983304458677e-20,"18053/14050/12064/16854/13143/16196/26427/170755/93734/18854/60597/12399/22393/94275/69601/13666/57320/74256/11740/12323/59004/12042/19777/16905/17000/22417/21672/17153/50754/80707/14678/12370/20319/170799/26943/223701/16453/22418/15368/105675/22289/13163/20312/13036/97998/107771/217356/22339/21987/66092/67379/22187/211323/241656/56428/20115/23873/11911/74126/19697/106298/224619/107449/66262/56637/78688/17537/83925/382985/110213/20439/73181/18952/12913/14573/12366/216869/17869/19713/217011/66461/23992/72508/14629/13144/51792/19246/74006/53610/219158/19045/21812/71514/15387/50755/22346/20747/13032/12824/18121/12581/217558/80751/12282/14362/50873/228355/14451/17319/57741/56321/51800/14297/14084/17428/11783/66143/26409/56274/21929/19165/23939/26420/22601/14155/20909/15587/64294/170770/12211/14360/18024/13198/21808/20315/12043/14182/13663/18453/12905/15937/21859/17701/108705/16324/67025/11910/18227/15251/56085/22334/67397/97165/20655/216439/23938/18095/109815/18753/14694/22658/20613/12189/58801/17973/69807/83946/17188/67991/28135/56449/18186/14082/12028/110157/12151/24105/72287/17248/19766/117198/18015/12421/14049/17210/26395/13205/14048/19125/15502/14463/13806/72567/56208",194
"GO:0009895","GO:0009895","negative regulation of catabolic process","164/6846","349/28891",1.097138095998e-21,1.16368581657493e-19,4.99060573088996e-20,"319801/140486/100342/245670/14811/14813/72330/382035/18854/140488/84092/69903/15572/102122/13211/217980/69601/57320/20588/12578/74108/55988/245474/72344/56717/107831/16847/80750/67493/102193/24086/22608/14198/67903/78246/19317/52033/223870/18550/15368/208727/21858/26903/77116/22339/100855/94190/15357/20660/633285/269473/12328/211323/56428/76983/20115/19052/213236/317755/18747/666794/213449/19205/74747/19697/13010/67846/15384/22057/24069/59027/76574/13555/71890/14573/52551/13649/223453/232341/219158/28114/242669/23988/11539/11682/100715/18576/71723/317757/54198/17127/230753/20333/20848/74645/15568/13167/268491/100502698/15381/56716/21929/56150/19165/15516/225896/17425/59025/224727/56190/11991/14705/12683/17754/12696/14360/114128/18772/30940/117149/75744/12043/74374/280408/54197/15937/66117/21859/74841/18673/67025/83669/12801/319765/64930/216439/619605/217827/20720/68441/22695/233908/17164/216963/53325/210106/54418/192176/11551/70461/13690/234344/77006/17248/235439/65019/235344/67588/17210/99890/14463/19025/100503670/56208",164
"GO:0046777","GO:0046777","protein autophosphorylation","124/6846","238/28891",1.95025057924788e-21,2.03518084640867e-19,8.72811634447777e-20,"22367/17279/23920/26403/13846/13728/21754/13841/245000/26401/13845/13666/23892/56717/12323/270190/13631/26406/11302/18049/59041/69719/101540/18605/14184/18005/18679/18212/11920/16210/22339/380698/21849/14586/50932/57261/20869/211323/53415/14255/19052/15162/17347/22174/18712/18747/332110/21770/214897/18760/21838/56637/233789/22341/14183/18595/108058/12750/15526/13649/12568/13144/16542/17691/232341/27103/21812/11682/53416/269224/13549/70425/103236/16337/26404/22241/20874/19092/23939/14158/98267/665113/13665/223775/14360/21848/231876/16476/14182/65964/13842/20872/16001/207565/17096/382253/18591/17152/80752/76108/14254/59126/69922/20963/338372/12995/18753/17164/13548/68473/279561/13838/72065/16589/18590/19766/108737/235344/12988/13205/22612/12305/13869/18099",124
"GO:0099173","GO:0099173","postsynapse organization","129/6846","252/28891",2.31745374888545e-21,2.37998821512521e-19,1.02068639633451e-19,"243961/14371/230235/73340/14811/21844/228880/272381/232813/94245/13728/239027/58234/13841/70237/13845/80749/19699/77579/70530/18189/103967/12361/12323/107831/71228/19141/15550/11840/269788/73086/13385/270190/244667/11838/13631/20743/192167/16975/22418/18190/56013/29816/66713/64451/270163/226016/226359/54126/77116/13844/94190/381921/245684/22215/12929/231637/67943/210293/14803/227580/104418/545156/54725/19744/13196/210274/14573/11816/12568/12404/108100/68942/74006/22421/11443/192198/15387/22346/56320/83945/380702/18222/216169/171171/22350/16337/74117/18213/14810/67830/20411/20350/15185/77097/19165/19280/59036/14360/19266/104156/11843/16001/71974/223666/382253/26556/13169/12558/225875/73178/13636/18472/74342/13838/19268/17118/18186/19878/16776/18003/18693/18015/12631/268566/26564/15481/56376/386750",129
"GO:0043434","GO:0043434","response to peptide hormone","179/6846","396/28891",3.12928774456646e-21,3.16351432927266e-19,1.35671093662454e-19,"228869/20276/106572/68922/18770/18751/230784/381677/20787/110355/16523/18124/11610/17274/20850/18607/14783/20588/12702/232339/56717/320706/18706/75747/102193/108067/16548/67389/229709/66277/12921/11747/14784/20528/22628/13688/14678/74551/69719/224045/16453/117150/18605/54721/97212/83431/26379/19387/20912/228775/13667/29815/23797/19055/50880/12912/15370/12301/17978/20660/20383/209354/69816/20278/13685/18747/20846/19697/18604/235623/14683/18760/16451/11423/56637/53322/51788/64899/107508/72674/18708/110784/72508/19246/53610/13653/16535/13033/231070/21814/15387/18576/23830/26569/20847/16367/13654/11938/19653/20848/209039/230796/16337/26457/23886/12583/56017/19303/18997/329877/20411/20104/64898/12952/26409/104215/23921/103988/14158/72993/18125/21906/11514/63873/237542/18024/50933/18799/12675/238384/17975/26413/16001/16418/20661/19016/16324/20913/20525/18227/18976/11789/107351/64930/11652/12877/18753/20683/213053/17973/83946/11541/27273/16362/12927/72999/19268/17118/217715/384783/110157/15461/56436/56041/19878/210789/20662/216233/66445/19084/230514/22278/12631/235344/26395/12988/74741/18710/19062",179
"GO:0072001","GO:0072001","renal system development","164/6846","352/28891",3.28710029679725e-21,3.27192906465819e-19,1.40320589187977e-19,"103468/19156/12064/18128/20474/13383/17130/67937/22414/20472/22666/13047/13841/22393/18504/94275/17075/14787/23892/69232/14160/16568/72043/18763/108000/243931/234865/71228/53421/19126/246221/18027/66277/12826/22417/16348/15184/22411/73230/22418/18605/110350/16194/244585/11481/106042/21803/242316/19055/22339/17300/14179/20677/19378/30953/241226/20846/15902/20682/54710/12359/72135/19206/15213/382985/74025/14183/18595/14573/12142/18541/17869/19713/217011/214133/14173/231470/13003/13653/21812/233651/16373/20681/11677/58198/18131/18121/17127/68318/19401/209039/13388/16878/242022/17125/69847/20563/329795/67042/23948/226043/15478/12767/22601/224727/319757/15208/18993/14260/15229/21808/12043/14182/12733/12161/13797/107817/71461/211401/407785/18591/218772/329628/19277/11789/64930/20671/216274/14118/18095/67784/107587/59015/72345/74533/73692/13838/18186/56350/12028/12577/13642/109674/14013/16776/235041/16449/12931/18590/83675/14462/18015/23908/14633/67087/22422/13869/226548/14048/107515/24063/14634/218476/15205",164
"GO:0034329","GO:0034329","cell junction assembly","207/6846","481/28891",3.65568576115213e-21,3.58367982949308e-19,1.53690393403461e-19,"18810/12286/226422/12064/20474/330814/330790/21961/73340/13383/272381/12563/16523/14619/23836/21388/13641/252973/58234/13841/14623/228942/12739/70237/13845/80749/19699/104010/18607/100042150/14787/12554/18189/56863/103967/233067/23892/11465/50768/21872/242384/107831/71228/269788/13385/13836/72349/13518/230661/320772/270190/15898/12555/229715/13631/22417/16480/70737/20743/192167/108903/16979/217335/22411/22418/56233/353155/18190/246316/320840/26364/56013/230775/140570/270163/11418/226359/225872/18212/378937/12561/22339/13844/94190/13605/99633/76089/235431/16475/211323/381921/83964/12929/18747/13837/227580/56229/18720/17387/21838/11423/12552/65945/56637/12562/54725/20971/20194/210274/11538/67451/76965/18708/16795/75739/12568/13144/16542/12404/15569/18606/22421/17886/74762/16373/192198/237979/18429/18222/14735/218518/17127/171171/74117/14362/83814/18213/14810/13823/211187/19303/20320/20411/20563/20874/20104/208177/107581/17475/19280/11853/11877/13829/219228/17257/12405/235611/14260/26875/63873/19266/399558/18772/12043/19249/22330/14251/21983/18591/433485/76108/13169/12558/19277/58235/56173/241201/225875/64930/110829/210933/67784/238276/20613/93742/16413/74342/12217/71908/18186/231830/434204/13642/19878/243853/16971/77090/15257/14086/67453/12631/224912/20354/56376/12527/13869/386750",207
"GO:0034504","GO:0034504","protein localization to nucleus","158/6846","335/28891",3.83000805626512e-21,3.69853016776647e-19,1.58615887451922e-19,"18053/103468/18128/20474/14180/18148/230784/20472/213990/110355/18854/21754/94275/320938/13666/57320/76582/12578/12575/56717/21937/107939/13488/234865/12034/16905/11909/22427/16480/54721/338467/19387/72565/106042/227720/30931/68379/21803/56417/15191/15519/12021/12317/19055/29810/21849/13605/22042/71983/20869/107566/11865/54624/68051/16543/217127/108989/19335/20682/20019/269113/18760/70790/16451/72135/103573/110862/56637/102774/56327/53317/16211/279706/18708/12568/18016/13557/50523/18769/20473/23988/16648/71844/20466/16367/18141/16969/22590/230738/67459/20848/15568/63856/19384/103743/52065/320727/56274/433693/15516/215193/22687/72993/68576/22601/224647/319757/26356/15587/14360/66306/237542/208263/51812/21808/26423/19428/13663/26413/105844/29867/67669/382030/70769/17701/108705/382253/67025/16886/18767/16906/20963/16646/238276/77053/22166/59014/18753/69482/12189/22771/53325/83946/218210/19058/192176/97112/74137/19386/66810/230673/72400/106052/77938/18015/12631/14634/240614",158
"GO:0045664","GO:0045664","regulation of neuron differentiation","126/6846","245/28891",4.01217699971195e-21,3.81746841002004e-19,1.63716696149237e-19,"18053/16918/12064/18128/21844/69743/21413/11553/13392/238057/20408/17268/58208/240843/19699/56710/56717/11906/723968/50913/225164/110351/14025/22628/18049/20319/14357/192167/18205/14461/18012/13638/56484/21417/104360/14184/242316/18014/21858/12317/16210/15376/723967/13605/110648/15904/75104/22129/19205/14563/242748/30957/239102/69952/15902/20682/20678/16800/56637/15213/18508/15353/243937/19713/14173/11921/27103/20473/11682/16373/20681/20466/58198/18131/19712/18222/19401/67468/13388/11785/74117/18997/330938/15375/20674/17965/12934/11552/15207/15567/15208/387609/21907/104156/20315/228839/12043/14182/12161/30948/13498/104318/668253/214444/18091/22068/12053/69807/227292/13684/100043902/68585/216233/16449/114606/21815/266692/233552/18015/14633/54713/17755/14048/14634/12175/15205",126
"GO:0042254","GO:0042254","ribosome biogenesis","153/6846","322/28891",6.53687911527444e-21,6.04194398226081e-19,2.59115990193435e-19,"227715/20227/13871/234384/18148/68040/101612/67920/66596/12578/98956/245474/78394/72344/229317/67493/69821/20116/67040/68147/70078/16785/66583/19942/100043813/54127/320790/225348/78581/218629/52535/27207/195434/207704/110816/67134/66164/108707/213895/217869/20115/69163/72554/68979/20055/106298/99480/194268/20085/229937/76130/52513/66254/224619/103573/216156/59028/68193/102614/215194/223499/217011/27998/68966/20937/83485/267019/72515/217038/107094/20088/20042/67459/72284/66362/18432/67014/216987/208768/57741/15278/19384/56321/19988/66282/101867/20104/448850/11837/215193/118451/18572/52202/105372/72181/52530/227522/217995/69499/50911/12181/69126/19428/226982/68533/17975/27966/20826/17089/16418/66249/227656/208366/100609/67025/14000/216119/67223/24015/52705/68731/64930/66161/103136/67619/72544/59014/20091/20044/56200/20103/77591/97112/57837/224481/234344/75422/78796/76846/18114/55989/72171/27993/18813/13205/106338/74097/208144/100503670/75593/70285/110954/68052",153
"GO:0090596","GO:0090596","sensory organ morphogenesis","153/6846","322/28891",6.53687911527444e-21,6.04194398226081e-19,2.59115990193435e-19,"21380/14107/12064/18128/20474/14180/18185/216021/21683/22295/69743/54352/20472/504186/18124/17268/11830/14623/18504/14365/19213/22632/24113/330166/19126/13836/60613/270190/320500/109934/241324/19411/110253/14461/22418/270120/18605/329941/20204/244585/21417/320790/14184/12614/12831/18986/29815/18014/18212/22339/13844/18742/14179/22157/20664/14238/18741/11911/241226/20682/21838/13543/102774/16206/18508/18424/14183/110380/76574/14836/12142/17869/16795/23992/14173/16542/11921/225998/20473/16535/231070/20681/15312/237979/114889/22346/12824/19712/18121/224796/20848/13388/14451/230824/16658/241688/387216/17684/20674/77945/21906/387609/12043/14182/22778/56847/99683/26413/17150/93760/71461/17701/14790/18591/236266/218772/17828/14254/15251/97031/14581/269831/58235/20655/18423/70300/107587/100503041/20683/58998/105782/18998/11941/23965/72999/12028/21385/16449/214058/15257/14462/18015/67269/14633/19274/20776/14685/26564/22773/235542/14048/16470/14634",153
"GO:0098813","GO:0098813","nuclear chromosome segregation","149/6846","312/28891",1.15456440771585e-20,1.05211714336923e-18,4.5121301389755e-19,"83766/16580/108907/105988/17687/29861/381293/12236/26934/20479/54194/13194/20588/233406/100502766/108000/72787/78267/72415/12237/103733/98558/235661/30949/67052/20586/75178/20587/76789/213582/55993/230936/105513/66442/234094/66713/106042/21973/18005/54392/671564/107047/11920/107995/268697/12055/13605/12447/232933/26992/22210/68612/83797/332110/108989/75033/13006/69737/71819/223499/71878/69654/16211/17350/68094/70218/50878/51792/68942/104271/75608/228421/223970/14841/225898/75430/66993/21335/67064/74117/268491/19384/13589/20842/18221/81601/66977/231600/68953/56150/67300/223593/74201/100041286/12617/52206/101706/70127/213389/24061/22385/224727/52696/72119/76915/73420/26951/74393/327799/19708/227707/16319/70891/21749/93760/67155/270058/16569/67849/78798/13494/239985/76464/59126/11789/214444/93762/109359/15511/16551/67177/22680/52563/77053/12877/211651/59014/17120/21974/67037/54418/208092/28135/192176/218914/116733/72400/59008/56208",149
"GO:0007051","GO:0007051","spindle organization","106/6846","194/28891",1.42128999763053e-20,1.27718698398188e-18,5.477369055196e-19,"219103/216848/13383/16580/105988/26934/20479/231123/13194/233406/100502766/17758/18763/22589/13191/228730/103733/22428/78610/67052/76789/213582/71877/100088/105513/66442/234094/106042/229906/18005/66617/107995/268697/259279/232933/212307/332110/108989/13006/71819/223499/269523/100732/69654/26886/16211/18541/17350/20460/72948/51792/68942/74470/17886/75608/73847/225898/21335/668880/69885/22350/67064/13589/20842/18221/66977/66296/68953/67300/223593/74201/100041286/101706/24061/17257/67955/66679/72119/73420/50850/74393/16319/57752/19822/270058/16569/216166/328580/104318/83679/16886/76123/13494/51885/70430/109359/15511/16551/22680/28105/208092/192176/320165/110854/12795/22154",106
"GO:0010948","GO:0010948","negative regulation of cell cycle process","149/6846","314/28891",2.47332307322455e-20,2.19210962791272e-18,9.40112418315776e-19,"12144/13383/19054/18148/26427/18854/327762/102423/229543/12649/12236/245000/77011/69601/100683/66131/234736/12575/20184/100502766/22589/66209/12237/11909/235661/30949/67052/12450/28010/105837/66442/17245/14184/18005/107047/12021/11920/15574/12193/107995/268697/71375/57261/109019/225160/26992/381921/76454/108989/104418/52004/12753/68193/56371/17283/14183/107829/13555/227331/69274/12366/20460/231724/219158/27103/28114/12449/233805/208583/14841/75430/12581/17193/11785/16878/216810/19891/66214/14451/208768/18392/66977/231600/19355/54394/68953/22591/20104/329795/268465/19361/12952/56150/20674/14056/59036/22385/14155/52696/56190/16600/20112/26951/24100/12443/52040/327799/12043/65964/12905/16319/15937/382073/56453/27223/76464/11789/101565/214444/52468/93762/67177/21951/26931/22680/68729/211651/17120/12189/67991/11787/76843/227292/69917/218914/52679/12579/208266/116733/235041/72400/106052/12795/270669/226591/235323/28000/225372/107976",149
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","151/6846","321/28891",3.91074547693754e-20,3.41925989672782e-18,1.46639048039934e-18,"14050/319801/268936/12144/13871/83766/18148/18854/327762/29861/252973/245000/13211/21454/18950/100683/20588/22594/74108/23892/20184/245474/22632/72151/59004/22589/12428/67561/30951/22427/14194/20586/20587/19076/101540/66713/68379/21803/18005/29815/15519/11920/22339/12301/21849/107823/12055/22042/72836/73945/26992/22210/73747/22404/83797/217127/332110/70020/13010/15384/56637/12468/71890/108058/17350/216869/17869/13649/68094/14173/50776/76055/13804/11692/26400/21748/67459/66362/66993/11785/66214/12462/18768/15289/81601/13078/225280/14084/71991/19361/15193/18861/106344/70127/104479/213389/71777/16600/11991/17257/21927/14464/51812/52040/16476/13870/14182/233875/19708/108689/26413/16001/21749/93760/67155/18591/232811/21761/103537/27223/18018/64050/239985/93762/12469/67177/21951/72544/18753/17314/233908/12189/226151/54418/225888/69917/12028/15461/234344/52679/55982/106052/14633/14049/12611/13831/16009/14048/319604/70238/107976",151
"GO:0016358","GO:0016358","dendrite development","153/6846","327/28891",4.20733413456901e-20,3.62952691342153e-18,1.55656600403143e-18,"18053/243961/12286/140486/12064/83766/21844/228880/93842/94245/60597/13047/98733/54652/15572/58234/70237/13845/19699/69601/12808/103967/12361/232227/56717/208922/12323/71228/11840/13385/270190/57138/244667/11838/13631/14025/382056/23969/192167/16975/22418/270120/56013/66713/64451/106042/18212/19055/13844/14763/107995/195208/50932/20869/76089/329934/22157/381921/76454/22215/12929/77480/67287/210293/65254/93686/17760/11423/56637/545156/102774/60409/73181/76574/13196/29859/93691/11816/12568/108100/237868/74006/22421/242443/268980/11682/59035/74053/15387/56320/67095/18222/74117/213084/83814/14810/12386/15185/77097/277360/17475/50790/14056/19280/59036/665113/232784/17257/231380/380713/17754/14360/17344/19266/21907/11843/21983/270058/71974/382253/76108/13169/239985/236794/53883/73178/11977/170728/210933/19158/238276/13636/18472/216963/22068/13838/19268/15529/17118/18186/66515/13690/15452/19878/17756/67453/245886/12631/20354/54713/56876/56376/17755",153
"GO:0061448","GO:0061448","connective tissue development","149/6846","316/28891",5.23802834227513e-20,4.40130433435326e-18,1.88755197679251e-18,"18128/14180/18159/20289/15485/69890/15423/20472/13392/17242/12399/238057/15364/110075/13666/338366/23892/108012/666173/72043/329003/102607/18763/18706/18027/16905/11909/19227/20773/20319/19411/69605/22418/18605/56788/12153/20340/16194/26379/20204/21417/14184/12831/21803/242316/231991/18019/15376/226525/19015/17978/20660/19228/22187/69170/208647/15904/14563/19697/15902/20682/14683/12845/20678/214855/102774/83925/13592/12168/93691/70804/16795/16998/59030/14173/234356/17180/12406/13653/22421/15530/21812/20681/59035/16969/20679/14284/12824/13549/18121/17127/19401/17125/18997/12394/15375/19092/15208/18984/14705/63873/15229/227731/21808/14182/12161/19016/17701/17132/18591/12393/218772/320910/15251/58994/18133/58250/11977/69121/107587/20613/72345/213053/67800/67378/68427/30838/12164/15461/56436/114679/243853/17702/55982/216795/229285/77006/67216/14462/269941/14633/22422/26564/14172/240396/21833/210719/14634/16007",149
"GO:0062197","GO:0062197","cellular response to chemical stress","149/6846","316/28891",5.23802834227513e-20,4.40130433435326e-18,1.88755197679251e-18,"18053/18810/19156/216021/234384/14381/230784/213990/93734/18854/19365/50868/74777/11830/18504/57320/12578/56717/18706/14375/723968/56426/71361/11909/20528/101476/21672/19698/59041/18023/19302/13852/20698/56484/72170/216850/15368/105675/103737/11863/11920/26903/50880/14763/723967/13605/216001/11865/11792/53618/11911/19697/18604/13010/12367/18760/12359/107723/14004/76251/227743/18595/11852/56273/13649/66653/23992/232341/68031/60599/69568/13804/53416/20466/11677/26400/65106/230738/11938/72446/50873/13078/15375/14297/226594/56716/21929/15185/19092/23939/170826/14281/26420/14056/14158/20909/13665/64242/13819/14360/63873/18024/13198/229731/104156/16476/12675/26413/269356/108079/18227/15251/58994/18477/20655/69922/11977/64930/231549/109815/67452/22166/211651/18753/14694/22658/269254/22068/226090/13361/56449/279561/211329/11666/668173/69051/19766/110265/108737/98363/12460/20657/12631/13205/54683/15502/17390/18099/23876",149
"GO:0048762","GO:0048762","mesenchymal cell differentiation","127/6846","254/28891",6.30767411125999e-20,5.23213480767335e-18,2.24386355698803e-18,"21380/18128/57246/21844/20472/20357/17242/218850/22722/13641/15364/18504/546726/13082/69601/214968/18188/23892/56717/71228/22417/67040/20352/241324/20319/243574/22411/68010/22418/22409/18570/207806/21803/22339/15376/629378/21849/17300/14179/80294/20115/19378/19052/18741/14170/13837/20682/15384/102693/56637/15213/13731/18508/71878/14183/71890/14573/14836/72674/19713/21812/21814/20681/100044509/100182/16842/18121/17127/66214/17967/15375/65100/20350/208177/17684/24136/171463/14056/20359/19664/319757/14464/21808/114715/26456/106628/12043/14182/26413/246154/231858/21859/70769/17701/106957/192173/18018/15251/12558/22772/70300/13636/20613/72345/20353/227059/19058/192176/107586/20665/13838/18186/66515/19878/68585/16776/16449/17702/20358/54644/14462/12631/20360/20354/13869/24063/15205",127
"GO:0032259","GO:0032259","methylation","135/6846","277/28891",7.89629434474695e-20,6.46696511525478e-18,2.77343529550339e-18,"109095/381359/69726/14711/20638/76719/116848/75284/252973/73681/212528/56335/72722/68291/228019/234728/67493/84505/319582/208043/27374/16201/30949/231051/24116/66578/19346/20586/14055/70673/72096/230027/240174/22171/72843/238505/238247/114604/52535/228866/140858/66617/107823/109263/74753/78878/18618/69544/239122/70152/57295/67956/66254/14683/108943/12226/76781/14911/23942/18508/225363/12142/20937/226830/75410/69156/28114/217038/66083/59035/104271/68260/101148/67383/226976/17193/328162/319822/15278/53892/101867/18948/67789/116940/74157/57773/224440/227695/14056/72181/213389/17257/100503872/69612/51812/216292/54343/68190/71974/381813/100609/192195/232811/59052/83669/93762/15469/230025/17314/13435/319974/225888/67148/224481/225518/70359/232187/12151/70511/69536/75422/208266/14013/78796/234135/67332/15161/70779/13626/214917/75339/106338/99890/229700/50708",135
"GO:1990778","GO:1990778","protein localization to cell periphery","177/6846","400/28891",8.25665777142326e-20,6.67757197263856e-18,2.86375656387786e-18,"170761/226422/16514/106572/73340/242274/16854/13383/14811/232086/18195/14813/230784/259300/14456/70231/17274/12215/18189/217371/12361/93835/57440/21937/12323/66053/245666/269788/102193/13385/13836/83493/19349/72621/56334/20908/16480/17153/23969/269587/22319/12300/109676/226359/56224/21803/13844/11773/20660/76089/26422/16561/56461/13837/12296/227580/12520/100017/18720/17387/19206/65945/56637/545156/23888/13731/71648/20194/108058/68146/67451/18708/16795/13649/12568/232341/233651/75788/74053/233575/65106/235574/18222/14735/192786/22141/668212/22350/74117/93730/107975/14810/13823/108030/67830/69847/233977/329877/224624/20411/56294/217344/67020/67300/104215/11733/19092/20614/213760/101706/108797/72993/11735/665113/80297/20909/18441/18196/213056/14251/21983/235281/241556/19376/11496/53328/76123/76108/80334/12558/319740/100503572/70423/11652/232670/12995/238276/14694/13483/67457/328778/216963/58998/67378/56374/16413/105782/192176/279561/20334/230972/56350/15461/19339/19878/116733/16776/16971/20280/218503/13660/72287/84652/224912/72978/238331/26395/268566/12988/13869/74741/11305/17846/83997/19062/74488/11931",177
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","102/6846","187/28891",8.83411291269098e-20,7.0563840179149e-18,3.02621463779772e-18,"20474/22414/27428/238057/16450/252973/58234/18504/22034/108156/14365/12808/23892/217325/50768/12042/13800/56334/225164/22417/20732/12370/20319/19411/99377/22418/170823/140570/106042/78783/269593/22289/12614/21803/14179/20115/19378/18747/636931/12367/19335/20682/234366/19206/13543/102774/73916/22341/24069/20971/14183/14573/20460/19713/225876/16373/20681/18141/58198/18121/19401/54612/14362/230824/18749/65100/11783/26409/56274/17684/24136/74392/17769/232906/15208/244058/105278/21808/56847/99683/93760/71461/15251/14312/22772/64930/70300/22158/20353/231413/105782/18119/107586/19878/16776/14462/21815/12631/23908/14633/22422/380718",102
"GO:0021543","GO:0021543","pallium development","100/6846","182/28891",1.00142635273129e-19,7.90149817337983e-18,3.38865194582758e-18,"140486/668303/99512/13392/21420/18846/17242/381293/18124/70223/11922/19699/69601/75717/16873/73710/22594/12032/16568/13488/244667/77040/18507/16975/18012/216850/83431/71877/12570/18212/14179/110648/16777/15904/12929/13865/15565/19823/56637/102774/23879/18508/76574/16795/13649/59030/12568/18016/11921/76510/74762/11682/15387/18032/16842/21335/14810/330938/30928/20563/18992/328365/433693/20674/24136/20359/19280/21375/319757/231380/18993/21907/14182/13796/18293/57752/13797/100609/319565/16485/329628/15251/12558/64930/77053/242620/668158/18472/22771/246179/67378/16874/12028/68585/320165/18015/20462/22773/54713/14634",100
"GO:0048863","GO:0048863","stem cell differentiation","137/6846","284/28891",1.33499040635685e-19,1.04064914808781e-17,4.46294827033184e-18,"21380/18128/216848/13871/332221/116871/21420/20357/100124432/21388/13641/103551/18504/546726/13082/387199/214669/17075/214968/17192/26380/381695/18188/23892/20352/20319/243574/17765/22409/18570/72843/74775/106042/244059/18612/12193/12454/17300/211323/76804/56428/104263/20115/19378/18741/666794/14170/20682/20678/234366/56637/23942/18508/17283/14183/18595/14573/14836/15526/19713/16998/14173/78697/28114/22421/16468/66083/20681/20679/74048/21748/19712/18121/20848/14362/16878/81601/15375/65100/20350/17684/20674/723848/24136/723884/14056/20359/14465/229542/22601/19664/69562/319757/15208/18024/21808/26456/12043/14182/26413/231858/269356/70769/17701/12393/15251/12558/22772/20671/69077/103136/242620/18091/22695/20353/70122/107586/20665/18186/232187/16923/75422/21385/16776/16449/17702/20358/226442/11772/54644/12631/20360/20354/22422/22773/13869/15205",137
