category,gene,chromosome,start,end,methylation_score,cpg_density,smarcb1_enrichment
up,Nid2,chr14,19751168,19751591,0.005276418565389522,0.12,4.4165302088508795
up,Nkain2,chr10,32889855,32890355,0.011350438440690764,0.146,0.0
up,Nkain3,chr4,20778001,20778605,0.022315052234772852,0.134,11.577716849777872
up,Nlrc5,chr8,94434255,94434461,0.0047714462035458195,0.072,5.687249850442228
up,Nmnat2,chr1,152954930,152956251,0.009772294050767157,0.116,4.519443317349002
up,Notch1,chr2,26502389,26503993,0.013227058612956555,0.14,38.023745917047165
up,Notch3,chr17,32143438,32143722,0.06162525722357636,0.078,0.0
up,Notch3,chr17,32162206,32162803,0.02146766409927346,0.13,15.856356186298898
up,Notch3,chr17,32165748,32166261,0.005906391711904444,0.1,0.0
up,Nptxr,chr15,79803781,79804965,0.06839913312124991,0.248,5.132243068940128
up,Nrp1,chr8,128356984,128357547,0.01337590080975035,0.106,9.664979700360757
up,Nrp1,chr8,128358447,128358687,0.004725515227247095,0.094,1.8966399814906263
up,Nrp1,chr8,128359376,128359802,0.018579127451120444,0.12,10.805132984219076
up,Nrxn1,chr17,90454975,90455799,0.07377448037105058,0.128,10.237695777844415
up,Ntm,chr9,29411750,29412756,0.028941871302361165,0.174,3.5630369598037053
up,Ntng2,chr2,29194638,29195063,0.04737182192061218,0.124,28.483308375332843
up,Ntng2,chr2,29227631,29227910,0.2585547888314258,0.072,0.0
up,Ntng2,chr2,29251508,29253279,0.012297442106395233,0.152,8.959173846556107
up,Nuak2,chr1,132315898,132316555,0.02332077916408008,0.146,9.876947892445541
up,Nup214,chr2,31974180,31974744,0.025088235153393756,0.15,0.0
up,Ogdhl,chr14,32321923,32322148,0.00715181260484275,0.094,22.677269947627515
up,Olfm1,chr2,28192939,28193410,0.0,0.132,0.0
up,Olfm1,chr2,28205444,28206309,0.009338168366828267,0.148,4.801628455263637
up,Opn3,chr1,175692085,175693081,0.025228162671771855,0.202,6.834648282838508
up,Orai2,chr5,136170510,136170738,0.0037796695011520134,0.084,6.3916732814131665
up,Osbpl2,chr2,180119181,180119906,0.011019674741816676,0.218,6.721669728001284
up,Otud1,chr2,19657539,19659118,0.03875219497431147,0.212,5.621493829521689
up,Pacs1,chr19,5272605,5273458,0.015130765236501703,0.222,0.0
up,Parm1,chr5,91517613,91517984,0.005987456752129994,0.104,4.701456951915341
up,Parp14,chr16,35871024,35871388,0.029568397945631774,0.092,6.394739575213314
up,Pcdh17,chr14,84443319,84443642,0.014256899460472778,0.112,15.407359673422516
up,Pcdh17,chr14,84445819,84448029,0.0038114931067818464,0.142,0.0
up,Pcdh19,chrX,133686621,133687857,0.3768217729049837,0.182,0.0
up,Pcdh19,chrX,133688630,133689081,0.2683261432975085,0.078,16.26807590986714
up,Pcdhgc3,chr18,37805998,37807484,0.007766459882068399,0.158,0.0
up,Pclo,chr5,14514954,14515552,0.030720953250391984,0.136,2.854819247901616
up,Pde1c,chr6,56652156,56652438,0.005087165782972484,0.086,11.811245598244447
up,Pde5a,chr3,122728915,122730767,0.014372723609811257,0.154,0.0
up,Pdxk,chr10,78464507,78465077,0.006347686493236186,0.136,3.784228531659274
up,Pdxk,chr10,78481998,78482372,0.003101437911286875,0.1,0.0
up,Pdzd2,chr15,12739312,12740114,0.026689364909660663,0.128,6.340298659030658
up,Pex5l,chr3,33142876,33143241,0.014628041824936122,0.16,0.0
up,Pfkp,chr13,6648513,6648846,0.013189001086979431,0.098,19.23807000921953
up,Phactr2,chr10,13323869,13324113,0.00986986725542269,0.074,1.8649355116872584
up,Phactr2,chr10,13473745,13474522,0.015158183546571564,0.168,0.0
up,Phyhipl,chr10,70598617,70600156,0.014664108954716227,0.25,3.6937068731972746
up,Piezo1,chr8,122550733,122551714,0.008881131529955162,0.22,31.137586041875032
up,Pik3r4,chr9,105642886,105643330,0.0066928481399949795,0.076,11.814177984662969
up,Pik3r4,chr9,105644568,105644931,0.9278190898579071,0.092,0.0
up,Pitpnm2,chr5,124123524,124123735,0.5197744305542017,0.082,1.433800936441112
up,Pitpnm2,chr5,124249215,124250237,0.0013758889902898389,0.228,3.814205538746446
up,Pknox2,chr9,37145199,37145441,0.008499900202611054,0.088,8.711616462557824
up,Pknox2,chr9,37145602,37145827,0.007169400051779744,0.12,12.86195116392602
up,Pknox2,chr9,37146458,37146914,0.029285652504331336,0.134,20.6025024450685
up,Plagl1,chr10,13090532,13091299,0.5101496802893146,0.158,6.643899553402343
up,Plcl1,chr1,55405582,55406648,0.004856893744818062,0.208,9.514554662440611
up,Plekha6,chr1,133163776,133164521,0.024747996503906487,0.18,16.61063738034064
up,Plekha6,chr1,133274094,133274355,0.11628210951237418,0.066,0.0
up,Plekha7,chr7,116237285,116237897,0.030643109119942995,0.148,7.006056018846
up,Plekha7,chr7,116307331,116308407,0.0075997764931957125,0.224,23.30831470802595
up,Plekhg1,chr10,3740269,3741007,0.010733613827879487,0.138,2.1711206940051393
up,Plxna1,chr6,89356691,89356901,0.19874693058026374,0.08,0.0
up,Plxna1,chr6,89361672,89363166,0.0030230287621059626,0.194,16.661154679848323
up,Plxnb2,chr15,89160438,89161110,1.0163948563702807,0.118,0.0
up,Plxnb2,chr15,89167457,89167709,0.785347605683516,0.108,0.0
up,Plxnb2,chr15,89173048,89173700,0.06450095466531687,0.132,6.185739687187356
up,Plxnb2,chr15,89180327,89181243,0.009415254306919018,0.172,2.4674864778900254
up,Podxl,chr6,31563377,31564076,0.022686005142004105,0.176,2.7125694113550733
up,Ppfia3,chr7,45339482,45339796,0.0008397990512936168,0.098,7.699884627055682
up,Ppfia3,chr7,45361497,45361830,0.026255231770253663,0.112,9.770726349023118
up,Ppfia3,chr7,45366577,45367777,0.030902143961156408,0.154,17.6211711173975
up,Ppip5k1,chr2,121355040,121355434,0.014907092725748949,0.128,1.6733210091564623
up,Ppp1r13b,chr12,111908096,111908669,0.003450008504555414,0.12,0.0
up,Ppp1r1a,chr15,103537682,103538175,0.03826262138996099,0.118,0.0
up,Ppp4r4,chr12,103532173,103532834,0.0056003057287308195,0.15,8.006647654319941
up,Prag1,chr8,36094594,36095242,0.0020921138963108914,0.17,5.592382806592407
up,Prdm2,chr4,143211874,143212914,0.07768060441630728,0.214,6.295001081520927
up,Prdm8,chr5,98167187,98167777,0.008893591088954787,0.108,4.51578737102903
up,Prkg1,chr19,31663915,31664750,0.0059711189091346244,0.14,3.93766308447425
up,Prkg1,chr19,31764058,31764689,0.024989391378473776,0.122,0.0
up,Prkx,chrX,77795221,77796090,0.6378344967743814,0.164,2.908065027320964
up,Prob1,chr18,35652355,35655329,0.01378142749386867,0.136,26.703769718412953
up,Ptchd4,chr17,42316099,42316855,0.008837390595467185,0.146,0.0
up,Ptprg,chr14,11553365,11554460,0.01778056887668953,0.166,21.736338052134993
up,Ptprk,chr10,28074518,28075101,0.005019982942527519,0.152,0.0
up,Ptprn2,chr12,116485731,116486504,0.0,0.158,2.580711137398593
up,Ptprs,chr17,56425027,56425905,0.3178653282366433,0.226,0.0
up,Ptprs,chr17,56461764,56462513,0.01636758169404843,0.15,10.071710176134294
up,Ptprs,chr17,56473926,56474601,0.004535919431204477,0.12,28.32723311822543
up,Ptprs,chr17,56475692,56476627,0.0058413990909451305,0.184,15.147820064443707
up,Pvt1,chr15,62037917,62038184,0.0012006867019053863,0.09,14.877452097073274
up,Pygb,chr2,150786624,150787229,0.028212985129195258,0.13,4.056287728411748
up,Rab32,chr10,10557825,10558187,0.013237365180225055,0.106,0.0
up,Rai1,chr11,60104878,60106468,0.014526621279401786,0.172,5.68702390644037
up,Rai1,chr11,60115124,60115553,0.005402288617002599,0.106,0.0
up,Rai1,chr11,60139740,60140546,0.027762990526099963,0.174,9.739726336340631
up,Rai1,chr11,60140708,60140913,0.041832733373814684,0.104,0.0
up,Rai1,chr11,60175701,60177316,0.0027338323116606078,0.186,9.933926065913475
up,Rassf4,chr6,116673568,116673770,0.000830521908228904,0.094,0.0
up,Rassf4,chr6,116674001,116674241,0.001181174273245366,0.084,0.0
up,Rb1,chr14,73325169,73326460,0.0037307686415342404,0.218,9.745828709760469
up,Rbm38,chr2,173021656,173022437,0.0293070481333657,0.208,10.564540350283309
up,Reln,chr5,22344053,22345377,0.011850900709041389,0.252,151.51601068951035
up,Reps2,chrX,162643300,162643817,0.09132329981202109,0.112,0.0
up,Rere,chr4,150281120,150281719,0.10936279951180869,0.136,1.79781159746673
up,Rere,chr4,150371775,150372256,0.031508655788895105,0.108,4.038175576582509
up,Rere,chr4,150569249,150570024,0.007507526682713285,0.124,0.0
up,Rerg,chr6,137169292,137169803,0.013424632409082315,0.116,7.192860209243047
up,Rflnb,chr11,76027028,76028044,0.027555647145018534,0.238,5.028818790424891
up,Rgs17,chr10,5921701,5922556,0.05033018617799582,0.156,11.518077449975017
up,Rhpn1,chr15,75703981,75704540,0.01225821006650244,0.112,5.201782349229808
up,Rhpn1,chr15,75713267,75713500,0.15011188876523698,0.068,0.0
up,Rnf32,chr5,29195493,29196293,0.0,0.164,0.0
up,S100a10,chr3,93555092,93555367,0.0033708185407086318,0.082,14.367292646583877
up,Samd5,chr10,9674617,9675547,0.012108087194594688,0.19,9.011130421796635
up,Satb2,chr1,56971509,56973501,0.0036672886087866234,0.214,8.269975678521815
up,Satb2,chr1,56977104,56977392,0.001541056559550557,0.11,7.335484969199484
up,Scg3,chr9,75683863,75684200,0.0038209693717015138,0.086,7.456723188521526
up,Scmh1,chr4,120404992,120405976,0.03775208191322581,0.208,8.145056311537868
up,Scn3b,chr9,40269285,40269653,0.005299805412276524,0.094,9.985127742049304
up,Scube3,chr17,28141588,28142823,0.007131623591453875,0.148,46.569104928192
up,Sdc3,chr4,130861695,130861922,0.021182439060328028,0.07,12.891601055787982
up,Sdk2,chr11,114064913,114065327,0.007482986359045771,0.1,45.26106486560041
up,Sdk2,chr11,114065969,114067286,0.01818627191348746,0.218,39.34474967989723
up,Sec22c,chr9,121704737,121705299,0.012551406894821773,0.126,11.296786536612299
up,Sema5a,chr15,32244785,32246205,0.002063401841585664,0.116,7.040740906529723
up,Sema6d,chr2,124089901,124090365,0.006341038573538117,0.114,32.403109890589405
up,Sema6d,chr2,124090511,124090722,0.0017798518098848758,0.12,38.849578654498885
up,Sema6d,chr2,124609840,124610930,0.0,0.19,9.81383675573976
up,Sertm1,chr3,54899481,54899688,0.24013292416772553,0.068,0.0
up,Sertm1,chr3,54915756,54916067,0.0008860415290151021,0.108,8.9645662346713
up,Setd1b,chr5,123138697,123139321,0.0034800835419136577,0.138,0.0
up,Setd1b,chr5,123141136,123141393,0.02438187669916429,0.078,0.0
up,Setd1b,chr5,123141680,123143197,0.06043453476843671,0.148,0.0
up,Shb,chr4,45529581,45531015,0.009767298813163476,0.224,13.752682952518288
up,Shisa6,chr11,66525225,66526886,0.010901314577283727,0.22,0.0
up,Shpk,chr11,73199334,73199761,0.011685917143570772,0.11,0.691058961482001
up,Sik2,chr9,51008343,51009443,0.019072708609024484,0.226,0.7682662768300701
up,Six3os1,chr17,85614989,85615345,0.0047195628229394476,0.104,8.026124973208862
up,Six3os1,chr17,85617968,85618636,0.013080239320763713,0.108,2.7320418341198502
up,Slc12a5,chr2,164960781,164960997,0.0061110265958730335,0.09,0.0
up,Slc12a5,chr2,164967876,164968857,0.010867101334725005,0.166,3.8147734329489684
up,Slc12a5,chr2,164997528,164998294,0.006814542678995749,0.148,10.991625121818776
up,Slc12a9,chr5,137333468,137334090,0.012784082919594996,0.104,2.9764321752123677
up,Slc22a15,chr3,101924084,101924625,0.007655260166770589,0.124,19.117004125957973
up,Slc24a3,chr2,145167399,145168328,0.023679389644624436,0.18,0.0
up,Slc27a3,chr3,90389127,90390045,0.04822283759267646,0.188,10.318713781542288
up,Slc29a3,chr10,60752587,60752945,0.003131828773725385,0.078,20.86110403792936
up,Slc2a1,chr4,119108685,119109270,0.006322256054266175,0.182,0.0
up,Slc2a13,chr15,91572409,91573287,0.006936367989876197,0.25,16.477816695081298
up,Slc31a2,chr4,62286291,62286719,0.012489165439825171,0.118,24.469756477803756
up,Slc35f1,chr10,52690524,52691622,0.014502971254197281,0.152,9.008282001679124
up,Slc44a2,chr9,21320948,21321238,0.008996097041252912,0.112,0.9000296812858849
up,Slc46a1,chr11,78465658,78466108,0.013289394640041585,0.1,5.342221913899265
up,Slco3a1,chr7,74554189,74555056,0.011648614772831613,0.182,10.005983657067578
up,Slitrk5,chr14,111675225,111676142,0.022146426060868134,0.192,31.59065379119342
up,Smad3,chr9,63757114,63758550,0.01342215254468503,0.188,12.214105150444524
up,Smap2,chr4,121016809,121017403,0.01294650526615341,0.128,7.002936090176886
up,Smpd4,chr16,17619309,17619682,0.004516289793055062,0.098,23.711443641397985
up,Snap91,chr9,86879502,86880861,0.007337526171389869,0.198,10.162051085038144
up,Snapc4,chr2,26380324,26380720,0.00608152953813563,0.094,0.0
up,Sned1,chr1,93235701,93236507,0.015594087895582044,0.2,6.178711028034505
up,Snta1,chr2,154407700,154408359,0.0331314184742389,0.182,4.960030754531514
up,Socs2,chr10,95414386,95417095,0.0020286811062152476,0.144,0.0
up,Soga1,chr2,157020678,157021147,0.26736400226398904,0.102,0.0
up,Soga1,chr2,157078239,157079868,0.014567718098803983,0.226,8.19938964496306
up,Sorcs2,chr5,36397418,36398231,0.057505066157127624,0.188,0.0
up,Sox3,chrX,60890797,60891120,0.051319188153693795,0.072,0.0
up,Spaca6,chr17,17827101,17827344,0.015984502247712935,0.076,8.446880626894169
up,Spaca6,chr17,17838089,17838395,0.012563844936116916,0.092,14.033758829043919
up,Spata3,chr1,86018289,86018836,0.026578872044688052,0.132,0.0
up,Speg,chr1,75381924,75382387,0.014355691663276465,0.114,7.917855720579216
up,Speg,chr1,75387985,75389104,0.003779944855617592,0.19,14.119239477462877
up,Speg,chr1,75421988,75423440,0.007230165790524152,0.154,0.0
up,Sptbn1,chr11,30267515,30268545,0.01263864234805555,0.202,7.149752439155257
up,Srsf12,chr4,33209289,33209766,0.008746349073411768,0.076,41.093689033785914
up,Srxn1,chr2,152105395,152106004,0.043552547097990134,0.168,7.104519791256158
up,Stim1,chr7,102267202,102268333,0.004178340957794647,0.164,17.094530878428117
up,Stk36,chr1,74601094,74601459,0.013914259855426273,0.09,11.356476039086179
up,Strn4,chr7,16816158,16816693,0.012285931063658061,0.174,29.6230096705255
up,Sympk,chr7,19024146,19024466,0.008443584898936577,0.136,19.53447754827731
up,Syn2,chr6,115134842,115135537,0.001824337968225671,0.172,29.96192735022083
up,Syp,chrX,7648627,7648856,0.03389616450839597,0.066,6.4900771923989184
up,Taf4,chr2,179931966,179932187,0.1471829682328652,0.044,0.0
up,Taf4,chr2,179976501,179977237,0.035368410617955065,0.166,3.9776421535669217
up,Tbc1d25,chrX,8175668,8176167,0.05927284447192866,0.118,0.0
up,Tbkbp1,chr11,97150598,97151802,0.035623477253002765,0.162,0.0
up,Tcf19,chr17,35516658,35517295,0.041969639958565515,0.13,7.517977793456222
up,Tcp11l1,chr2,104711648,104712465,0.002641510469431315,0.198,10.760668947760054
up,Tenm4,chr7,96209789,96211091,0.012443472763274899,0.174,0.0
up,Tenm4,chr7,96211677,96211879,0.020415844441651995,0.07,0.0
up,Tent5c,chr3,100488362,100489724,0.01137883012922923,0.154,12.445942919456211
up,Tes,chr6,17065000,17065543,0.010489832138501878,0.132,0.0
up,Tfdp2,chr9,96196111,96196749,0.047577216903761925,0.182,3.036943244149811
up,Tgfb2,chr1,186704280,186704525,0.01635257734004445,0.084,1.6695626671133246
up,Tgfb2,chr1,186705139,186705716,0.0293576728548748,0.13,10.56726683091368
up,Tgif2,chr2,156839861,156841293,0.03434248014782753,0.22,2.20874667555461
up,Them6,chr15,74720990,74721863,0.01850639804497226,0.21,1.802978165752948
up,Thsd1,chr8,22227233,22227497,0.01077464426271826,0.08,7.10904362130587
up,Thsd7a,chr6,12748826,12749436,0.012982976331999328,0.118,11.862482323988846
up,Tmem131,chr1,36938841,36940122,0.05121766230903861,0.26,1.0376720698933475
up,Tmem151b,chr17,45544794,45545946,0.020769505173809592,0.218,18.88904021092615
up,Tmem151b,chr17,45546788,45547088,0.25289840008014586,0.068,0.0
up,Tmem229b,chr12,79006770,79007452,0.002314853021818875,0.178,6.099689774268522
up,Tmtc1,chr6,148443973,148444722,0.002452939542839072,0.18,0.0
up,Tnfrsf21,chr17,43016494,43017660,0.012634555491204015,0.17,12.70978690024922
up,Tnk2,chr16,32643816,32644603,0.04797886822683162,0.156,0.0
up,Tns3,chr11,8624300,8624839,0.009165031960038445,0.134,15.751800701059768
up,Tns3,chr11,8664109,8664649,0.001496057042953708,0.15,0.0
up,Tox3,chr8,90347708,90348205,0.013918085967541379,0.156,4.799987568270112
up,Tppp,chr13,74009107,74010403,0.012863915818689292,0.156,0.6186496559082927
up,Tprn,chr2,25262563,25263446,0.035707376066137775,0.214,3.903769626420729
up,Traf3,chr12,111166356,111166931,0.007363253549832583,0.128,0.0
up,Tram1l1,chr3,124320926,124321391,0.028871867015691603,0.108,0.0
up,Triobp,chr15,78947735,78948013,0.008723219140451125,0.076,0.0
up,Triobp,chr15,78967704,78968007,0.5091662784157862,0.09,0.0
up,Triobp,chr15,78982709,78983320,0.00775770432856071,0.122,11.07467524728074
up,Trpm4,chr7,45333339,45333852,0.014040121976989917,0.106,9.754057828926005
up,Tsc22d3,chrX,140598209,140600575,0.12950782247369916,0.21,9.25069181133975
up,Tshz3,chr7,36695312,36698700,0.03467272099553509,0.168,12.767621037880838
up,Tsku,chr7,98360801,98361512,0.010235271743974978,0.148,6.245583699100515
up,Tspan17,chr13,54789073,54790023,0.005109373794056635,0.15,17.189156983622194
up,Ttc28,chr5,110879570,110880309,0.007320319924602651,0.18,0.0
up,Ttc28,chr5,111223315,111223544,0.21279876694941685,0.084,12.974554835072897
up,Ttc28,chr5,111277082,111277396,0.2325340358577497,0.086,0.0
up,Ube2o,chr11,116580701,116581652,0.02044495826633344,0.216,10.309372788084643
up,Unc5d,chr8,29219126,29220012,0.024834303797672173,0.204,6.975653179463804
up,Usp18,chr6,121245707,121245917,0.01566949876032828,0.07,0.0
up,Vegfc,chr8,54077220,54077965,0.034803975459549455,0.162,7.432331331818491
up,Vsig10,chr5,117318902,117319808,0.007823184428385645,0.182,6.316990791441875
up,Vwc2,chr11,11113908,11114582,0.012849787472178197,0.11,15.96440795724654
up,Vwc2,chr11,11115678,11116517,0.007999224835565685,0.178,22.32245810604037
up,Whrn,chr4,63494624,63496133,0.01311561849259586,0.182,7.936226699438702
up,Wnk2,chr13,49146510,49148166,0.04041729680093131,0.198,48.44498041915333
up,Wwc2,chr8,47989883,47991323,0.01646913951940535,0.154,0.7386587924710677
up,Zc3h3,chr15,75841554,75842095,0.008276956995832292,0.146,7.06976250270091
up,Zfand3,chr17,30004196,30005089,0.02782528617721777,0.184,11.639891987670815
up,Zfhx3,chr8,108704636,108705080,0.008522707064592887,0.12,0.0
up,Zfhx3,chr8,108714467,108715379,0.005067963060583774,0.182,6.500955091473123
up,Zfhx3,chr8,108800198,108800410,0.4711397480594454,0.066,0.0
up,Zfp316,chr5,143253002,143255255,0.02175876664385313,0.272,0.0
up,Zfp316,chr5,143269472,143270105,0.0071755880589854494,0.142,4.179395153571026
up,Zfp467,chr6,48438015,48439276,0.6082425997756596,0.182,0.0
up,Zfp467,chr6,48445275,48445645,0.011188347972593344,0.112,2.6511493145671796
up,Zgpat,chr2,181364734,181365592,0.018595833192332028,0.148,0.0
up,Zgpat,chr2,181365927,181366165,0.003476806756885143,0.086,0.0
up,Zic3,chrX,58019185,58019416,0.0754360972168747,0.102,0.0
up,Zic3,chrX,58030331,58030804,0.03795303910130348,0.106,6.549987184572262
up,Zic3,chrX,58031488,58031908,0.35052459048189116,0.14,0.0
up,Zic3,chrX,58038097,58039089,0.18157155301595648,0.156,0.0
up,Zmat3,chr3,32365290,32365820,0.003827176365129156,0.164,0.0
down,2410004B18Rik,chr3,145937926,145938585,0.0125423446346765,0.148,14.786953435764394
down,4930520O04Rik,chr9,114367955,114368395,0.012705373498942145,0.112,0.0
down,4931414P19Rik,chr14,54603235,54603593,0.00684665875569508,0.098,9.184418703415188
down,9130019P16Rik,chr6,54327754,54327961,0.012067942943243534,0.088,8.091398760958826
down,9130019P16Rik,chr6,54429510,54430095,0.0021698055277453586,0.138,2.9593787628079045
down,9430038I01Rik,chr7,137410453,137411112,0.0018704379252102985,0.118,7.32365755757284
down,A930033H14Rik,chr10,69212587,69213723,0.007400511031187362,0.146,3.513378749166161
down,Abca5,chr11,110337365,110337948,0.03553217085212896,0.2,2.6839127428764162
down,Abce1,chr8,79711304,79711930,0.01778274606846083,0.154,10.704329085849242
down,Actr2,chr11,20112370,20113193,0.0238628149547144,0.176,2.4614538250342894
down,Actr6,chr10,89732032,89732462,0.007420030137385699,0.114,0.0
down,Acyp2,chr11,30649110,30649612,0.009046087016006088,0.088,16.848614106319744
down,Adamts9,chr6,92943066,92943760,0.010728873956239782,0.148,9.204501389214979
down,Akap12,chr10,4266346,4266776,0.02980250505777474,0.116,16.199771347225493
down,Akap12,chr10,4346779,4347002,0.008435916892645126,0.058,0.0
down,Alkbh3,chr2,94010469,94010904,0.006814638380165153,0.096,0.0
down,Ankrd33b,chr15,31367028,31368006,0.0,0.202,2.951568362421832
down,Anxa2,chr9,69453637,69454125,0.008123701696203293,0.106,9.435781820423436
down,Apex1,chr14,50924637,50925331,0.005545926509072325,0.164,15.038588055204901
down,Arhgap10,chr8,77517280,77518435,0.0040327980010053934,0.178,7.507375971441187
down,Arhgef28,chr13,98205787,98206478,0.005584924834120853,0.16,9.957244318329227
down,Arhgef3,chr14,27114753,27115256,0.0042340347495315785,0.112,8.12926151425758
down,Arhgef3,chr14,27335909,27336613,0.004200576090820559,0.11,13.607120420844845
down,Arl15,chr13,113794155,113794960,0.008530812199911761,0.144,7.868439735207522
down,Asb3,chr11,30954309,30954643,0.0,0.12,0.0
down,Atl2,chr17,79895032,79896323,0.019632972213310576,0.216,0.0
down,Atp1b1,chr1,164457666,164458737,0.004824745632332246,0.194,7.091970851563841
down,B3galnt1,chr3,69598350,69599035,0.011428774775948529,0.126,0.0
down,B3galt5,chr16,96280784,96281114,0.013750763874547982,0.09,6.5651463427369485
down,B3gnt5,chr16,19761053,19761371,0.009163446118241946,0.114,62.256066430105086
down,Bhlhb9,chrX,135885798,135886258,0.42305847342089903,0.1,15.332963274586733
down,Bnip1,chr17,26780984,26781461,0.004559273719758769,0.088,0.0
down,Bnip3,chr7,138909270,138909987,0.016737813876659447,0.138,3.2630541814289438
down,Casp6,chr3,129901406,129901709,0.009049638148630907,0.104,4.596855585430604
down,Cbr3,chr16,93683220,93683831,0.00544467788591733,0.166,18.894270129535343
down,Ccdc34,chr2,110017740,110018038,0.008565719086438698,0.112,0.0
down,Ccdc91,chr6,147475831,147476518,0.006965547370702473,0.162,0.0
down,Ccna2,chr3,36571391,36572316,0.004981555983747061,0.214,2.952856415438817
down,Cct4,chr11,22990520,22991100,0.033879956910983035,0.132,14.956336209558854
down,Cdc42ep3,chr17,79354421,79355989,0.004430408571948892,0.152,12.407919077913887
down,Cdc7,chr5,106964136,106964814,0.012475091020412912,0.166,9.700217167363114
down,Cdk1,chr10,69352785,69353086,0.016630325054799527,0.08,5.9320345184635475
down,Cdk6,chr5,3340989,3344607,0.0020483938891656963,0.134,2.6851940272850574
down,Cenpi,chrX,134307984,134308217,0.0338143723820169,0.09,0.7442489707813364
down,Cenps,chr4,149137283,149137714,0.0159337157601092,0.096,14.416265421962208
down,Cenpw,chr10,30200239,30200631,0.0057366118748223074,0.112,0.0
down,Cep70,chr9,99243197,99243704,0.023957905099928782,0.15,5.867708683468623
down,Cep72,chr13,74061992,74062372,0.02472446663444835,0.098,7.150904278698551
down,Cfap298,chr16,90934297,90935370,0.004888146606246235,0.174,3.994827275180675
down,Chchd3,chr6,33059887,33060308,0.0021864395112482526,0.104,10.404557489628665
down,Chrac1,chr15,73090254,73090909,0.019133961450976227,0.192,13.528379431565295
down,Chst11,chr10,82985164,82985876,0.0026527206488896945,0.156,7.973663064469988
down,Ciao2b,chr8,104641440,104642058,0.017412758047809413,0.142,14.87895910657783
down,Cib2,chr9,54559948,54560181,0.001549582102915186,0.09,9.864318327478696
down,Ckap2l,chr2,129296978,129297296,0.007018007160406151,0.106,12.24850582883121
down,Cks2,chr13,51644876,51645761,0.007087721025200327,0.17,3.9098869627767407
down,Cnbp,chr6,87850403,87851334,0.013734674462648082,0.226,10.489457196110191
down,Cnp,chr11,100574880,100575100,0.0047339807245813876,0.094,12.042152175144434
down,Cnp,chr11,100576356,100576618,0.10432959104692285,0.072,0.0
down,Col19a1,chr1,24586521,24587177,0.023526404295610513,0.162,5.80730291811961
down,Col23a1,chr11,51289767,51290464,0.02149871578123445,0.204,2.1743257212207223
down,Coprs,chr8,13889868,13890396,0.010673395877833398,0.158,10.55364069125192
down,Cops9,chr1,92641726,92642045,0.02179087550054572,0.096,13.538106073990157
down,Cox7c,chr13,86046277,86046895,0.05681867437311458,0.114,5.302934609653338
down,Cstb,chr10,78425633,78425967,0.0011495540785579868,0.09,2.4334491469621975
down,Ctsc,chr7,88278003,88278275,0.017136422291019613,0.076,18.67114857171879
down,Ctsz,chr2,174438740,174439077,0.007890731994463565,0.09,15.434060365213705
down,Dab1,chr4,104366973,104367904,0.0,0.216,5.5373264712300845
down,Dbf4,chr5,8422144,8423171,0.00847812780173165,0.188,18.808762325309775
down,Dcun1d1,chr3,35932342,35933154,0.06540294821449272,0.17,4.4614875173830955
down,Dcun1d5,chr9,7184469,7185187,0.015644866476222225,0.172,0.0
down,Ddx18,chr1,121567592,121568081,0.041167633430741084,0.112,6.806058417008467
down,Dek,chr13,47105647,47106704,0.0,0.244,3.5909851067422065
down,Depdc1b,chr13,108316088,108316732,0.015529158155717482,0.154,1.5947656157669365
down,Dgcr6,chr16,18066321,18066909,0.0022627109472024716,0.132,18.070528817916294
down,Dpm3,chr3,89266357,89266652,0.008707620716171736,0.078,2.2273967823364913
down,Dpy30,chr17,74315984,74316613,0.009878344947580261,0.146,0.0
down,Dut,chr2,125247190,125247958,0.020832668507866577,0.202,7.2169471631253765
down,Dynlt1a,chr17,6316722,6317055,0.0008066984653134525,0.094,16.71432823561612
down,Ebf3,chr7,137309187,137310621,0.00876243073211889,0.162,3.204415785176108
down,Ebf3,chr7,137313128,137315593,0.00889526971175725,0.178,18.069125831664547
down,Ebp,chrX,8192653,8192922,0.030158477296287463,0.088,0.0
down,Efcab7,chr4,99829081,99829515,0.005457818984249944,0.102,0.0
down,Efna1,chr3,89280826,89281155,0.013042686403414452,0.106,1.0202883121058195
down,Egln3,chr12,54067759,54069166,0.6765026913058421,0.178,0.0
down,Egln3,chr12,54203111,54203938,0.007249293995805556,0.146,11.951950819922864
down,Eif1ax,chrX,159372189,159372708,0.24831520826952816,0.128,11.70158991660061
down,Eif3i,chr4,129600326,129601187,0.004529141318621615,0.132,0.0
down,Entpd1,chr19,40611906,40612453,0.0069265621832582,0.11,2.6437933902383395
down,Ergic2,chr6,148211419,148212430,0.03686375313744193,0.2,17.62067468439807
down,Esd,chr14,74732201,74732799,0.02301887893210696,0.12,10.143926104942636
down,Exoc6,chr19,37550468,37551056,0.00807610846616244,0.138,10.036747161925339
down,Exosc7,chr9,123112851,123113510,0.003049152432181299,0.176,7.001589085066318
down,Eya4,chr10,23349734,23350605,0.01404928994057242,0.176,15.859719289062184
down,Fam149a,chr8,45358440,45358699,0.00541346249219305,0.098,13.656210546389472
down,Fam169a,chr13,97071234,97072327,0.047964785181497764,0.22,0.0
down,Fam3c,chr6,22355660,22356335,0.046870035718523904,0.18,2.278694520784045
