chr,start,end,exo_signal,endo_signal,enrichment,genomic_region
chr7,129256599,129257189,0.5547945514301342,0.12742190081234592,0.5547945514301342,Plpp4 (protein_coding)
chr2,122028148,122029310,0.5547877921410227,0.5161558271033881,0.5547877921410227,Eif3j1 (protein_coding)
chr13,23760850,23762347,0.5547703310516967,0.6734628107455313,0.5547703310516967,Hist1h4a (protein_coding)
chr8,71595909,71596248,0.55452846867385,0.2233325576409806,0.55452846867385,Pgls (protein_coding)
chr7,34168005,34168648,0.5543518700882609,0.2309823019681742,0.5543518700882609,Uba2 (protein_coding)
chr15,12824443,12825348,0.5543457455273454,0.2647780182765893,0.5543457455273454,6030458C11Rik (protein_coding)
chr19,6987252,6987914,0.554341596111209,0.11313778292040161,0.554341596111209,Vegfb (protein_coding)
chr13,54564983,54565451,0.554316356905231,0.3843894628277706,0.554316356905231,4833439L19Rik (protein_coding)
chr13,30136321,30136780,0.5543155739464517,0.0542452235532363,0.5543155739464517,Mboat1 (protein_coding)
chr3,30595182,30595631,0.5540976283868455,0.2255706315289983,0.5540976283868455,1600017P15Rik (TEC)
chr5,74068022,74068767,0.5539872775978678,0.3712574624029765,0.5539872775978678,Usp46 (protein_coding)
chr9,72274676,72275402,0.553942107829964,0.7908320887946526,0.553942107829964,Gm27253 (lincRNA)
chr12,78748531,78749539,0.5538658399853559,0.1414956819727593,0.5538658399853559,Mpp5 (protein_coding)
chr9,49796790,49798520,0.5538174003864119,0.1529207584434057,0.5538174003864119,Ncam1 (protein_coding)
chr19,36348496,36349541,0.553753347610826,0.2041826835319181,0.553753347610826,Intergenic
chr9,108560318,108560774,0.5536415017032199,0.928970770891113,0.5536415017032199,Impdh2 (protein_coding)
chr12,99627694,99628084,0.5535045050190148,0.3988091786989581,0.5535045050190148,1700064M15Rik (lincRNA)
chr13,64369856,64370443,0.5534876458643674,0.2565021257331345,0.5534876458643674,Ctsl (protein_coding)
chr9,65032306,65033067,0.5533195280647809,0.2689111859453781,0.5533195280647809,Dpp8 (protein_coding)
chr6,88724239,88725142,0.5530961885220103,0.1485116358904491,0.5530961885220103,Gm26588 (antisense)
chr8,69716476,69716910,0.5530555781926856,0.5813108583992482,0.5530555781926856,"Near Zfp869 (protein_coding), 5752bp"
chr10,85957403,85957884,0.5529199643926681,0.0814992967678157,0.5529199643926681,Rtcb (protein_coding)
chr4,6365530,6365937,0.5528523649086805,0.39243550681587214,0.5528523649086805,Sdcbp (protein_coding)
chr9,98986178,98986886,0.5528079056441968,0.3822403382523748,0.5528079056441968,Faim (protein_coding)
chr3,93443613,93447951,0.5527445387751273,0.19643548529810537,0.5527445387751273,Gm37245 (lincRNA)
chr13,81782996,81783976,0.552546866418402,0.054190810483947305,0.552546866418402,Gm17259 (lincRNA)
chr4,134286686,134288017,0.5525442561769782,0.641849716452173,0.5525442561769782,Pdik1l (protein_coding)
chr5,129724924,129725505,0.5525358586476988,0.3567686524145265,0.5525358586476988,Gbas (protein_coding)
chr5,102069009,102070393,0.5524336302711974,0.4492035304959122,0.5524336302711974,Wdfy3 (protein_coding)
chr16,4558597,4559691,0.5522440476005351,0.431492336634582,0.5522440476005351,Tfap4 (protein_coding)
chr4,15945147,15945621,0.5522375746304597,0.2624534489083659,0.5522375746304597,Decr1 (protein_coding)
chr12,105032097,105033104,0.5521379610286727,0.3987361174983675,0.5521379610286727,Glrx5 (protein_coding)
chr13,98814432,98815475,0.552098315406325,0.1427601980619968,0.552098315406325,Fcho2 (protein_coding)
chr10,30200239,30200631,0.5520891448805401,0.2358044398157791,0.5520891448805401,Cenpw (protein_coding)
chr15,58872546,58873094,0.5520154633914136,0.3117156139823012,0.5520154633914136,Trmt12 (protein_coding)
chr8,11550493,11550785,0.5510219240460668,0.4352327066631812,0.5510219240460668,Cars2 (protein_coding)
chr2,109280614,109281111,0.5510078156866012,0.123905364136353,0.5510078156866012,Mettl15 (protein_coding)
chr7,5020228,5020739,0.5509837560713245,0.2975709981350333,0.5509837560713245,Gm44973 (protein_coding)
chr4,24966384,24966909,0.5509277818021172,0.3219432838070344,0.5509277818021172,C230012O17Rik (processed_transcript)
chr7,97579332,97580635,0.5506915912249271,0.4148997947698957,0.5506915912249271,Aamdc (protein_coding)
chr12,72070105,72071180,0.5505555933084134,0.5659084733500498,0.5505555933084134,Gpr135 (protein_coding)
chr17,56009070,56009607,0.5505275820479316,0.26923451158023287,0.5505275820479316,Mpnd (protein_coding)
chr19,32595558,32596215,0.5504802021205077,0.0373300585694737,0.5504802021205077,Intergenic
chr2,29251508,29253279,0.5503221349613533,0.1279463220976197,0.5503221349613533,Ntng2 (protein_coding)
chr6,28980917,28981694,0.5502396403173112,0.0501126680454388,0.5502396403173112,Gm3294 (lincRNA)
chr11,74723409,74724703,0.5499782189744697,0.3555121922054167,0.5499782189744697,Pafah1b1 (protein_coding)
chr4,148287455,148288257,0.5499393972790404,0.7327069852130698,0.5499393972790404,Ptchd2 (protein_coding)
chr19,47067602,47068485,0.5499209196157654,0.5184908207438208,0.5499209196157654,Taf5 (protein_coding)
chr2,121449023,121450074,0.5498704053578654,0.5428681714060009,0.5498704053578654,Serinc4 (protein_coding)
chr16,45408630,45408836,0.5498407483077642,0.2344090657444585,0.5498407483077642,Cd200 (protein_coding)
chr15,77841180,77842605,0.5497021584002109,0.8479988337105903,0.5497021584002109,Myh9 (protein_coding)
chr11,8624300,8624839,0.549683194150148,0.0,0.549683194150148,Tns3 (protein_coding)
chr8,33731779,33732587,0.5495078320642853,0.3003495716026705,0.5495078320642853,1700104B16Rik (lincRNA)
chr17,31296158,31296715,0.5490696649011941,0.17078026195045487,0.5490696649011941,Slc37a1 (protein_coding)
chr12,101912587,101913308,0.5488256553184274,0.46521980250152434,0.5488256553184274,Trip11 (protein_coding)
chrX,159255618,159256774,0.5487862353132809,0.3838766349219886,0.5487862353132809,Rps6ka3 (protein_coding)
chr7,25619128,25619635,0.548754286844817,0.2472299942163858,0.548754286844817,Atp5sl (protein_coding)
chr10,117845802,117846391,0.5486530281299307,0.2743891421447652,0.5486530281299307,Rap1b (protein_coding)
chr16,30387971,30389014,0.5486210990814956,0.38510357234734716,0.5486210990814956,Atp13a3 (protein_coding)
chr2,3512520,3513282,0.5486099459427819,0.2610075899926157,0.5486099459427819,Hspa14 (protein_coding)
chr9,75409190,75410295,0.5485895931614366,0.2236738096014507,0.5485895931614366,Mapk6 (protein_coding)
chr1,138619152,138619864,0.5485673629900306,0.3561341730646045,0.5485673629900306,Nek7 (protein_coding)
chr8,70302335,70302963,0.5484131993972357,0.0798445638206884,0.5484131993972357,Ddx49 (protein_coding)
chr7,16119940,16120208,0.5481888478287695,0.4752818060721935,0.5481888478287695,Kptn (protein_coding)
chr8,123982413,123983227,0.5481888478287695,0.7484191114968841,0.5481888478287695,Gm20388 (protein_coding)
chr2,153632538,153632819,0.5478841905628038,0.23120604908442177,0.5478841905628038,Commd7 (protein_coding)
chr19,46328195,46329586,0.5478010772979494,0.28582630493865,0.5478010772979494,Fbxl15 (protein_coding)
chr11,108920190,108922170,0.5477501999040386,0.1148062138825987,0.5477501999040386,Axin2 (protein_coding)
chr6,18030271,18030637,0.5474422159688848,0.0234821291557126,0.5474422159688848,Wnt2 (protein_coding)
chr19,8888448,8889270,0.5473688559428787,0.1060349356908041,0.5473688559428787,Lbhd1 (protein_coding)
chr9,56417670,56418224,0.5472786542281249,0.8673283940768022,0.5472786542281249,Peak1 (protein_coding)
chr9,108691975,108693007,0.5472213824409736,0.2890357928236957,0.5472213824409736,Prkar2a (protein_coding)
chr2,67565649,67566279,0.547220957920346,0.35202619051774886,0.547220957920346,B3galt1 (protein_coding)
chr4,21727555,21727838,0.54721678767927,0.2602111240595915,0.54721678767927,Ccnc (protein_coding)
chr9,106367642,106368000,0.5471758661137389,0.5118222853310893,0.5471758661137389,"Near Dusp7 (protein_coding), 632bp"
chr9,114401059,114401687,0.5470220232528495,0.34509381074951695,0.5470220232528495,Glb1 (protein_coding)
chr6,85137409,85137931,0.5469214326310445,0.2468972104375517,0.5469214326310445,Spr (protein_coding)
chr10,70598617,70600156,0.5466256744563264,0.2209569157493334,0.5466256744563264,Phyhipl (protein_coding)
chr13,94174104,94174682,0.5466162621909264,0.1278261897301659,0.5466162621909264,Lhfpl2 (protein_coding)
chr2,168281225,168281610,0.5464212010726278,0.1347881883217277,0.5464212010726278,Kcng1 (protein_coding)
chr15,83366863,83367533,0.5461106475104891,0.0288092359101559,0.5461106475104891,1700001L05Rik (lincRNA)
chr17,27840001,27840372,0.5459812640085718,0.5165121567781498,0.5459812640085718,Snrpc (protein_coding)
chr5,150593653,150594699,0.5457445787272645,0.1886201083845267,0.5457445787272645,N4bp2l1 (protein_coding)
chr2,13009969,13011291,0.5455856852304429,0.1993549568453668,0.5455856852304429,C1ql3 (protein_coding)
chr17,30575621,30576642,0.5454823816330611,0.36440169968569497,0.5454823816330611,Btbd9 (protein_coding)
chr9,51963071,51963638,0.5452145649431923,0.34896137282774636,0.5452145649431923,Fdx1 (protein_coding)
chr9,64020164,64023250,0.5451823098194196,0.09152239502806,0.5451823098194196,Smad6 (protein_coding)
chr4,97745808,97746126,0.5451465957673673,0.2712125085612571,0.5451465957673673,E130114P18Rik (protein_coding)
chr17,23673528,23673933,0.5451125319224086,0.45563529480887904,0.5451125319224086,Thoc6 (protein_coding)
chr18,7692915,7693417,0.5450098326831955,0.2744603705147197,0.5450098326831955,Intergenic
chr8,121829172,121829710,0.5447625565885523,0.4120354091819731,0.5447625565885523,Gm20388 (protein_coding)
chr18,61536383,61536677,0.5446630937668443,0.2684015036734099,0.5446630937668443,Arhgef37 (protein_coding)
chr1,72254745,72254986,0.5445437162451718,0.6021221794445675,0.5445437162451718,D230017M19Rik (lincRNA)
chr11,96977227,96977733,0.5443457641805118,0.30147883976516887,0.5443457641805118,Sp2 (protein_coding)
chr13,93498263,93499789,0.5443383320135402,0.3706806837247843,0.5443383320135402,Jmy (protein_coding)
chr15,102670744,102671157,0.5442886389116902,0.5170496562299975,0.5442886389116902,Atp5g2 (protein_coding)
chr6,29609123,29609957,0.5442023754649431,0.3326664183386123,0.5442023754649431,Tnpo3 (protein_coding)
chr13,43365435,43365643,0.5439553652374142,0.49258461156295164,0.5439553652374142,"Near Sirt5 (protein_coding), 5067bp"
chr1,57377474,57378019,0.54363256570236,0.4598460982349375,0.54363256570236,4930558J18Rik (lincRNA)
chr12,98574531,98575379,0.5434918557110346,0.27945285816209076,0.5434918557110346,Kcnk10 (protein_coding)
chr5,29568977,29569795,0.543221007193613,0.160834407076032,0.543221007193613,Ube3c (protein_coding)
chr3,54755446,54755887,0.5431633490174081,0.2751521053017779,0.5431633490174081,Smad9 (protein_coding)
chr3,7503335,7503745,0.5429321481774498,0.0606484266099599,0.5429321481774498,Zc2hc1a (protein_coding)
chr13,30544890,30545577,0.5428443968674901,0.539383893172309,0.5428443968674901,Uqcrfs1 (protein_coding)
chr15,76231985,76232943,0.5428197455947703,0.5316999614176595,0.5428197455947703,Plec (protein_coding)
chr4,84545328,84545724,0.5426404554589936,0.1582156515552797,0.5426404554589936,Bnc2 (protein_coding)
chr11,29130675,29130955,0.5425462125222007,0.3038715189173873,0.5425462125222007,Pnpt1 (protein_coding)
chr13,64432348,64432883,0.5425301104635584,0.4663106513182396,0.5425301104635584,Cdk20 (protein_coding)
chr11,78301498,78301859,0.542463471819848,0.6696795676594951,0.542463471819848,Spag5 (protein_coding)
chr6,107529694,107530211,0.5423914658480585,0.6741588626124336,0.5423914658480585,Lrrn1 (protein_coding)
chr16,58522891,58523592,0.5422402350248788,0.29121642065506653,0.5422402350248788,St3gal6 (protein_coding)
chr4,149137283,149137714,0.5420138939912768,0.3544370526873948,0.5420138939912768,Apitd1 (protein_coding)
chr11,82763856,82764791,0.5418981315051081,0.08725402971814,0.5418981315051081,Cct6b (protein_coding)
chr17,28621403,28622674,0.5418738353675504,0.3345038201947525,0.5418738353675504,Srpk1 (protein_coding)
chr12,79089334,79089734,0.5417658647883693,0.12306568417711822,0.5417658647883693,Pigh (protein_coding)
chr8,23157466,23157867,0.5417456862148686,0.2825475087814398,0.5417456862148686,Nkx6-3 (protein_coding)
chr12,103325060,103325688,0.5413738932389227,0.49683484828359237,0.5413738932389227,Asb2 (protein_coding)
chr11,4895282,4895833,0.5411252687162464,0.23166598233985292,0.5411252687162464,Thoc5 (protein_coding)
chr13,101694497,101694738,0.5403222642068992,0.1566450112328187,0.5403222642068992,Pik3r1 (protein_coding)
chr5,75574820,75576005,0.5402164180183073,0.3718560399116366,0.5402164180183073,Kit (protein_coding)
chr10,58812258,58814099,0.5400233901961047,0.117324403707923,0.5400233901961047,Gm9987 (pseudogene)
chr11,50174662,50175016,0.5399953167306039,0.1845652774258026,0.5399953167306039,3010026O09Rik (protein_coding)
chr12,84450694,84451029,0.539936152905369,0.6427759171106734,0.539936152905369,Aldh6a1 (protein_coding)
chr6,12748826,12749436,0.5398689256381386,0.4002499606060842,0.5398689256381386,Thsd7a (protein_coding)
chr5,142367314,142367870,0.5398326933734166,0.284060016574307,0.5398326933734166,Intergenic
chr5,145139590,145140829,0.5397745382794087,0.3547478093614996,0.5397745382794087,Pdap1 (protein_coding)
chr7,19094103,19094344,0.5397353733966197,0.4864043464927229,0.5397353733966197,"Near Six5 (protein_coding), 250bp"
chr8,95352141,95353477,0.5397247606843163,0.2125385657957347,0.5397247606843163,Mmp15 (protein_coding)
chr11,98768144,98768493,0.5392040587181319,0.1727679435305154,0.5392040587181319,Thra (protein_coding)
chr6,24955038,24956261,0.5391517375965496,0.41934763850332,0.5391517375965496,Tmem229a (protein_coding)
chr10,40024853,40025279,0.5391087975036384,0.1483333159790855,0.5391087975036384,Mfsd4b1 (protein_coding)
chr1,93803477,93804391,0.5391013608794353,0.5100241139630599,0.5391013608794353,Ing5 (protein_coding)
chr9,95511289,95512305,0.5390641440833361,0.3756157911787779,0.5390641440833361,U2surp (protein_coding)
chr17,84790283,84791020,0.7873332939244332,1.4608312450830514,0.5389625232719277,Lrpprc (protein_coding)
chr11,119299620,119300419,0.5389418141690567,0.2942093900796034,0.5389418141690567,Eif4a3 (protein_coding)
chr9,110879961,110880440,0.5389215793541575,0.1726302067721005,0.5389215793541575,Tmie (protein_coding)
chr2,39225719,39226492,0.5388796229753177,0.5738597328496555,0.5388796229753177,Ppp6c (protein_coding)
chr18,10617688,10618214,0.5388631042356451,0.118347245627737,0.5388631042356451,Snrpd1 (protein_coding)
chr11,101963804,101964286,0.5386882800147218,0.0780247938765337,0.5386882800147218,Sost (protein_coding)
chr4,111719931,111720309,0.5383120018612484,0.14163517043112162,0.5383120018612484,Spata6 (protein_coding)
chr5,121593162,121593688,0.5382835640899106,0.18094471765407982,0.5382835640899106,Aldh2 (protein_coding)
chr12,102948857,102949644,0.5382551345081554,0.386439374582385,0.5382551345081554,Unc79 (protein_coding)
chr7,116237285,116237897,0.5380051667890452,0.1946723125181159,0.5380051667890452,Plekha7 (protein_coding)
chr8,123653659,123654543,0.5379151797486408,0.38129832045149703,0.5379151797486408,Gm20388 (protein_coding)
chr16,27388783,27389263,0.5375232604446829,0.42867825450487085,0.5375232604446829,Ccdc50 (protein_coding)
chr10,4346779,4347002,0.5374712438426438,0.44211633589069277,0.5374712438426438,Akap12 (protein_coding)
chr13,54574961,54575474,0.5373183370311165,0.21983075150565182,0.5373183370311165,Arl10 (protein_coding)
chr9,82829654,82830312,0.5371032337547118,0.2917643393531878,0.5371032337547118,Irak1bp1 (protein_coding)
chr17,15396034,15396270,0.5370994218808385,0.1648361193605026,0.5370994218808385,Fam120b (protein_coding)
chr18,76929902,76930293,0.5370400845807989,0.311864775331747,0.5370400845807989,Ier3ip1 (protein_coding)
chr8,73352585,73353911,0.5369700320828295,0.23012273393690652,0.5369700320828295,Large (protein_coding)
chr13,56134753,56135783,0.5363525921257664,0.2191012889043582,0.5363525921257664,H2afy (protein_coding)
chr6,42349550,42350532,0.5360662075171718,0.11903786458292631,0.5360662075171718,Gm44284 (antisense)
chr13,49146510,49148166,0.5360616886748071,0.1884528290646228,0.5360616886748071,Wnk2 (protein_coding)
chr6,23253713,23254096,0.5358884960855873,0.0544173822092192,0.5358884960855873,"Near C130093G08Rik (TEC), 355bp"
chr5,135994792,135995197,0.5357491133221006,0.0,0.5357491133221006,Dtx2 (protein_coding)
chr11,121451878,121452245,0.5356713004616036,0.32502510532927675,0.5356713004616036,Tbcd (protein_coding)
chr17,31658101,31658997,0.5353821424671534,0.4146724350783703,0.5353821424671534,U2af1 (protein_coding)
chr2,101796406,101797658,0.535329394108039,0.2909986285811691,0.535329394108039,Prr5l (protein_coding)
chr4,45341989,45342797,0.5350664925719997,0.09570033616639681,0.5350664925719997,Exosc3 (protein_coding)
chr9,120110302,120110896,0.5350208522474946,0.5206538769593508,0.5350208522474946,Slc25a38 (protein_coding)
chr13,12105934,12107026,0.5349977583700052,0.0512347241452937,0.5349977583700052,Ryr2 (protein_coding)
chr2,133551963,133553485,0.534920104180849,0.1320848010784833,0.534920104180849,Bmp2 (protein_coding)
chr6,91116402,91117010,0.5348068161612756,0.4181712055257972,0.5348068161612756,Nup210 (protein_coding)
chr12,79006770,79007452,0.5347401925424207,0.0565514691208848,0.5347401925424207,Tmem229b (protein_coding)
chr7,16309424,16310589,0.5347218124294058,0.7770181644258527,0.5347218124294058,Bbc3 (protein_coding)
chr6,65778882,65779338,0.5346449668262089,0.3157584346061681,0.5346449668262089,Gm16838 (antisense)
chrX,73228176,73229138,0.5346170242932945,0.3805489942226074,0.5346170242932945,Xlr5a (protein_coding)
chr4,62583387,62583685,0.5346163259758798,0.923471321100564,0.5346163259758798,Rgs3 (protein_coding)
chr8,125734127,125734513,0.5345799084318066,0.3924828633586811,0.5345799084318066,Ntpcr (protein_coding)
chr6,25689798,25690221,0.534537365778982,0.053350379509792,0.534537365778982,Gpr37 (protein_coding)
chr12,59066731,59067474,0.5343752762444731,0.8073183304690382,0.5343752762444731,Pnn (protein_coding)
chr3,19310693,19311848,0.5342995433680269,0.1491651530818973,0.5342995433680269,Pde7a (protein_coding)
chr8,70522812,70523264,0.5342367364523699,0.4340177682839149,0.5342367364523699,Kxd1 (protein_coding)
chr12,111376967,111378223,0.5341839817805201,0.2621536965310709,0.5341839817805201,Cdc42bpb (protein_coding)
chr4,132308598,132308908,0.5341470350228186,0.3851675398188838,0.5341470350228186,Snhg12 (lincRNA)
chr11,51635615,51636047,0.5341163074149595,0.21535914871026268,0.5341163074149595,Rmnd5b (protein_coding)
chr12,87471872,87472369,0.5338210866053247,0.2882758251119662,0.5338210866053247,Snw1 (protein_coding)
chr2,27886163,27887152,0.5336173975671098,0.09275306781684531,0.5336173975671098,2810430I11Rik (processed_transcript)
chr10,82127959,82128352,0.5335492153451151,0.1510582218182851,0.5335492153451151,AU041133 (protein_coding)
chr7,35754059,35754561,0.5334748866209983,0.1824282049092037,0.5334748866209983,Dpy19l3 (protein_coding)
chr8,22653041,22653505,0.5332524239949888,0.2863714751862833,0.5332524239949888,Polb (protein_coding)
chr15,38470458,38471124,0.5331062576402015,0.22218555528963418,0.5331062576402015,Intergenic
chr1,131153025,131153329,0.532690231758082,0.21767773901976362,0.532690231758082,Eif2d (protein_coding)
chr13,51100417,51101588,0.5326668144388095,0.035256211814746,0.5326668144388095,Spin1 (protein_coding)
chr10,95414386,95417095,0.5326421937441435,0.0863765963151274,0.5326421937441435,Socs2 (protein_coding)
chr14,77874781,77874982,0.5325010434724115,0.0342876004617122,0.5325010434724115,Dnajc15 (protein_coding)
chr9,65215135,65215661,0.5324363011625989,0.5739608048445316,0.5324363011625989,Parp16 (protein_coding)
chr6,115360967,115362226,0.532359931076327,0.28719921396318826,0.532359931076327,Pparg (protein_coding)
chr15,99251675,99252222,0.5323577135793773,0.5911691651622453,0.5323577135793773,Mcrs1 (protein_coding)
chr2,152413861,152415027,0.5322322089157219,0.2272597998978741,0.5322322089157219,Zcchc3 (protein_coding)
chr4,150569249,150570024,0.532026607022508,0.18725910852394162,0.532026607022508,Rere (protein_coding)
chr13,65240832,65242629,0.5318083764408854,0.6546589356762649,0.5318083764408854,RP23-414P13.3 (lincRNA)
chr15,78913720,78914620,0.5317874322531342,0.4549788722969794,0.5317874322531342,Sh3bp1 (protein_coding)
chr9,8042441,8042712,0.5315826039927747,0.27877027035408863,0.5315826039927747,9230110C19Rik (protein_coding)
chr18,89769144,89769598,0.5315025072397095,0.1345128446131994,0.5315025072397095,Dok6 (protein_coding)
chr7,34912334,34912634,0.5313375315037454,0.31242526493835143,0.5313375315037454,Pepd (protein_coding)
chr13,36578632,36578863,0.5312859199684629,0.1489899526134592,0.5312859199684629,Intergenic
chr11,69901313,69902309,0.5310603525643828,0.8006502619557758,0.5310603525643828,Neurl4 (protein_coding)
chr3,67463663,67464017,0.5310337646603474,0.3337093947272841,0.5310337646603474,Gfm1 (protein_coding)
chr14,30825527,30826045,0.530966380594725,0.2286496166293766,0.530966380594725,Tmem110 (protein_coding)
chr2,18766909,18767399,0.5309583705183983,0.25379955015362593,0.5309583705183983,"Near Gm20539 (processed_transcript), 6047bp"
chr7,119720228,119720874,0.5308743189925836,0.3994127986313916,0.5308743189925836,Thumpd1 (protein_coding)
chr5,123683511,123684372,0.5307848432086782,0.16518052437909442,0.5307848432086782,Clip1 (protein_coding)
chr2,10080057,10080881,0.5307192470009583,0.1872242936459002,0.5307192470009583,Atp5c1 (protein_coding)
chr6,30896366,30896954,0.5305701047675802,0.5095770699617617,0.5305701047675802,Copg2 (protein_coding)
chr10,92722069,92722472,0.5305234656062106,0.4051333912206217,0.5305234656062106,Nedd1 (protein_coding)
chr7,130546808,130547429,0.5304947691926857,0.2910212065882954,0.5304947691926857,Fgfr2 (protein_coding)
chr1,172082539,172083159,0.5302848955821373,0.16050207696409,0.5302848955821373,Ncstn (protein_coding)
chr9,119357454,119357911,0.5299184556150962,0.39832714155602467,0.5299184556150962,Slc22a14 (protein_coding)
chr12,112808849,112809293,0.529786471199259,0.4718136970624056,0.529786471199259,BC022687 (protein_coding)
chr2,138256536,138257223,0.5296987636889636,0.4536680180401703,0.5296987636889636,Btbd3 (protein_coding)
chr2,130423677,130424824,0.5294573630043657,0.1568969446373235,0.5294573630043657,Pced1a (protein_coding)
chr5,69340370,69341700,0.5294306703446966,0.0155542251116296,0.5294306703446966,Kctd8 (protein_coding)
chrX,160137967,160138457,0.5293455013932933,0.2873412528254479,0.5293455013932933,Pdha1 (protein_coding)
chr13,22050952,22051408,0.5293006135784921,0.42479402394372906,0.5293006135784921,"Near Vmn1r-ps92 (unprocessed_pseudogene), 5938bp"
chr13,8995785,8996419,0.5291098525813183,0.3523591086503788,0.5291098525813183,Gtpbp4 (protein_coding)
chr7,125444606,125445208,0.5290423730832546,0.44301647445341785,0.5290423730832546,Kdm8 (protein_coding)
chr10,75667304,75668076,0.5289390410268723,0.2361180265041063,0.5289390410268723,Cabin1 (protein_coding)
chr7,25248940,25250918,0.5289046964126255,0.8588955790700242,0.5289046964126255,Erf (protein_coding)
chr18,61398498,61400742,0.5288657344008831,0.6162146653136273,0.5288657344008831,Ppargc1b (protein_coding)
chr3,14533765,14534090,0.5282370314981484,0.15890677734343062,0.5282370314981484,Lrrcc1 (protein_coding)
chr11,78490642,78491181,0.5281941549194988,0.0685752009234244,0.5281941549194988,Sarm1 (protein_coding)
chr4,132843061,132843386,0.5281794270411745,0.1710872528753749,0.5281794270411745,Ppp1r8 (protein_coding)
chr2,52675642,52676610,0.528158766817267,0.2172964013704529,0.528158766817267,Cacnb4 (protein_coding)
chr15,98933890,98934683,0.5281268078782726,0.4849646876371314,0.5281268078782726,Tuba1b (protein_coding)
chr16,18234755,18235310,0.5281062471040353,0.2151064496009233,0.5281062471040353,Zdhhc8 (protein_coding)
chr10,86704861,86705966,0.5280254004830085,0.44254126429120355,0.5280254004830085,Hsp90b1 (protein_coding)
chr18,77064940,77065874,0.5279989203315866,0.2965685616731805,0.5279989203315866,Pias2 (protein_coding)
chrX,7728374,7728692,0.5277658361675237,0.3902931469217912,0.5277658361675237,Gm45208 (protein_coding)
chr9,106891554,106892561,0.5627827387455763,1.0664999045303878,0.5276913165720222,Manf (protein_coding)
chr13,89739366,89739817,0.5275400628611129,0.2874469325746975,0.5275400628611129,Vcan (protein_coding)
chr8,79294468,79295312,0.527415301381707,0.3383887464194245,0.527415301381707,Mmaa (protein_coding)
chr7,145206283,145206588,0.5273844211696541,0.200015789914148,0.5273844211696541,Tpcn2 (protein_coding)
chr10,94035339,94036559,0.5273536744072259,0.359530275198062,0.5273536744072259,Vezt (protein_coding)
chr1,97976934,97977255,0.5272760571645458,0.2603035371008096,0.5272760571645458,Pam (protein_coding)
chr17,15498096,15498416,0.5272348955278123,0.4451175356401824,0.5272348955278123,Psmb1 (protein_coding)
chr13,23738708,23739340,0.5271445514848823,0.3632160536415764,0.5271445514848823,Hist1h1c (protein_coding)
chr4,135433567,135434340,0.5270750541345945,0.2269353882060034,0.5270750541345945,Rcan3 (protein_coding)
chr19,8774317,8774992,0.527065748761896,0.1867116001086486,0.527065748761896,Taf6l (protein_coding)
chr4,115827936,115828455,0.5269916094587894,0.412608254570474,0.5269916094587894,Mob3c (protein_coding)
chr2,168280659,168281123,0.5266468748688966,0.0778064673624173,0.5266468748688966,Kcng1 (protein_coding)
chr17,79052193,79052787,0.5264532071478516,0.320205693576495,0.5264532071478516,Qpct (protein_coding)
chr11,85310616,85310817,0.5264046055609192,0.1066370830334051,0.5264046055609192,"Near Ppm1d (protein_coding), 427bp"
chr11,68384928,68386726,0.5263139777193786,0.2900046521720496,0.5263139777193786,Ntn1 (protein_coding)
chr5,123076180,123076770,0.5261477812656417,0.3652234788907459,0.5261477812656417,Gm26745 (lincRNA)
chr14,52279159,52280006,0.5260264309490988,0.343289245201258,0.5260264309490988,Rab2b (protein_coding)
chr19,59943171,59943897,0.5259465747614521,0.1035958332468758,0.5259465747614521,Rab11fip2 (protein_coding)
chr1,155158548,155159280,0.5257490630117956,0.4267304726125535,0.5257490630117956,Stx6 (protein_coding)
chr4,153974583,153975622,0.5257288059180337,0.2647725245523856,0.5257288059180337,Dffb (protein_coding)
chr6,137734936,137735602,0.5254341452924832,0.2625979483455234,0.5254341452924832,Strap (protein_coding)
chr4,155704961,155705774,0.5253007061825812,0.2943905786489982,0.5253007061825812,Ssu72 (protein_coding)
chr8,111299505,111300477,0.5250927773946067,0.1651675063299316,0.5250927773946067,Rfwd3 (protein_coding)
chr1,89930082,89931398,0.5250521086995771,0.528629535231869,0.5250521086995771,Gbx2 (protein_coding)
chr7,140856078,140856825,0.524980570208895,0.30095007284816777,0.524980570208895,RP23-114A6.7 (protein_coding)
chr4_JH584295_random,1299,1700,0.524943868728065,0.6347723196969084,0.524943868728065,Intergenic
chr18,31609342,31609965,0.5248720893360204,0.0798445638206884,0.5248720893360204,Slc25a46 (protein_coding)
chr11,70451835,70452269,0.5248604759564438,0.2265282363837048,0.5248604759564438,Med11 (protein_coding)
chr7,16272668,16273703,0.5247865183508582,0.2677834807661807,0.5247865183508582,Inafm1 (protein_coding)
chr2,102658650,102659347,0.5247171202506506,0.4840123961780067,0.5247171202506506,Slc1a2 (protein_coding)
chr17,32283950,32284830,0.5247137952601416,0.1237123724879518,0.5247137952601416,Brd4 (protein_coding)
chr16,10192719,10193313,0.5246888096075637,0.1592300139558353,0.5246888096075637,Atf7ip2 (protein_coding)
chr1,125911448,125912249,0.5245525499622825,0.2142218153294556,0.5245525499622825,Lypd1 (protein_coding)
chr7,12977841,12978296,0.5245286303995089,0.2423907993165677,0.5245286303995089,Zfp446 (protein_coding)
chr5,108448630,108448906,0.5245096383636101,0.4610364875383841,0.5245096383636101,Mfsd7a (protein_coding)
