"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr7",90200778,90201778,1001,"+","Gm45220",0,0,12.9398379192352,-0.113385838,0.671805978,FALSE,"Exon (ENSMUST00000207847.1/ENSMUST00000207847.1, exon 1 of 1)",7,90195232,90197006,1775,1,"233489","ENSMUST00000208127.1",5546,"ENSMUSG00000039361","Picalm","phosphatidylinositol binding clathrin assembly protein"
"chr10",78184649,78185649,1001,"-","Pwp2",0,0,36.2980982993444,0.080059122,0.67086662,FALSE,"Promoter (<=1kb)",10,78170909,78185149,14241,2,"110816","ENSMUST00000042556.10",0,"ENSMUSG00000032834","Pwp2","PWP2 periodic tryptophan protein homolog (yeast)"
"chr6",113531152,113532152,1001,"-","Emc3",0.599715682646555,16.0054086914062,26.6883277435303,-0.042268768,0.669107701,FALSE,"Promoter (<=1kb)",6,113531682,113597017,65336,1,"211651","ENSMUST00000036340.11",0,"ENSMUSG00000034023","Fancd2","Fanconi anemia, complementation group D2"
"chr5",74531259,74532259,1001,"-","Scfd2",0,0,20.5066920115153,-0.08319654,0.668339802,FALSE,"Promoter (<=1kb)",5,74204816,74531749,326934,2,"212986","ENSMUST00000072857.12",0,"ENSMUSG00000062110","Scfd2","Sec1 family domain containing 2"
"chr11",120378264,120379264,1001,"-","Faap100",0,0,42.0649728698731,-0.077031936,0.6683014,FALSE,"Promoter (<=1kb)",11,120369055,120378735,9681,2,"71885","ENSMUST00000135635.7",0,"ENSMUSG00000025384","Faap100","Fanconi anemia core complex associated protein 100"
"chr6",145240727,145241727,1001,"-","Gm44164",0,0,16.4128163464864,-0.115087574,0.66814798,FALSE,"Exon (ENSMUST00000203605.1/ENSMUST00000203605.1, exon 1 of 1)",6,145220297,145250170,29874,2,"16653","ENSMUST00000156486.1",9443,"ENSMUSG00000030265","Kras","Kirsten rat sarcoma viral oncogene homolog"
"chr1",128088831,128089831,1001,"-","Gm37625",0,0,8.78608905315399,0.15788326,0.66814798,FALSE,"Exon (ENSMUST00000194969.1/ENSMUST00000194969.1, exon 1 of 1)",1,128057856,128102454,44599,2,"226409","ENSMUST00000124876.1",13623,"ENSMUSG00000036086","Zranb3","zinc finger, RAN-binding domain containing 3"
"chr10",99184110,99185110,1001,"-","Gm16239",0,0,24.6515872605642,-0.208044467,0.66814798,FALSE,"Exon (ENSMUST00000160182.1/ENSMUST00000160182.1, exon 1 of 4)",10,99192892,99196850,3959,1,"382406","ENSMUST00000162847.1",-8782,"ENSMUSG00000019952","Poc1b","POC1 centriolar protein B"
"chr7",101353939,101354939,1001,"-","Gm45548",0,0,25.6071746028264,-0.201768951,0.66814798,FALSE,"Exon (ENSMUST00000210076.1/ENSMUST00000210076.1, exon 1 of 1)",7,101348067,101411894,63828,1,"69710","ENSMUST00000107010.8",6872,"ENSMUSG00000032812","Arap1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"chr5",143897185,143898185,1001,"-","Ankrd61",0,0,24.2587500651677,-0.205179741,0.668106969,FALSE,"Promoter (<=1kb)",5,143890743,143897685,6943,2,"66729","ENSMUST00000110718.1",0,"ENSMUSG00000029607","Ankrd61","ankyrin repeat domain 61"
"chr13",106851400,106852400,1001,"+","Gm28988",0,0,16.6480121167501,-0.122190203,0.667466341,FALSE,"Promoter (2-3kb)",13,106842089,106848464,6376,2,"76582","ENSMUST00000185993.1",-2936,"ENSMUSG00000042590","Ipo11","importin 11"
"chr1",42712954,42713954,1001,"-","Pantr2",0,0,44.7851031945546,-0.13669536,0.66683638,FALSE,"Promoter (<=1kb)",1,42707061,42713454,6394,2,"66620","ENSMUST00000180589.1",0,NA,"Pantr2","POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2"
"chr5",113904398,113905398,1001,"-","Gm43336",0,0,7.87421176592509,-0.105608636,0.666748852,FALSE,"Exon (ENSMUST00000200487.1/ENSMUST00000200487.1, exon 1 of 1)",5,113877063,113908645,31583,2,"23790","ENSMUST00000171630.1",4247,"ENSMUSG00000004530","Coro1c","coronin, actin binding protein 1C"
"chr11",102319242,102320242,1001,"-","Ubtf",0,0,34.8504973417918,0.04173172,0.666174019,FALSE,"Promoter (<=1kb)",11,102306486,102319742,13257,2,"21429","ENSMUST00000173870.7",0,"ENSMUSG00000020923","Ubtf","upstream binding transcription factor, RNA polymerase I"
"chr5",107807207,107808207,1001,"-","Gm43593",0,0,10.8053513180415,-0.127307452,0.666174019,FALSE,"Promoter (2-3kb)",5,107747276,107809782,62507,2,"14020","ENSMUST00000155897.7",2575,"ENSMUSG00000011831","Evi5","ecotropic viral integration site 5"
"chr18",12941341,12942341,1001,"-","Osbpl1a",0,0,34.3044091466268,-0.06295505,0.664833056,FALSE,"Promoter (<=1kb)",18,12755314,12941841,186528,2,"64291","ENSMUST00000074352.10",0,"ENSMUSG00000044252","Osbpl1a","oxysterol binding protein-like 1A"
"chr2",90747463,90748463,1001,"-","Rpl30-ps3",0,0,17.9913549067179,0.177416583,0.663996859,FALSE,"Promoter (2-3kb)",2,90745604,90776475,30872,1,"55935","ENSMUST00000123314.7",2859,"ENSMUSG00000008200","Fnbp4","formin binding protein 4"
"chr8",26082109,26083109,1001,"+","1700047A11Rik",0,0,19.4882637221018,-0.219129043,0.663996859,FALSE,"Promoter (<=1kb)",8,26082609,26096522,13914,1,"76604","ENSMUST00000153552.8",0,"ENSMUSG00000085437","1700047A11Rik","RIKEN cDNA 1700047A11 gene"
"chr6",113724723,113725723,1001,"+","Gm44053",0,0,10.9600569445292,0.17314614,0.66394492,FALSE,"Exon (ENSMUST00000203364.1/ENSMUST00000203364.1, exon 1 of 1)",6,113716119,113719880,3762,2,"58991","ENSMUST00000064993.7",-4843,"ENSMUSG00000064177","Ghrl","ghrelin"
"chr11",108181350,108182350,1001,"+","Gm11655",0,0,18.7119384002686,0.160106185,0.663629949,FALSE,"Exon (ENSMUST00000153899.1/ENSMUST00000153899.1, exon 1 of 5)",11,108343354,108395905,52552,1,"11818","ENSMUST00000133383.7",-161004,"ENSMUSG00000000049","Apoh","apolipoprotein H"
"chr10",62761251,62762251,1001,"+","Gm48145",0,0,2.9731634572347,0.183325548,0.663500135,FALSE,"Promoter (<=1kb)",10,62753273,62760349,7077,2,"67500","ENSMUST00000220236.1",-902,"ENSMUSG00000020074","Ccar1","cell division cycle and apoptosis regulator 1"
"chr8",121829069,121830069,1001,"-","Klhdc4",0,0,32.5600277166367,0.08527185,0.663455711,FALSE,"Promoter (<=1kb)",8,121796313,121829569,33257,2,"234825","ENSMUST00000045884.16",0,"ENSMUSG00000040263","Klhdc4","kelch domain containing 4"
"chr10",53613869,53614869,1001,"+","4930466K18Rik",0,0,14.2511923875809,0.131101468,0.663455711,FALSE,"Promoter (<=1kb)",10,53608249,53612952,4704,2,"71567","ENSMUST00000219841.2",-917,"ENSMUSG00000058298","Mcm9","minichromosome maintenance 9 homologous recombination repair factor"
"chr4",106315713,106316713,1001,"+","Usp24",0,0,27.9823724870682,-0.040034503,0.662562976,FALSE,"Promoter (<=1kb)",4,106316213,106441317,125105,1,"329908","ENSMUST00000165709.7",0,"ENSMUSG00000028514","Usp24","ubiquitin specific peptidase 24"
"chr9",110040680,110041680,1001,"+","Gm42432",0,0,13.8928718439738,0.166948145,0.662520037,FALSE,"Exon (ENSMUST00000197902.1/ENSMUST00000197902.1, exon 1 of 1)",9,110036742,110072705,35964,1,"17758","ENSMUST00000163190.7",3938,"ENSMUSG00000032479","Map4","microtubule-associated protein 4"
"chr3",94477795,94478795,1001,"+","Celf3",0,0,35.3905151224136,0.155991733,0.661955195,FALSE,"Promoter (<=1kb)",3,94478295,94485318,7024,1,"78784","ENSMUST00000199884.4",0,"ENSMUSG00000028137","Celf3","CUGBP, Elav-like family member 3"
"chr8",105660287,105661287,1001,"-","Gm5915",0,0,27.0301837759018,0.202674561,0.661955195,FALSE,"Promoter (<=1kb)",8,105660334,105660787,454,2,"102635661","ENSMUST00000116136.2",0,NA,"Gm5915","myosin light polypeptide 6-like"
"chr2",12391983,12392983,1001,"-","Gm38014",0,0,18.1263984133403,-0.183352268,0.661732512,FALSE,"Exon (ENSMUST00000193349.1/ENSMUST00000193349.1, exon 1 of 1)",2,12347918,12397885,49968,2,"66960","ENSMUST00000137082.7",5902,"ENSMUSG00000026767","Mindy3","MINDY lysine 48 deubiquitinase 3"
"chr9",96040173,96041173,1001,"-","Gm28085",0,0,8.28865666834513,0.160039647,0.661184898,FALSE,"Exon (ENSMUST00000189281.1/ENSMUST00000189281.1, exon 1 of 3)",9,95973517,95978333,4817,1,"24127","ENSMUST00000189806.1",67656,"ENSMUSG00000032410","Xrn1","5'-3' exoribonuclease 1"
"chr7",120874798,120875798,1001,"-","Gm15774",0,0,26.0910298728943,0.194296324,0.661002642,FALSE,"Promoter (1-2kb)",7,120876220,120880327,4108,1,"13631","ENSMUST00000125828.2",-1422,"ENSMUSG00000035064","Eef2k","eukaryotic elongation factor-2 kinase"
"chr1",180020562,180021562,1001,"+","Gm38169",0,0,8.93380357615153,0.165407982,0.660797196,FALSE,"Exon (ENSMUST00000191822.1/ENSMUST00000191822.1, exon 1 of 1)",1,179990740,180038386,47647,1,"226751","ENSMUST00000132894.2",29822,"ENSMUSG00000026490","Cdc42bpa","CDC42 binding protein kinase alpha"
"chr12",85273786,85274786,1001,"+","Zc2hc1c",0,0,24.7696392822266,-0.197597548,0.660014223,FALSE,"Intron (ENSMUST00000008966.12/66204, intron 2 of 2)",12,85235380,85270599,35220,2,"217716","ENSMUST00000220854.1",-3187,"ENSMUSG00000021245","Mlh3","mutL homolog 3"
"chr1",151444805,151445805,1001,"+","Gm37893",0,0,21.6150475056966,0.126372018,0.659340044,FALSE,"Promoter (2-3kb)",1,151442393,151442450,58,1,"102466847","ENSMUST00000198467.1",2412,"ENSMUSG00000106406","Mir7682","microRNA 7682"
"chr4",94649644,94650644,1001,"-","Lrrc19",0,0,14.8763729813894,0.142726729,0.658226811,FALSE,"Promoter (<=1kb)",4,94636653,94650116,13464,2,"100061","ENSMUST00000107101.1",0,"ENSMUSG00000049799","Lrrc19","leucine rich repeat containing 19"
"chr12",98761548,98762548,1001,"+","9430031K09Rik",0,0,3.45569052378337,0.15609218,0.658226811,FALSE,"Promoter (1-2kb)",12,98760374,98786847,26474,1,"75553","ENSMUST00000221532.1",1174,"ENSMUSG00000021012","Zc3h14","zinc finger CCCH type containing 14"
"chr8",72140320,72141320,1001,"-","Gm26586",0,0,11.0952200444539,0.1530861,0.658035421,FALSE,"Exon (ENSMUST00000181918.1/ENSMUST00000181918.1, exon 1 of 2)",8,72135808,72153140,17333,1,"326618","ENSMUST00000238492.1",5512,"ENSMUSG00000031799","Tpm4","tropomyosin 4"
"chr12",72070625,72071625,1001,"-","Gpr135",0,0,18.1733851051331,-0.15749088,0.657685379,FALSE,"Promoter (<=1kb)",12,72067976,72071125,3150,2,"238252","ENSMUST00000050649.5",0,"ENSMUSG00000043398","Gpr135","G protein-coupled receptor 135"
"chr7",19392218,19393218,1001,"-","Gm26852",0,0,21.5320675462087,-0.173439253,0.657602751,FALSE,"Promoter (1-2kb)",7,19393430,19394786,1357,1,"13871","ENSMUST00000135693.1",-1212,"ENSMUSG00000030400","Ercc2","excision repair cross-complementing rodent repair deficiency, complementation group 2"
"chr14",52015158,52016158,1001,"+","Tmem253",0,0,19.4023597418467,-0.147216322,0.657511909,FALSE,"Promoter (<=1kb)",14,52009274,52015126,5853,2,"69890","ENSMUST00000226527.1",-32,"ENSMUSG00000049295","Zfp219","zinc finger protein 219"
"chr17",51761121,51762121,1001,"-","C230085N15Rik",0,0,3.85753084182739,-0.192064465,0.657261387,FALSE,"Exon (ENSMUST00000194893.1/ENSMUST00000194893.1, exon 1 of 1)",17,51739988,51742266,2279,2,"20230","ENSMUST00000137697.1",-19855,"ENSMUSG00000023927","Satb1","special AT-rich sequence binding protein 1"
"chr14",60215919,60216919,1001,"-","Gm47694",0,0,19.7980672966639,0.106652146,0.657236669,FALSE,"Exon (ENSMUST00000225931.1/ENSMUST00000225931.1, exon 1 of 1)",14,60228806,60228915,110,2,"751526","ENSMUST00000102315.1",12996,"ENSMUSG00000076270","Mir719","microRNA 719"
"chr13",67360105,67361105,1001,"-","Zfp953",0,0,27.4498596874873,-0.097381949,0.655793178,FALSE,"Promoter (<=1kb)",13,67317942,67360536,42595,2,"218314","ENSMUST00000044819.6",0,"ENSMUSG00000057842","Zfp595","zinc finger protein 595"
"chr8",83457891,83458891,1001,"-","Scoc",0,0,6.82833086808523,-0.06466946,0.655146332,FALSE,"Promoter (<=1kb)",8,83434495,83458349,23855,2,"56367","ENSMUST00000081506.10",0,"ENSMUSG00000063253","Scoc","short coiled-coil protein"
"chr19",4710667,4711667,1001,"+","Sptbn2",0,0,20.6362877788544,-0.107572689,0.655146332,FALSE,"Promoter (<=1kb)",19,4711167,4752360,41194,1,"20743","ENSMUST00000008991.7",0,"ENSMUSG00000067889","Sptbn2","spectrin beta, non-erythrocytic 2"
"chr3",41001934,41002934,1001,"+","Gm42436",0,0,0.38015398979187,-0.190647045,0.655146332,FALSE,"Exon (ENSMUST00000198804.1/ENSMUST00000198804.1, exon 1 of 1)",3,40971637,40977376,5740,1,"214048","ENSMUST00000191998.1",30297,"ENSMUSG00000025762","Larp1b","La ribonucleoprotein 1B"
"chr9",44617753,44618753,1001,"+","E030022I16Rik",0,0,15.9517072432836,0.087173115,0.654245815,FALSE,"Exon (ENSMUST00000215131.1/ENSMUST00000215131.1, exon 1 of 1)",9,44604897,44633416,28520,1,"13209","ENSMUST00000213697.1",12856,"ENSMUSG00000032097","Ddx6","DEAD-box helicase 6"
"chr17",51770943,51771943,1001,"-","Gm36931",0,0,24.9952906153997,-0.187747001,0.654004831,FALSE,"Exon (ENSMUST00000192997.1/ENSMUST00000192997.1, exon 1 of 1)",17,51739988,51742266,2279,2,"20230","ENSMUST00000137697.1",-29677,"ENSMUSG00000023927","Satb1","special AT-rich sequence binding protein 1"
"chr9",73023793,73024793,1001,"+","Gm38192",0,0,8.13802110036214,-0.225760415,0.653985153,FALSE,"Exon (ENSMUST00000194364.1/ENSMUST00000194364.1, exon 1 of 1)",9,73029106,73032145,3040,2,"55981","ENSMUST00000183587.1",7352,"ENSMUSG00000079469","Pigb","phosphatidylinositol glycan anchor biosynthesis, class B"
"chr18",64489751,64490751,1001,"-","Fech",0,0,24.0368079020182,0.055665043,0.653839802,FALSE,"Promoter (<=1kb)",18,64457722,64490251,32530,2,"14151","ENSMUST00000237358.1",0,"ENSMUSG00000024588","Fech","ferrochelatase"
"chr9",107551055,107552055,1001,"+","Rassf1",0,0,44.8434687868754,0.126717971,0.653766001,FALSE,"Promoter (<=1kb)",9,107551555,107562267,10713,1,"56289","ENSMUST00000093786.8",0,"ENSMUSG00000010067","Rassf1","Ras association (RalGDS/AF-6) domain family member 1"
"chr17",59012872,59013872,1001,"-","Nudt12",0,0,7.80187837409973,0.133063407,0.653766001,FALSE,"Promoter (<=1kb)",17,58999618,59013372,13755,2,"67993","ENSMUST00000025065.11",0,"ENSMUSG00000024228","Nudt12","nudix hydrolase 12"
"chr6",71963275,71964275,1001,"-","Gm26628",0,0,14.9786748123169,-0.168834009,0.653588263,FALSE,"Promoter (2-3kb)",6,71961540,71984935,23396,1,"20019","ENSMUST00000205517.1",2735,"ENSMUSG00000049553","Polr1a","polymerase (RNA) I polypeptide A"
"chr5",114774483,114775483,1001,"-","4930515G01Rik",0,0,30.1979456748962,-0.195847681,0.653436729,FALSE,"Promoter (<=1kb)",5,114773737,114774983,1247,2,"67642","ENSMUST00000173208.1",0,"ENSMUSG00000092183","4930515G01Rik","RIKEN cDNA 4930515G01 gene"
"chr15",68336930,68337930,1001,"-","Gm26621",0,0,17.4580856513977,0.161456056,0.652937647,FALSE,"Promoter (<=1kb)",15,68334715,68337430,2716,2,"387226","ENSMUST00000194661.1",0,"ENSMUSG00000065476","Mir30b","microRNA 30b"
"chrX",60547519,60548519,1001,"+","Gm715",0,0,17.8204754209518,0.184768519,0.652708933,FALSE,"Promoter (<=1kb)",20,60548019,60548849,831,1,"279618","ENSMUST00000117865.1",0,"ENSMUSG00000082226","Gm715","predicted gene 715"
"chr6",134171507,134172507,1001,"-","Gm17088",0,0,13.0608306182226,0.200006338,0.65127594,FALSE,"Exon (ENSMUST00000164616.1/ENSMUST00000164616.1, exon 1 of 2)",6,134233600,134262019,28420,1,"14011","ENSMUST00000169529.1",-62093,"ENSMUSG00000030199","Etv6","ets variant 6"
"chr1",128162714,128163714,1001,"+","Gm37407",0,0,8.60514314015706,0.182630602,0.650329418,FALSE,"Exon (ENSMUST00000187900.6/226412, exon 5 of 16)",1,128151814,128179182,27369,1,"226412","ENSMUST00000189317.2",10900,"ENSMUSG00000056211","R3hdm1","R3H domain containing 1"
"chr12",102866989,102867989,1001,"-","Gm7143",0,0,7.00357944901784,0.185632234,0.649500469,FALSE,"Exon (ENSMUST00000222811.1/ENSMUST00000222811.1, exon 1 of 1)",12,102784638,102878278,93641,2,"238386","ENSMUST00000045652.7",11289,"ENSMUSG00000041702","Btbd7","BTB domain containing 7"
"chr18",31803590,31804590,1001,"+","Wdr33",0,0,45.0925733470917,0.045887158,0.649222431,FALSE,"Promoter (<=1kb)",18,31804090,31828852,24763,1,"74320","ENSMUST00000234302.1",0,"ENSMUSG00000024400","Wdr33","WD repeat domain 33"
"chr15",99427201,99428201,1001,"+","Nckap5los",0,0,32.0456267166138,-0.250001306,0.648382684,FALSE,"Promoter (2-3kb)",15,99423615,99424537,923,2,"380969","ENSMUST00000161004.1",-2664,"ENSMUSG00000023009","Nckap5l","NCK-associated protein 5-like"
"chr4",58912249,58913249,1001,"-","Ecpas",0,0,22.6953510551453,0.036694046,0.648127182,FALSE,"Promoter (<=1kb)",4,58798911,58912749,113839,2,"230249","ENSMUST00000102889.9",0,"ENSMUSG00000050812","Ecpas","Ecm29 proteasome adaptor and scaffold"
"chr6",119543847,119544847,1001,"-","Wnt5b",0,0,12.5836065686544,0.200163905,0.647724637,FALSE,"Promoter (<=1kb)",6,119432531,119544347,111817,2,"22419","ENSMUST00000178696.7",0,"ENSMUSG00000030170","Wnt5b","wingless-type MMTV integration site family, member 5B"
"chr14",61669631,61670631,1001,"-","Gm37420",0,0,10.6460907408396,0.086157282,0.646740105,FALSE,"Exon (ENSMUST00000195332.1/ENSMUST00000195332.1, exon 1 of 1)",14,61603472,61682302,78831,2,"668253","ENSMUST00000183066.7",12671,"ENSMUSG00000097589","Dleu2","deleted in lymphocytic leukemia, 2"
"chr5",66346725,66347725,1001,"-","Gm43793",0,0,15.8437138223648,0.149978739,0.646543301,FALSE,"Exon (ENSMUST00000201645.1/ENSMUST00000201645.1, exon 1 of 1)",5,66301872,66337682,35811,2,"11787","ENSMUST00000160775.7",-10043,"ENSMUSG00000029207","Apbb2","amyloid beta precursor protein binding family B member 2"
"chr10",62421991,62422991,1001,"-","Hkdc1",0,0,25.3299132137299,0.168720472,0.645737436,FALSE,"Promoter (<=1kb)",10,62383137,62422491,39355,2,"216019","ENSMUST00000020277.8",0,"ENSMUSG00000020080","Hkdc1","hexokinase domain containing 1"
"chr6",113606975,113607975,1001,"+","Gm44200",0,0,6.54443540414174,0.181660957,0.644750707,FALSE,"Promoter (2-3kb)",6,113604772,113616951,12180,1,"101314","ENSMUST00000035725.6",2203,"ENSMUSG00000033940","Brk1","BRICK1, SCAR/WAVE actin-nucleating complex subunit"
"chr18",60560236,60561236,1001,"+","Rbm22",0,0,35.9207885157267,-0.059860205,0.643926803,FALSE,"Promoter (<=1kb)",18,60560736,60572810,12075,1,"66810","ENSMUST00000025506.6",0,"ENSMUSG00000024604","Rbm22","RNA binding motif protein 22"
"chr2",5942292,5943292,1001,"-","Dhtkd1",0,0,39.0989880860647,0.128848393,0.643926803,FALSE,"Promoter (<=1kb)",2,5896115,5942792,46678,2,"209692","ENSMUST00000095147.8",0,"ENSMUSG00000025815","Dhtkd1","dehydrogenase E1 and transketolase domain containing 1"
"chr5",73189917,73190917,1001,"-","Gm42571",0,0,10.9818417816162,0.155835655,0.64382398,FALSE,"Promoter (1-2kb)",5,73148038,73191879,43842,2,"72313","ENSMUST00000176910.2",1962,"ENSMUSG00000070733","Fryl","FRY like transcription coactivator"
"chr1",66783413,66784413,1001,"+","Gm15789",0,0,5.98380242411296,-0.126954243,0.642789013,FALSE,"Exon (ENSMUST00000118992.1/ENSMUST00000118992.1, exon 1 of 3)",1,66719248,66801210,81963,2,"68691","ENSMUST00000129190.7",16797,"ENSMUSG00000026004","Kansl1l","KAT8 regulatory NSL complex subunit 1-like"
"chr3",127139990,127140990,1001,"-","Gm42974",0,0,14.0059252421061,-0.142550233,0.642773969,FALSE,"Exon (ENSMUST00000199556.1/ENSMUST00000199556.1, exon 1 of 1)",3,127079898,127124862,44965,2,"109676","ENSMUST00000238781.1",-16128,"ENSMUSG00000032826","Ank2","ankyrin 2, brain"
"chr18",5165231,5166231,1001,"-","Gm26682",0.483409680680038,17.0057467346191,35.1787467530568,0.194282134,0.642311507,FALSE,"Promoter (<=1kb)",18,5162839,5165731,2893,2,"102637682","ENSMUST00000180850.2",0,"ENSMUSG00000097888","Gm26682","predicted gene, 26682"
"chr1",104775614,104776614,1001,"+","Gm38031",0,0,3.87835886001587,-0.067550783,0.642249903,FALSE,"Exon (ENSMUST00000191819.1/ENSMUST00000191819.1, exon 1 of 1)",1,104768529,104995481,226953,1,"23836","ENSMUST00000062528.8",7085,"ENSMUSG00000050840","Cdh20","cadherin 20"
"chr18",37442000,37443000,1001,"+","Pcdhb13",0,0,16.0103491051992,0.14807101,0.641132501,FALSE,"Promoter (<=1kb)",18,37442500,37446209,3710,1,"93884","ENSMUST00000056915.2",0,"ENSMUSG00000047307","Pcdhb13","protocadherin beta 13"
"chr10",82013973,82014973,1001,"+","Gm33378",0,0,1.56285529136658,-0.134372638,0.640620707,FALSE,"Exon (ENSMUST00000219831.1/ENSMUST00000219831.1, exon 1 of 1)",10,82048123,82061581,13459,1,"408062","ENSMUST00000210325.1",-33150,"ENSMUSG00000061371","Zfp873","zinc finger protein 873"
"chrX",33505161,33506161,1001,"+","Gm2223",0,0,1.51444372749329,-0.17859465,0.639935112,FALSE,"Exon (ENSMUST00000112099.1/ENSMUST00000112099.1, exon 1 of 1)",20,33575398,33577314,1917,2,"668960","ENSMUST00000186329.1",71153,"ENSMUSG00000095716","Btbd35f10","BTB domain containing 35, family member 10"
"chr17",26252396,26253396,1001,"+","Luc7l",0,0,25.841140378952,-0.047509686,0.639343338,FALSE,"Promoter (<=1kb)",17,26252896,26280719,27824,1,"66978","ENSMUST00000025023.14",0,"ENSMUSG00000024188","Luc7l","Luc7-like"
"chr4",59801089,59802089,1001,"-","Inip",0,0,10.1590463987986,0.068876044,0.637998684,FALSE,"Promoter (<=1kb)",4,59772372,59801589,29218,2,"66209","ENSMUST00000143756.1",0,"ENSMUSG00000038544","Inip","INTS3 and NABP interacting protein"
"chr13",74349780,74350780,1001,"-","Sdha",0,0,33.0082750733693,-0.052830736,0.636814928,FALSE,"Promoter (<=1kb)",13,74322254,74350280,28027,2,"66945","ENSMUST00000022062.7",0,"ENSMUSG00000021577","Sdha","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"
"chr11",61527255,61528255,1001,"+","Gm12272",0,0,64.6701224803925,0.165632231,0.636004952,FALSE,"Exon (ENSMUST00000138136.1/ENSMUST00000138136.1, exon 1 of 3)",11,61512315,61512931,617,1,"27078","ENSMUST00000146562.1",14940,"ENSMUSG00000001039","B9d1","B9 protein domain 1"
"chr6",81923169,81924169,1001,"+","Gcfc2",0,0,21.6564571463267,-0.085252529,0.635419748,FALSE,"Promoter (<=1kb)",6,81923669,81959915,36247,1,"330361","ENSMUST00000043195.10",0,"ENSMUSG00000035125","Gcfc2","GC-rich sequence DNA binding factor 2"
"chr8",54886684,54887684,1001,"-","Wdr17",0,0,11.5987332655589,0.150745925,0.635419748,FALSE,"Promoter (<=1kb)",8,54693231,54887150,193920,2,"244484","ENSMUST00000176866.7",0,"ENSMUSG00000039375","Wdr17","WD repeat domain 17"
"chr8",84893421,84894421,1001,"-","Gcdh",0,0,58.236138232549,-0.101449834,0.634269752,FALSE,"Promoter (<=1kb)",8,84886393,84893917,7525,2,"270076","ENSMUST00000003907.13",0,"ENSMUSG00000003809","Gcdh","glutaryl-Coenzyme A dehydrogenase"
"chr13",95323112,95324112,1001,"+","Zbed3",0,0,24.9470373249054,0.067987924,0.634125245,FALSE,"Promoter (<=1kb)",13,95323612,95337841,14230,1,"72114","ENSMUST00000221807.1",0,"ENSMUSG00000041995","Zbed3","zinc finger, BED type containing 3"
"chr11",87852715,87853715,1001,"+","Mks1",0.686091966840634,21.6739909362793,31.5905038738251,0.139657731,0.633843908,FALSE,"Promoter (<=1kb)",11,87853215,87863803,10589,1,"380718","ENSMUST00000038196.6",0,"ENSMUSG00000034121","Mks1","MKS transition zone complex subunit 1"
"chr18",35574407,35575407,1001,"+","Gm36989",0,0,4.49521705722809,-0.074900086,0.633401133,FALSE,"Promoter (2-3kb)",18,35577901,35579276,1376,1,"17184","ENSMUST00000237622.1",-2494,"ENSMUSG00000037236","Matr3","matrin 3"
"chr1",130728321,130729321,1001,"-","Gm37163",0,0,8.16553243700663,-0.214959593,0.633027243,FALSE,"Promoter (<=1kb)",1,130690278,130729253,38976,2,"18640","ENSMUST00000189534.6",0,"ENSMUSG00000026409","Pfkfb2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"chr7",134911408,134912408,1001,"-","Gm45597",0,0,33.1444779389699,0.108204966,0.632458633,FALSE,"Exon (ENSMUST00000211524.1/ENSMUST00000211524.1, exon 1 of 1)",7,134881926,134938305,56380,2,"627214","ENSMUST00000210055.1",26897,"ENSMUSG00000073805","Insyn2a","inhibitory synaptic factor 2A"
"chr8",119446219,119447219,1001,"+","Necab2",0,0,26.7112127072016,-0.159720413,0.632256444,FALSE,"Promoter (<=1kb)",8,119446719,119472640,25922,1,"117148","ENSMUST00000098363.9",0,"ENSMUSG00000031837","Necab2","N-terminal EF-hand calcium binding protein 2"
"chrX",160767513,160768513,1001,"+","Rs1",0,0,11.5292655264537,0.164045732,0.632096489,FALSE,"Promoter (<=1kb)",20,160768013,160799663,31651,1,"20147","ENSMUST00000033650.13",0,"ENSMUSG00000031293","Rs1","retinoschisis (X-linked, juvenile) 1 (human)"
"chrX",75084958,75085958,1001,"-","Gab3",0,0,4.24684518178304,0.159480425,0.632071686,FALSE,"Promoter (<=1kb)",20,74988706,75085458,96753,2,"210710","ENSMUST00000129495.1",0,"ENSMUSG00000032750","Gab3","growth factor receptor bound protein 2-associated protein 3"
"chr1",127984187,127985187,1001,"-","Gm38248",0,0,5.49618150965373,0.109579966,0.628251762,FALSE,"Exon (ENSMUST00000193744.1/ENSMUST00000193744.1, exon 1 of 1)",1,127965131,127972958,7828,2,"226409","ENSMUST00000143389.1",-12229,"ENSMUSG00000036086","Zranb3","zinc finger, RAN-binding domain containing 3"
"chr4",22407791,22408791,1001,"+","Gm37900",0,0,4.09096487426758,-0.124801383,0.628232051,FALSE,"Exon (ENSMUST00000195510.1/ENSMUST00000195510.1, exon 1 of 1)",4,22357616,22434075,76460,1,"269514","ENSMUST00000184582.1",50175,"ENSMUSG00000040410","Fbxl4","F-box and leucine-rich repeat protein 4"
