"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","peak_id","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",87394229,87395229,1001,"-","Kcnj13",0,0,8.48014967823029,0.266014998,0.44888934,FALSE,"peak_769","Promoter (<=1kb)",1,87386363,87394729,8367,2,"100040591","ENSMUST00000113212.3",0,"ENSMUSG00000079436","Kcnj13","potassium inwardly-rectifying channel, subfamily J, member 13"
"chr5",93185258,93186258,1001,"-","Gm43681",0,0,2.68972937456767,0.192561208,0.448627088,FALSE,"peak_770","Promoter (2-3kb)",5,93187453,93188220,768,2,"12453","ENSMUST00000123033.1",2962,"ENSMUSG00000063015","Ccni","cyclin I"
"chr1",152799694,152800694,1001,"+","Ncf2",0,0,34.3581497109731,0.321391686,0.444436143,FALSE,"peak_776","Promoter (<=1kb)",1,152800194,152836991,36798,1,"17970","ENSMUST00000186568.6",0,"ENSMUSG00000026480","Ncf2","neutrophil cytosolic factor 2"
"chr7",28379753,28380753,1001,"-","Zfp36",0,0,15.7968934456507,0.27724318,0.430654952,FALSE,"peak_797","Promoter (<=1kb)",7,28376784,28380253,3470,2,"22695","ENSMUST00000051241.6",0,"ENSMUSG00000044786","Zfp36","zinc finger protein 36"
"chr14",64838759,64839759,1001,"-","Gm37183",0.610660952499024,13.0043945617676,21.2956052103043,0.266366339,0.424672567,FALSE,"peak_809","Exon (ENSMUST00000184830.1/ENSMUST00000184830.1, exon 1 of 1)",14,64814626,64822296,7671,2,"219150","ENSMUST00000176386.1",-17463,"ENSMUSG00000021972","Hmbox1","homeobox containing 1"
"chr3",127243275,127244275,1001,"-","Gm42973",0,0,40.5019688526789,-0.200303327,0.423702713,FALSE,"peak_815","Exon (ENSMUST00000197913.1/ENSMUST00000197913.1, exon 1 of 1)",3,127077514,127225933,148420,2,"109676","ENSMUST00000182452.7",-18342,"ENSMUSG00000032826","Ank2","ankyrin 2, brain"
"chr2",154612797,154613797,1001,"+","Zfp341",0.0966799244209182,5.66858224487305,58.6324645868937,0.224830128,0.423357071,FALSE,"peak_817","Promoter (<=1kb)",2,154613297,154646821,33525,1,"228807","ENSMUST00000081926.12",0,"ENSMUSG00000059842","Zfp341","zinc finger protein 341"
"chr16",18089703,18090703,1001,"-","Prodh",0,0,22.1591258188883,-0.279674615,0.403347057,FALSE,"peak_850","Promoter (<=1kb)",16,18071726,18090203,18478,2,"19125","ENSMUST00000136776.7",0,"ENSMUSG00000003526","Prodh","proline dehydrogenase"
"chr7",79934859,79935859,1001,"-","Arpin",0.908156959419351,37.012507598877,40.7556284351349,0.109835341,0.397305981,FALSE,"peak_861","Promoter (<=1kb)",7,79925361,79935359,9999,2,"70420","ENSMUST00000048731.5",0,"ENSMUSG00000039043","Arpin","actin-related protein 2/3 complex inhibitor"
"chr11",103697398,103698398,1001,"-","Gosr2",0,0,39.0864858214061,0.074383347,0.391838998,FALSE,"peak_871","Promoter (<=1kb)",11,103697724,103703016,5293,1,"399609","ENSMUST00000154471.7",0,"ENSMUSG00000085154","C130046K22Rik","RIKEN cDNA C130046K22 gene"
"chr10",77258718,77259718,1001,"+","Pofut2",0.834302803530431,70.0236630249023,83.930753592809,-0.09689898,0.386877859,FALSE,"peak_877","Promoter (<=1kb)",10,77257776,77259223,1448,2,"100169878","ENSMUST00000105408.3",0,"ENSMUSG00000078444","Gm10941","predicted gene 10941"
"chr10",63381204,63382204,1001,"-","Sirt1",0,0,24.0477492720286,-0.094746326,0.385992682,FALSE,"peak_879","Promoter (<=1kb)",10,63319005,63381704,62700,2,"93759","ENSMUST00000120239.7",0,"ENSMUSG00000020063","Sirt1","sirtuin 1"
"chr4",43010006,43011006,1001,"-","Fancg",1.33952491777178,86.6959637451172,64.7214266751607,0.175823852,0.385353709,FALSE,"peak_883","Promoter (<=1kb)",4,43002343,43010355,8013,2,"60534","ENSMUST00000030165.4",0,"ENSMUSG00000028453","Fancg","Fanconi anemia, complementation group G"
"chr12",75508245,75509245,1001,"-","Gm47690",0,0,18.5964588276545,-0.203441404,0.384628837,FALSE,"peak_887","Exon (ENSMUST00000218033.1/ENSMUST00000218033.1, exon 1 of 1)",12,75493492,75549674,56183,2,"26932","ENSMUST00000218716.1",41429,"ENSMUSG00000021051","Ppp2r5e","protein phosphatase 2, regulatory subunit B', epsilon"
"chr1",183221022,183222022,1001,"-","Disp1",0,0,21.5960996341705,0.147915337,0.372273051,FALSE,"peak_906","Promoter (<=1kb)",1,183086266,183221485,135220,2,"68897","ENSMUST00000003035.11",0,"ENSMUSG00000030768","Disp1","dispatched RND transporter family member 1"
"chr1",33719387,33720387,1001,"+","Rab23",0,0,39.3515725911458,0.096300656,0.371215042,FALSE,"peak_911","Promoter (<=1kb)",1,33719887,33723837,3951,1,"19335","ENSMUST00000195006.5",0,"ENSMUSG00000004768","Rab23","RAB23, member RAS oncogene family"
"chr14",25379109,25380109,1001,"-","Gm26660",0,0,39.6869335187276,-0.25543041,0.365411689,FALSE,"peak_918","Exon (ENSMUST00000223620.1/ENSMUST00000223620.1, exon 1 of 4)",14,25459185,25538492,79308,1,"328365","ENSMUST00000161766.7",-80076,"ENSMUSG00000007817","Zmiz1","zinc finger, MIZ-type containing 1"
"chr16",85802613,85803613,1001,"-","Adamts1",0.886998793918589,83.3615036010742,93.9815298201243,-0.127317799,0.363202155,FALSE,"peak_921","Promoter (<=1kb)",16,85793827,85803113,9287,2,"11504","ENSMUST00000023610.14",0,"ENSMUSG00000022893","Adamts1","ADAM metallopeptidase with thrombospondin type 1 motif 1"
"chr11",59207821,59208821,1001,"+","2310033P09Rik",0,0,21.037565712293,-0.187867494,0.3567608,FALSE,"peak_925","Promoter (<=1kb)",11,59208321,59210738,2418,1,"67862","ENSMUST00000020719.6",0,"ENSMUSG00000020441","2310033P09Rik","RIKEN cDNA 2310033P09 gene"
"chr16",21332856,21333856,1001,"-","Magef1",0,0,46.2510066204071,-0.221746341,0.352577679,FALSE,"peak_931","Promoter (<=1kb)",16,21331902,21333356,1455,2,"76222","ENSMUST00000231504.1",0,"ENSMUSG00000116632","Magef1","MAGE family member F1"
"chr7",29859479,29860479,1001,"+","Zfp420",0,0,28.6055025771459,-0.200441463,0.340649671,FALSE,"peak_946","Promoter (<=1kb)",7,29859979,29876505,16527,1,"233058","ENSMUST00000074876.12",0,"ENSMUSG00000058402","Zfp420","zinc finger protein 420"
"chr14",70211489,70212489,1001,"-","Sorbs3",0,0,54.2750537281036,0.27313881,0.339752265,FALSE,"peak_948","Promoter (<=1kb)",14,70183545,70211989,28445,2,"20410","ENSMUST00000227929.1",0,"ENSMUSG00000022091","Sorbs3","sorbin and SH3 domain containing 3"
"chr12",77417917,77418917,1001,"+","Gm25926",0,0,38.0797642113368,0.349062304,0.3376661,FALSE,"peak_953","Exon (ENSMUST00000082899.1/ENSMUST00000082899.1, exon 1 of 1)",12,77410141,77475989,65849,1,"53618","ENSMUST00000218851.1",7776,"ENSMUSG00000021065","Fut8","fucosyltransferase 8"
"chr2",153632281,153633281,1001,"-","Commd7",0,0,18.1179931634267,-0.121628021,0.332030839,FALSE,"peak_963","Promoter (<=1kb)",2,153616933,153632781,15849,2,"99311","ENSMUST00000071852.9",0,"ENSMUSG00000056941","Commd7","COMM domain containing 7"
"chr4",101068483,101069483,1001,"+","Raver2",0,0,10.2616155729294,0.142026015,0.328712541,FALSE,"peak_972","Promoter (<=1kb)",4,101068983,101135356,66374,1,"242570","ENSMUST00000106955.1",0,"ENSMUSG00000035275","Raver2","ribonucleoprotein, PTB-binding 2"
"chr1",10037487,10038487,1001,"+","Cspp1",0,0,63.2980298515956,0.101899573,0.316655183,FALSE,"peak_982","Promoter (<=1kb)",1,10038006,10047534,9529,1,"211660","ENSMUST00000191012.6",0,"ENSMUSG00000056763","Cspp1","centrosome and spindle pole associated protein 1"
"chr8",45974940,45975940,1001,"-","1700029J07Rik",0.650804323562612,60.0202825927734,92.2247754351298,0.306366127,0.310728569,FALSE,"peak_989","Promoter (<=1kb)",8,45975528,45996958,21431,1,"192169","ENSMUST00000034051.6",0,"ENSMUSG00000031634","Ufsp2","UFM1-specific peptidase 2"
"chr1",23761253,23762253,1001,"+","B3gat2",0,0,39.9551624603272,-0.260818388,0.309410874,FALSE,"peak_993","Promoter (<=1kb)",1,23761753,23815740,53988,1,"280645","ENSMUST00000144602.1",0,"ENSMUSG00000026156","B3gat2","beta-1,3-glucuronyltransferase 2"
"chr7",28392208,28393208,1001,"-","Med29",1.14757680109534,102.701372436523,89.494116941452,-0.209232732,0.30533822,FALSE,"peak_996","Promoter (<=1kb)",7,28392951,28399388,6438,1,"54624","ENSMUST00000003529.8",0,"ENSMUSG00000003437","Paf1","Paf1, RNA polymerase II complex component"
"chr12",98258959,98259959,1001,"-","Galc",0,0,46.042675564448,0.099389091,0.300616691,FALSE,"peak_1003","Promoter (<=1kb)",12,98202294,98259459,57166,2,"14420","ENSMUST00000021390.8",0,"ENSMUSG00000021003","Galc","galactosylceramidase"
"chr5",21055411,21056411,1001,"-","Ptpn12",0.597087481678157,60.3537286071777,101.080210955938,0.102543069,0.284663789,FALSE,"peak_1025","Promoter (<=1kb)",5,20986645,21055911,69267,2,"19248","ENSMUST00000030556.7",0,"ENSMUSG00000028771","Ptpn12","protein tyrosine phosphatase, non-receptor type 12"
"chr6",71908250,71909250,1001,"-","Ptcd3",0,0,50.5543945789337,-0.102406229,0.284537707,FALSE,"peak_1026","Promoter (<=1kb)",6,71909053,71955150,46098,1,"20019","ENSMUST00000206556.1",0,"ENSMUSG00000049553","Polr1a","polymerase (RNA) I polypeptide A"
"chr6",87671693,87672693,1001,"-","Aplf",0,0,96.9034315023422,0.183707171,0.281262358,FALSE,"peak_1032","Promoter (<=1kb)",6,87628424,87672147,43724,2,"72103","ENSMUST00000065997.4",0,"ENSMUSG00000030051","Aplf","aprataxin and PNKP like factor"
"chr9",65194853,65195853,1001,"+","Parp16",1.43656727378196,46.3490812988281,32.2637736113866,-0.307335785,0.27587105,FALSE,"peak_1042","Promoter (<=1kb)",9,65195353,65238430,43078,1,"214424","ENSMUST00000216702.1",0,"ENSMUSG00000032392","Parp16","poly (ADP-ribose) polymerase family, member 16"
"chr11",44616817,44617817,1001,"+","Ebf1",0.103416441786988,7.66925833129883,74.1589847685496,-0.119286551,0.269289195,FALSE,"peak_1048","Promoter (<=1kb)",11,44617317,45004995,387679,1,"13591","ENSMUST00000109268.1",0,"ENSMUSG00000057098","Ebf1","early B cell factor 1"
"chr8",40861896,40862896,1001,"+","Slc7a2",0,0,22.8789841245015,0.229958674,0.261338589,FALSE,"peak_1062","Promoter (<=1kb)",8,40862396,40918056,55661,1,"11988","ENSMUST00000098816.9",0,"ENSMUSG00000031596","Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
"chr1",156558286,156559286,1001,"+","Abl2",0,0,44.7661363855998,-0.103624133,0.256069308,FALSE,"peak_1069","Promoter (<=1kb)",1,156558786,156625376,66591,1,"11352","ENSMUST00000173929.7",0,"ENSMUSG00000026596","Abl2","ABL proto-oncogene 2, non-receptor tyrosine kinase"
"chr11",89066350,89067350,1001,"-","Dgke",0,0,9.9710669930776,0.162598165,0.250873999,FALSE,"peak_1081","Promoter (<=1kb)",11,89035179,89066850,31672,2,"56077","ENSMUST00000107894.7",0,"ENSMUSG00000000276","Dgke","diacylglycerol kinase, epsilon"
"chr1",161821365,161822365,1001,"+","Gm7496",0,0,40.9856874608994,0.390331203,0.246676587,FALSE,"peak_1091","Exon (ENSMUST00000192573.1/ENSMUST00000192573.1, exon 1 of 2)",1,161828116,161829270,1155,2,"226551","ENSMUST00000191841.1",6905,"ENSMUSG00000040297","Suco","SUN domain containing ossification factor"
"chr12",108835383,108836383,1001,"-","Slc25a29",0.252072025449207,20.0067608642578,79.3692232551575,0.208597785,0.241026938,FALSE,"peak_1101","Promoter (<=1kb)",12,108836082,108853774,17693,1,"104910","ENSMUST00000223296.1",0,"ENSMUSG00000048856","Slc25a47","solute carrier family 25, member 47"
"chr13",77135040,77136040,1001,"+","2210408I21Rik",0,0,33.0846009794871,0.168148196,0.235241187,FALSE,"peak_1114","Promoter (<=1kb)",13,77043088,77135473,92386,2,"105377","ENSMUST00000151524.8",0,"ENSMUSG00000021597","Slf1","SMC5-SMC6 complex localization factor 1"
"chr11",107794057,107795057,1001,"-","Cacng4",0,0,23.8110479888916,0.13951613,0.23521185,FALSE,"peak_1115","Promoter (<=1kb)",11,107732357,107794557,62201,2,"54377","ENSMUST00000021066.3",0,"ENSMUSG00000020723","Cacng4","calcium channel, voltage-dependent, gamma subunit 4"
"chr8",111642901,111643901,1001,"+","Zfp1",0,0,67.3064950974782,-0.215556636,0.227070219,FALSE,"peak_1129","Promoter (<=1kb)",8,111643401,111671008,27608,1,"22640","ENSMUST00000212072.1",0,"ENSMUSG00000055835","Zfp1","zinc finger protein 1"
"chr1",92933876,92934876,1001,"+","Capn10",0,0,111.191502287547,0.174213736,0.215611635,FALSE,"peak_1155","Promoter (<=1kb)",1,92934376,92947941,13566,1,"23830","ENSMUST00000027488.10",0,"ENSMUSG00000026270","Capn10","calpain 10"
"chrX",95444372,95445372,1001,"-","Amer1",0.879649916409205,40.01347265625,45.4879514109294,0.136463797,0.214375509,FALSE,"peak_1161","Promoter (<=1kb)",20,95420318,95444872,24555,2,"72345","ENSMUST00000084535.5",0,"ENSMUSG00000050332","Amer1","APC membrane recruitment 1"
"chr1",44147244,44148244,1001,"+","Ercc5",0,0,41.1795091514587,0.116756411,0.213835743,FALSE,"peak_1162","Promoter (<=1kb)",1,44147847,44181260,33414,1,"22592","ENSMUST00000027214.3",0,"ENSMUSG00000026048","Ercc5","excision repair cross-complementing rodent repair deficiency, complementation group 5"
"chr1",23921817,23922817,1001,"-","Smap1",0,0,25.0723197250366,0.162028961,0.21247466,FALSE,"peak_1165","Promoter (<=1kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",0,"ENSMUSG00000026155","Smap1","small ArfGAP 1"
"chr10",13552394,13553394,1001,"+","Adat2",0,0,39.5587547880809,-0.359095379,0.211289685,FALSE,"peak_1168","Promoter (<=1kb)",10,13523842,13553142,29301,2,"56535","ENSMUST00000170376.7",0,"ENSMUSG00000019809","Pex3","peroxisomal biogenesis factor 3"
"chr3",94953575,94954575,1001,"+","Rfx5",0,0,63.004567433993,0.158753945,0.20849394,FALSE,"peak_1172","Promoter (<=1kb)",3,94954075,94959496,5422,1,"53970","ENSMUST00000107260.8",0,"ENSMUSG00000005774","Rfx5","regulatory factor X, 5 (influences HLA class II expression)"
"chr1",75191651,75192651,1001,"+","Ankzf1",0.714673459402489,60.0202825927734,83.9828061377207,0.226713023,0.200467908,FALSE,"peak_1184","Promoter (<=1kb)",1,75180860,75191926,11067,2,"245860","ENSMUST00000189702.6",0,"ENSMUSG00000033124","Atg9a","autophagy related 9A"
"chr4",148038577,148039577,1001,"+","Mthfr",1.49069892330947,116.706105041504,78.2895212551753,0.278673725,0.197623496,FALSE,"peak_1188","Promoter (<=1kb)",4,148039077,148056206,17130,1,"17769","ENSMUST00000097788.10",0,"ENSMUSG00000029009","Mthfr","methylenetetrahydrofolate reductase"
"chr2",118861454,118862454,1001,"+","Ivd",0,0,76.0587226969401,0.137734819,0.190402923,FALSE,"peak_1204","Promoter (<=1kb)",2,118861954,118882909,20956,1,"56357","ENSMUST00000028807.5",0,"ENSMUSG00000027332","Ivd","isovaleryl coenzyme A dehydrogenase"
"chr8",109692760,109693760,1001,"-","Ist1",0.917763103142956,76.6925833129883,83.5646835772196,-0.12129472,0.18626266,FALSE,"peak_1214","Promoter (<=1kb)",8,109671325,109693260,21936,2,"71955","ENSMUST00000034164.5",0,"ENSMUSG00000031729","Ist1","increased sodium tolerance 1 homolog (yeast)"
"chr4",134767524,134768524,1001,"-","Ldlrap1",0,0,23.7455857416789,0.328949194,0.183628248,FALSE,"peak_1219","Promoter (<=1kb)",4,134741554,134768024,26471,2,"100017","ENSMUST00000037828.7",0,"ENSMUSG00000037295","Ldlrap1","low density lipoprotein receptor adaptor protein 1"
"chr7",30323395,30324395,1001,"-","Sdhaf1",0,0,40.5562065299352,-0.523287332,0.182853197,FALSE,"peak_1220","Promoter (<=1kb)",7,30321406,30323895,2490,2,"68332","ENSMUST00000098586.4",0,"ENSMUSG00000074211","Sdhaf1","succinate dehydrogenase complex assembly factor 1"
"chr13",103774108,103775108,1001,"-","Srek1",0,0,41.8591100203196,-0.122278759,0.173421452,FALSE,"peak_1237","Promoter (<=1kb)",13,103741612,103774608,32997,2,"218543","ENSMUST00000074616.6",0,"ENSMUSG00000032621","Srek1","splicing regulatory glutamine/lysine-rich protein 1"
"chr3",156920280,156921280,1001,"-","Gm15577",0,0,24.5570175774892,0.489333153,0.157112966,FALSE,"peak_1273","Exon (ENSMUST00000144350.1/ENSMUST00000144350.1, exon 1 of 2)",3,156562150,157016244,454095,1,"320840","ENSMUST00000175773.1",359130,"ENSMUSG00000040037","Negr1","neuronal growth regulator 1"
"chr2",83759365,83760365,1001,"-","Gm13684",0,0,45.2963355668386,-0.294873371,0.149172567,FALSE,"peak_1291","Exon (ENSMUST00000152569.1/ENSMUST00000152569.1, exon 1 of 2)",2,83724555,83806916,82362,1,"16410","ENSMUST00000111740.8",35810,"ENSMUSG00000027087","Itgav","integrin alpha V"
"chr9",107541693,107542693,1001,"-","Cyb561d2",0,0,65.6895918423335,-0.258968958,0.148225414,FALSE,"peak_1295","Promoter (<=1kb)",9,107542226,107545706,3481,1,"56032","ENSMUST00000010201.8",0,"ENSMUSG00000010057","Nprl2","NPR2 like, GATOR1 complex subunit"
"chr3",64081047,64082047,1001,"+","Vmn2r1",0,0,4.09809724108378,-0.561093261,0.144804775,FALSE,"peak_1306","Promoter (<=1kb)",3,64081547,64109484,27938,1,"56544","ENSMUST00000029406.5",0,"ENSMUSG00000027824","Vmn2r1","vomeronasal 2, receptor 1"
"chr1",4970357,4971357,1001,"+","Gm16041",0,0,34.1434101174672,0.203989462,0.141760084,FALSE,"peak_1313","Exon (ENSMUST00000144339.1/ENSMUST00000144339.1, exon 1 of 3)",1,4910402,5018735,108334,2,"58175","ENSMUST00000119256.7",47378,"ENSMUSG00000002459","Rgs20","regulator of G-protein signaling 20"
"chr10",61450217,61451217,1001,"-","Gm48086",0,0,23.845165312767,0.391190956,0.137516075,FALSE,"peak_1322","Promoter (2-3kb)",10,61432820,61452658,19839,2,"13688","ENSMUST00000167087.1",2441,"ENSMUSG00000020091","Eif4ebp2","eukaryotic translation initiation factor 4E binding protein 2"
"chr5",137745230,137746230,1001,"+","Tsc22d4",0,0,67.0954303264618,-0.156301333,0.128393858,FALSE,"peak_1339","Promoter (<=1kb)",5,137745730,137768450,22721,1,"78829","ENSMUST00000100540.9",0,"ENSMUSG00000029723","Tilz2","TSC22 domain family, member 4"
"chr7",24902412,24903412,1001,"+","Arhgef1",0,0,14.7987371088664,0.173012826,0.126490559,FALSE,"peak_1340","Promoter (<=1kb)",7,24902912,24926592,23681,1,"16801","ENSMUST00000117796.7",0,"ENSMUSG00000040940","Arhgef1","Rho guanine nucleotide exchange factor 1"
"chr2",29123681,29124681,1001,"+","Setx",0,0,16.4275910040537,-0.107817147,0.124025729,FALSE,"peak_1343","Promoter (<=1kb)",2,29124181,29130245,6065,1,"269254","ENSMUST00000129544.7",0,"ENSMUSG00000043535","Setx","senataxin"
"chr4",13742936,13743936,1001,"+","Runx1t1",0.815179704353507,30.0101412963867,36.8141418832143,-0.303938796,0.122152126,FALSE,"peak_1353","Promoter (<=1kb)",4,13743436,13893649,150214,1,"12395","ENSMUST00000006761.9",0,"ENSMUSG00000006586","Runx1t1","RUNX1 translocation partner 1"
"chr4",41639824,41640824,1001,"-","Enho",0,0,66.3080099951426,0.278013851,0.120668462,FALSE,"peak_1360","Promoter (<=1kb)",4,41638144,41640324,2181,2,"69638","ENSMUST00000127306.1",0,"ENSMUSG00000028445","Enho","energy homeostasis associated"
"chr2",131042588,131043588,1001,"-","Gfra4",0,0,38.7743384602865,0.447938164,0.115994867,FALSE,"peak_1372","Promoter (<=1kb)",2,131039632,131043088,3457,2,"14588","ENSMUST00000110240.9",0,"ENSMUSG00000027316","Gfra4","glial cell line derived neurotrophic factor family receptor alpha 4"
"chr2",144526914,144527914,1001,"-","Dzank1",0,0,48.8789887650808,0.331257184,0.114260937,FALSE,"peak_1378","Promoter (<=1kb)",2,144470557,144527398,56842,2,"241688","ENSMUST00000163701.1",0,"ENSMUSG00000037259","Dzank1","double zinc ribbon and ankyrin repeat domains 1"
"chr4",124936548,124937548,1001,"+","9930104L06Rik",0,0,33.3493036003113,0.314267199,0.11364228,FALSE,"peak_1381","Promoter (<=1kb)",4,124937048,124938638,1591,1,"194268","ENSMUST00000233207.1",0,"ENSMUSG00000044730","Airim","AFG2 interacting ribosome maturation factor"
"chr3",14533288,14534288,1001,"+","Lrrcc1",0,0,43.0813748079936,-0.177864683,0.113527262,FALSE,"peak_1383","Promoter (<=1kb)",3,14533788,14572658,38871,1,"71710","ENSMUST00000108370.8",0,"ENSMUSG00000027550","Lrrcc1","leucine rich repeat and coiled-coil domain containing 1"
"chr3",26331960,26332960,1001,"-","Nlgn1",0,0,35.5652666123708,-0.131497046,0.107689413,FALSE,"peak_1400","Promoter (<=1kb)",3,25426215,26332460,906246,2,"192167","ENSMUST00000193603.5",0,"ENSMUSG00000063887","Nlgn1","neuroligin 1"
"chr4",155600916,155601916,1001,"+","Slc35e2",1.35343425770444,76.6925833129883,56.6651707509359,0.146353261,0.102785564,FALSE,"peak_1408","Promoter (<=1kb)",4,155601416,155623340,21925,1,"320541","ENSMUST00000105608.8",0,"ENSMUSG00000042202","Slc35e2","solute carrier family 35, member E2"
"chr17",28951450,28952450,1001,"+","Kctd20",0,0,23.4595549170176,-0.153016213,0.101864662,FALSE,"peak_1410","Promoter (<=1kb)",17,28951950,28964121,12172,1,"66989","ENSMUST00000153462.7",0,"ENSMUSG00000005936","Kctd20","potassium channel tetramerisation domain containing 20"
"chr19",5688242,5689242,1001,"+","Map3k11",0,0,58.5386178976695,0.170943112,0.096413176,FALSE,"peak_1428","Promoter (<=1kb)",19,5664635,5688908,24274,2,"104401","ENSMUST00000113615.8",0,"ENSMUSG00000054874","Pcnx3","pecanex homolog 3"
"chr8",72530531,72531531,1001,"+","Gm35857",0,0,28.9316347411474,0.608497399,0.094844431,FALSE,"peak_1434","Exon (ENSMUST00000212739.1/ENSMUST00000212739.1, exon 1 of 1)",8,72494561,72548270,53710,2,"70625","ENSMUST00000058534.6",16739,"ENSMUSG00000045248","Med26","mediator complex subunit 26"
"chr5",31179644,31180644,1001,"-","Gtf3c2",0,0,51.5299556795756,0.178947806,0.094617862,FALSE,"peak_1435","Promoter (<=1kb)",5,31151142,31179911,28770,2,"71752","ENSMUST00000101411.5",0,"ENSMUSG00000106864","Gtf3c2","general transcription factor IIIC, polypeptide 2, beta"
"chr6",115852871,115853871,1001,"-","Mbd4",0,0,89.5961416654587,-0.278938716,0.089192259,FALSE,"peak_1449","Promoter (<=1kb)",6,115840697,115853371,12675,2,"17193","ENSMUST00000032469.12",0,"ENSMUSG00000030322","Mbd4","methyl-CpG binding domain protein 4"
"chr12",10390272,10391272,1001,"+","Rdh14",0.0782571263381234,4.00135217285156,51.1308344694773,-0.265472737,0.088559897,FALSE,"peak_1451","Promoter (<=1kb)",12,10390772,10395562,4791,1,"105014","ENSMUST00000020947.6",0,"ENSMUSG00000020621","Rdh14","retinol dehydrogenase 14 (all-trans and 9-cis)"
"chr6",83077369,83078369,1001,"+","Pcgf1",1.37392785399416,66.0222392578125,48.0536434761683,-0.371390386,0.0863437,FALSE,"peak_1460","Promoter (<=1kb)",6,83077869,83078995,1127,1,"69837","ENSMUST00000176100.1",0,"ENSMUSG00000069678","Pcgf1","polycomb group ring finger 1"
"chr11",60045989,60046989,1001,"-","Pemt",0,0,104.80609657987,-0.451627597,0.085430178,FALSE,"peak_1463","Promoter (<=1kb)",11,59970614,60046477,75864,2,"18618","ENSMUST00000000310.13",0,"ENSMUSG00000000301","Pemt","phosphatidylethanolamine N-methyltransferase"
"chr10",95563646,95564646,1001,"-","Nudt4",1.26860462767878,83.3615036010742,65.7111772905985,0.123764755,0.081402028,FALSE,"peak_1483","Promoter (<=1kb)",10,95547007,95564146,17140,2,"71207","ENSMUST00000020217.6",0,"ENSMUSG00000020029","Nudt4","nudix hydrolase 4"
"chr4",19574662,19575662,1001,"+","Rmdn1",0,0,73.5856603857676,-0.249673621,0.080268495,FALSE,"peak_1491","Promoter (<=1kb)",4,19575162,19598654,23493,1,"66302","ENSMUST00000108253.7",0,"ENSMUSG00000028229","Rmdn1","regulator of microtubule dynamics 1"
"chr18",7004280,7005280,1001,"-","Mkx",0,0,34.2721817398071,-0.403474639,0.078992512,FALSE,"peak_1496","Promoter (<=1kb)",18,6934518,7004780,70263,2,"210719","ENSMUST00000079788.6",0,"ENSMUSG00000061013","Mkx","mohawk homeobox"
"chr9",86695453,86696453,1001,"-","Me1",0,0,15.4121968743006,-0.143442774,0.078346079,FALSE,"peak_1501","Promoter (<=1kb)",9,86581371,86695953,114583,2,"17436","ENSMUST00000034989.14",0,"ENSMUSG00000032418","Me1","malic enzyme 1, NADP(+)-dependent, cytosolic"
"chr8",123041966,123042966,1001,"+","2810013P06Rik",0,0,137.897164328257,-0.300500378,0.078305446,FALSE,"peak_1502","Promoter (<=1kb)",8,123042466,123044602,2137,1,"100503178","ENSMUST00000186531.1",0,"ENSMUSG00000099881","2810013P06Rik","RIKEN cDNA 2810013P06 gene"
"chrM",-430,570,1001,"+","mt-Rnr1",0.755875067449735,10547.4113276967,13953.908234178,-2.205664899,0.073425075,FALSE,"peak_1524","Exon (ENSMUST00000082387.1/ENSMUST00000082387.1, exon 1 of 1)",12,119946570,120021246,74677,1,"217951","ENSMUST00000184069.2",-119947000,"ENSMUSG00000048004","Tmem196","transmembrane protein 196"
"chr17",36958092,36959092,1001,"+","Znrd1as",0.907807575401466,56.6858224487305,62.4425527884165,-0.645138461,0.069089137,FALSE,"peak_1544","Promoter (<=1kb)",17,36954356,36958482,4127,2,"66136","ENSMUST00000113669.8",0,"ENSMUSG00000036315","Polr1h","RNA polymerase I subunit H"
"chr8",111032644,111033644,1001,"+","Aars",0,0,22.1544067306519,0.151539789,0.063795309,FALSE,"peak_1564","Promoter (<=1kb)",8,111033144,111036950,3807,1,"234734","ENSMUST00000125268.1",0,"ENSMUSG00000031960","Aars1","alanyl-tRNA synthetase 1"
"chr14",121964695,121965695,1001,"-","Gpr183",0,0,14.322084201177,0.586642973,0.059167555,FALSE,"peak_1586","Promoter (<=1kb)",14,121952551,121965195,12645,2,"321019","ENSMUST00000049872.8",0,"ENSMUSG00000051212","Gpr183","G protein-coupled receptor 183"
"chr1",171222014,171223014,1001,"-","Tomm40l",0.755967735943907,100.033804321289,132.325494283676,-0.36737158,0.059067937,FALSE,"peak_1589","Promoter (<=1kb)",1,171216011,171222514,6504,2,"641376","ENSMUST00000005817.8",0,"ENSMUSG00000005674","Tomm40l","translocase of outer mitochondrial membrane 40-like"
"chr2",80558185,80559185,1001,"+","Gm24461",0,0,9.63048168500264,0.639678028,0.054029929,FALSE,"peak_1617","Exon (ENSMUST00000082735.1/ENSMUST00000082735.1, exon 1 of 1)",2,80545113,80555070,9958,2,"50884","ENSMUST00000131872.7",-3115,"ENSMUSG00000027002","Nckap1","NCK-associated protein 1"
