"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","peak_id","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr6",8258788,8259788,1001,"+","Umad1",4.042966926574,263.421900939941,65.155591357549,-0.057284368,0.847267197,TRUE,"peak_236","Promoter (<=1kb)",6,8259288,8459470,200183,1,"100036521","ENSMUST00000159335.7",0,"ENSMUSG00000089862","Umad1","UMAP1-MVP12 associated (UMA) domain containing 1"
"chr17",25727170,25728170,1001,"+","Rpusd1",4.06780818648415,566.858064575195,139.352210966746,0.054146665,0.846516343,TRUE,"peak_237","Promoter (<=1kb)",17,25727670,25731464,3795,1,"106707","ENSMUST00000237183.1",0,"ENSMUSG00000041199","Rpusd1","RNA pseudouridylate synthase domain containing 1"
"chr17",87077771,87078771,1001,"+","Gm5499",16.7968233422382,316.273275878906,18.8293506120046,-0.103096334,0.845595512,TRUE,"peak_238","Exon (ENSMUST00000090731.6/ENSMUST00000090731.6, exon 1 of 1)",17,87107679,87137839,30161,1,"56468","ENSMUST00000041369.7",-28908,"ENSMUSG00000037104","Socs5","suppressor of cytokine signaling 5"
"chr1",167393341,167394341,1001,"-","Mgst3",22.5484614492337,1203.07116235352,53.3549113788605,0.066424108,0.845013874,TRUE,"peak_239","Promoter (<=1kb)",1,167371966,167393841,21876,2,"66447","ENSMUST00000028005.2",0,"ENSMUSG00000026688","Mgst3","microsomal glutathione S-transferase 3"
"chr7",16874386,16875386,1001,"-","9330104G04Rik",22.6964699605362,2976.00112097168,131.121761496226,0.082076172,0.843097749,TRUE,"peak_240","Promoter (<=1kb)",7,16871347,16874886,3540,2,"320950","ENSMUST00000181501.2",0,"ENSMUSG00000097842","9330104G04Rik","RIKEN cDNA 9330104G04 gene"
"chr4",121097741,121098741,1001,"-","Zmpste24",0,0,42.5511717427572,-0.021844463,0.842388166,FALSE,"peak_241","Promoter (<=1kb)",4,121059237,121098241,39005,2,"230709","ENSMUST00000058754.8",0,"ENSMUSG00000043207","Zmpste24","zinc metallopeptidase, STE24"
"chr5",124111764,124112764,1001,"-","Gm16001",8.99865687900499,988.998906066895,109.905169111888,0.083915343,0.841465829,TRUE,"peak_242","Promoter (<=1kb)",5,124112297,124115483,3187,1,"66627","ENSMUST00000024470.12",0,"ENSMUSG00000023707","Ogfod2","2-oxoglutarate and iron-dependent oxygenase domain containing 2"
"chr6",61179824,61180824,1001,"+","Ccser1",8.87018718864271,414.140652099609,46.6890543899536,0.04922525,0.840890693,TRUE,"peak_243","Promoter (<=1kb)",6,61173983,61180270,6288,2,"100504262","ENSMUST00000180421.2",0,NA,"A730020E08Rik","RIKEN cDNA A730020E08 gene"
"chr2",59160350,59161350,1001,"+","Pkp4",14.3037737169592,676.89597869873,47.3228947893778,-0.023030648,0.839408507,TRUE,"peak_244","Promoter (<=1kb)",2,58821070,59160663,339594,2,"227933","ENSMUST00000226455.1",0,"ENSMUSG00000036641","Ccdc148","coiled-coil domain containing 148"
"chr7",118739726,118740726,1001,"+","Vps35l",8.8246059437334,530.179860229492,60.0797206821442,-0.025174092,0.838402427,TRUE,"peak_245","Promoter (<=1kb)",7,118740226,118842966,102741,1,"71517","ENSMUST00000059390.12",0,"ENSMUSG00000030982","Vps35l","VPS35 endosomal protein sorting factor like"
"chr17",35121553,35122553,1001,"-","Csnk2b",21.3777966426491,973.328467590332,45.5298777446747,0.057600155,0.838122533,TRUE,"peak_246","Promoter (<=1kb)",17,35117696,35122053,4358,2,"13001","ENSMUST00000172765.8",0,"ENSMUSG00000024387","Csnk2b","casein kinase 2, beta polypeptide"
"chr16",11143625,11144625,1001,"+","Gm23935",0.306366346558537,143.381682434082,468.007286194166,0.3109485,0.83709011,FALSE,"peak_247","Promoter (1-2kb)",16,11139043,11141907,2865,2,"106205","ENSMUST00000143121.1",-1718,"ENSMUSG00000037965","Zc3h7a","zinc finger CCCH type containing 7 A"
"chr9",22475215,22476215,1001,"+","Bbs9",1.13463361891333,70.0236630249023,61.7147789891561,0.035175925,0.834731022,FALSE,"peak_248","Promoter (<=1kb)",9,22475715,22888280,412566,1,"319845","ENSMUST00000039798.15",0,"ENSMUSG00000035919","Bbs9","Bardet-Biedl syndrome 9"
"chr4",152027171,152028171,1001,"-","Zbtb48",5.73554039233842,426.8100390625,74.4149652633667,0.059533107,0.833010942,TRUE,"peak_249","Promoter (<=1kb)",4,152019774,152027661,7888,2,"100090","ENSMUST00000066715.10",0,"ENSMUSG00000028952","Zbtb48","zinc finger and BTB domain containing 48"
"chr11",43681498,43682498,1001,"+","Pwwp2a",8.61775495204039,1100.70439953613,127.725191266378,0.031150066,0.831347383,TRUE,"peak_250","Promoter (<=1kb)",11,43681998,43707191,25194,1,"70802","ENSMUST00000061070.5",0,"ENSMUSG00000044950","Pwwp2a","PWWP domain containing 2A"
"chr4",124850179,124851179,1001,"+","Yrdc",13.0262759039505,598.034297912598,45.9098442503611,-0.053035523,0.830858536,TRUE,"peak_251","Promoter (<=1kb)",4,124850679,124855242,4564,1,"230734","ENSMUST00000102628.10",0,"ENSMUSG00000028889","Yrdc","yrdC domain containing (E.coli)"
"chr14",62760669,62761669,1001,"-","Ints6",6.90873630493466,1088.70009835815,157.583102076213,-0.023888303,0.830848774,TRUE,"peak_252","Promoter (<=1kb)",14,62676330,62761112,84783,2,"18130","ENSMUST00000053959.6",0,"ENSMUSG00000035161","Ints6","integrator complex subunit 6"
"chr10",36506314,36507314,1001,"+","Hs3st5",44.5342396855633,1537.848859375,34.5318314679464,0.054684913,0.830183895,TRUE,"peak_253","Promoter (<=1kb)",10,36506814,36833773,326960,1,"319415","ENSMUST00000167191.7",0,"ENSMUSG00000044499","Hs3st5","heparan sulfate (glucosamine) 3-O-sulfotransferase 5"
"chr2",11777376,11778376,1001,"+","Ankrd16",9.17968547984157,1193.73695068359,130.041160266876,-0.043326199,0.828753423,TRUE,"peak_254","Promoter (<=1kb)",2,11742575,11777582,35008,2,"50755","ENSMUST00000071564.13",0,"ENSMUSG00000058594","Fbh1","F-box DNA helicase 1"
"chr13",45001647,45002647,1001,"-","Dtnbp1",17.8591148354474,647.884517456055,36.2775268217723,0.042737162,0.828427285,TRUE,"peak_255","Promoter (<=1kb)",13,44922075,45001647,79573,2,"94245","ENSMUST00000222583.1",0,"ENSMUSG00000057531","Dtnbp1","dystrobrevin binding protein 1"
"chr1",155158215,155159215,1001,"+","Stx6",20.1199179459154,1315.44190567017,65.3800830205282,0.031556852,0.828132072,TRUE,"peak_256","Promoter (<=1kb)",1,155158715,155205659,46945,1,"58244","ENSMUST00000027743.12",0,"ENSMUSG00000026470","Stx6","syntaxin 6"
"chr12",99296120,99297120,1001,"-","Gm20682",0,0,10.1143657239278,0.110454275,0.828132072,FALSE,"peak_257","Exon (ENSMUST00000176552.1/ENSMUST00000176552.1, exon 1 of 2)",12,99196686,99291389,94704,2,"71375","ENSMUST00000176959.2",-5731,"ENSMUSG00000033713","Foxn3","forkhead box N3"
"chrX",120289759,120290759,1001,"+","Pcdh11x",10.8522050516183,617.541287353516,56.904682911555,-0.024997631,0.827814903,TRUE,"peak_258","Promoter (<=1kb)",20,120290259,120906344,616086,1,"245578","ENSMUST00000050239.15",0,"ENSMUSG00000034755","Pcdh11x","protocadherin 11 X-linked"
"chr7",126428259,126429259,1001,"+","Rabep2",20.2350745733975,900.135975830078,44.4839465535482,0.048833646,0.827443921,TRUE,"peak_259","Promoter (<=1kb)",7,126428759,126445901,17143,1,"70314","ENSMUST00000151304.7",0,"ENSMUSG00000030727","Rabep2","rabaptin, RAB GTPase binding effector protein 2"
"chr7",16923614,16924614,1001,"-","Calm3",11.2717896637553,1726.58144274902,153.177223338445,0.024033847,0.827087548,TRUE,"peak_260","Promoter (<=1kb)",7,16915379,16924114,8736,2,"12315","ENSMUST00000019514.9",0,"ENSMUSG00000019370","Calm3","calmodulin 3"
"chr2",30093148,30094148,1001,"-","Zdhhc12",21.6017007508766,861.624876586914,39.8868999493917,-0.085953495,0.826562521,TRUE,"peak_261","Promoter (<=1kb)",2,30090944,30093648,2705,2,"66220","ENSMUST00000102865.10",0,"ENSMUSG00000015335","Zdhhc12","zinc finger, DHHC domain containing 12"
"chr1",156473831,156474831,1001,"-","Soat1",12.9906330888389,510.173413696289,39.2724057563146,0.026927015,0.825561614,TRUE,"peak_262","Promoter (<=1kb)",1,156424525,156474331,49807,2,"20652","ENSMUST00000189661.6",0,"ENSMUSG00000026600","Soat1","sterol O-acyltransferase 1"
"chr6",50455701,50456701,1001,"-","Osbpl3",8.44303281471147,716.241041748047,84.83219921875,-0.040738067,0.825521088,TRUE,"peak_263","Promoter (<=1kb)",6,50296799,50456170,159372,2,"71720","ENSMUST00000071728.10",0,"ENSMUSG00000029822","Osbpl3","oxysterol binding protein-like 3"
"chr16",93883401,93884401,1001,"+","Chaf1b",21.2590221539176,1362.12472192383,64.0727834075292,0.033237926,0.82532242,TRUE,"peak_264","Promoter (<=1kb)",16,93883901,93906115,22215,1,"110749","ENSMUST00000023666.10",0,"ENSMUSG00000022945","Chaf1b","chromatin assembly factor 1, subunit B"
"chr15",102517692,102518692,1001,"+","Tarbp2",9.61146755352871,1869.62980444336,194.52074243927,0.03795075,0.824121537,TRUE,"peak_265","Promoter (<=1kb)",15,102518192,102523674,5483,1,"21357","ENSMUST00000131184.7",0,"ENSMUSG00000023051","Tarbp2","TARBP2, RISC loading complex RNA binding subunit"
"chr19",33391795,33392795,1001,"-","Rnls",12.5405641825552,210.070662231445,16.7512927786509,0.113258881,0.824121537,TRUE,"peak_266","Promoter (<=1kb)",19,33137747,33392265,254519,2,"67795","ENSMUST00000096114.12",0,"ENSMUSG00000071573","Rnls","renalase, FAD-dependent amine oxidase"
"chr2",73892139,73893139,1001,"-","Atf2",6.87151011969763,582.196182739258,84.7260896946589,-0.022968323,0.823608209,TRUE,"peak_267","Promoter (<=1kb)",2,73816509,73892536,76028,2,"11909","ENSMUST00000112010.8",0,"ENSMUSG00000027104","Atf2","activating transcription factor 2"
"chr13",72628064,72629064,1001,"-","Gm20554",9.03273663081067,1353.12232775879,149.802034872055,-0.090804398,0.823423878,TRUE,"peak_268","Promoter (<=1kb)",13,72628820,72634198,5379,1,"16372","ENSMUST00000074372.5",0,"ENSMUSG00000001504","Irx2","Iroquois homeobox 2"
"chr8",91801567,91802567,1001,"-","Irx3",14.4235196016179,1347.11913665771,93.3973935534159,-0.065664282,0.822477843,TRUE,"peak_269","Promoter (<=1kb)",8,91798525,91801915,3391,2,"16373","ENSMUST00000093312.5",0,"ENSMUSG00000031734","Irx3","Iroquois related homeobox 3"
"chr8",111876250,111877250,1001,"-","Tmem170",6.99197491894499,438.481050415039,62.7120456663768,-0.096392032,0.822301862,TRUE,"peak_270","Promoter (<=1kb)",8,111863038,111876750,13713,2,"66817","ENSMUST00000034431.2",0,"ENSMUSG00000031953","Tmem170","transmembrane protein 170"
"chr1",135283584,135284584,1001,"-","Rnpep",18.7512337744636,471.492791259766,25.1446276512146,0.04001366,0.821896642,TRUE,"peak_271","Promoter (<=1kb)",1,135262712,135284084,21373,2,"215615","ENSMUST00000074357.7",0,"ENSMUSG00000041926","Rnpep","arginyl aminopeptidase (aminopeptidase B)"
"chr4",155624255,155625255,1001,"-","Gm16023",5.48199230305143,348.450874023438,63.562817085584,-0.078976595,0.819829497,TRUE,"peak_272","Promoter (<=1kb)",4,155608300,155624755,16456,2,"100502734","ENSMUST00000137752.1",0,"ENSMUSG00000086682","Gm16023","predicted gene 16023"
"chr14",54517025,54518025,1001,"-","Prmt5",0,0,91.9757443936666,-0.025189509,0.819306492,FALSE,"peak_273","Promoter (<=1kb)",14,54507187,54517525,10339,2,"27374","ENSMUST00000023873.11",0,"ENSMUSG00000023110","Prmt5","protein arginine N-methyltransferase 5"
"chr1",57377044,57378044,1001,"-","4930558J18Rik",14.3402943835636,490.832365966797,34.227495812734,-0.069915465,0.817718148,TRUE,"peak_274","Promoter (<=1kb)",1,57377620,57385423,7804,1,"73467","ENSMUST00000042734.2",0,"ENSMUSG00000038323","1700066M21Rik","RIKEN cDNA 1700066M21 gene"
"chr8",83607471,83608471,1001,"-","Tecr",6.39625606618402,750.918786132813,117.399737965902,0.037268231,0.816285194,TRUE,"peak_275","Promoter (<=1kb)",8,83573099,83607971,34873,2,"106529","ENSMUST00000211972.1",0,"ENSMUSG00000031708","Tecr","trans-2,3-enoyl-CoA reductase"
"chr5",107437497,107438497,1001,"+","Btbd8",11.3177273352603,350.784147705078,30.9942214822769,-0.049671876,0.816285194,TRUE,"peak_276","Promoter (<=1kb)",5,107437997,107471639,33643,1,"100503185","ENSMUST00000162298.3",0,"ENSMUSG00000111375","Btbd8","BTB domain containing 8"
"chr1",153424662,153425662,1001,"+","Shcbp1l",34.3906439900333,710.239976074219,20.6521278368632,-0.127357029,0.815708423,TRUE,"peak_277","Promoter (<=1kb)",1,153425162,153452574,27413,1,"71836","ENSMUST00000042373.11",0,"ENSMUSG00000042708","Shcbp1l","Shc SH2-domain binding protein 1-like"
"chr9",120109874,120110874,1001,"+","Slc25a38",7.68262789323686,161.38787097168,21.0068577073415,-0.053318292,0.814136359,TRUE,"peak_278","Promoter (<=1kb)",9,120110374,120124504,14131,1,"208638","ENSMUST00000035106.11",0,"ENSMUSG00000032519","Slc25a38","solute carrier family 25, member 38"
"chr4",141115160,141116160,1001,"+","4921514A10Rik",0,0,15.4682413991292,-0.091146291,0.813737949,FALSE,"peak_279","3' UTR",4,141103985,141111546,7562,1,"329972","ENSMUST00000181353.1",11175,"ENSMUSG00000045004","Spata21","spermatogenesis associated 21"
"chr5",122165097,122166097,1001,"+","Gm42748",0,0,47.3188706099192,-0.076823001,0.812020574,FALSE,"peak_280","Promoter (2-3kb)",5,122168936,122175265,6330,1,"434233","ENSMUST00000133568.5",-2839,"ENSMUSG00000100153","Ppp1ccb","protein phosphatase 1 catalytic subunit gamma B"
"chr5",44226126,44227126,1001,"-","Tapt1",10.900846661183,228.743554870605,20.9840172952016,0.028308576,0.811062853,TRUE,"peak_281","Promoter (<=1kb)",5,44175154,44226622,51469,2,"231225","ENSMUST00000055128.11",0,"ENSMUSG00000046985","Tapt1","transmembrane anterior posterior transformation 1"
"chr12",111813373,111814373,1001,"-","Xrcc3",7.84459829649537,1169.72763452148,149.112496307691,-0.051569979,0.810913232,TRUE,"peak_282","Promoter (<=1kb)",12,111814170,111828386,14217,1,"68520","ENSMUST00000021714.8",0,"ENSMUSG00000021286","Zfyve21","zinc finger, FYVE domain containing 21"
"chr6",30401368,30402368,1001,"+","Klhdc10",5.80004286088278,528.845630004883,91.1796072355906,-0.024982469,0.810895639,TRUE,"peak_283","Promoter (<=1kb)",6,30401868,30453288,51421,1,"76788","ENSMUST00000068240.12",0,"ENSMUSG00000029775","Klhdc10","kelch domain containing 10"
"chr1",106759227,106760227,1001,"-","Kdsr",9.96030014370579,692.56759967041,69.5328042004903,0.033786544,0.81049733,TRUE,"peak_284","Promoter (<=1kb)",1,106720459,106759727,39269,2,"70750","ENSMUST00000010049.5",0,"ENSMUSG00000009905","Kdsr","3-ketodihydrosphingosine reductase"
"chr2",32775286,32776286,1001,"+","Ptrh1",8.95475758778158,751.58603527832,83.9314775314331,0.101076792,0.809855952,TRUE,"peak_286","Promoter (<=1kb)",2,32775786,32777597,1812,1,"329384","ENSMUST00000066352.5",0,"ENSMUSG00000053746","Ptrh1","peptidyl-tRNA hydrolase 1 homolog"
"chr2",167348683,167349683,1001,"-","B4galt5",9.89362466033625,836.615171386719,84.5610380531947,-0.040951974,0.8092256,TRUE,"peak_287","Promoter (<=1kb)",2,167298444,167349183,50740,2,"56336","ENSMUST00000109221.8",0,"ENSMUSG00000017929","B4galt5","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5"
"chr15",102405643,102406643,1001,"+","Sp1",14.867000638268,7212.42590441895,485.129857723554,0.023144821,0.808644578,TRUE,"peak_288","Promoter (<=1kb)",15,102406143,102408235,2093,1,"20683","ENSMUST00000170884.7",0,"ENSMUSG00000001280","Sp1","trans-acting transcription factor 1"
"chr15",36496320,36497320,1001,"-","Ankrd46",11.5521492045876,630.211392211914,54.5536056582133,-0.032607927,0.80820712,TRUE,"peak_289","Promoter (<=1kb)",15,36477668,36496789,19122,2,"68839","ENSMUST00000228630.1",0,"ENSMUSG00000048307","Ankrd46","ankyrin repeat domain 46"
"chr12",108178814,108179814,1001,"-","Setd3",12.4318366577117,1309.44129052734,105.329673046748,0.027558749,0.808168035,TRUE,"peak_290","Promoter (<=1kb)",12,108179579,108203357,23779,1,"12454","ENSMUST00000221167.1",0,"ENSMUSG00000021258","Ccnk","cyclin K"
"chr16",3846768,3847768,1001,"+","Zfp174",5.15032852971796,437.481210876465,84.9423892771403,-0.066366555,0.805681288,TRUE,"peak_291","Promoter (<=1kb)",16,3847268,3858880,11613,1,"385674","ENSMUST00000041778.7",0,"ENSMUSG00000054939","Zfp174","zinc finger protein 174"
"chr12",81532411,81533411,1001,"-","Synj2bp",3.80741560716307,132.544628173828,34.8122300923665,0.036864966,0.802816336,TRUE,"peak_292","Promoter (<=1kb)",12,81358860,81532905,174046,2,"105940408","ENSMUST00000164386.7",0,"ENSMUSG00000021139","S2bpcox16","synaptojanin 2 binding protein Cox16 readthrough"
"chrX",136741324,136742324,1001,"+","BC065397",17.2960472162047,1790.60330474854,103.526735465368,0.065600549,0.802816336,TRUE,"peak_293","Promoter (<=1kb)",20,136741824,136758181,16358,1,"436230","ENSMUST00000146801.7",0,"ENSMUSG00000087368","BC065397","cDNA sequence BC065397"
"chr6",87913435,87914435,1001,"+","Hmces",35.5459624468793,920.311214599609,25.8907383918762,-0.08640919,0.8026789,TRUE,"peak_294","Promoter (<=1kb)",6,87913935,87936629,22695,1,"232210","ENSMUST00000032141.13",0,"ENSMUSG00000030060","Hmces","5-hydroxymethylcytosine (hmC) binding, ES cell specific"
"chrX",162828954,162829954,1001,"-","Txlng",11.9065550348165,1103.70423529053,92.6971934420268,0.036458986,0.79831353,TRUE,"peak_295","Promoter (<=1kb)",20,162778919,162829454,50536,2,"353170","ENSMUST00000041370.10",0,"ENSMUSG00000038344","Txlng","taxilin gamma"
"chr5",130255030,130256030,1001,"-","Sbds",13.7052202265981,530.179364624023,38.6844834200541,-0.036583731,0.795440102,TRUE,"peak_296","Promoter (<=1kb)",5,130255619,130285386,29768,1,"100929","ENSMUST00000044204.11",0,"ENSMUSG00000056310","Tyw1","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)"
"chr13",94358423,94359423,1001,"-","Gm9776",37.6855179704364,1177.06287719727,31.2338251028061,0.089443581,0.794423007,TRUE,"peak_297","Promoter (<=1kb)",13,94358960,94566317,207358,1,"11774","ENSMUST00000022196.4",0,"ENSMUSG00000021686","Ap3b1","adaptor-related protein complex 3, beta 1 subunit"
"chr14",59440384,59441384,1001,"-","Setdb2",13.125783372807,942.98396697998,71.8421095485687,-0.052567683,0.794371399,TRUE,"peak_298","Promoter (<=1kb)",14,59402009,59440884,38876,2,"239122","ENSMUST00000161459.7",0,"ENSMUSG00000071350","Setdb2","SET domain, bifurcated 2"
"chr19",9135136,9136136,1001,"-","Asrgl1",8.82640791068096,320.10767578125,36.2670385303497,0.031647318,0.794088771,TRUE,"peak_299","Promoter (<=1kb)",19,9109868,9135636,25769,2,"66514","ENSMUST00000049948.5",0,"ENSMUSG00000024654","Asrgl1","asparaginase like 1"
"chr2",181762832,181763832,1001,"+","Myt1",1.6994527661725,93.3648840332031,54.9382047513326,-0.041941691,0.793232747,TRUE,"peak_300","Promoter (<=1kb)",2,181763332,181827797,64466,1,"17932","ENSMUST00000081125.10",0,"ENSMUSG00000010505","Myt1","myelin transcription factor 1"
"chr13",100651079,100652079,1001,"+","Taf9",35.0893446422433,744.250451171875,21.2101553551356,-0.120520327,0.792907174,TRUE,"peak_301","Promoter (<=1kb)",13,100651362,100654558,3197,1,"102216272","ENSMUST00000185901.1",0,"ENSMUSG00000078941","Ak6","adenylate kinase 6"
"chr6",67036099,67037099,1001,"+","E230016M11Rik",13.8142534567333,678.563864746094,49.1205599253972,0.10778871,0.792709961,TRUE,"peak_302","Promoter (<=1kb)",6,67036599,67080654,44056,1,"320172","ENSMUST00000130657.7",0,"ENSMUSG00000087231","E230016M11Rik","RIKEN cDNA E230016M11 gene"
"chr17",24527438,24528438,1001,"-","Traf7",0.871864729716181,153.385262145996,175.927821046193,-0.030604616,0.79246481,FALSE,"peak_303","Promoter (<=1kb)",17,24508562,24527938,19377,2,"224619","ENSMUST00000176652.7",0,"ENSMUSG00000052752","Traf7","TNF receptor-associated factor 7"
"chr8",11636782,11637782,1001,"+","Gm45592",0,0,36.6974662202199,-0.129772482,0.790032398,FALSE,"peak_304","Promoter (1-2kb)",8,11611583,11635757,24175,2,"102334","ENSMUST00000169782.2",-1025,"ENSMUSG00000031508","Ankrd10","ankyrin repeat domain 10"
"chr15",81925740,81926740,1001,"-","Polr3h",6.53609913408197,1470.49469146729,224.980475556056,0.037809239,0.7895141,TRUE,"peak_305","Promoter (<=1kb)",15,81888228,81926164,37937,2,"78929","ENSMUST00000230669.1",0,"ENSMUSG00000022476","Polr3h","polymerase (RNA) III (DNA directed) polypeptide H"
"chr6",116107150,116108150,1001,"+","Gm20404",6.37114297557656,410.138172302246,64.3743475659688,0.124344073,0.789494912,TRUE,"peak_306","Promoter (<=1kb)",6,116021170,116107859,86690,2,"330401","ENSMUST00000204353.2",0,"ENSMUSG00000030126","Tmcc1","transmembrane and coiled coil domains 1"
"chr4",134186612,134187612,1001,"-","Cep85",11.7918600908434,1352.78873864746,114.722251470566,0.039789147,0.787664725,TRUE,"peak_307","Promoter (<=1kb)",4,134129858,134187112,57255,2,"70012","ENSMUST00000040271.11",0,"ENSMUSG00000037443","Cep85","centrosomal protein 85"
"chr8",106682568,106683568,1001,"+","Tango6",12.1228516896752,600.2032421875,49.5100705305735,0.04346338,0.787664725,TRUE,"peak_308","Promoter (<=1kb)",8,106683068,106851439,168372,1,"272538","ENSMUST00000048359.4",0,"ENSMUSG00000041949","Tango6","transport and golgi organization 6"
"chr18",10181545,10182545,1001,"-","Rock1",1.17290013782133,66.6892028808594,56.8583809741338,0.034795393,0.787426303,FALSE,"peak_309","Promoter (<=1kb)",18,10064401,10182045,117645,2,"19877","ENSMUST00000067947.6",0,"ENSMUSG00000024290","Rock1","Rho-associated coiled-coil containing protein kinase 1"
"chr11",101732419,101733419,1001,"+","Dhx8",1.97357999606842,150.384152496338,76.1986607058843,0.0337325,0.787098181,TRUE,"peak_310","Promoter (<=1kb)",11,101732919,101735696,2778,1,"217207","ENSMUST00000125409.1",0,"ENSMUSG00000034931","Dhx8","DEAH-box helicase 8"
"chr12",78225879,78226879,1001,"+","Gphn",11.1211976720481,1246.08686425781,112.046103396734,0.031593574,0.786492403,TRUE,"peak_311","Promoter (<=1kb)",12,78226379,78684772,458394,1,"268566","ENSMUST00000052472.5",0,"ENSMUSG00000047454","Gphn","gephyrin"
"chr17",33915404,33916404,1001,"+","Zbtb22",5.25874412854977,563.523396301269,107.159310764313,-0.04405822,0.78628116,TRUE,"peak_312","Promoter (<=1kb)",17,33915899,33920415,4517,1,"21356","ENSMUST00000172619.7",0,"ENSMUSG00000024308","Tapbp","TAP binding protein"
"chr11",86807246,86808246,1001,"-","Dhx40",19.6636544559751,614.208601928711,31.2357300268809,0.033574244,0.785949816,TRUE,"peak_313","Promoter (<=1kb)",11,86768846,86807746,38901,2,"67487","ENSMUST00000018569.13",0,"ENSMUSG00000018425","Dhx40","DEAH-box helicase 40"
"chr8",120100982,120101982,1001,"-","Zdhhc7",17.9352188866313,380.12798614502,21.1944994119008,-0.045224151,0.784507306,TRUE,"peak_314","Promoter (<=1kb)",8,120080890,120101482,20593,2,"102193","ENSMUST00000034280.8",0,"ENSMUSG00000031823","Zdhhc7","zinc finger, DHHC domain containing 7"
"chr19",5963702,5964702,1001,"-","Pola2",25.4443759367192,876.962714233398,34.4658763262431,-0.044326397,0.783649993,TRUE,"peak_315","Promoter (<=1kb)",19,5940542,5964202,23661,2,"18969","ENSMUST00000025752.14",0,"ENSMUSG00000024833","Pola2","polymerase (DNA directed), alpha 2"
"chr11",59947706,59948706,1001,"+","Med9",0,0,37.6284907665253,0.045787106,0.783649993,FALSE,"peak_316","Promoter (<=1kb)",11,59946889,59948091,1203,2,"100504121","ENSMUST00000129175.7",0,"ENSMUSG00000085260","Med9os","mediator complex subunit 9, opposite strand"
"chr4",58206359,58207359,1001,"-","Svep1",4.78044526909562,214.072205322266,44.7808087472916,0.087488718,0.783285829,TRUE,"peak_317","Promoter (<=1kb)",4,58042442,58206596,164155,2,"64817","ENSMUST00000042850.8",0,"ENSMUSG00000028369","Svep1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"chr1",87213414,87214414,1001,"+","Eif4e2",19.7066420928008,732.580086181641,37.1742726504008,0.034287367,0.782586964,TRUE,"peak_318","Promoter (<=1kb)",1,87213914,87226607,12694,1,"26987","ENSMUST00000113232.7",0,"ENSMUSG00000026254","Eif4e2","eukaryotic translation initiation factor 4E member 2"
"chr15",76710123,76711123,1001,"+","Lrrc14",16.3716355839162,636.882879333496,38.9016036955516,0.061672899,0.782029719,TRUE,"peak_319","Promoter (<=1kb)",15,76710623,76713570,2948,1,"223664","ENSMUST00000136840.7",0,"ENSMUSG00000033728","Lrrc14","leucine rich repeat containing 14"
"chr5",34335789,34336789,1001,"+","Rnf4",4.34901728013343,406.470296478272,93.4625618378321,0.029717749,0.781139095,TRUE,"peak_320","Promoter (<=1kb)",5,34336289,34353439,17151,1,"19822","ENSMUST00000182709.7",0,"ENSMUSG00000029110","Rnf4","ring finger protein 4"
"chr13",49186985,49187985,1001,"+","Ninj1",25.6692449297413,1377.13064804077,53.6490516885122,0.059750176,0.780396821,TRUE,"peak_321","Promoter (<=1kb)",13,49187485,49196244,8760,1,"18081","ENSMUST00000049022.14",0,"ENSMUSG00000037966","Ninj1","ninjurin 1"
"chr16",32099300,32100300,1001,"+","Cep19",27.6659575033794,830.28052734375,30.0109087944031,-0.061609218,0.780323165,TRUE,"peak_322","Promoter (<=1kb)",16,32099800,32108069,8270,1,"66994","ENSMUST00000115168.8",0,"ENSMUSG00000035790","Cep19","centrosomal protein 19"
"chr4",106650569,106651569,1001,"+","Pars2",1.52658804652996,120.374011199951,78.8516662851969,-0.070300352,0.779509425,TRUE,"peak_323","Promoter (<=1kb)",4,106651069,106653539,2471,1,"230577","ENSMUST00000106782.1",0,"ENSMUSG00000043572","Pars2","prolyl-tRNA synthetase (mitochondrial)(putative)"
"chr12",83630736,83631736,1001,"+","Rbm25",0,0,3.98907712427775,0.02923631,0.777239583,FALSE,"peak_324","Promoter (<=1kb)",12,83631236,83674417,43182,1,"67039","ENSMUST00000181983.7",0,"ENSMUSG00000010608","Rbm25","RNA binding motif protein 25"
"chr17",33908817,33909817,1001,"-","BC051226",12.152872636662,1153.05538171387,94.8792451124191,0.140596255,0.776972209,TRUE,"peak_325","Promoter (<=1kb)",17,33909414,33911423,2010,1,"13163","ENSMUST00000173028.7",0,"ENSMUSG00000002307","Daxx","Fas death domain-associated protein"
"chr5",114127718,114128718,1001,"-","Alkbh2",8.83242124221778,314.772547851562,35.6383079134623,-0.15349387,0.775594458,TRUE,"peak_326","Promoter (<=1kb)",5,114123926,114128176,4251,2,"231642","ENSMUST00000053657.12",0,"ENSMUSG00000044339","Alkbh2","alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase"
