"gene","chromosome","tss","strand","log2FoldChange","padj","bm3_signal","avg_bg_signal","fold_change","is_higher_than_bg"
"Zfp367","chr13",64153202,"-",0.140995834,0.093286306,937.648867431641,100.529031943003,9.32714509738099,TRUE
"Cyth2","chr7",45814581,"-",0.145311423,0.093097924,1705.90752307129,108.705215146383,15.6929685551343,TRUE
"Rmnd5a","chr6",71440637,"-",0.127394632,0.091574951,1871.29668771362,201.705110179583,9.27738858994479,TRUE
"Als2","chr1",59237231,"-",0.159331013,0.091572012,306.769562988281,50.7274114716848,6.0474121207528,TRUE
"A930005H10Rik","chr3",115888130,"-",-0.499412551,0.091439829,1027.01271240234,53.457919588089,19.2116101845305,TRUE
"Phka2","chrX",160502166,"+",0.206374654,0.090958082,373.458955078125,35.2943947327932,10.5812539896351,TRUE
"Asf1b","chr8",83955507,"+",-0.201964563,0.09058044,1341.11831460571,206.240748739243,6.50268350364329,TRUE
"Gm24265","chr5",115489459,"+",-0.430048055,0.089268151,666.890424804688,67.6072523800532,9.86418470396892,TRUE
"Mbd4","chr6",115853371,"-",-0.278938716,0.089192259,0,89.5961416654587,0,FALSE
"Usp28","chr9",48985375,"+",-0.16755853,0.088763776,829.447322387695,96.7783111667633,8.57059099696868,TRUE
"Rdh14","chr12",10390772,"+",-0.265472737,0.088559897,4.00135217285156,51.1308344694773,0.0782571263381234,FALSE
"Arhgap11a","chr2",113848661,"-",-0.129415077,0.088105527,1540.8503737793,59.1281548779806,26.0595037501012,TRUE
"Msrb3","chr10",120899101,"-",0.241967557,0.088093973,466.157367126465,29.4995901136398,15.8021642107809,TRUE
"Slc33a1","chr3",63964768,"-",0.200552146,0.087826333,80.0270434570313,45.8058043397268,1.74709394607497,TRUE
"Prpf38b","chr3",108911727,"-",-0.137844838,0.087661176,690.233131713867,74.961727388382,9.20780718055923,TRUE
"Hmg20b","chr10",81350480,"-",-0.215488887,0.087339622,186.729477539062,82.1824845504761,2.2721322987549,TRUE
"Six4","chr12",73113456,"-",-0.418059009,0.087147825,216.072681152344,9.99036150105794,21.6281143709827,TRUE
"Gm37848","chr1",158551966,"-",0.270532854,0.086900995,216.073445800781,19.2220181331635,11.2409344483966,TRUE
"9130604C24Rik","chr5",137502673,"+",-0.657398007,0.086373881,1629.88013421631,90.5453351980845,18.0007079398474,TRUE
"Pcgf1","chr6",83077869,"+",-0.371390386,0.0863437,66.0222392578125,48.0536434761683,1.37392785399416,FALSE
"Kyat3","chr3",142701051,"+",0.327101662,0.086203195,180.06062286377,93.3610640573502,1.9286479292177,TRUE
"Triqk","chr4",12906838,"+",-0.330326694,0.085989475,536.514816772461,69.5510798575083,7.71396817808777,TRUE
"Pemt","chr11",60046489,"-",-0.451627597,0.085430178,0,104.80609657987,0,FALSE
"Maz","chr7",127027037,"-",0.129897076,0.085311612,1032.68086557007,66.688796207428,15.4850728202985,TRUE
"Cenpp","chr13",49652785,"-",-0.282424264,0.085058647,761.090706481934,94.912986017863,8.01882585738788,TRUE
"AI837181","chr19",5425144,"+",0.219440405,0.084841998,1358.7918291626,53.1636610711416,25.5586579589452,TRUE
"Ensa","chr3",95624993,"+",-0.139865832,0.084713022,1731.91763842773,251.606730794907,6.88343126972816,TRUE
"Mmd","chr11",90249456,"+",-0.236941792,0.084553342,465.490372131348,84.4864021193186,5.50964842216791,TRUE
"Zfp335os","chr2",164911354,"+",-0.552956065,0.084475335,938.982590454102,50.6591924012502,18.5352854229656,TRUE
"Fcho2","chr13",98815449,"-",-0.127543104,0.084180172,793.933436859131,71.9070189911524,11.0411118135327,TRUE
"Rbm26","chr14",105177327,"-",0.12788166,0.084097065,514.841433746338,42.3575651826859,12.1546512771887,TRUE
"Grk6","chr13",55445072,"+",0.163253494,0.083940253,1951.32402624512,145.5549973526,13.4060943405339,TRUE
"Puf60","chr15",76080924,"-",-0.137477946,0.083671338,866.957485351562,83.8282898508708,10.3420633642159,TRUE
"Primpol","chr8",46617212,"-",-0.306566098,0.082824801,297.433799682617,81.6705505282084,3.64187332837784,TRUE
"Wdr78","chr4",103114555,"-",0.230624766,0.082707659,1577.19845748901,66.9851878166199,23.54548085775,TRUE
"Zfp780b","chr7",27979171,"-",-0.192094545,0.082557142,471.160152648926,18.8350008274714,25.0151384098547,TRUE
"Haspin","chr11",73138294,"-",-0.25960274,0.082491117,245.416266601563,33.6415639724731,7.29503143202176,TRUE
"Col12a1","chr9",79718831,"-",-0.239845338,0.082439612,70.0236630249023,29.008795407931,2.41387696525164,TRUE
"Nutf2","chr8",105860580,"+",-0.202139719,0.082037336,997.002737731934,119.380186723073,8.35149253070515,TRUE
"Dhx35","chr2",158794807,"+",0.188938565,0.081943023,980.329691772461,63.0475825567245,15.5490448962171,TRUE
"Dtl","chr1",191575544,"-",-0.152855722,0.081905489,2269.42894677734,92.3232396640777,24.581340029171,TRUE
"Tbl3","chr17",24707660,"-",-0.200035652,0.081669257,280.094216308594,9.73213421821594,28.7803486910746,TRUE
"Nudt4","chr10",95564146,"-",0.123764755,0.081402028,83.3615036010742,65.7111772905985,1.26860462767878,FALSE
"Kitl","chr10",100015630,"+",-0.123432199,0.081231067,1183.73058105469,66.4727001253764,17.8077703902807,TRUE
"Dock9","chr14",121797837,"-",0.283931186,0.081227626,581.863314331055,38.7406450538635,15.0194534324881,TRUE
"Pde8b","chr13",95250336,"-",-0.483352849,0.081227626,402.802158691406,19.7132734953562,20.4330426799127,TRUE
"Lrch2","chrX",147554081,"-",-0.137337063,0.080813435,490.16661315918,21.3027261950175,23.0095720459396,TRUE
"Bmt2","chr6",13677966,"-",-0.140365961,0.080617751,1239.08274145508,77.7578111743927,15.9351545875707,TRUE
"Msn","chrX",96096042,"+",-0.110295362,0.080488571,115.372502563477,28.4502630647024,4.05523500085371,TRUE
"Stc1","chr14",69029238,"+",0.279162199,0.080488571,148.716696228027,10.4154502722422,14.2784701900374,TRUE
"Rmdn1","chr4",19575162,"+",-0.249673621,0.080268495,0,73.5856603857676,0,FALSE
"Rab21","chr10",115315594,"-",0.142407117,0.080203478,712.908131469727,28.6795065174103,24.8577544748528,TRUE
"4933407K13Rik","chrX",75764699,"-",0.379123898,0.080190786,166.722747802734,29.4009616381327,5.67065628174885,TRUE
"Rexo5","chr7",119794006,"+",-0.261936468,0.079560828,845.617957824707,43.3877772769928,19.4897736389255,TRUE
"Wdr89","chr12",75669537,"-",-0.29702514,0.079049446,1177.39724163818,165.866758110682,7.09845212536506,TRUE
"Mkx","chr18",7004780,"-",-0.403474639,0.078992512,0,34.2721817398071,0,FALSE
"Derl1","chr15",57892448,"-",-0.156783637,0.078815973,1260.42440979004,168.124675946554,7.49696261238133,TRUE
"A630052C17Rik","chr11",29173558,"-",-0.410084197,0.078784664,2240.7535300293,66.9596030216217,33.4642594775501,TRUE
"Bod1l","chr5",41844315,"-",0.147196324,0.078757557,435.147492675781,31.9277327171961,13.6291385464215,TRUE
"Gosr1","chr11",76763579,"-",0.14997945,0.078517278,383.463275756836,50.95820520401,7.52505458584441,TRUE
"Me1","chr9",86695953,"-",-0.143442774,0.078346079,0,15.4121968743006,0,FALSE
"2810013P06Rik","chr8",123042466,"+",-0.300500378,0.078305446,0,137.897164328257,0,FALSE
"Btd","chr14",31641028,"+",-0.206666239,0.078121045,203.402395629883,95.137834681193,2.13797587796153,TRUE
"Fxr2","chr11",69632990,"+",0.159184391,0.077927093,966.992184143066,93.9769138685862,10.2896780106577,TRUE
"Lgals1","chr15",78926725,"+",0.155030445,0.077910901,810.272046508789,80.42870186011,10.0744140806611,TRUE
"Tpgs2","chr18",25169007,"-",-0.180606015,0.07784517,1179.73051293945,82.7187925980886,14.2619406773923,TRUE
"Zfp428","chr7",24507006,"+",0.244616657,0.077831294,280.094216308594,62.1142216269175,4.50934116168999,TRUE
"B230354K17Rik","chr17",45433598,"+",-0.160614708,0.077520996,120.040565185547,92.3146803270976,1.30034101575403,TRUE
"Ahi1","chr10",20952547,"+",-0.151908431,0.077024464,405.8036121521,70.4903529294332,5.75686736252184,TRUE
"Rab8a","chr8",72161200,"+",-0.162868126,0.076840399,1470.4954699707,163.985311524073,8.96723893319453,TRUE
"Cbx5","chr15",103239816,"-",-0.10814414,0.076737392,3909.6491776123,161.584394696554,24.1957101423959,TRUE
"2810405F17Rik","chr4",137388382,"-",-0.553338668,0.076575611,281.427998291016,56.6857819150289,4.96470170796747,TRUE
"Daxx","chr17",33909414,"+",0.220988042,0.076082505,1253.08892687988,93.2582221838633,13.4367661910749,TRUE
"Ldlrad3","chr2",102186385,"-",0.151783009,0.075704764,393.466473999023,40.1386928590139,9.80267283194957,TRUE
"Golga2","chr2",32287384,"+",0.233163867,0.075544846,81.3608275146484,21.9457051811218,3.707369020187,TRUE
"Tspyl2","chrX",152342425,"-",0.20723068,0.075402725,188.396869506836,63.6712883679072,2.95889834077545,TRUE
"Mcm9","chr10",53630439,"-",0.16367442,0.075004458,378.460756591797,42.1837096277873,8.97172771032202,TRUE
"Sox4","chr13",28953713,"-",0.170077165,0.07466188,550.519371154785,102.938320562363,5.34805083420092,TRUE
"Otulin","chr15",27630693,"-",-0.266835904,0.074643254,353.120009643555,75.0582734174728,4.7046114114497,TRUE
"Acss1","chr2",150668500,"-",-0.256883545,0.074070749,210.071266784668,44.4227615769704,4.72891057033187,TRUE
"Zfp78","chr7",6363280,"+",-0.482095559,0.073791736,1537.18385192871,98.1853142706553,15.6559447138026,TRUE
"AW146154","chr7",41499890,"-",0.338361187,0.073678775,90.0304238891602,38.3853250439962,2.34543862233731,TRUE
"Katnb1","chr8",95081186,"+",0.218257655,0.073506574,896.969677307129,258.896135398229,3.46459276391835,TRUE
"mt-Rnr1","chrM",70,"+",-2.205664899,0.073425075,10547.4113276967,13953.908234178,0.755875067449735,FALSE
"Zgrf1","chr3",127553489,"+",-0.162096635,0.073407998,120.374011199951,62.8301981789271,1.91586235104896,TRUE
"Slc35c2","chr2",165287869,"-",0.166518974,0.072934714,483.497006835937,57.5461237421036,8.40190399274777,TRUE
"Snapc5","chr9",64179274,"+",-0.395197546,0.072421297,304.102291992187,57.9674235738118,5.24608949723225,TRUE
"Cd2bp2","chr7",127196050,"-",0.16967178,0.072121992,620.209533081055,31.1194972419739,19.9299342228614,TRUE
"Bok","chr1",93685660,"+",-0.284565282,0.072110247,1290.43471740723,21.2145059076945,60.8279411748725,TRUE
"Pikfyve","chr1",65186683,"+",-0.128769583,0.072107207,976.328539672852,103.119711062749,9.46791384121264,TRUE
"BC064078","chr6",128992952,"+",-0.180636189,0.07202976,1059.68985510254,62.76263195165,16.8840888622849,TRUE
"Gm48226","chr12",78226525,"-",-0.289667177,0.070863981,1378.79809646606,112.198802960714,12.2888841955725,TRUE
"Hdlbp","chr1",93478815,"-",-0.114038858,0.070571112,2565.86486923218,150.156679236094,17.0879169830189,TRUE
"Net1","chr13",3918220,"-",-0.17819787,0.070571112,676.895659790039,52.5182146803538,12.8887789485969,TRUE
"Mlec","chr5",115158179,"-",0.121243701,0.070182106,2026.6816769104,96.4766624587377,21.0069629821326,TRUE
"Snrnp35","chr5",124483134,"+",-0.407835984,0.069887383,655.55397857666,36.7269585851034,17.8493946635308,TRUE
"Nbas","chr12",13269133,"+",0.163798993,0.069878007,153.384927978516,36.0186834481557,4.2584823567828,TRUE
"Cpsf4","chr5",145167213,"+",-0.194959737,0.069827528,318.107002807617,46.3734978294372,6.85967239257262,TRUE
"Cdk2ap2","chr19",4097182,"+",-0.240583477,0.069746612,725.91209375,99.4895442091624,7.29636565852463,TRUE
"Zfp775","chr6",48602063,"+",-0.368581871,0.069637081,136.712772521973,78.6148355258306,1.73902001584743,TRUE
"B3glct","chr5",149678230,"+",0.151589126,0.069608325,430.146211547852,25.5557330862681,16.8316913506575,TRUE
"Pm20d2","chr4",33189737,"-",0.394066882,0.069374535,202.56824621582,21.1034628753662,9.59881548408226,TRUE
"Arih1","chr9",59486618,"-",0.12288385,0.069114193,686.898866577148,68.299295782725,10.0571881262484,TRUE
"Znrd1as","chr17",36958592,"+",-0.645138461,0.069089137,56.6858224487305,62.4425527884165,0.907807575401466,FALSE
"Wrnip1","chr13",32802038,"+",-0.209921058,0.068977909,1135.71736364746,101.31203393809,11.2100934064899,TRUE
"Eif2ak4","chr2",118388618,"+",-0.17198777,0.068949231,732.580635925293,102.044897299449,7.17900311835829,TRUE
"Ppp5c","chr7",17027924,"-",0.164180771,0.068631215,654.887111328125,39.9551455039978,16.3905575381423,TRUE
"Stx5a","chr19",8741413,"+",-0.209344263,0.068151127,983.664836914062,106.173072092692,9.26472991245177,TRUE
"Nub1","chr5",24685532,"+",-0.199044886,0.067685064,960.323065185547,138.6248947951,6.9274935544946,TRUE
"Cntln","chr4",84884309,"+",-0.168629657,0.067431772,727.912650512695,27.6488840176264,26.3270173960238,TRUE
"Tsc22d1","chr14",76414961,"+",0.159673326,0.067203451,668.225226470947,65.0208607743581,10.2770898218326,TRUE
"Gstz1","chr12",87147165,"+",-0.227702719,0.067082115,160.054019470215,62.2911327044169,2.56945110036289,TRUE
"Tedc1","chr12",113156421,"+",-0.260822602,0.066925009,857.623272186279,171.901014389992,4.98905300372801,TRUE
"Tspan15","chr10",62231251,"-",-0.169999533,0.066826199,975.661092407227,61.3457251205444,15.904304505164,TRUE
"Mfap3","chr11",57518664,"+",0.140888843,0.066723894,322.775239746094,32.357211701711,9.97537249876897,TRUE
"Vipas39","chr12",87266256,"-",-0.170239445,0.066187049,206.069519714355,132.905211306254,1.55049992162842,TRUE
"Cdk20","chr13",64432314,"+",0.582484339,0.065837768,512.172636230469,54.5110479863485,9.39575838568973,TRUE
"Gm10461","chr5",32611805,"-",-0.487740475,0.065562577,91.6976539611816,26.2036851851145,3.49941824263986,TRUE
"Idh3b","chr2",130284547,"-",-0.141379778,0.0653905,533.179213134766,28.3883832737605,18.7815983739936,TRUE
"Cnpy3","chr17",46752214,"-",-0.198374997,0.064718224,346.783403320313,57.1381719500224,6.06920717771015,TRUE
"Rnps1","chr17",24414565,"+",0.152673034,0.064651168,1563.85986358643,57.4835980447133,27.205323201411,TRUE
"Pkmyt1","chr17",23726336,"+",0.287115483,0.064327993,412.473271240234,24.4406256917318,16.8765430330114,TRUE
"Olig2","chr16",91225457,"+",0.137588529,0.064061819,1901.806418396,106.696656449,17.8244237606925,TRUE
"Aars","chr8",111033144,"+",0.151539789,0.063795309,0,22.1544067306519,0,FALSE
"Frmd5","chr2",121807087,"-",0.49403918,0.063667599,511.505297790527,81.8179267349243,6.25175090842517,TRUE
"Nmt1","chr11",103028190,"+",-0.14309837,0.063596091,566.858457336426,90.0188284873962,6.29710991424192,TRUE
"Dlat","chr9",50659780,"-",-0.146482932,0.063104693,731.91338470459,30.6754750315348,23.8598875470444,TRUE
"Pcca","chr14",122534324,"+",-0.169284643,0.062838629,504.83681842041,116.876853644053,4.31939090316278,TRUE
"Tpr","chr1",150392838,"+",0.127688677,0.062098676,869.960910217285,113.008316558838,7.6982025456891,TRUE
"Pim1","chr17",29490753,"+",0.394181927,0.062055478,489.498409973145,69.610456427892,7.03196667702079,TRUE
"Mettl17","chr14",51884842,"+",-0.317060078,0.06168856,1057.689722229,41.3548945089976,25.5759260127935,TRUE
"Gm26854","chr15",41788911,"-",0.353380981,0.06168856,1020.67621505737,86.202205037117,11.8404884726312,TRUE
"Fam192a","chr8",94601997,"-",-0.190005612,0.061477508,1596.53713110352,179.654468467395,8.88670983095125,TRUE
"Yipf6","chrX",98936316,"+",-0.155666248,0.061361085,238.747621276855,11.1138151868184,21.4820578949362,TRUE
"Morn4","chr19",42086357,"-",0.243481446,0.061039886,817.275231079102,47.1695290301641,17.3263385893989,TRUE
"Arfgap3","chr15",83350247,"-",-0.302452139,0.060636556,422.475363555908,67.5343569482167,6.25571016956376,TRUE
"Pcgf3","chr5",108461232,"+",0.136081484,0.06054314,143.381786193848,58.7756990915934,2.43947393922798,TRUE
"Crem","chr18",3337748,"-",-0.2205629,0.060510171,570.191657104492,90.199599503835,6.32144333501447,TRUE
"Gm34921","chr10",99270446,"-",0.249936271,0.060335237,308.104363708496,45.9059133497874,6.71164870113456,TRUE
"Zfp787","chr7",6155997,"-",0.20718256,0.060285138,905.304929931641,75.8693310820262,11.9324227197004,TRUE
"Braf","chr6",39725463,"-",0.142490529,0.060047809,613.540944091797,38.2256091632843,16.0505210386837,TRUE
"Fads1","chr19",10182888,"+",0.156282482,0.060010115,1034.34916204834,41.6489143466949,24.8349609653252,TRUE
"Iars","chr13",49682100,"+",-0.130970925,0.059879933,376.793996582031,52.9490895112355,7.11615629390714,TRUE
"Mob3a","chr10",80701977,"-",-0.380636094,0.059809279,2044.68747796631,98.0942791070938,20.8441052483197,TRUE
"Gm26737","chr9",44112923,"+",0.601445441,0.059203798,375.459731811523,8.13666273053487,46.1441925572897,TRUE
"Gpr183","chr14",121965195,"-",0.586642973,0.059167555,0,14.322084201177,0,FALSE
"Cd3eap","chr7",19359483,"-",0.297311715,0.059134521,1265.92691790771,46.9063491347631,26.9883915772399,TRUE
"Ncoa1","chr12",4477182,"-",0.171460942,0.059132485,597.20135357666,34.8908393096924,17.1162793842785,TRUE
"Tomm40l","chr1",171222514,"-",-0.36737158,0.059067937,100.033804321289,132.325494283676,0.755967735943907,FALSE
"Ociad1","chr5",73292784,"+",-0.154959976,0.058886423,126.709485473633,77.4798553994497,1.63538618935694,TRUE
"Supt3","chr17",44777152,"+",-0.326317586,0.058820257,278.760547607422,39.2607742188772,7.10023052661528,TRUE
"Mir22hg","chr11",75461539,"+",0.546910618,0.058739748,1045.01863223267,174.838928338687,5.97703636233873,TRUE
"Pag1","chr3",9833679,"-",-0.218393111,0.058727044,808.606461425781,39.783709496816,20.3250644963235,TRUE
"B4galt1","chr4",40854005,"-",0.319656536,0.058650496,1835.62023071289,142.474420401255,12.8838582079729,TRUE
"Prdm10","chr9",31280538,"+",0.184877798,0.058210015,2186.73630889893,128.465673487345,17.0219502964294,TRUE
"Acp6","chr3",97158777,"+",-0.235170418,0.058163182,1036.01541470337,61.7242867749532,16.7845668023785,TRUE
"Atraid","chr5",31048312,"+",-0.185078779,0.058124821,1304.77296478271,79.7128290538788,16.3684187384794,TRUE
"Yipf1","chr4",107314363,"+",-0.217115966,0.05806672,219.074031463623,82.9041386645635,2.64249813088359,TRUE
"Ing2","chr8",47675556,"-",-0.253354172,0.058066019,452.152226135254,76.3701037947337,5.92053963093387,TRUE
"Pan2","chr10",128303335,"+",-0.171444178,0.057987163,186.729477539062,101.100645853678,1.84696621829017,TRUE
"Sltm","chr9",70542754,"+",-0.158475832,0.057381504,1780.60033319092,59.0495313943227,30.1543516289803,TRUE
"Tom1","chr8",75033705,"+",0.231744285,0.057076348,2404.97737380981,132.533549321493,18.1461779762342,TRUE
"Gm36933","chr1",180376444,"+",0.404798809,0.056588485,164.055764404297,22.3218196665446,7.34956947305598,TRUE
"Rnf121","chr7",102065469,"-",-0.177902344,0.056296435,763.589154968262,47.9692424163818,15.9183075759289,TRUE
"Magi3","chr3",104220374,"-",0.163556306,0.055878154,1514.51004681396,141.628523515701,10.6935383439626,TRUE
"Kdm4b","chr17",56326062,"+",0.1895395,0.055712437,508.838230651855,161.251346127192,3.15555958367314,TRUE
"Vcpip1","chr1",9748382,"-",0.14177312,0.055598745,152.718181213379,85.9881093502045,1.77603836585594,TRUE
"Paqr3","chr5",97111596,"-",0.500464841,0.055489809,700.236223693848,72.4120663744608,9.67015939129194,TRUE
"Ptov1","chr7",44869788,"-",0.164605088,0.055317347,705.904491821289,101.578533042272,6.94934717680483,TRUE
"Dynlrb1","chr2",155236533,"+",-0.211092062,0.055265612,1128.71288665771,41.6633363396327,27.0912746270878,TRUE
"Dcakd","chr11",103028333,"-",0.183267248,0.055162352,687.899578765869,113.941982189178,6.03727937279295,TRUE
"Dcp2","chr18",44380502,"+",-0.140278765,0.055144687,582.863809875488,62.8459436181386,9.27448577138178,TRUE
"Nus1","chr10",52417547,"+",-0.137387652,0.054826135,824.611580108643,87.9112972100576,9.38004109003526,TRUE
"Gm17259","chr13",81783749,"-",-0.426566645,0.054436212,2237.58602478027,72.8136234579086,30.7303210377074,TRUE
"Eif3a","chr19",60790658,"-",-0.119490232,0.054220625,130.043945617676,55.0789909737905,2.36104444396154,TRUE
"Prkdc","chr16",15637866,"+",-0.145187559,0.054029929,1379.79660388184,85.0023117020925,16.2324597561253,TRUE
"Gm24461","chr2",80558685,"+",0.639678028,0.054029929,0,9.63048168500264,0,FALSE
"Rmc1","chr18",12168717,"+",-0.221021583,0.053277539,1115.37723864746,68.8172137794495,16.2078232667499,TRUE
"Sppl2a","chr2",126933235,"-",-0.146246673,0.052934272,391.79892578125,71.9901564216614,5.44239581153848,TRUE
"Mocs1","chr17",49428362,"+",0.379474226,0.052813669,577.862334960937,36.7410044409434,15.7279950222858,TRUE
"Hexim1","chr11",103116231,"+",0.184413191,0.052166266,1092.03457208252,117.034200632095,9.33090127658838,TRUE
"Ccdc171","chr4",83525545,"+",-0.409657622,0.052166266,0,61.3660720936457,0,FALSE
"Serpinb1a","chr13",32851185,"-",-0.394994911,0.052166016,160.05361328125,16.6476348288854,9.61419534524749,TRUE
"Gm5113","chr7",30169875,"+",-0.263608154,0.052148703,23.3411846923828,90.0162481800715,0.259299683826972,FALSE
"Il18bp","chr7",102018690,"-",0.336922676,0.052070104,220.074805908203,10.4683810361226,21.0228119466423,TRUE
"E2f6","chr12",16810963,"+",0.176747944,0.05206823,0,32.8495760002136,0,FALSE
"Prpf6","chr2",181591868,"+",0.17284115,0.052051093,530.178792724609,45.205557153066,11.7281773771624,TRUE
"Mis12","chr11",71019611,"+",-0.176827764,0.051858473,1426.98172235107,178.395106602033,7.99899587792176,TRUE
"Mrpl48","chr7",100608301,"-",-0.232914465,0.051858473,711.906635742188,23.1729416484833,30.7214615451631,TRUE
"Btrc","chr19",45363734,"+",0.17112395,0.051589958,291.43194140625,142.090121193568,2.05103591268837,TRUE
"Tial1","chr7",128461717,"-",-0.143131419,0.051373962,736.747840820312,129.324864174525,5.69687697352665,TRUE
"Kctd7","chr5",130144861,"+",-0.308750645,0.05117281,1549.52181274414,148.074425725301,10.4644796368734,TRUE
"Pou3f3","chr1",42694925,"+",0.130108776,0.05101089,985.332613525391,51.2280930233002,19.2342239457797,TRUE
"Abtb2","chr2",103566310,"+",0.192613575,0.05084524,480.161162109375,90.2447068881988,5.32065734009453,TRUE
"S1pr1","chr3",115715072,"-",0.245010808,0.05064682,594.199930114746,55.5820321839651,10.6905038690933,TRUE
"Gucd1","chr10",75517972,"-",0.237066466,0.050634959,485.498011230469,91.3128148873647,5.31686611380161,TRUE
"Fut8","chr12",77238125,"+",0.15754374,0.050523715,633.546375427246,33.0406642389297,19.1747469374656,TRUE
"Cul3","chr1",80340480,"-",0.138875221,0.05046962,603.537151184082,65.6071291637421,9.19926170946721,TRUE
"Atxn7l2","chr3",108210934,"-",0.319688564,0.050419652,320.107578125,79.8790186602275,4.0074049918741,TRUE
"Gm15941","chr15",37433414,"-",-0.549916745,0.050375688,264.755485961914,93.7076033198039,2.82533622227388,TRUE
"Mcee","chr7",64392607,"+",-0.37873608,0.050225351,1093.36832904053,137.110879851659,7.9743367573999,TRUE
"Sec22a","chr16",35363918,"-",-0.226323758,0.050209078,154.718709960938,58.596456384023,2.64041069219202,TRUE
"Top2b","chr14",16365179,"+",-0.129776205,0.049903916,960.322366027832,76.9373504651387,12.4818746710412,TRUE
"Zfp113","chr5",138155744,"-",-0.204025281,0.049669651,871.626416809082,60.2874523703257,14.4578412677811,TRUE
"Gm48768","chr10",99108080,"-",0.475060654,0.049582805,423.47716003418,53.5598120276133,7.90662147611443,TRUE
"Syde2","chr3",145987870,"+",-0.346175407,0.049280178,690.231971435547,28.857660779953,23.9185004182682,TRUE
"Kifap3","chr1",163779583,"+",0.16244473,0.048873418,764.257890716553,66.2283370532989,11.539741517313,TRUE
"Ubqln1","chr13",58215653,"-",0.144652073,0.048849088,90.0304238891602,26.9752577772141,3.33751857471437,TRUE
"Gm17494","chr3",122293720,"-",0.645121492,0.048775151,635.214219970703,45.8096878433228,13.8663730288503,TRUE
"Tmem138","chr19",10577362,"-",-0.40238901,0.048205662,685.230738769531,60.6788673413595,11.2927410941053,TRUE
"9430015G10Rik","chr4",156109982,"+",-0.230934595,0.048081303,549.852762329102,118.014954537074,4.65917869888573,TRUE
"Neto1","chr18",86394952,"+",-0.181245448,0.047852197,0,34.6714026432037,0,FALSE
"A130050O07Rik","chr1",137927251,"+",-0.242299336,0.047744154,0,33.2768006639481,0,FALSE
"Cfap43","chr19",47919287,"-",-0.298068049,0.047307638,217.740185150146,80.1843177706401,2.7154958875247,TRUE
"2310009B15Rik","chr1",138856852,"-",-0.369646625,0.047118404,0,61.115118797938,0,FALSE
"Mia3","chr1",183369553,"-",0.203646523,0.04707129,150.050706481934,56.6567884686788,2.64841531857891,TRUE
"Vhl","chr6",113623959,"+",-0.246831955,0.04707129,236.746390075684,28.740105436643,8.23749205087597,TRUE
"AI597479","chr1",43098710,"+",-0.203995168,0.046518078,680.228256225586,69.7559304650625,9.75154731204225,TRUE
"Slc39a3","chr10",81037426,"-",0.293300185,0.046316052,330.111900939941,68.750820646286,4.80157033525933,TRUE
"Snx15","chr19",6128304,"-",-0.289491832,0.046312607,616.208087646484,87.1230891939799,7.07284479174625,TRUE
"Cdan1","chr2",120850128,"-",0.221208741,0.046025884,262.088424438477,93.4349043909709,2.80503764783435,TRUE
"Fam135a","chr1",24100341,"-",-0.1615448,0.0459519,460.155421142578,54.233459303538,8.48471454802735,TRUE
"Preb","chr5",30960361,"-",-0.165918327,0.04594976,73.3581231689453,52.2045639120738,1.40520517118962,FALSE
"Ap2m1","chr16",20535478,"+",-0.136255185,0.04587251,506.83801940918,70.5552747739156,7.18355957131866,TRUE
"Nfe2l2","chr2",75704641,"-",0.191856833,0.045781073,1020.34383239746,76.9902379226685,13.2528988080583,TRUE
"Edf1","chr2",25557847,"+",-0.260516706,0.045384364,167.723345245361,46.1519322274526,3.63415651632445,TRUE
"Gm46430","chr13",74617945,"-",-0.305585299,0.045201052,832.781943359375,35.309187874794,23.5854176627458,TRUE
"Hscb","chr5",110839777,"-",-0.382602304,0.045127202,459.487956176758,111.577496501923,4.11810598536633,TRUE
"Tgfbr1","chr4",47353222,"+",-0.154006466,0.04473163,52.0175491943359,85.4133143997192,0.609009843019356,FALSE
"Zbtb21","chr16",97962622,"-",0.199906487,0.04465318,726.912127685547,45.646134499232,15.9249438240554,TRUE
"Dok5","chr2",170731807,"+",0.505904342,0.044508728,705.90462411499,63.044586892128,11.196910931034,TRUE
"Ptges3l","chr11",101425333,"-",-0.695407856,0.044418643,300.101412963867,44.3696629390717,6.76366222064761,TRUE
"Zranb3","chr1",128103047,"-",-0.210361453,0.044321841,4064.0346484375,176.023936055501,23.0879659863764,TRUE
"Acbd5","chr2",23068167,"+",0.166256816,0.044251733,73.3581231689453,62.2376992092133,1.17867665580552,FALSE
"Wapl","chr14",34673928,"+",-0.129181872,0.043597608,340.115609130859,83.9302626775106,4.05235964097601,TRUE
"Tor1aip2","chr1",156035403,"+",-0.136107117,0.043287778,310.770766357422,26.4065867201487,11.7686836867977,TRUE
"Sugp2","chr8",70234226,"+",0.191348953,0.043257425,301.435543701172,54.7539489733378,5.50527495008542,TRUE
"Klhl24","chr16",20097542,"+",-0.158745794,0.043189467,504.837088867188,71.0318242219289,7.10719588574686,TRUE
"Kansl2","chr15",98534264,"-",-0.157196394,0.042909373,1534.51782299805,159.35918221283,9.62930282202783,TRUE
"Ptgds","chr2",25470046,"-",-0.197069647,0.042909373,148.04984362793,113.821305234273,1.30072171746059,TRUE
