chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,cpg_score,cpg_name,region_length,distanceToTSS,geneId,SYMBOL
chr14,54603235,54603593,27.6935946232488,13.8147104267176,2.00464532138795,0.2,both,both,False,CpG:,1001,2546,2400,74359,4931414P19Rik
chr14,54617531,54618122,38.7081909179688,75.0898215514394,0.515491848538382,0.1,both,both,False,CpG:,1001,1389,0,19173,Psmb5
chr14,54641128,54641737,23.1609165215295,23.218113290355,0.997536545363949,1,both,both,False,CpG:,1001,3630,0,239096,Cdh24
chr14,54686229,54686999,102.125147487895,111.721379635652,0.914105678080125,1,both,both,False,CpG:,1002,2500,0,56215,Acin1
chr14,54781103,54781990,29.7616947289809,1.12689211781973,26.4104205348092,0.5,exo_only,exo_only,False,CpG:,1002,1659,0,50934,Slc7a8
chr14,54863827,54864469,28.5515160131508,21.2956325871968,1.34072166657854,0.4,both,both,False,CpG:,1003,2091,0,239099,Homez
chr14,54876403,54877606,18.8191932910431,7.72545835306884,2.43599698955952,0.2,both,both,False,CpG:,1003,2278,0,105651,Ppp1r3e
chr14,54894056,54894626,49.1921588891622,42.6914621103253,1.15227158915376,0.4,both,both,False,CpG:,1003,5304,0,54196,Pabpn1
chr14,54912159,54913115,21.7048579323788,19.3668981358738,1.12071937282379,0.7,both,both,False,CpG:,1003,3346,0,59049,Slc22a17
chr14,54925853,54926972,32.2031606289887,24.6735211448001,1.30517085259132,0.7,both,both,False,CpG:,1004,4772,0,13644,Efs
chr14,55014822,55015191,87.8669033135531,186.398663323749,0.471392346633626,0.1,both,both,False,CpG:,1004,3095,-263,68966,Ngdn
chr14,55091472,55091680,38.7296914871077,47.8982947292667,0.808581844218415,0.7,both,both,False,CpG:,1005,3166,644,239102,Zfhx2
chr14,55106007,55106321,19.9382358333371,20.7173985755654,0.962390898674544,1,both,both,False,CpG:,1005,4034,0,11766,Ap1g2
chr14,55113414,55115427,18.671663668839,6.47875000478092,2.88198551496206,0.8,both,both,False,CpG:,1005,2026,125,319984,Jph4
chr14,55490843,55491392,24.0721684244034,14.029598430881,1.7158130749785,0.2,both,exo_only,False,CpG:,1008,4132,0,268747,Carmil3
chr14,55520577,55520945,15.0517196999102,12.4285788447461,1.21105718424701,1,both,exo_only,False,CpG:,1008,3444,322,18185,Nrl
chr14,55540273,55540569,23.0702090018473,21.2423885634622,1.08604589982545,1,both,both,False,CpG:,1008,3375,0,74551,Pck2
chr14,55559952,55560730,69.6684428856795,103.954490346273,0.670182140796548,0.4,both,both,False,CpG:,1008,3187,0,28199,Dcaf11
chr14,55578335,55578631,29.8320658214581,20.9612922160289,1.42319784076317,0.4,both,exo_only,False,CpG:,1009,2080,0,19186,Psme1
chr14,55591541,55592094,49.085761745563,50.7248743839536,0.96768621591877,0.7,both,both,False,CpG:,1009,7268,0,268749,Rnf31
chr14,55635503,55635849,16.8027861786389,6.23732825177911,2.69390763166042,0.1,both,exo_only,False,CpG:,1009,7241,0,75751,Ipo4
chr14,55643160,55643858,17.4742785867316,14.9890592125831,1.16580222540333,1,both,both,False,CpG:,1009,1584,0,74140,Tm9sf1
chr14,55660284,55660576,53.7390892499056,16.291526203022,3.29859146283897,0.1,both,both,False,CpG:,1009,1809,0,67881,Mdp1
chr14,55671858,55672103,68.3099980798853,35.3991183953245,1.92970902034972,0.1,both,both,False,CpG:,1009,2333,0,105446,Gmpr2
chr14,55681414,55682118,33.2425941846303,31.3707429888078,1.05966869182825,1,both,both,False,CpG:,1009,1867,0,28113,Tinf2
chr14,55721851,55722305,21.3649998931302,15.1471804694484,1.41049351965028,1,both,both,False,CpG:,1010,1517,0,56187,Rabggta
chr14,55745623,55746066,15.2770039581117,27.8216157951593,0.549105561322926,0.8,both,both,False,CpG:,1010,3822,0,52585,Dhrs1
chr14,55761978,55762879,24.1817558839164,20.5923191942505,1.17430949160249,0.7,both,endo_only,False,CpG:,1010,1834,550,57260,Ltb4r2
chr14,55767855,55768193,18.9403410804342,16.8546457512004,1.12374601994143,0.7,both,exo_only,False,CpG:,1010,2366,1893,16995,Ltb4r1
chr14,55823371,55823739,14.0182572543755,11.1595098981114,1.25617140737945,0.4,both,exo_only,False,CpG:,1010,5332,227,73181,Nfatc4
chr14,55853961,55854326,37.3233827077332,25.0909660110493,1.48752274788054,0.4,both,both,False,CpG:,1011,3285,0,277154,Nynrin
chr14,55884760,55885300,22.8095192768043,16.0808943200622,1.41842355423899,0.7,both,both,False,CpG:,1011,6878,0,219094,Khnyn
chr14,55900147,55900461,17.4008316494979,5.76522112782064,3.01824184427696,0.1,both,both,False,CpG:,1011,4602,0,654795,Sdr39u1
chr14,56571498,56572019,45.7277438970751,33.7259333969928,1.35586296037554,0.7,both,both,False,CpG:,1016,1283,0,219103,Cenpj
chr14,56668015,56668686,24.3787671046185,26.8087302750925,0.909359259258481,1,both,both,False,CpG:,1017,4119,0,75339,Mphosph8
chr14,56777592,56778439,43.9614330680299,21.0633545365362,2.08710502364545,0.1,both,both,False,CpG:,1018,4256,0,66645,Pspc1
chr14,56811083,56812806,8.53929226308811,7.1642515484196,1.19193082562432,1,both,both,False,CpG:,1018,4565,0,100503842,2410022M11Rik
chr14,56885457,56887319,17.4901155615255,14.8928954179717,1.17439323050773,1,both,both,False,CpG:,1019,5335,0,76007,Zmym2
chr14,57103888,57104871,15.8056106874046,14.4276749837945,1.09550642810833,0.7,both,both,False,CpG:,1020,4346,0,14619,Gjb2
chr14,57132909,57133456,15.712048791277,11.0378593491126,1.42346883524477,0.7,both,exo_only,False,CpG:,1020,2554,0,14623,Gjb6
chr14,57398263,57398546,25.8772342590587,11.7404027338798,2.20411810783829,0.4,both,both,False,CpG:,1022,4234,0,68631,Cryl1
chr14,57423968,57424412,30.4098288568306,14.9453978736997,2.03472862441117,0.2,both,both,False,CpG:,1023,2002,0,21821,Ift88
chr14,57524724,57525612,18.5648347022345,8.09029858769768,2.29470327961254,0.4,both,exo_only,False,CpG:,1023,3311,0,239114,Il17d
chr14,57664861,57665494,24.9384253421033,11.1701718886354,2.23259101030269,0.1,both,both,False,CpG:,1024,2579,0,57258,Xpo4
chr14,57699608,57699956,12.5415073165707,12.067197287387,1.03930573254814,0.8,both,endo_only,False,CpG:,1025,1802,0,50523,Lats2
chr14,57745384,57746445,18.4759580197693,12.9971163042789,1.42154287052788,0.7,both,both,False,CpG:,1025,1304,0,50523,Lats2
chr14,57797948,57798779,18.3723099149628,8.95900401699837,2.05070897167856,0.4,both,both,False,CpG:,1025,4976,0,100041953,Sap18b
chr14,57825893,57826716,3.54326613920456,17.0632891511257,0.20765434540918,0.1,both,endo_only,False,CpG:,1026,2118,0,219114,Ska3
chr14,57889810,57890537,53.4731004113204,46.7377271582547,1.14410998699743,0.7,both,both,False,CpG:,1026,2920,0,75965,Zdhhc20
chr14,57998870,57999409,18.0926116737918,27.7339717213116,0.652362808168903,0.7,both,endo_only,False,CpG:,1027,1699,0,68514,Micu2
chr14,58070941,58071337,20.87739547425,11.7688025305552,1.77396089534566,0.1,both,endo_only,False,CpG:,1028,2135,394,14180,Fgf9
chr14,58071916,58072432,21.669640699938,4.50177079553057,4.81358151806661,0.2,both,both,False,CpG:,1028,1884,-254,14180,Fgf9
chr14,59200934,59201773,13.2300737104363,11.6911177079821,1.13163463416363,1,both,both,False,CpG:,1036,2457,0,71330,Rcbtb1
chr14,59440675,59441049,58.1328879433647,21.3152858065355,2.72728634609913,0.1,both,both,False,CpG:,1038,2086,0,239122,Setdb2
chr14,59597693,59598021,26.2948987712395,24.1044486088029,1.09087327397469,0.7,both,both,False,CpG:,1039,2185,0,71891,Cdadc1
chr14,59625213,59626407,32.5726868684081,19.1877359553313,1.69757843990748,0.1,both,both,False,CpG:,1039,4062,0,219134,Shisa2
chr14,60250944,60251913,36.739923911997,29.6073906177942,1.24090381304714,0.2,both,both,False,CpG:,1044,3613,0,71844,Nup58
chr14,60265165,60265612,22.361356116902,34.8317233342527,0.641982479658489,0.1,both,both,False,CpG:,1044,2882,0,219135,Mtmr6
chr14,60378106,60379275,17.2202233637458,16.0269749043773,1.07445250688217,0.7,both,both,False,CpG:,1045,3901,0,72125,Amer2
chr14,60634605,60635216,22.5831356327235,18.3266985646123,1.23225334629174,0.7,both,both,False,CpG:,1047,3605,0,219140,Spata13
chr14,60784515,60784965,19.0412221327236,22.5274804990031,0.845244195575546,0.7,both,both,False,CpG:,1048,2382,0,70478,Mipep
chr14,61037742,61038042,19.6499398305224,13.0781378023789,1.50250288897768,0.4,both,both,False,CpG:,1050,5800,0,29820,Tnfrsf19
chr14,61046070,61046642,32.0233504692147,27.3342798092331,1.17154542547697,0.7,both,both,False,CpG:,1050,5471,0,29820,Tnfrsf19
chr14,61172675,61173531,82.2368291242088,33.2495307525197,2.47332299924193,0.1,both,both,False,CpG:,1051,2003,0,50720,Sacs
chr14,61360201,61360502,29.3112743437315,17.9824115388326,1.62999686001149,0.2,both,both,False,CpG:,1053,3148,0,68177,Ebpl
chr14,61439308,61440356,30.6562300238609,40.5860663451619,0.755338784575642,0.4,both,both,False,CpG:,1053,3000,0,16648,Kpna3
chr14,61556299,61557395,56.8375125027932,32.5340696890612,1.74701514584582,0.4,both,both,False,CpG:,1054,3258,0,66674,Spryd7
chr14,61647885,61649387,26.9103788361253,17.6555809171988,1.52418540983328,0.7,both,both,False,CpG:,1055,3897,0,668253,Dleu2
chr14,61681429,61683136,26.1542965315064,28.8023443037201,0.90806138054979,0.7,both,both,False,CpG:,1055,7481,0,668253,Dleu2
chr14,62292586,62293023,22.4330670844823,9.70847897128118,2.31066752586496,0.4,both,exo_only,False,CpG:,1060,1061,0,239133,Dleu7
chr14,62331902,62332436,18.8532434283045,15.5097419534675,1.2155742813045,0.4,both,both,False,CpG:,1060,3436,0,67153,Rnaseh2b
chr14,62555511,62555970,43.5609285022995,19.4470659526513,2.23997432869099,0.1,both,both,False,CpG:,1062,3242,0,629059,Fam124a
chr14,62760232,62761802,46.374644293261,42.7412795339076,1.08500832916036,0.7,both,both,False,CpG:,1063,3858,0,18130,Ints6
chr14,62837245,62838147,73.5017068664064,87.8250006248533,0.83691097459106,0.7,both,both,False,CpG:,1064,3768,0,102465889,Mir8098
chr14,63122413,63122868,19.2426066896397,18.3937146093182,1.04615120427559,1,both,both,False,CpG:,1066,2596,0,13030,Ctsb
chr14,63177707,63178176,41.1651425164161,30.8794977411081,1.33308976919062,0.7,both,both,False,CpG:,1067,4270,0,14137,Fdft1
chr14,63436314,63436646,14.6790712985234,4.05079037691408,3.62375485588717,0.1,both,exo_only,False,CpG:,1068,3529,0,219148,Fam167a
chr14,63543406,63544048,54.5077699359966,21.7208908137699,2.50946291306992,0.2,both,exo_only,False,CpG:,1069,651,0,210376,Mtmr9
chr14,63606145,63606376,20.1101772356355,18.2395455624298,1.10255911622376,1,both,both,False,CpG:,1070,1086,-127,219149,Xkr6
chr14,63860244,63860637,63.6021929672469,33.0238492880678,1.92594728774479,0.1,both,both,False,CpG:,1072,1361,0,72400,Pinx1
chr14,63943359,63944306,23.5460749019272,19.0132095269071,1.23840611279255,0.7,both,both,False,CpG:,1072,3779,0,20680,Sox7
chr14,64440539,64441017,28.859605181314,14.3290118723802,2.01406806263746,0.1,both,both,False,CpG:,1076,4063,0,110265,Msra
chr14,64652352,64652894,19.8317354337856,19.193514104079,1.03325192699189,1,both,both,False,CpG:,1078,3749,0,16554,Kif13b
chr14,65097696,65098287,24.2809439395202,12.1380381933458,2.000401016437,0.4,both,both,False,CpG:,1081,4323,0,54616,Extl3
chr14,65149568,65150233,69.2036605603812,60.0685491388852,1.15207810996691,0.7,both,both,False,CpG:,1082,1596,0,54616,Extl3
chr14,65261733,65262879,20.7946005884298,11.6193918153757,1.78964621546824,1,both,both,False,CpG:,1082,2878,0,14365,Fzd3
chr14,65358046,65359202,16.6153102685756,15.8811553201678,1.04622805668776,1,both,both,False,CpG:,1083,4892,0,380912,Zfp395
chr14,65805803,65806238,9.789483338415,27.4204383833829,0.357014107562465,0.7,both,both,False,CpG:,1087,3654,0,52033,Pbk
chr14,65833654,65834070,73.0290586371025,40.6631828459243,1.79595037884306,0.1,both,both,False,CpG:,1087,2117,0,71988,Esco2
chr14,65837236,65837829,15.9121818176045,27.1861970867064,0.585303702715568,0.7,both,both,False,CpG:,1087,2364,0,67179,Ccdc25
chr14,65953513,65953964,37.7599973305728,6.82138680970681,5.53553088014895,0.1,both,exo_only,False,CpG:,1088,973,0,219151,Scara3
chr14,66296844,66297584,21.2061578248157,32.5808352927101,0.650878273509473,0.4,both,both,False,CpG:,1090,3363,0,66854,Trim35
chr14,66868655,66869260,39.6774248833422,19.1018372209501,2.07715228772998,0.1,both,both,False,CpG:,1095,3193,0,12934,Dpysl2
chr14,67008243,67009161,49.347605653325,64.2841245118986,0.767648405076919,0.7,both,both,False,CpG:,1096,1824,0,12177,Bnip3l
chr14,67071836,67072553,29.7991660450989,18.89596713147,1.57701195380841,0.7,both,both,False,CpG:,1096,2173,0,71978,Ppp2r2a
chr14,67233318,67233850,15.3716169394071,15.8657584486909,0.968854844797879,1,both,both,False,CpG:,1097,2680,0,13592,Ebf2
chr14,67234409,67234680,15.1011486061624,15.7377375540263,0.959550161153818,1,both,both,False,CpG:,1097,2728,0,13592,Ebf2
chr14,67235403,67236476,9.41097185162283,12.3426931594524,0.762473127221476,0.7,both,endo_only,False,CpG:,1097,3632,759,13592,Ebf2
chr14,67715116,67716535,194.053348516396,146.866327705463,1.32129230401652,0.1,both,both,False,CpG:,1101,5274,0,105440,Kctd9
chr14,67933026,67933976,21.8540932703252,5.88574221788878,3.71305647806034,0.1,both,both,False,CpG:,1103,3337,0,68813,Dock5
chr14,68083681,68084944,9.29475566091148,5.54813286894759,1.67529435225558,1,both,endo_only,False,CpG:,1104,2152,0,18039,Nefl
chr14,69190582,69191014,26.2295645077056,1.35185443185155,19.4026545238163,0.333333333333333,both,exo_only,False,CpG:,1112,1644,0,18095,Nkx3-1
chr14,69707297,69707630,37.3537936435631,27.5630907983455,1.35521062992708,0.7,both,both,False,CpG:,1116,1593,0,71843,R3hcc1
chr14,69732154,69732804,24.9331966629735,17.1684293763964,1.4522701009128,0.4,both,both,False,CpG:,1117,6165,0,105513,Chmp7
chr14,69767480,69767936,8.17073453400008,15.7760965202471,0.517918645053529,0.4,both,both,False,CpG:,1117,3848,0,21933,Tnfrsf10b
chr14,69805129,69805513,44.1109189829838,43.4266660124007,1.01575651629319,1,both,both,False,CpG:,1117,2283,0,246710,Rhobtb2
chr14,70074548,70075804,35.1265512494385,38.0160416437865,0.923992865395542,0.7,both,both,False,CpG:,1119,8887,-1399,13655,Egr3
chr14,70077736,70080412,24.7831743686871,29.7806228395849,0.832191270887222,1,both,both,False,CpG:,1119,14721,0,13655,Egr3
chr14,70099980,70100343,8.93083600648753,11.0643530170214,0.807172004793083,1,both,both,False,CpG:,1119,2185,0,57784,Bin3
chr14,70153176,70153877,53.2806092721996,46.5705269038894,1.14408431285646,1,both,both,False,CpG:,1120,1282,0,219158,Ccar2
chr14,70176603,70177143,15.6448724363347,14.8585469999923,1.05292074900344,0.7,both,endo_only,False,CpG:,1120,2678,0,213019,Pdlim2
chr14,70205675,70206234,29.1820926523462,25.4469126084049,1.1467832306976,0.4,both,both,False,CpG:,1120,7914,0,20410,Sorbs3
chr14,70288971,70289603,32.7461128049914,18.6512501342086,1.75570605559201,0.2,both,both,False,CpG:,1121,3313,0,19057,Ppp3cc
chr14,70351027,70351579,18.3378899554072,10.0284392283812,1.8285886305727,0.1,both,both,False,CpG:,1121,6135,0,213053,Slc39a14
chr14,70442895,70443894,17.920705351042,28.5734664752289,0.627179952652155,0.4,both,both,False,CpG:,1122,3865,0,67065,Polr3d
chr14,70519795,70520605,22.4688771795952,19.8370320943066,1.1326733289928,1,both,both,False,CpG:,1123,4640,0,12153,Bmp1
chr14,70530831,70531099,17.0557563792722,18.7358939966697,0.910325196241178,1,both,both,False,CpG:,1123,1968,0,213469,Lgi3
chr14,70545128,70545607,12.7303314993515,11.4390602711283,1.11288263175624,1,both,both,False,CpG:,1123,3195,0,72549,Reep4
chr14,70554072,70555129,14.9447686292095,4.54654326874753,3.28706178426549,0.4,both,endo_only,False,CpG:,1123,4285,16,15460,Hr
chr14,70577466,70578210,22.163266723951,8.09720718426977,2.73714951582405,0.1,both,both,False,CpG:,1123,4939,0,213484,Nudt18
chr14,70599338,70599644,28.2105374993737,15.0947777460941,1.86889386342065,0.4,both,exo_only,False,CpG:,1123,1552,191,239170,Fhip2b
chr14,70618136,70618520,19.2530963866835,21.2255277718546,0.907072681236854,1,both,both,False,CpG:,1123,2837,25,13829,Dmtn
chr14,70659207,70659420,3.75062362840623,12.5367755444194,0.299169719926569,1,endo_only,endo_only,False,CpG:,1124,1858,0,328440,Npm2
chr14,70765911,70767002,20.2556783790668,12.9693321726551,1.56181352358099,0.7,both,both,False,CpG:,1124,4229,0,65246,Xpo7
chr14,70889700,70890049,25.2029571071147,10.2114668199988,2.4681035106294,0.1,both,both,False,CpG:,1125,3667,-71,14586,Gfra2
chr14,70890502,70890733,26.7639220073101,9.72637924892414,2.75168398458969,0.1,both,exo_only,False,CpG:,1125,3271,0,14586,Gfra2
chr14,70890937,70891230,32.1806713538015,9.64801004784426,3.3354724128829,0.1,both,exo_only,False,CpG:,1125,5126,409,14586,Gfra2
chr14,72709212,72710670,16.7276976600356,14.0092987860978,1.19404246532564,0.7,both,endo_only,False,CpG:,1139,2230,0,319448,Fndc3a
chr14,73143062,73143624,28.8979766050857,22.9235236383565,1.26062541959005,1,both,both,False,CpG:,1143,2699,0,105670,Rcbtb2
chr14,73325169,73326460,34.5600483170171,16.161773808056,2.13838213103751,0.1,both,both,False,CpG:,1144,2895,0,19645,Rb1
chr14,73384790,73385296,12.2477716430488,26.4571796987719,0.462928089180168,0.2,both,both,False,CpG:,1144,2142,0,16432,Itm2b
chr14,73509941,73510312,19.0511162000292,6.97614121793357,2.73089600753128,0.2,both,exo_only,False,CpG:,1145,4082,0,67381,Med4
chr14,73524875,73525315,48.8509348773845,78.210786201161,0.624606109338143,0.2,both,both,False,CpG:,1145,859,0,214254,Nudt15
chr14,73552672,73553184,22.9065779635542,11.4474578542901,2.00101876373972,0.7,both,both,False,CpG:,1146,2452,0,20916,Sucla2
chr14,74732201,74732799,62.6546367053919,28.1996482699256,2.22182333998158,0.1,both,both,False,CpG:,1155,2468,0,13885,Esd
chr14,74946850,74947938,25.0302159038776,10.9204451611636,2.29205087654234,0.4,both,exo_only,False,CpG:,1156,4841,0,380916,Lrch1
chr14,75015955,75016491,18.0380068296395,7.17789458677668,2.5129941115142,0.2,both,both,False,CpG:,1157,3477,0,271221,Rubcnl
chr14,75284049,75284748,59.7203490277464,30.7023219084394,1.94514112664979,0.4,both,both,False,CpG:,1159,1495,0,67302,Zc3h13
chr14,75754037,75754640,9.88916931265876,18.0377823150388,0.548247514020268,0.4,both,both,False,CpG:,1162,5222,0,338337,Cog3
chr14,75786602,75787121,38.4176579901075,28.5599676848906,1.34515761411145,0.7,both,both,False,CpG:,1163,2799,0,67554,Slc25a30
chr14,75844829,75845982,38.6944286336398,38.1876364279694,1.01327110690986,1,both,both,False,CpG:,1163,3072,0,100043189,Gm4285
chr14,76010581,76011033,44.0717239084757,30.5892159539645,1.44076016772714,0.1,both,both,False,CpG:,1164,1543,0,68705,Gtf2f2
chr14,76110499,76111209,30.2006737252539,9.63383894888138,3.13485349770774,0.1,both,both,False,CpG:,1165,2408,0,27275,Nufip1
chr14,76414039,76416551,24.9429710281737,29.3799945072965,0.848978069821595,1,both,both,False,CpG:,145,4935,0,21807,Tsc22d1
chr14,76504147,76504595,31.4473858377527,43.6324421099964,0.720734029932923,0.2,both,both,False,CpG:,1168,6720,0,21807,Tsc22d1
chr14,76556480,76556942,9.40309265852818,14.6119701219466,0.643519838875467,0.7,both,endo_only,False,CpG:,1169,2355,0,72661,Serp2
chr14,77036339,77036901,16.0318279029453,4.67361517202909,3.43028411900354,0.2,both,both,False,CpG:,1172,3358,0,108811,Ccdc122
chr14,77156292,77157837,19.6567931457048,13.4373736378069,1.46284487397145,0.2,both,both,False,CpG:,1173,4591,0,239188,Enox1
chr14,77874781,77874982,31.4368400112098,11.5926403248613,2.71179292467059,0.2,both,both,False,CpG:,1179,1589,0,66148,Dnajc15
chr14,78536482,78537145,19.2135454490618,18.7227203978753,1.02621547727873,1,both,both,False,CpG:,1184,5794,0,219181,Akap11
chr14,78724770,78725265,15.3027177427659,13.288261239967,1.15159669624346,0.7,both,both,False,CpG:,1185,5182,0,380921,Dgkh
chr14,78731811,78733108,14.4904716196825,10.7000053520416,1.35424900669957,0.7,both,both,False,CpG:,1185,7023,0,380921,Dgkh
chr14,78849032,78849511,30.0739497049793,25.3539702127768,1.18616332876434,0.7,both,both,False,CpG:,1186,3764,0,219189,Vwa8
chr14,79300718,79301843,17.079423173158,20.8310766729409,0.819901123754384,0.7,both,both,False,CpG:,1190,3734,0,66214,Rgcc
chr14,79390227,79390931,19.5810243849626,22.2975014518756,0.878171234890335,1,both,both,False,CpG:,1190,4008,0,66897,Naa16
chr14,79426347,79427229,74.398071132068,53.1810639380358,1.39895793019021,0.4,both,both,False,CpG:,1190,1059,0,211255,Kbtbd7
chr14,79451833,79452555,45.9778823731152,23.7625909777736,1.93488506434844,1,both,both,False,CpG:,1191,1113,0,432879,Kbtbd6
chr14,79480680,79482211,14.440957190352,17.7148168113796,0.815190884789472,1,both,both,False,CpG:,1191,4598,0,13709,Elf1
chr14,79587228,79587774,35.3576910825597,35.0625404210233,1.00841783447498,1,both,both,False,CpG:,1192,2807,0,67955,Sugt1
chr14,79661295,79661614,13.6814043206571,23.7680119328598,0.575622578754357,0.2,both,both,False,CpG:,1192,1724,470,16840,Cnmd
chr14,79768453,79771419,23.8348372283209,4.00556293087914,5.95043384403641,0.4,both,both,False,CpG:,1193,4375,0,102633266,Gm9748
chr14,79773910,79774336,7.86719569829745,15.0772599543247,0.52179213743946,0.666666666666667,both,endo_only,False,CpG:,1193,1502,-2598,18530,Pcdh8
chr14,84443319,84443642,35.1440711099566,15.7211888921809,2.23545886707307,0.4,both,both,False,CpG:,1229,2390,0,219228,Pcdh17
chr14,84445819,84448029,20.2194684590866,12.3967702055847,1.63102712430515,0.7,both,exo_only,False,CpG:,1229,4020,-478,219228,Pcdh17
chr14,87140956,87141361,37.341275815596,18.694592945154,1.99743722289902,0.1,both,both,False,CpG:,1249,2429,0,56419,Diaph3
chr14,87415915,87417408,40.9379137306486,35.8829417313701,1.14087395724468,0.7,both,both,False,CpG:,1251,2702,0,219249,Tdrd3
chr14,93890724,93891054,57.2270833380057,22.2577163906343,2.57111207338799,0.1,both,both,False,CpG:,1301,7069,-45,211712,Pcdh9
chr14,99045504,99046496,44.4426879090494,41.4848895262322,1.07129821042302,1,both,both,False,CpG:,1340,2308,0,76789,Mzt1
chr14,99099323,99100013,34.4037367674284,23.6789201261695,1.4529267628808,0.7,both,both,False,CpG:,1341,2596,0,52023,Pibf1
chr14,99298434,99299444,21.8556868513746,12.2899354634143,1.77834024567797,0.1,both,both,False,CpG:,1342,6434,0,12224,Klf5
chr14,100285450,100286092,35.7424107783166,33.4041839430832,1.06999802297872,1,both,both,False,CpG:,1350,4365,-771,16597,Klf12
chr14,101607831,101609266,40.9922987741448,13.9602679146892,2.93635473363746,0.1,both,both,False,CpG:,1360,2291,0,210789,Tbc1d4
chr14,101640202,101640508,110.923063039102,85.1929372632594,1.3020218177985,0.4,both,both,False,CpG:,1360,1760,0,66200,Commd6
chr14,101653891,101654556,8.50436661850276,33.9338566966712,0.250615976089067,0.1,both,endo_only,False,CpG:,1360,3130,0,50933,Uchl3
chr14,101729429,101730117,36.7086931683521,13.0379035678249,2.8155364838671,0.2,both,both,False,CpG:,1361,2581,0,380928,Lmo7
chr14,102981427,102983032,51.0819328391109,27.7809723403889,1.83873811950226,0.1,both,both,False,CpG:,1370,4209,0,100628599,Mir5130
chr14,103070166,103070558,57.450252712835,45.5987504883882,1.2599084864719,0.7,both,both,False,CpG:,1371,3068,0,211286,Cln5
chr14,103098752,103099853,11.4683175182795,13.7566448446735,0.833656581802355,0.7,both,both,False,CpG:,1371,4147,0,50789,Fbxl3
chr14,103346112,103347012,71.6406593483622,20.9855359628499,3.41381127816729,0.1,both,both,False,CpG:,1373,1902,0,105689,Mycbp2
chr14,103650020,103650973,16.8734115475062,4.10112232777073,4.11433997792457,0.1,both,exo_only,False,CpG:,1375,2668,0,105439,Slain1
chr14,104522150,104522767,22.9201873453294,9.96625321254105,2.29977975238354,0.4,both,exo_only,False,CpG:,1382,2704,0,72486,Obi1
chr14,105176670,105177521,33.2189093042968,23.853231339877,1.39263770308396,0.7,both,both,False,CpG:,1387,2762,0,74213,Rbm26
chr14,105258656,105259154,37.6472912173718,18.9302620803316,1.98873586945671,0.4,both,both,False,CpG:,1388,1600,0,76273,Ndfip2
chr14,105895076,105895323,33.6858503523938,33.9652723992729,0.991773301753791,1,both,both,False,CpG:,1392,6769,1496,24064,Spry2
chr14,105895952,105897500,31.0567858105891,31.9226142302509,0.972877270845777,1,both,both,False,CpG:,1392,7382,0,24064,Spry2
chr14,105898830,105899080,31.0567858105891,31.9226142302509,0.972877270845777,1,both,both,False,CpG:,1392,7382,-2011,24064,Spry2
chr14,108911299,108911530,10.4391898193922,12.6263836978546,0.826775905849113,1,both,endo_only,False,CpG:,1415,1355,2628,76965,Slitrk1
chr14,111675225,111676142,15.2451167487036,3.62086214426796,4.21035547371984,0.2,both,exo_only,False,CpG:,1437,3351,0,75409,Slitrk5
chr14,115040329,115042403,13.3780155466556,17.0134796549632,0.786318602541307,1,both,both,False,CpG:,1462,3043,-1268,723905,Mir17
chr14,115092127,115092922,18.4124107332444,1.82946323744355,10.0643786419964,0.1,both,exo_only,False,CpG:,1463,2197,0,103978,Gpc5
chr14,116925377,116926927,49.8560506746615,23.797716408848,2.09499305807867,0.1,both,both,False,CpG:,1477,3644,0,23888,Gpc6
chr14,118132659,118132908,16.7615717599691,19.2867964376416,0.869069770822902,1,both,both,False,CpG:,1486,3553,0,76355,Tgds
chr14,118136697,118137559,47.4187960906975,20.4888857853145,2.31436675412995,0.1,both,both,False,CpG:,1486,2196,0,58245,Gpr180
chr14,118234464,118237221,26.3756624552289,19.4094835506658,1.35890593824296,0.7,both,both,False,CpG:,1487,5628,0,105245869,Gm4675
chr14,118705781,118706547,27.0934227229472,28.3014091809201,0.95731709151828,1,both,both,False,CpG:,1490,5714,0,239273,Abcc4
chr14,118854588,118855037,35.9121995394524,25.6577495488037,1.3996628765568,0.7,both,both,False,CpG:,1491,2072,0,58187,Cldn10
chr14,118922583,118923158,30.0410410192364,25.8288596900602,1.16308042165706,1,both,endo_only,False,CpG:,1492,4904,0,66573,Dzip1
chr14,118925059,118925560,29.6352778046287,26.03096104003,1.13846268522534,0.7,both,both,False,CpG:,1492,4439,0,66573,Dzip1
chr14,118937549,118938542,44.46176796853,47.1006585201691,0.943973383078942,1,both,both,False,CpG:,1492,2542,0,100037258,Dnajc3
chr14,119098953,119099592,26.168394497814,20.4146238834557,1.28184553618062,0.4,both,both,False,CpG:,1493,2553,0,102635192,Gm16835
chr14,119137598,119139195,7.2469458094617,12.3313227191563,0.587686006968566,0.4,both,exo_only,False,CpG:,1493,3137,0,50787,Hs6st3
chr14,120477710,120479102,73.5566650625152,90.9516377281516,0.808744810977138,0.4,both,both,False,CpG:,1504,7045,0,76108,Rap2a
chr14,120910725,120911825,18.4303513666919,15.1419447309205,1.21717201417704,0.7,both,both,False,CpG:,1507,4187,0,70572,Ipo5
