chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,cpg_score,cpg_name,cpg_length,region_start,region_end,region_length,distanceToTSS,tss_position,strand,geneId,SYMBOL
chr11,78032008,78032768,22.3655753830942,19.7305539197858,1.13355030345428,0.7,both,both,False,CpG:,1180,760,78030806,78033163,2357,0,78032768,*,100504178,Dhrs13os
chr11,78037972,78038225,10.3946227238675,19.9177888716421,0.521876338325224,0.7,both,endo_only,False,CpG:,1180,253,78037892,78039597,1705,0,78038225,*,14252,Flot2
chr11,78080086,78080429,42.7863677856142,40.4994007769642,1.05646915669801,1,both,both,False,CpG:,1180,343,78079562,78081031,1469,0,78080429,*,57837,Eral1
chr11,78164980,78165865,21.6852863586384,17.3196694959844,1.25206121073304,1,both,both,False,CpG:,1181,885,78165546,78167713,2167,0,78165865,*,22032,Traf4
chr11,78176583,78177296,33.9065669381839,30.0573415265549,1.1280627366272,1,both,both,False,CpG:,1181,713,78175900,78181585,5685,0,78177296,*,140859,Nek8
chr11,78178213,78179010,33.9065669381839,30.0573415265549,1.1280627366272,1,both,both,False,CpG:,1181,797,78175900,78181585,5685,0,78179010,*,102465761,Mir7653
chr11,78183303,78183539,23.5270167577728,49.1683191272894,0.478499513006838,0.1,both,both,False,CpG:,1181,236,78182253,78185235,2982,45,78183584,*,268449,Rpl23a
chr11,78188606,78189478,44.2960447822792,28.6300331974951,1.54718803421278,1,both,both,False,CpG:,1181,872,78187076,78190181,3105,0,78189478,*,19376,Rab34
chr11,78245771,78246299,37.1719497962428,42.1071082540773,0.882795122665384,1,both,both,False,CpG:,1181,528,78245106,78246989,1883,0,78246299,*,20926,Supt6
chr11,78261417,78262363,32.6783741683087,13.0966541462606,2.49516966725727,0.4,both,both,False,CpG:,1182,946,78260726,78263435,2709,0,78262363,*,72503,Bltp2
chr11,78301498,78301859,40.2270616543691,48.3670294281473,0.831704202841924,0.7,both,both,False,CpG:,1182,361,78300878,78302065,1187,0,78301859,*,54141,Spag5
chr11,78328302,78328825,39.3052897209495,30.9338920915109,1.27062219020722,0.7,both,both,False,CpG:,1182,523,78322130,78329363,7233,0,78328825,*,276846,Pigs
chr11,78343381,78343848,16.4831391497133,17.913246713927,0.920164803898906,0.7,both,both,False,CpG:,1182,467,78342434,78347654,5220,0,78343848,*,22248,Unc119
chr11,78465658,78466108,25.9150482614434,10.7121382636253,2.41922271946786,0.7,both,both,False,CpG:,1183,450,78464170,78466645,2475,0,78466108,*,52466,Slc46a1
chr11,78497021,78497463,17.3135570584782,21.4937936186475,0.805514250562884,1,both,both,False,CpG:,1183,442,78495848,78498368,2520,0,78497463,*,237868,Sarm1
chr11,78511866,78512482,10.2673219450913,11.5742508507449,0.887083067188794,1,both,both,False,CpG:,147,616,78511786,78515134,3348,0,78512482,*,195040,Tmem199
chr11,78536006,78536748,84.8739279397768,47.410068681525,1.79020892186244,0.1,both,both,False,CpG:,1184,742,78535258,78537646,2388,0,78536748,*,21927,Tnfaip1
chr11,78550432,78551076,25.6044310839795,26.3029938747986,0.97344170043364,0.7,both,both,False,CpG:,1184,644,78549973,78553686,3713,0,78551076,*,69071,Tmem97
chr11,78697066,78697572,84.9607604918022,147.110679877059,0.577529521057237,0.1,both,both,False,CpG:,1185,506,78695158,78698500,3342,0,78697572,*,18099,Nlk
chr11,78751365,78751795,10.7784935859709,9.77871029446933,1.1022408130924,1,both,both,False,CpG:,1185,430,78749757,78755290,5533,0,78751795,*,69109,Ccnq
chr11,78924996,78925388,17.9931723038028,15.0370099300173,1.1965924334388,0.7,both,exo_only,False,CpG:,1187,392,78922264,78925666,3402,0,78925388,*,18126,Nos2
chr11,79145639,79146666,27.5922457642798,15.2343659995682,1.81118438174991,0.2,both,both,False,CpG:,1188,1027,79143696,79147809,4113,0,79146666,*,16706,Ksr1
chr11,79254019,79254912,22.2820541605877,13.6434244659265,1.63317165834982,0.7,both,both,False,CpG:,1189,893,79253720,79256235,2515,0,79254912,*,78889,Wsb1
chr11,79339192,79340229,14.847300115946,13.5188516871775,1.09826636607224,1,both,both,False,CpG:,1190,1037,79337665,79340496,2831,0,79340229,*,18015,Nf1
chr11,79590882,79591553,34.2938011840618,6.97858370159611,4.91414915267381,0.1,both,exo_only,False,CpG:,1192,671,79589801,79592001,2200,0,79591553,*,268451,Rab11fip4
chr11,79660415,79661069,8.82001535880607,14.6266257660712,0.603010940449813,0.4,both,endo_only,False,CpG:,1192,654,79658158,79663376,5218,0,79661069,*,268451,Rab11fip4
chr11,79710878,79712224,37.5310067204732,23.1610652790955,1.62043525495123,0.7,both,both,False,CpG:,1193,1346,79710480,79713367,2887,0,79712224,*,387188,Mir193a
chr11,79962139,79962682,77.213293343299,43.2210159446481,1.78647566827637,0.2,both,both,False,CpG:,1195,543,79961534,79962808,1274,0,79962682,*,216987,Utp6
chr11,79992475,79993854,26.7894511861192,20.160666226902,1.32879791196443,0.7,both,both,False,CpG:,1195,1379,79991839,79994375,2536,0,79993854,*,52615,Suz12
chr11,80080766,80081053,36.0530625470047,20.2514429058436,1.78027129793312,0.4,both,both,False,CpG:,1195,287,80079657,80082745,3088,0,80081053,*,54394,Crlf3
chr11,80089321,80089678,13.7415903146483,13.2788835129554,1.03484530918894,0.7,both,exo_only,False,CpG:,1196,357,80088457,80090888,2431,0,80089678,*,237877,Atad5
chr11,80154031,80154685,17.2037245209454,13.2218770049711,1.30115599430226,1,both,exo_only,False,CpG:,1196,654,80153761,80155072,1311,0,80154685,*,216991,Adap2
chr11,80209067,80209554,17.6220664797725,16.7904800949687,1.04952725473604,1,both,both,False,CpG:,1196,487,80206968,80210600,3632,0,80209554,*,59040,Rhot1
chr11,80300847,80301762,26.3004716646922,15.9372819139435,1.65024825479695,0.2,both,exo_only,False,CpG:,1197,915,80298445,80303995,5550,0,80301762,*,246104,Rhbdl3
chr11,80377885,80378102,14.4615977922872,17.1944880343438,0.841060098061778,1,both,both,False,CpG:,1198,217,80375920,80379835,3915,0,80378102,*,70591,5730455P16Rik
chr11,80383121,80383356,20.3628732018755,27.5853705411873,0.738176533516996,0.7,both,both,False,CpG:,1198,235,80381552,80385327,3775,0,80383356,*,22680,Zfp207
chr11,80428468,80429282,29.500251781741,16.7231048200957,1.76404155203831,0.2,both,both,False,CpG:,1198,814,80425294,80429457,4163,0,80429282,*,69077,Psmd11
chr11,80476520,80478056,24.4210252527522,14.8814144139077,1.64104194490606,0.2,both,both,False,CpG:,1198,1536,80473327,80480480,7153,0,80478056,*,12569,Cdk5r1
chr11,80779562,80780232,13.3510546041957,5.42543441619443,2.46082683523812,0.2,both,exo_only,False,CpG:,1201,670,80778177,80781368,3191,0,80780232,*,338367,Myo1d
chr11,80810173,80810620,15.5469110997587,6.17770593566867,2.51661559511831,0.1,both,both,False,CpG:,1201,447,80809064,80812721,3657,0,80810620,*,103743,Tmem98
chr11,82387062,82389805,9.94804917259084,1.74688701466375,5.69472958988461,0.8,both,exo_only,False,CpG:,1213,2743,82386522,82389209,2687,0,82389805,*,270893,Tmem132e
chr11,82763856,82764791,86.0824283897464,17.1177170078824,5.02884983728303,0.1,both,both,False,CpG:,1216,935,82763277,82765346,2069,0,82764791,*,12467,Cct6b
chr11,82781015,82781677,18.3847259303799,15.0602862817061,1.22074212843563,1,both,both,False,CpG:,1216,662,82779760,82783229,3469,0,82781677,*,100503272,Gm11423
chr11,82870804,82871362,32.4212782521062,12.8215750540484,2.52865019433546,0.2,both,both,False,CpG:,1217,558,82869519,82871585,2066,0,82871362,*,67338,Rffl
chr11,82890524,82890733,32.2465231618741,17.0453491880395,1.89180771870025,0.4,both,exo_only,False,CpG:,1217,209,82888116,82891269,3153,0,82890733,*,19364,Rad51d
chr11,83298725,83299157,15.9111842218964,20.9905170176334,0.758017737654104,0.7,both,both,False,CpG:,1220,432,83297503,83300201,2698,0,83299157,*,103737,Pex12
chr11,83302595,83303278,15.335779962386,16.2216912434696,0.945387243057027,1,both,both,False,CpG:,1220,683,83301104,83303711,2607,0,83303278,*,71770,Ap2b1
chr11,83440353,83440750,25.800197085034,11.319158034438,2.27933888779873,0.1,both,both,False,CpG:,1221,397,83439021,83443830,4809,222,83440972,*,66330,1700020L24Rik
chr11,83442694,83442918,22.0044791021842,12.3470090607938,1.78217080702211,0.1,both,both,False,CpG:,1221,224,83439021,83444720,5699,2563,83445481,*,66330,1700020L24Rik
chr11,83462693,83463141,21.5580683866069,12.7741405833166,1.68763356297819,1,both,both,False,CpG:,1221,448,83461868,83464251,2383,0,83463141,*,118453,Mmp28
chr11,83472621,83473763,47.6330105696922,30.3045482504305,1.57181061324732,0.1,both,both,False,CpG:,1221,1142,83471544,83475009,3465,0,83473763,*,70439,Taf15
chr11,83753679,83754018,11.086645568425,12.9265707928578,0.857663315823148,1,both,both,False,CpG:,1223,339,83752025,83757170,5145,0,83754018,*,217026,Heatr6
chr11,83941927,83942374,8.12597162180762,15.6952943387408,0.517732987125334,1,both,endo_only,False,CpG:,1225,447,83940530,83942574,2044,0,83942374,*,78394,Ddx52
chr11,83964325,83964792,14.2880985742463,7.62662384818477,1.87345001650331,0.4,both,exo_only,False,CpG:,1225,467,83962187,83965583,3396,0,83964792,*,217030,Synrg
chr11,84068107,84068552,29.4551920996627,12.7780597034087,2.30513808695111,0.1,both,both,False,CpG:,1226,445,84066229,84069526,3297,0,84068552,*,56405,Dusp14
chr11,84129616,84129832,31.3826454627485,25.7242599632309,1.21996300409051,0.7,both,endo_only,False,CpG:,1226,216,84128710,84130386,1676,0,84129832,*,107476,Acaca
chr11,84179323,84180418,31.2438292365842,27.4286858154734,1.13909319049324,1,both,both,False,CpG:,1227,1095,84177526,84181138,3612,0,84180418,*,107476,Acaca
chr11,84513298,84513787,25.0433622879957,16.1108392306989,1.55444182201732,0.4,both,both,False,CpG:,1229,489,84511731,84514881,3150,0,84513787,*,56321,Aatf
chr11,84520172,84520513,11.973483082122,11.2896888088441,1.06056803556377,1,both,both,False,CpG:,1229,341,84517658,84523001,5343,1554,84522067,*,16869,Lhx1
chr11,84522678,84522898,11.973483082122,11.2896888088441,1.06056803556377,1,both,endo_only,False,CpG:,1229,220,84517658,84523001,5343,0,84522898,*,16869,Lhx1
chr11,84524913,84525813,23.9331578991295,4.9982805713214,4.78827820039768,0.2,both,exo_only,False,CpG:,1229,900,84525705,84527649,1944,0,84525813,*,16869,Lhx1
chr11,84525952,84526193,23.9331578991295,4.9982805713214,4.78827820039768,0.2,both,exo_only,False,CpG:,1229,241,84525705,84527649,1944,268,84526461,*,78365,Lhx1os
chr11,84818709,84819636,23.9715221500317,19.372179047613,1.23742001821862,0.7,both,both,False,CpG:,1232,927,84816725,84822323,5598,0,84819636,*,217038,Mrm1
chr11,84828697,84829305,26.8694781669306,16.0343324118413,1.67574660901302,0.1,both,both,False,CpG:,1232,608,84827929,84830667,2738,0,84829305,*,192970,Dhrs11
chr11,84869568,84870994,36.8583670627955,32.2572334892698,1.14263881541659,0.4,both,both,False,CpG:,1232,1426,84867391,84871538,4147,0,84870994,*,217039,Ggnbp2
chr11,84879780,84880511,14.1537042464428,11.5816110950562,1.22208422733903,1,both,both,False,CpG:,1232,731,84879002,84881140,2138,0,84880511,*,66196,Myo19
chr11,84916161,84916363,20.1508121004911,33.19026851639,0.607130131849951,0.4,both,both,False,CpG:,1232,202,84915453,84916773,1320,0,84916363,*,448850,Znhit3
chr11,84957719,84958248,11.3193167520602,5.37491656486797,2.10595208603731,0.2,both,exo_only,False,CpG:,1233,529,84956276,84959540,3264,0,84958248,*,12351,Car4
chr11,85139455,85140483,43.9261508604239,34.2965576146499,1.28077433758718,0.7,both,both,False,CpG:,1234,1028,85137737,85140587,2850,0,85140483,*,237898,Usp32
chr11,85234511,85235274,22.2618017316974,20.148271323957,1.10489884584924,0.7,both,both,False,CpG:,1235,763,85232982,85235776,2794,0,85235274,*,654810,Appbp2os
chr11,85310616,85310817,42.6783650926272,24.756865661415,1.72390017687675,0.1,both,both,False,CpG:,1235,201,85309874,85313902,4028,-427,85310390,*,53892,Ppm1d
chr11,85311035,85312038,42.6783650926272,24.756865661415,1.72390017687675,0.1,both,both,False,CpG:,1235,1003,85309874,85313902,4028,0,85312038,*,53892,Ppm1d
chr11,85352647,85353248,163.804173868972,98.4844550872809,1.66324902466894,0.1,both,both,False,CpG:,1236,601,85351573,85353768,2195,0,85353248,*,192197,Bcas3
chr11,85829287,85829622,8.89730372988578,11.7363361284871,0.758098918817579,0.7,both,endo_only,False,CpG:,1239,335,85828520,85831252,2732,2587,85832209,*,69909,2610027K06Rik
chr11,85832089,85833596,30.6840910032347,16.9161314094265,1.81389528495482,0.1,both,both,False,CpG:,1239,1507,85831206,85834235,3029,0,85833596,*,21385,Tbx2
chr11,86200936,86201792,26.7987257420891,30.5226752299425,0.877994000860049,0.7,both,both,False,CpG:,1242,856,86198833,86202947,4114,0,86201792,*,237911,Brip1
chr11,86257125,86257397,27.472912260768,28.6369913585579,0.959350509862759,1,both,both,False,CpG:,1243,272,86255946,86259927,3981,0,86257397,*,70422,Ints2
chr11,86257542,86257773,27.472912260768,28.6369913585579,0.959350509862759,1,both,both,False,CpG:,1243,231,86255946,86259927,3981,0,86257773,*,70422,Ints2
chr11,86357279,86358424,33.3491588877552,26.9206495043766,1.23879473570404,0.7,both,both,False,CpG:,1243,1145,86355720,86359429,3709,0,86358424,*,327987,Med13
chr11,86484203,86485180,41.3564760983643,54.6052551697373,0.757371721271334,0.1,both,both,False,CpG:,1244,977,86481953,86487429,5476,0,86485180,*,76892,Rnft1
chr11,86544200,86544986,29.5810798444256,26.8752911180721,1.10067942015832,0.7,both,both,False,CpG:,1245,786,86541903,86545396,3493,0,86544986,*,72508,Rps6kb1
chr11,86683637,86684148,10.233583792465,19.4122987680698,0.527170115952352,0.7,both,both,False,CpG:,1246,511,86681651,86685717,4066,0,86684148,*,217057,Ptrh2
chr11,86757414,86758221,34.5803257633103,31.7305729371752,1.08981094768687,1,both,both,False,CpG:,1246,807,86754217,86759458,5241,0,86758221,*,67300,Cltc
chr11,86807302,86807795,21.3620531998609,25.2760384469488,0.845150368191486,0.7,both,both,False,CpG:,1247,493,86806535,86808397,1862,0,86807795,*,67487,Dhx40
chr11,86993023,86993951,24.7864945424107,13.0171463288949,1.90414196139062,0.1,both,both,False,CpG:,1248,928,86991518,86997057,5539,0,86993951,*,77864,Ypel2
chr11,87073962,87074244,26.4972596737794,22.5060489275679,1.17733946811618,0.7,both,both,False,CpG:,1249,282,87073265,87075447,2182,0,87074244,*,66569,Gdpd1
chr11,87086373,87086794,12.9208031320104,8.84735477568517,1.46041426613977,0.7,both,endo_only,False,CpG:,1249,421,87084362,87087898,3536,0,87086794,*,74133,Smg8
chr11,87108724,87108930,145.899971878993,227.798960338098,0.640476899729695,0.1,both,both,False,CpG:,1249,206,87107243,87110300,3057,-16,87108914,*,270906,Prr11
chr11,87109443,87109935,145.899971878993,227.798960338098,0.640476899729695,0.1,both,both,False,CpG:,1249,492,87107243,87110300,3057,192,87110127,*,66140,Ska2
chr11,87126795,87127706,22.577281843587,13.0313816929625,1.73253169737018,0.4,both,both,False,CpG:,1249,911,87126084,87129382,3298,0,87127706,*,68729,Trim37
chr11,87358131,87359274,38.8873564597314,17.7561030482414,2.19008395896772,0.2,both,both,False,CpG:,1251,1143,87357216,87360007,2791,0,87359274,*,320472,Ppm1e
chr11,87404207,87404735,23.6401476902377,20.0823155200054,1.17716244756179,0.7,both,both,False,CpG:,1251,528,87403555,87406634,3079,0,87404735,*,114714,Rad51c
chr11,87578373,87578695,25.2726277900554,6.32660224249629,3.99466045459554,0.1,both,exo_only,False,CpG:,1253,322,87576609,87580340,3731,0,87578695,*,18952,Septin4
chr11,87591597,87592378,75.5625717782178,45.8463252307299,1.64817073992159,0.1,both,both,False,CpG:,1253,781,87588871,87593223,4352,0,87592378,*,170749,Mtmr4
chr11,87595487,87595850,14.4224515467685,7.06251019943496,2.0421140840154,0.2,both,both,False,CpG:,1253,363,87593452,87597033,3581,0,87595850,*,170749,Mtmr4
chr11,87736695,87737001,23.1777438478905,9.53532306004783,2.43072454933417,0.1,both,both,False,CpG:,1254,306,87734491,87738083,3592,-551,87736450,*,20922,Supt4a
chr11,87737251,87737907,23.1777438478905,9.53532306004783,2.43072454933417,0.1,both,both,False,CpG:,1254,656,87734491,87738083,3592,0,87737907,*,20922,Supt4a
chr11,87764081,87764839,25.4187218669191,13.4410352752724,1.89112827593586,0.1,both,both,False,CpG:,1254,758,87762743,87765397,2654,0,87764839,*,207777,Tspoap1
chr11,87817142,87817416,13.5466890177514,17.1982592995977,0.787677914477561,0.7,both,endo_only,False,CpG:,1254,274,87816177,87818255,2078,89,87817505,*,76113,Lpo
chr11,87853132,87853340,25.9413733455339,21.3863408765199,1.21298792978723,0.7,both,exo_only,False,CpG:,1255,208,87852767,87854164,1397,0,87853340,*,380718,Mks1
chr11,87986772,87987654,32.6233534694996,19.8992025236338,1.63943019479065,0.4,both,both,False,CpG:,1256,882,87985750,87988176,2426,0,87987654,*,68097,Dynll2
chr11,88047189,88048653,39.1101108860229,20.7475563943238,1.88504661188548,0.4,both,both,False,CpG:,1256,1464,88047061,88049604,2543,0,88048653,*,110809,Srsf1
chr11,88067845,88069300,12.9961973376187,12.9886819261457,1.00057861232692,1,both,both,False,CpG:,1256,1455,88065951,88071215,5264,0,88069300,*,22344,Vezf1
chr11,88099079,88099957,12.4637645443784,17.2431978323014,0.722822104437622,0.7,both,both,False,CpG:,1257,878,88097429,88101774,4345,0,88099957,*,103841,Cuedc1
chr11,88204160,88204603,34.4804830321224,19.1789519418996,1.79782936714045,0.4,both,both,False,CpG:,1257,443,88201095,88205146,4051,0,88204603,*,64656,Mrps23
chr11,88294375,88294588,17.1900639136216,12.2454802679695,1.40378846214678,0.7,both,endo_only,False,CpG:,1258,213,88291681,88295495,3814,317,88294905,*,74297,Ccdc182
chr11,88717840,88719127,38.0941889499579,24.2632057450407,1.57003939834884,0.4,both,both,False,CpG:,1261,1287,88718113,88721898,3785,0,88719127,*,193280,C030037D09Rik
chr11,88863935,88864835,36.6266192168686,25.6751230499428,1.42654113655553,0.4,both,both,False,CpG:,1262,900,88861987,88865795,3808,0,88864835,*,11640,Akap1
chr11,88955227,88955513,15.0250973538502,30.6828649491229,0.489690170026958,0.7,both,both,False,CpG:,1263,286,88953855,88956064,2209,0,88955513,*,74617,Scpep1
chr11,88973826,88974336,19.8070779324482,23.947827744994,0.82709288472265,1,both,both,False,CpG:,1263,510,88973013,88975475,2462,0,88974336,*,12812,Coil
chr11,88999234,89000002,6.74257406704471,24.8389168853931,0.271452016130775,0.4,both,endo_only,False,CpG:,1264,768,88998635,89000044,1409,0,89000002,*,217069,Trim25
chr11,89060000,89060939,23.6269441670569,22.9914982930608,1.02763829768275,0.7,both,both,False,CpG:,1264,939,89058569,89061926,3357,0,89060939,*,56077,Dgke
chr11,89301374,89302842,10.4568851077051,8.05247717835645,1.29859233079372,0.7,both,endo_only,False,CpG:,1266,1468,89301729,89303310,1581,0,89302842,*,18121,Nog
chr11,90249224,90249822,39.1140037175768,46.874731982152,0.834436850379643,1,both,both,False,CpG:,1273,598,90248283,90250501,2218,0,90249822,*,67468,Mmd
chr11,90389629,90389855,20.5766056076215,21.6581252305763,0.950064023942944,1,both,both,False,CpG:,1274,226,90389103,90392009,2906,0,90389855,*,217082,Hlf
chr11,90390735,90391186,20.5766056076215,21.6581252305763,0.950064023942944,1,both,both,False,CpG:,1274,451,90389103,90392009,2906,0,90391186,*,217082,Hlf
chr11,90637769,90638673,54.9298581898085,18.1241868881952,3.03074882910117,0.1,both,both,False,CpG:,1276,904,90636811,90639156,2345,0,90638673,*,20913,Stxbp4
chr11,90687348,90687819,25.1350862810934,7.03166605073798,3.57455631421168,0.2,both,exo_only,False,CpG:,1276,471,90684655,90691626,6971,0,90687819,*,71943,Tom1l1
chr11,93884846,93886590,43.9463290407147,40.293808678156,1.09064718581787,1,both,both,False,CpG:,1301,1744,93884189,93888415,4226,0,93886590,*,103537,Mbtd1
chr11,93955400,93956062,28.2560493110748,30.3515030067681,0.930960463630877,1,both,both,False,CpG:,1301,662,93954976,93957188,2212,0,93956062,*,18103,Nme2
chr11,93996308,93996727,27.8893548535899,22.3903738105424,1.24559576760878,0.7,both,both,False,CpG:,1302,419,93993040,93997595,4555,205,93996932,*,70834,Spag9
chr11,94210243,94212093,24.973003002305,62.0323890624689,0.402580061476535,0.1,both,both,False,CpG:,1303,1850,94209083,94213441,4358,0,94212093,*,22057,Tob1
chr11,94321399,94322144,24.1235468707897,10.1664699803585,2.37285379462056,0.2,both,both,False,CpG:,1304,745,94320518,94323364,2846,0,94322144,*,67684,Luc7l3
chr11,94328295,94328652,11.3631156976661,22.0785786148853,0.514666994459739,0.2,both,both,False,CpG:,1304,357,94325952,94332031,6079,41,94328693,*,71452,Ankrd40
chr11,94473317,94474632,18.4116840628429,13.3998040837372,1.37402636245917,0.7,both,both,False,CpG:,1305,1315,94471591,94479370,7779,0,94474632,*,12291,Cacna1g
chr11,94485985,94486306,19.6980509638559,9.39277619524072,2.09714897431888,0.1,both,exo_only,False,CpG:,1305,321,94481232,94487347,6115,0,94486306,*,217116,Spata20
chr11,94521255,94521557,27.5471113997459,3.88950472559248,7.08242137321216,0.1,both,exo_only,False,CpG:,1306,302,94520559,94522344,1785,185,94521742,*,104601,Mycbpap
chr11,94548858,94549288,31.2372593728155,24.5222483088331,1.27383341769538,0.2,both,both,False,CpG:,1306,430,94546501,94550560,4059,0,94549288,*,237926,Rsad1
chr11,94601622,94601864,24.0012868613519,19.0370612205073,1.26076638528099,0.4,both,both,False,CpG:,1306,242,94599894,94603815,3921,0,94601864,*,264895,Acsf2
chr11,94629603,94630167,33.2152850044999,15.9434726240115,2.08331558549398,0.2,both,exo_only,False,CpG:,1306,564,94629311,94631442,2131,0,94630167,*,98238,Lrrc59
chr11,94653727,94654003,23.2037039578131,20.469158609547,1.13359344174463,1,both,both,False,CpG:,1307,276,94653521,94655740,2219,0,94654003,*,268465,Eme1
chr11,94676970,94677581,21.3183380687146,10.0812872414872,2.11464444550135,0.4,both,both,False,CpG:,1307,611,94675539,94679755,4216,0,94677581,*,217119,Xylt2
chr11,94979093,94979302,19.1282382542116,19.9407443451322,0.959253973830776,1,both,both,False,CpG:,1309,209,94978514,94980913,2399,-2766,94976536,*,20391,Sgca
chr11,94990898,94992990,18.0745952858187,14.7138206232776,1.2284093811246,0.7,both,both,False,CpG:,1309,2092,94986631,94995060,8429,0,94992990,*,217124,Ppp1r9b
chr11,95009815,95010566,25.1885649315477,16.045360138626,1.56983481292584,0.7,both,exo_only,False,CpG:,1309,751,95008533,95011364,2831,0,95010566,*,217125,Samd14
chr11,95041096,95041507,29.5031752597359,24.9479785420403,1.18258780806708,0.7,both,both,False,CpG:,1310,411,95038704,95042752,4048,0,95041507,*,18604,Pdk2
chr11,95076076,95077153,11.9945627920444,6.84091326992434,1.75335694501167,0.2,both,exo_only,False,CpG:,1310,1077,95076070,95078009,1939,0,95077153,*,16400,Itga3
chr11,95118223,95118488,14.0524874581606,12.4015638591474,1.13312221085694,1,both,exo_only,False,CpG:,1310,265,95117218,95120465,3247,-1631,95116857,*,13393,Dlx3
chr11,95145051,95146306,7.68180932553216,6.42859096219405,1.19494448639028,1,both,both,False,CpG:,1310,1255,95144557,95146334,1777,0,95146306,*,13394,Dlx4
chr11,95258592,95259657,16.4711546243784,15.497563557454,1.06282220191032,1,both,both,False,CpG:,1311,1065,95257316,95261029,3713,-1872,95257785,*,93670,Tac4
chr11,95309551,95310258,57.5356336227273,90.0412951524622,0.638991626289973,0.4,both,both,False,CpG:,1312,707,95307542,95311435,3893,0,95310258,*,217127,Kat7
chr11,95336959,95337612,25.7331526666783,22.6264243932083,1.137305312562,1,both,both,False,CpG:,1312,653,95336634,95341150,4516,0,95337612,*,215512,Fam117a
chr11,95384422,95385054,36.8483039762451,24.1451662971284,1.52611514548266,0.4,both,both,False,CpG:,1312,632,95382970,95385258,2288,0,95385054,*,110172,Slc35b1
chr11,95413810,95414131,18.0152639344163,20.1451606571616,0.894272537261296,0.7,both,both,False,CpG:,1312,321,95411037,95416102,5065,0,95414131,*,20747,Spop
chr11,95513408,95514993,11.9917423784801,9.52509772843722,1.25896266058024,1,both,exo_only,False,CpG:,1313,1585,95512349,95515532,3183,0,95514993,*,104079,Nxph3
chr11,95585240,95585487,25.7947984463552,6.12144705176909,4.21384000028237,0.1,both,exo_only,False,CpG:,1314,247,95584624,95589342,4718,2248,95587735,*,18053,Ngfr
chr11,95586294,95586774,27.2783438382142,6.36993270342425,4.28235981575602,0.1,both,exo_only,False,CpG:,1314,480,95585113,95589342,4229,961,95587735,*,18053,Ngfr
chr11,95712598,95713525,21.0323960533775,8.04977777695095,2.61279213366609,0.2,both,both,False,CpG:,1315,927,95712315,95714725,2410,0,95713525,*,237928,Phospho1
chr11,95823997,95824710,32.4689797537105,9.74888893398079,3.33053130193497,0.1,both,both,False,CpG:,1316,713,95822948,95826056,3108,0,95824710,*,237928,Phospho1
chr11,95858763,95859843,41.3427775057699,25.1833523348838,1.64167093228895,0.4,both,both,False,CpG:,1316,1080,95856513,95862072,5559,0,95859843,*,73906,4833417C18Rik
chr11,95914481,95915069,11.3917435924878,8.54971485293333,1.33241210829147,1,both,both,False,CpG:,1316,588,95913602,95915392,1790,0,95915069,*,14422,B4galnt2
chr11,96004570,96007818,2.31902980997459,5.39426831131678,0.429906277577893,0.2,both,both,False,CpG:,1317,3248,96005162,96008703,3541,0,96007818,*,140486,Igf2bp1
chr11,96034863,96035086,1.23293467325258,13.6113043832449,0.0905816693637594,0.333333333333333,both,endo_only,False,CpG:,1317,223,96034517,96036108,1591,0,96035086,*,27681,Snf8
chr11,96064603,96065527,27.9633172950791,34.065436840762,0.820870650383639,0.7,both,both,False,CpG:,1317,924,96063517,96066675,3158,0,96065527,*,268470,Ube2z
chr11,96075794,96076044,136.116864268901,148.125040654563,0.918932164794032,1,both,both,False,CpG:,1318,250,96074895,96077983,3088,-124,96075920,*,11951,Atp5mc1
chr11,96777424,96777830,49.3406447772506,31.8015003550751,1.55151940085671,0.7,both,both,False,CpG:,1323,406,96776588,96779364,2776,0,96777830,*,74479,Snx11
chr11,96789045,96789802,16.5855845039158,15.5633787428569,1.06568019566626,1,both,both,False,CpG:,1323,757,96787823,96791086,3263,0,96789802,*,12412,Cbx1
chr11,96829375,96830471,75.9742483140785,72.3999667815891,1.04936855210544,1,both,both,False,CpG:,1323,1096,96827482,96831122,3640,0,96830471,*,18023,Nfe2l1
chr11,96849886,96850425,17.2548864590478,6.05630995108589,2.84907585615793,0.2,both,exo_only,False,CpG:,1323,539,96848488,96851113,2625,0,96850425,*,387170,Mir152
chr11,96916116,96916803,42.0384160114424,33.1171629409218,1.26938458123467,0.7,both,both,False,CpG:,1324,687,96915005,96919374,4369,0,96916803,*,319371,D030028A08Rik
chr11,96943705,96943914,32.1105469936868,70.2958574080366,0.45679145511092,0.1,both,endo_only,False,CpG:,1324,209,96943264,96947599,4335,0,96943914,*,103711,Pnpo
chr11,96977227,96977733,98.7135227083555,97.6789473382292,1.01059159008485,1,both,both,False,CpG:,1324,506,96973237,96980132,6895,0,96977733,*,78912,Sp2
chr11,97021450,97022581,22.4645257242453,13.863930739676,1.6203576132962,0.4,both,both,False,CpG:,1325,1131,97021486,97024532,3046,2717,97025298,*,83395,Sp6
chr11,97041351,97041751,14.0317198849259,6.03605157823865,2.3246520847359,0.2,both,exo_only,False,CpG:,1325,400,97040086,97042287,2201,0,97041751,*,107732,Mrpl10
